,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
34,ADCY8,"AC8, ADCY3, HBAC1",ENSG00000155897,Adenylate cyclase 8,8,130780301-131042426,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB018652, HPA024291",Supported,,,,,Group enriched,Group enriched,8,cerebral cortex: 12.9;epididymis: 27.8;fallopian tube: 6.2,seminal vesicle: 2.0,Group enriched,7.0,U-138 MG: 17.5;U-87 MG: 33.7
35,C5orf67,,ENSG00000225940,Chromosome 5 open reading frame 67,5,56511567-56606232,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Group enriched,8,epididymis: 19.8;kidney: 9.4,thyroid gland: 1.9,Group enriched,7.0,CACO-2: 1.7;EFO-21: 5.3;U-266/70: 4.8
36,DACH2,,ENSG00000126733,Dachshund family transcription factor 2,X,86148458-86832604,Predicted intracellular proteins,Evidence at transcript level,HPA000258,Approved,,,,,Not detected,Group enriched,8,cerebral cortex: 11.9;epididymis: 4.4;fallopian tube: 5.0,kidney: 0.8,Cell line enriched,8.0,HAP1: 6.1
37,DRICH1,C22orf43,ENSG00000189269,Aspartate rich 1,22,23608452-23632321,Predicted intracellular proteins,Evidence at protein level,HPA020446,,,Approved,Nucleus<br>Nucleoli,,Mixed,Group enriched,8,epididymis: 20.8;parathyroid gland: 23.9;testis: 81.2,endometrium: 5.4,Cell line enhanced,,CACO-2: 9.2
38,LRGUK,"CFAP246, FLJ32786",ENSG00000155530,Leucine rich repeats and guanylate kinase domain containing,7,134127299-134264591,Predicted intracellular proteins,Evidence at protein level,"HPA029505, HPA029506",Uncertain,,,,,Mixed,Group enriched,8,epididymis: 1.7;fallopian tube: 5.4;testis: 8.4,"lung,thyroid gland: 0.6",Cell line enhanced,,NTERA-2: 1.4;SH-SY5Y: 1.3;SK-MEL-30: 1.4
39,PRAME,"CT130, MAPE",ENSG00000185686,Preferentially expressed antigen in melanoma,22,22547701-22559361,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA045153,Enhanced,,,,"Renal cancer:7.48e-9 (unfavourable), Head and neck cancer:3.41e-4 (unfavourable)",Group enriched,Group enriched,8,epididymis: 17.1;testis: 80.5,endometrium: 6.3,Cell line enhanced,,HMC-1: 154.1;K-562: 872.4;SH-SY5Y: 199.7;U-2 OS: 171.5
40,PROKR1,"GPR73, GPR73a, PKR1, ZAQ",ENSG00000169618,Prokineticin receptor 1,2,68643589-68658247,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA029396,Uncertain,,,,,Not detected,Group enriched,8,adipose tissue: 1.7;adrenal gland: 1.4;epididymis: 4.3,testis: 0.3,Cell line enhanced,,NTERA-2: 2.0
41,PXDNL,"FLJ25471, PMR1",ENSG00000147485,Peroxidasin like,8,51319578-51809445,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA007919,,,Approved,Nucleoplasm<br>Cytosol,Breast cancer:3.27e-5 (unfavourable),Mixed,Group enriched,8,epididymis: 11.5;heart muscle: 24.1;testis: 9.0,adipose tissue: 1.8,Group enriched,7.0,AF22: 7.6;Daudi: 4.2;SH-SY5Y: 6.5
42,RP11-397G17.1,,ENSG00000226733,,6,50093616-50181007,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Group enriched,Group enriched,8,epididymis: 136.0;kidney: 50.9,liver: 12.3,Not detected,,
43,SAG,"ARRESTIN, RP47",ENSG00000130561,S-antigen visual arrestin,2,233307816-233347055,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA004946,Supported,,,,,Not detected,Group enriched,8,epididymis: 1.1;testis: 1.9,endometrium: 0.1,Not detected,,
44,SMIM24,"C19orf77, HSPC323",ENSG00000095932,Small integral membrane protein 24,19,3473986-3480542,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA045046, HPA056027",Enhanced,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:4.13e-10 (favourable),Tissue enhanced,Group enriched,8,duodenum: 758.8;epididymis: 1928.7;kidney: 835.9;small intestine: 682.3,stomach: 140.0,Group enriched,8.0,CACO-2: 128.5;HEL: 66.3;Hep G2: 79.7;MOLT-4: 90.8;REH: 56.0;U-937: 68.2
45,TDRD12,"ECAT8, FLJ13072",ENSG00000173809,Tudor domain containing 12,19,32719753-32829580,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,8,epididymis: 10.9;testis: 33.5,ovary: 2.6,Group enriched,34.0,HDLM-2: 23.6;NTERA-2: 93.5
46,ARHGAP40,"C20orf95, dJ1100H13.4",ENSG00000124143,Rho GTPase activating protein 40,20,38601934-38651035,Predicted intracellular proteins,Evidence at protein level,"HPA042636, HPA042840",Uncertain,,Supported,Nucleoplasm<br>Plasma membrane<br>Centrosome<br>Cytosol,Renal cancer:2.89e-4 (unfavourable),Mixed,Group enriched,7,breast: 38.1;epididymis: 43.7;esophagus: 12.6;seminal vesicle: 11.3;skin: 53.8,prostate: 4.4,Cell line enhanced,,BEWO: 8.0;HBEC3-KT: 9.7;RPTEC TERT1: 8.8;SK-BR-3: 9.5;T-47d: 14.4
47,GOLGA7B,"bA451M19.3, bA459F3.4, C10orf132, C10orf133",ENSG00000155265,Golgin A7 family member B,10,97850239-97871580,Predicted intracellular proteins,Evidence at protein level,HPA046878,Uncertain,,,,,Mixed,Group enriched,7,cerebral cortex: 18.3;epididymis: 28.5;skin: 17.4,adrenal gland: 3.1,Cell line enhanced,,A-431: 4.7;HDLM-2: 5.4;SK-MEL-30: 17.6
48,MSH4,,ENSG00000057468,MutS homolog 4,1,75796882-75913238,Predicted intracellular proteins,Evidence at protein level,,,,,,,Not detected,Group enriched,7,epididymis: 2.3;testis: 7.7,spleen: 0.7,Cell line enhanced,,AN3-CA: 1.6
49,PRDM9,"KMT8B, MSBP3, PFM6, ZNF899",ENSG00000164256,PR/SET domain 9,5,23443586-23528597,"Enzymes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA059555,Uncertain,,,,,Not detected,Group enriched,7,epididymis: 1.7;testis: 7.1,bone marrow: 0.6,Cell line enriched,7.0,U-266/70: 5.0
50,TEX30,C13orf27,ENSG00000151287,Testis expressed 30,13,102765990-102773811,Predicted intracellular proteins,Evidence at protein level,HPA053545,Enhanced,,,,"Prostate cancer:2.10e-6 (unfavourable), Cervical cancer:2.09e-5 (favourable)",Expressed in all,Group enriched,7,epididymis: 87.8;testis: 223.6,placenta: 22.3,Cell line enhanced,,NB-4: 184.1
51,ACOXL,FLJ11042,ENSG00000153093,Acyl-CoA oxidase-like,2,110732573-111118222,Predicted intracellular proteins,Evidence at protein level,"HPA035392, HPA035393",,,Supported,Nucleoli<br>Cytosol,Urothelial cancer:6.48e-4 (favourable),Group enriched,Group enriched,6,epididymis: 9.2;lung: 14.5;parathyroid gland: 6.9;prostate: 5.2;testis: 5.2;urinary bladder: 7.6,thyroid gland: 1.3,Cell line enhanced,,A-431: 11.1;RPMI-8226: 15.9;RT4: 23.3;U-266/70: 14.6
52,ARSF,,ENSG00000062096,Arylsulfatase F,X,3041471-3112726,Predicted membrane proteins,Evidence at protein level,HPA000549,,,Uncertain,Cytosol,,Tissue enhanced,Group enriched,6,adrenal gland: 4.0;cerebral cortex: 2.1;epididymis: 2.0;esophagus: 2.3;kidney: 8.0;skin: 6.7,liver: 0.6,Not detected,,
53,ATP6V1E2,"ATP6E1, ATP6EL2, ATP6V1EL2, MGC9341, VMA4",ENSG00000250565,ATPase H+ transporting V1 subunit E2,2,46490750-46542557,Predicted intracellular proteins,Evidence at protein level,HPA052784,Uncertain,,,,,Expressed in all,Group enriched,6,epididymis: 7.7;testis: 31.6,cerebral cortex: 3.2,Mixed,,
54,C9orf116,"MGC29761, PIERCE1, RbEST47",ENSG00000160345,Chromosome 9 open reading frame 116,9,135495181-135501734,Predicted intracellular proteins,Evidence at protein level,"HPA021439, HPA065287",Approved,,Approved,Nucleoplasm<br>Cytosol,Endometrial cancer:3.53e-5 (favourable),Expressed in all,Group enriched,6,epididymis: 31.1;fallopian tube: 154.4;testis: 63.3,thyroid gland: 13.6,Cell line enhanced,,T-47d: 39.2;U-2197: 39.8
55,CYP4F2,,ENSG00000186115,Cytochrome P450 family 4 subfamily F member 2,19,15878023-15898120,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA014048, HPA017265, HPA058960",Supported,,,,,Tissue enriched,Group enriched,6,duodenum: 78.2;epididymis: 28.0;kidney: 39.3;liver: 84.6;small intestine: 84.3,prostate: 10.4,Cell line enhanced,,Hep G2: 2.5
56,DCXR,"DCR, KIDCR, SDR20C1",ENSG00000169738,Dicarbonyl and L-xylulose reductase,17,82035136-82037732,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA023371, HPA023863",Enhanced,,Uncertain,Nucleoli<br>Microtubules,"Renal cancer:2.13e-4 (favourable), Pancreatic cancer:4.70e-4 (favourable)",Expressed in all,Group enriched,6,epididymis: 297.5;kidney: 217.3;liver: 640.9;prostate: 137.5,adipose tissue: 56.7,Expressed in all,,
57,ECM1,,ENSG00000143369,Extracellular matrix protein 1,1,150508062-150513789,"Disease related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA027241,Enhanced,,Approved,Nucleoplasm<br>Cytosol,"Renal cancer:1.51e-9 (unfavourable), Urothelial cancer:1.20e-5 (unfavourable), Pancreatic cancer:3.55e-4 (unfavourable)",Expressed in all,Group enriched,6,epididymis: 581.9;esophagus: 989.7,tonsil: 122.7,Cell line enhanced,,ASC TERT1: 277.2;BJ hTERT+: 233.5;fHDF/TERT166: 213.1;hTEC/SVTERT24-B: 192.3
58,GPR137C,"DKFZp762F0713, TM7SF1L2",ENSG00000180998,G protein-coupled receptor 137C,14,52553148-52637713,Predicted membrane proteins,Evidence at transcript level,"HPA003640, HPA030763",Uncertain,,Approved,Vesicles,,Mixed,Group enriched,6,cerebral cortex: 18.0;epididymis: 10.8;testis: 6.8,gallbladder: 2.1,Mixed,,
59,IGFN1,"DKFZp434B1231, EEF1A2BP1",ENSG00000163395,Immunoglobulin-like and fibronectin type III domain containing 1,1,201190825-201228952,Predicted intracellular proteins,Evidence at protein level,HPA050415,Enhanced,,Approved,Midbody ring,Renal cancer:1.27e-8 (unfavourable),Group enriched,Group enriched,6,endometrium: 17.1;epididymis: 18.4;skeletal muscle: 60.1,cerebral cortex: 5.6,Cell line enriched,6.0,HeLa: 41.8
60,LRRC63,RP11-139H14.4,ENSG00000173988,Leucine rich repeat containing 63,13,46211943-46277366,Predicted intracellular proteins,Evidence at transcript level,"HPA039318, HPA039763",Uncertain,,Approved,Golgi apparatus,,Not detected,Group enriched,6,cerebral cortex: 1.1;epididymis: 1.7;testis: 2.4,fallopian tube: 0.3,Cell line enhanced,,HDLM-2: 1.1
61,NXF2B,bA353J17.1,ENSG00000269437,Nuclear RNA export factor 2B,X,102360395-102463274,Predicted intracellular proteins,Evidence at protein level,HPA002079,Uncertain,,,,,Not detected,Group enriched,6,epididymis: 19.1;testis: 4.9,fallopian tube: 2.1,Cell line enriched,30.0,U-266/84: 25.0
62,PAGE4,"CT16.7, GAGEC1, PAGE-4",ENSG00000101951,PAGE family member 4,X,49829260-49833973,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,HPA023880,Enhanced,,Approved,Golgi apparatus<br>Vesicles,,Group enriched,Group enriched,6,epididymis: 1456.6;placenta: 2041.1,prostate: 269.4,Group enriched,9.0,CACO-2: 8.5;U-266/70: 9.3;U-266/84: 33.4
63,PPM1J,"DKFZp434P1514, FLJ35951, MGC19531, PP2Czeta, PPP2CZ",ENSG00000155367,"Protein phosphatase, Mg2+/Mn2+ dependent 1J",1,112709994-112715477,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA046045,Uncertain,,Approved,Vesicles,,Mixed,Group enriched,6,epididymis: 22.8;skeletal muscle: 24.1;skin: 21.4;testis: 46.5,heart muscle: 4.7,Cell line enhanced,,T-47d: 18.2
64,PRSS42,TESSP2,ENSG00000178055,"Protease, serine 42",3,46829542-46834095,"Enzymes, Predicted secreted proteins",Evidence at transcript level,HPA046925,Uncertain,,,,,Not detected,Group enriched,6,epididymis: 4.8;heart muscle: 8.8;parathyroid gland: 3.1;skeletal muscle: 8.4;testis: 2.0;thyroid gland: 1.9,"breast,cervix, uterine,prostate,seminal vesicle: 0.7",Cell line enhanced,,NTERA-2: 1.0
65,SCGB1D4,IIS,ENSG00000197745,Secretoglobin family 1D member 4,11,62296277-62299064,Predicted secreted proteins,Evidence at protein level,,,,,,,Tissue enriched,Group enriched,6,"cervix, uterine: 76.0;epididymis: 55.4;fallopian tube: 74.8",endometrium: 11.8,Not detected,,
66,SCGB2A1,"LPHC, MGB2, MGC71973, UGB3",ENSG00000124939,Secretoglobin family 2A member 1,11,62208668-62213939,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,HPA034584,Enhanced,,,,"Endometrial cancer:1.54e-8 (favourable), Colorectal cancer:1.22e-4 (favourable), Renal cancer:6.36e-4 (favourable)",Group enriched,Group enriched,6,"cervix, uterine: 2863.6;epididymis: 1665.3",fallopian tube: 381.7,Cell line enhanced,,EFO-21: 8.1;NB-4: 1.3;SCLC-21H: 1.9
67,SLC46A2,"Ly110, TSCOT",ENSG00000119457,Solute carrier family 46 member 2,9,112878920-112890913,"Predicted membrane proteins, Transporters",Evidence at transcript level,HPA020098,Approved,,,,,Tissue enhanced,Group enriched,6,"cervix, uterine: 23.3;endometrium: 5.5;epididymis: 5.7;lung: 15.1;skin: 11.3",seminal vesicle: 2.1,Not detected,,
68,STAC2,24b2,ENSG00000141750,SH3 and cysteine rich domain 2,17,39210536-39225872,Predicted intracellular proteins,Evidence at protein level,HPA017288,,,Approved,Nucleoplasm<br>Vesicles,"Endometrial cancer:4.05e-5 (unfavourable), Glioma:5.04e-4 (unfavourable), Ovarian cancer:6.66e-4 (unfavourable)",Group enriched,Group enriched,6,breast: 32.0;cerebral cortex: 30.1;epididymis: 13.8;seminal vesicle: 35.6,skin: 4.5,Cell line enhanced,,HeLa: 22.2;hTEC/SVTERT24-B: 4.8;U-87 MG: 14.4
69,WNK3,PRKWNK3,ENSG00000196632,WNK lysine deficient protein kinase 3,X,54192823-54358642,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA077678,,,Approved,Vesicles,,Mixed,Group enriched,6,epididymis: 14.3;testis: 18.6,ovary: 2.6,Cell line enhanced,,AF22: 4.4;HAP1: 5.4;NTERA-2: 9.1;SiHa: 4.8;U-2 OS: 4.1
70,AGRP,"Agrt, ART, ASIP2",ENSG00000159723,Agouti related neuropeptide,16,67482571-67483813,"Disease related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA041017,Uncertain,Supported,,,,Mixed,Group enriched,5,adrenal gland: 5.8;epididymis: 24.7,lung: 3.0,Not detected,,
71,ASIP,"AGTIL, ASP",ENSG00000101440,Agouti signaling protein,20,34194569-34269344,Predicted secreted proteins,Evidence at protein level,HPA048636,Uncertain,,Supported,Vesicles,,Mixed,Group enriched,5,epididymis: 18.1;ovary: 7.4;skin: 5.7,breast: 2.0,Cell line enhanced,,CACO-2: 2.6
