,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
17,DRGX,"DRG11, PRRXL1",ENSG00000165606,Dorsal root ganglia homeobox,10,49364181-49396016,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA043978,Uncertain,,Approved,Nucleus<br>Nucleoli<br>Cytosol,,Mixed,Tissue enriched,11,adrenal gland: 8.9,skin: 0.8,Group enriched,16.0,RH-30: 13.8;SH-SY5Y: 68.3;U-2197: 21.7
18,FDX1,"ADX, FDX",ENSG00000137714,Ferredoxin 1,11,110429883-110464881,Predicted intracellular proteins,Evidence at protein level,"HPA041630, HPA062087",Enhanced,,Enhanced,Mitochondria,"Renal cancer:3.58e-7 (favourable), Stomach cancer:2.53e-4 (favourable)",Expressed in all,Tissue enriched,11,adrenal gland: 387.5,seminal vesicle: 36.5,Expressed in all,,
19,KIAA1024,,ENSG00000169330,KIAA1024,15,79432516-79472290,Predicted membrane proteins,Evidence at protein level,HPA011545,Uncertain,,Approved,Golgi apparatus,,Mixed,Tissue enriched,11,adrenal gland: 14.0,"prostate,salivary gland: 1.2",Cell line enhanced,,U-138 MG: 9.2
20,SLC18A1,"CGAT, VAT1, VMAT1",ENSG00000036565,Solute carrier family 18 member A1,8,20144855-20183206,"FDA approved drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA006877, HPA063797",Enhanced,,,,,Tissue enhanced,Tissue enriched,11,adrenal gland: 32.6,rectum: 3.0,Cell line enriched,9.0,SH-SY5Y: 70.0
21,FAM19A4,TAFA-4,ENSG00000163377,"Family with sequence similarity 19 member A4, C-C motif chemokine like",3,68731766-68953297,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Tissue enriched,10,adrenal gland: 18.5,gallbladder: 1.9,Cell line enhanced,,HAP1: 1.8;NTERA-2: 8.8;SCLC-21H: 1.1
22,MGARP,"C4orf49, CESP-1, HUMMR, OSAP",ENSG00000137463,Mitochondria localized glutamic acid rich protein,4,139266163-139280338,Predicted membrane proteins,Evidence at protein level,HPA015994,Enhanced,,Supported,Mitochondria,,Tissue enhanced,Tissue enriched,10,adrenal gland: 267.2,ovary: 27.1,Cell line enhanced,,BJ: 15.5;fHDF/TERT166: 21.3;HHSteC: 17.8;HUVEC TERT2: 46.0
23,VWA5B2,"DKFZp761K032, LOC90113",ENSG00000145198,Von Willebrand factor A domain containing 5B2,3,184230429-184242329,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA036823, HPA036824, HPA061412",Enhanced,,Approved,Nucleus<br>Golgi apparatus,,Mixed,Tissue enriched,10,adrenal gland: 53.4,cerebral cortex: 5.4,Cell line enriched,11.0,SCLC-21H: 37.2
24,CARTPT,CART,ENSG00000164326,CART prepropeptide,5,71719163-71721048,"FDA approved drug targets, Predicted secreted proteins",Evidence at protein level,"CAB025515, HPA046278",Enhanced,,,,Stomach cancer:4.36e-4 (unfavourable),Tissue enriched,Tissue enriched,8,adrenal gland: 132.5,cerebral cortex: 17.4,Not detected,,
25,CHRNA3,,ENSG00000080644,Cholinergic receptor nicotinic alpha 3 subunit,15,78593052-78621295,"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA029430,Approved,,,,,Mixed,Tissue enriched,8,adrenal gland: 48.0,appendix: 6.3,Group enriched,25.0,SCLC-21H: 72.3;SH-SY5Y: 343.0
26,PHOX2B,"NBPhox, Phox2b, PMX2B",ENSG00000109132,Paired like homeobox 2b,4,41744082-41748970,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA074325, HPA074941",,,Enhanced,Nucleoplasm,,Not detected,Tissue enriched,8,adrenal gland: 10.3,small intestine: 1.2,Cell line enriched,92.0,SH-SY5Y: 130.2
27,PNMT,PENT,ENSG00000141744,Phenylethanolamine N-methyltransferase,17,39667981-39670475,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB017029, HPA043412, HPA051005",Enhanced,,,,Endometrial cancer:3.95e-5 (unfavourable),Tissue enhanced,Tissue enriched,8,adrenal gland: 226.6,seminal vesicle: 29.2,Cell line enhanced,,HEL: 4.8;K-562: 10.4;NB-4: 14.5;SCLC-21H: 7.0;SH-SY5Y: 5.8
28,DGKK,,ENSG00000274588,Diacylglycerol kinase kappa,X,50365409-50470738,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,7,adrenal gland: 4.5,cerebral cortex: 0.6,Cell line enriched,14.0,Hep G2: 23.8
29,AKR1B1,"ALDR1, AR",ENSG00000085662,Aldo-keto reductase family 1 member B,7,134442350-134459284,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA026425, CAB027391, CAB047353, HPA052751",Enhanced,,Supported,Nucleus<br>Cytosol,"Stomach cancer:2.44e-5 (unfavourable), Urothelial cancer:7.00e-4 (unfavourable)",Expressed in all,Tissue enriched,6,adrenal gland: 2486.1,seminal vesicle: 449.2,Cell line enhanced,,A549: 1469.5;BJ hTERT+: 2394.4
30,FDXR,ADXR,ENSG00000161513,Ferredoxin reductase,17,74862497-74873031,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"CAB008597, CAB009818, HPA044393, HPA053673",Enhanced,,Enhanced,Mitochondria,Endometrial cancer:2.38e-4 (favourable),Expressed in all,Tissue enriched,6,adrenal gland: 232.0,testis: 39.1,Expressed in all,,
31,MAP3K15,"ASK3, bA723P2.3, FLJ16518",ENSG00000180815,Mitogen-activated protein kinase kinase kinase 15,X,19360056-19515261,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA004006,,,Approved,Vesicles,,Mixed,Tissue enriched,6,adrenal gland: 14.3,spleen: 2.2,Cell line enhanced,,A549: 1.8;HAP1: 5.1;HEK93: 3.8;REH: 2.4
32,NTRK1,"MTC, TRK, TRKA",ENSG00000198400,Neurotrophic receptor tyrosine kinase 1,1,156815640-156881850,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,"CAB004606, HPA035799, HPA076570",Approved,,Uncertain,Vesicles<br>Cytosol,,Tissue enhanced,Tissue enriched,6,adrenal gland: 9.5,testis: 1.6,Cell line enhanced,,HDLM-2: 10.4;HEL: 11.9;HMC-1: 69.1;SH-SY5Y: 19.1
