,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
19,CECR6,,ENSG00000183307,"Cat eye syndrome chromosome region, candidate 6",22,17116299-17121367,Predicted membrane proteins,Evidence at protein level,HPA068790,Approved,,Approved,Nucleoplasm<br>Vesicles<br>Plasma membrane,,Tissue enhanced,Group enriched,7,cerebral cortex: 15.0;prostate: 10.8,testis: 1.9,Cell line enhanced,,AF22: 5.9;SCLC-21H: 16.7;THP-1: 8.0;U-937: 7.7
20,LRRC26,bA350O14.10,ENSG00000184709,Leucine rich repeat containing 26,9,137168758-137170051,Predicted membrane proteins,Evidence at protein level,HPA056312,Approved,,Supported,Nucleoli fibrillar center<br>Plasma membrane,"Endometrial cancer:4.82e-6 (favourable), Stomach cancer:3.48e-4 (favourable)",Tissue enriched,Group enriched,7,colon: 10.2;prostate: 35.5;salivary gland: 26.5,small intestine: 3.5,Group enriched,10.0,REH: 18.9;RPMI-8226: 87.4
21,MYH3,"HEMHC, MYHC-EMB, MYHSE1, SMHCE",ENSG00000109063,Myosin heavy chain 3,17,10628526-10657309,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA021808,Enhanced,,,,,Mixed,Group enriched,7,esophagus: 9.7;prostate: 46.3;seminal vesicle: 24.5,"testis,urinary bladder: 4.0",Cell line enriched,30.0,HSkMC: 43.3
22,NWD1,,ENSG00000188039,NACHT and WD repeat domain containing 1,19,16719976-16817963,Predicted intracellular proteins,Evidence at protein level,,,,,,Endometrial cancer:2.55e-4 (favourable),Tissue enriched,Group enriched,7,cerebral cortex: 1.9;fallopian tube: 7.7;prostate: 5.8;seminal vesicle: 1.6,lung: 0.6,Group enriched,7.0,MCF7: 1.0;U-937: 2.3
23,OPRK1,"KOR, OPRK",ENSG00000082556,Opioid receptor kappa 1,8,53225716-53251697,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,"CAB022595, HPA067549",Uncertain,,Supported,Nucleus<br>Plasma membrane<br>Cytosol,,Tissue enhanced,Group enriched,7,cerebral cortex: 3.6;prostate: 2.8;testis: 1.3,"placenta,skeletal muscle: 0.3",Group enriched,7.0,AF22: 4.5;U-937: 17.3
24,RP11-350O14.18,,ENSG00000261793,,9,137168854-137171984,Predicted secreted proteins,Evidence at transcript level,,,,,,,Not detected,Group enriched,7,prostate: 17.4;salivary gland: 23.0,small intestine: 2.8,Cell line enhanced,,REH: 9.4;RPMI-8226: 11.9;SK-BR-3: 8.3;T-47d: 6.0
25,SALL4,"dJ1112F19.1, ZNF797",ENSG00000101115,Spalt like transcription factor 4,20,51782331-51802520,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA015291, HPA015791",Enhanced,,Enhanced,Nucleoplasm,,Tissue enriched,Group enriched,7,parathyroid gland: 6.7;prostate: 1.4;testis: 5.8;thyroid gland: 3.5,urinary bladder: 0.6,Cell line enhanced,,AF22: 24.7;AN3-CA: 16.2;BEWO: 32.0;NTERA-2: 60.1;SiHa: 16.5
26,UPK3A,UPK3,ENSG00000100373,Uroplakin 3A,22,45284982-45295874,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA018407, HPA018415",Enhanced,,Uncertain,Nuclear membrane<br>Nuclear bodies,,Group enriched,Group enriched,7,parathyroid gland: 13.0;prostate: 35.0;skeletal muscle: 12.6;urinary bladder: 15.4,thyroid gland: 2.6,Group enriched,6.0,Hep G2: 20.8;RT4: 40.2
27,ACOXL,FLJ11042,ENSG00000153093,Acyl-CoA oxidase-like,2,110732573-111118222,Predicted intracellular proteins,Evidence at protein level,"HPA035392, HPA035393",,,Supported,Nucleoli<br>Cytosol,Urothelial cancer:6.48e-4 (favourable),Group enriched,Group enriched,6,epididymis: 9.2;lung: 14.5;parathyroid gland: 6.9;prostate: 5.2;testis: 5.2;urinary bladder: 7.6,thyroid gland: 1.3,Cell line enhanced,,A-431: 11.1;RPMI-8226: 15.9;RT4: 23.3;U-266/70: 14.6
28,ANO4,"FLJ34221, FLJ34272, FLJ35277, TMEM16D",ENSG00000151572,Anoctamin 4,12,100717526-101128641,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,HPA053412,Uncertain,,,,Renal cancer:5.48e-5 (favourable),Mixed,Group enriched,6,"adrenal gland: 17.6;cerebral cortex: 10.0;cervix, uterine: 12.6;endometrium: 8.4;ovary: 10.9;prostate: 11.7;seminal vesicle: 11.4",testis: 2.0,Cell line enhanced,,fHDF/TERT166: 14.2;SK-MEL-30: 13.3;TIME: 26.1;WM-115: 10.6
29,CLVS2,"bA160A10.4, C6orf212, C6orf213, RLBP1L2",ENSG00000146352,Clavesin 2,6,122995971-123072927,Predicted intracellular proteins,Evidence at protein level,HPA043764,Uncertain,,,,,Tissue enhanced,Group enriched,6,cerebral cortex: 15.4;prostate: 5.0,endometrium: 1.7,Group enriched,8.0,HEL: 10.9;SCLC-21H: 10.7
30,COCH,"COCH-5B2, DFNA31, DFNA9",ENSG00000100473,Cochlin,14,30874514-30895065,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters",Evidence at protein level,HPA065086,,,Approved,Vesicles,,Mixed,Group enriched,6,pancreas: 94.8;prostate: 79.0;seminal vesicle: 99.1,"cervix, uterine: 15.4",Cell line enhanced,,HEK93: 92.9;K-562: 114.9;NB-4: 71.8;SCLC-21H: 130.1
31,CRYM,DFNA40,ENSG00000103316,Crystallin mu,16,21238874-21303083,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA019086, HPA030619",Enhanced,,Supported,Cytosol,,Tissue enhanced,Group enriched,6,cerebral cortex: 51.1;heart muscle: 47.8;kidney: 28.4;prostate: 24.7;urinary bladder: 14.8,lung: 5.7,Cell line enhanced,,HEL: 9.4;RPTEC TERT1: 32.9;U-87 MG: 8.7
32,DCXR,"DCR, KIDCR, SDR20C1",ENSG00000169738,Dicarbonyl and L-xylulose reductase,17,82035136-82037732,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA023371, HPA023863",Enhanced,,Uncertain,Nucleoli<br>Microtubules,"Renal cancer:2.13e-4 (favourable), Pancreatic cancer:4.70e-4 (favourable)",Expressed in all,Group enriched,6,epididymis: 297.5;kidney: 217.3;liver: 640.9;prostate: 137.5,adipose tissue: 56.7,Expressed in all,,
33,FOLH1,"FOLH, GCP2, GCPII, NAALAD1, NAALAdase, PSM, PSMA",ENSG00000086205,Folate hydrolase 1,11,49146635-49208670,"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB001451, HPA010593",Enhanced,,,,"Renal cancer:1.30e-6 (unfavourable), Endometrial cancer:5.24e-5 (favourable), Liver cancer:4.25e-4 (favourable)",Tissue enriched,Group enriched,6,duodenum: 298.8;prostate: 136.6;small intestine: 90.8,cerebral cortex: 31.0,Mixed,,
34,LINC01207,,ENSG00000248771,Long intergenic non-protein coding RNA 1207,4,164754064-164803795,Predicted secreted proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Group enriched,6,"cervix, uterine: 4.4;colon: 6.3;duodenum: 10.5;gallbladder: 6.2;prostate: 9.0;rectum: 7.8;small intestine: 12.4",appendix: 1.4,Not detected,,
35,NTNG2,"KIAA1857, Lmnt2, NTNG1",ENSG00000196358,Netrin G2,9,132161676-132244534,Predicted secreted proteins,Evidence at protein level,"HPA061242, HPA065089, HPA071290",Approved,,Approved,Nucleus<br>Nucleoli<br>Plasma membrane<br>Cytokinetic bridge<br>Midbody ring<br>Cytosol,Prostate cancer:6.06e-4 (favourable),Mixed,Group enriched,6,bone marrow: 26.5;cerebral cortex: 18.5;parathyroid gland: 16.3;prostate: 10.0,spleen: 3.1,Cell line enhanced,,HMC-1: 14.1;NB-4: 24.3;U-937: 7.7
36,SIX1,DFNA23,ENSG00000126778,SIX homeobox 1,14,60643415-60658259,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA001893, CAB058690",Enhanced,,Supported,Nucleus<br>Nucleoli,"Endometrial cancer:8.92e-6 (unfavourable), Lung cancer:3.94e-4 (favourable)",Mixed,Group enriched,6,"cervix, uterine: 21.9;parathyroid gland: 53.5;prostate: 21.2;salivary gland: 21.6;skeletal muscle: 41.5",adipose tissue: 5.6,Cell line enhanced,,LHCN-M2: 118.6;RH-30: 69.5
37,TBX4,,ENSG00000121075,T-box 4,17,61452404-61485110,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB032413, HPA044457",Uncertain,,Approved,Vesicles,,Mixed,Group enriched,6,lung: 43.6;placenta: 29.8;prostate: 14.9,urinary bladder: 4.8,Cell line enhanced,,BJ: 2.4;THP-1: 3.9
38,TMEM79,"FLJ16057, FLJ32254, MATT, MGC13102",ENSG00000163472,Transmembrane protein 79,1,156282935-156293185,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA055214,Enhanced,,Approved,Nucleoli fibrillar center,"Renal cancer:4.31e-7 (unfavourable), Liver cancer:2.61e-5 (unfavourable)",Expressed in all,Group enriched,6,esophagus: 61.6;prostate: 45.5;skin: 66.8,tonsil: 10.3,Mixed,,
39,TTC6,"C14orf25, NCRNA00291",ENSG00000139865,Tetratricopeptide repeat domain 6,14,37595847-38041442,Predicted intracellular proteins,Evidence at protein level,HPA069293,,,Approved,Centrosome,,Group enriched,Group enriched,6,breast: 10.5;prostate: 28.3;testis: 10.4,stomach: 2.6,Cell line enhanced,,Hep G2: 5.7;MCF7: 9.4;RT4: 6.7;T-47d: 21.4
40,CCK,,ENSG00000187094,Cholecystokinin,3,42257825-42266207,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,"HPA045039, HPA069515",Enhanced,Supported,,,,Group enriched,Group enriched,5,cerebral cortex: 133.7;duodenum: 116.2;prostate: 31.6,small intestine: 17.7,Group enriched,6.0,CAPAN-2: 8.5;RPTEC TERT1: 18.9
41,DHDH,HUM2DD,ENSG00000104808,Dihydrodiol dehydrogenase,19,48933682-48944969,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA044131,Approved,,Approved,Nucleoplasm<br>Actin filaments,"Renal cancer:3.15e-4 (favourable), Endometrial cancer:9.91e-4 (unfavourable)",Expressed in all,Group enriched,5,duodenum: 10.2;kidney: 17.8;prostate: 5.1;small intestine: 18.6,testis: 2.5,Cell line enhanced,,SCLC-21H: 2.5
42,ISL1,"Isl-1, ISLET1",ENSG00000016082,ISL LIM homeobox 1,5,51383391-51394738,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA057416,Approved,,Enhanced,Nucleoplasm,,Tissue enhanced,Group enriched,5,placenta: 10.7;prostate: 15.5;seminal vesicle: 25.9;stomach: 9.8,testis: 2.9,Cell line enriched,14.0,SH-SY5Y: 307.2
43,MYBPH,,ENSG00000133055,Myosin binding protein H,1,203167811-203175813,Predicted intracellular proteins,Evidence at protein level,HPA061383,Enhanced,,Approved,Nucleus<br>Nucleoli<br>Mitochondria,,Group enriched,Group enriched,5,prostate: 5.1;skeletal muscle: 7.9,esophagus: 1.2,Cell line enhanced,,CACO-2: 25.5;HSkMC: 41.6;THP-1: 10.2
44,PABPC1L2A,RBM32A,ENSG00000186288,Poly(A) binding protein cytoplasmic 1 like 2A,X,73077276-73079512,Predicted intracellular proteins,Evidence at transcript level,HPA041573,Approved,,,,,Tissue enriched,Group enriched,5,adrenal gland: 2.0;cerebral cortex: 6.7;prostate: 3.6;testis: 2.8,epididymis: 0.7,Cell line enhanced,,HeLa: 2.6;NTERA-2: 1.4
45,PABPC1L2B,RBM32B,ENSG00000184388,Poly(A) binding protein cytoplasmic 1 like 2B,X,73003517-73005713,Predicted intracellular proteins,Evidence at transcript level,HPA041573,Approved,,,,,Tissue enriched,Group enriched,5,cerebral cortex: 8.7;prostate: 4.6,testis: 1.2,Cell line enhanced,,NTERA-2: 1.6
46,PCDH10,"KIAA1400, OL-PCDH",ENSG00000138650,Protocadherin 10,4,133149315-133208606,Predicted membrane proteins,Evidence at protein level,"HPA011220, HPA073462",Approved,,Approved,Nucleus<br>Golgi apparatus<br>Vesicles,,Tissue enhanced,Group enriched,5,cerebral cortex: 62.0;placenta: 36.7;prostate: 17.6;seminal vesicle: 24.5,adrenal gland: 6.8,Cell line enhanced,,HUVEC TERT2: 23.1;MOLT-4: 19.4;TIME: 45.4;U-138 MG: 14.3
47,SERPINB11,EPIPIN,ENSG00000206072,Serpin family B member 11 (gene/pseudogene),18,63647579-63726432,"Plasma proteins, Predicted intracellular proteins",Evidence at transcript level,,,,,,,Tissue enhanced,Group enriched,5,esophagus: 28.7;prostate: 49.9,tonsil: 7.2,Not detected,,
48,SIX2,,ENSG00000170577,SIX homeobox 2,2,45005161-45009430,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA056958,,,Supported,Nucleoplasm<br>Nuclear membrane,,Mixed,Group enriched,5,"cervix, uterine: 18.7;parathyroid gland: 8.6;prostate: 6.3;salivary gland: 9.4;skeletal muscle: 6.7",adipose tissue: 1.9,Cell line enhanced,,ASC TERT1: 34.1;LHCN-M2: 39.0;RH-30: 30.9;SCLC-21H: 63.8;U-2197: 32.8;U-698: 29.5
49,SLC14A1,"HsT1341, JK, RACH1, RACH2",ENSG00000141469,Solute carrier family 14 member 1 (Kidd blood group),18,45724127-45752520,"Blood group antigen proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA058353, HPA059570",Supported,,Supported,Vesicles,,Group enriched,Group enriched,5,prostate: 137.8;urinary bladder: 49.9,cerebral cortex: 18.1,Cell line enriched,14.0,RT4: 97.7
50,WSCD2,KIAA0789,ENSG00000075035,WSC domain containing 2,12,108129471-108250537,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at transcript level,"HPA013346, HPA048133",Approved,,Approved,Nucleoplasm,,Tissue enhanced,Group enriched,5,"cerebral cortex: 14.1;cervix, uterine: 5.8;endometrium: 8.6;prostate: 7.1;seminal vesicle: 19.0;smooth muscle: 10.4;thyroid gland: 28.8",urinary bladder: 2.6,Cell line enriched,20.0,RT4: 26.6
