,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
24,CSF3,"C17orf33, G-CSF, GCSF, MGC45931",ENSG00000108342,Colony stimulating factor 3,17,40015361-40017813,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,Endometrial cancer:8.45e-4 (favourable),Mixed,Tissue enhanced,,"appendix: 19.1;cervix, uterine: 38.2",adipose tissue: 10.3,Cell line enhanced,,BJ hTERT+: 57.2;hTEC/SVTERT24-B: 34.2;U-87 MG: 265.0
25,CTSV,"CTSL2, CTSU",ENSG00000136943,Cathepsin V,9,97029679-97039643,"Enzymes, Predicted secreted proteins",Evidence at protein level,CAB017112,Uncertain,,Approved,Nucleus<br>Nucleoli fibrillar center<br>Plasma membrane<br>Cytosol,"Liver cancer:2.83e-5 (unfavourable), Urothelial cancer:2.39e-4 (unfavourable), Pancreatic cancer:2.87e-4 (unfavourable), Endometrial cancer:8.41e-4 (favourable)",Mixed,Tissue enhanced,,"cervix, uterine: 69.3;skin: 64.2;testis: 131.8",placenta: 25.9,Cell line enriched,7.0,BEWO: 563.7
26,CXCL1,"FSP, GRO1, GROa, MGSA, MGSA-a, NAP-3, SCYB1",ENSG00000163739,C-X-C motif chemokine ligand 1,4,73869393-73871242,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,"Renal cancer:1.60e-4 (unfavourable), Liver cancer:2.91e-4 (unfavourable), Cervical cancer:7.23e-4 (unfavourable), Breast cancer:7.83e-4 (favourable)",Expressed in all,Tissue enhanced,,"cervix, uterine: 178.6;spleen: 112.8",urinary bladder: 92.0,Group enriched,7.0,BJ hTERT+: 658.8;EFO-21: 1914.4;RPTEC TERT1: 559.0
27,CXCL3,"CINC-2b, GRO3, GROg, MIP-2b, SCYB3",ENSG00000163734,C-X-C motif chemokine ligand 3,4,74036589-74038807,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,Cervical cancer:2.33e-4 (unfavourable),Tissue enhanced,Tissue enhanced,,"adipose tissue: 26.9;cervix, uterine: 33.6",appendix: 20.3,Cell line enhanced,,BJ hTERT+: 39.2;hTEC/SVTERT24-B: 75.0;RPTEC TERT1: 32.7
28,CYP4X1,MGC40051,ENSG00000186377,Cytochrome P450 family 4 subfamily X member 1,1,47023568-47050751,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA017661,Approved,,,,,Mixed,Tissue enhanced,,"cervix, uterine: 52.7",breast: 18.7,Cell line enhanced,,CACO-2: 3.6;NTERA-2: 2.0;SCLC-21H: 3.0;T-47d: 8.7
29,DEFB1,"BD1, DEFB-1, DEFB101, HBD-1, HBD1, MGC51822",ENSG00000164825,Defensin beta 1,8,6870575-6878022,"Predicted secreted proteins, Transporters",Evidence at protein level,,,,,,"Renal cancer:1.90e-5 (favourable), Lung cancer:5.62e-4 (unfavourable), Pancreatic cancer:5.94e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,"cervix, uterine: 618.9;kidney: 1500.2",salivary gland: 232.3,Cell line enhanced,,NB-4: 34.9;SCLC-21H: 45.7;THP-1: 129.4
30,DIO3,TXDI3,ENSG00000197406,Iodothyronine deiodinase 3,14,101561351-101563452,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,"cervix, uterine: 27.8;placenta: 25.4",ovary: 6.2,Cell line enriched,37.0,AF22: 53.5
31,DKK1,"DKK-1, SK",ENSG00000107984,Dickkopf WNT signaling pathway inhibitor 1,10,52314296-52318042,Predicted secreted proteins,Evidence at protein level,,,,,,"Head and neck cancer:4.35e-8 (unfavourable), Lung cancer:7.80e-6 (unfavourable), Pancreatic cancer:1.27e-4 (unfavourable)",Mixed,Tissue enhanced,,"cervix, uterine: 56.5;placenta: 71.9",urinary bladder: 14.5,Cell line enhanced,,BJ: 975.2;CACO-2: 841.6;fHDF/TERT166: 1247.0
32,DKK2,,ENSG00000155011,Dickkopf WNT signaling pathway inhibitor 2,4,106921802-107283806,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"CAB009727, HPA052611",Uncertain,,Supported,Golgi apparatus,,Mixed,Tissue enhanced,,"cervix, uterine: 24.1",lung: 8.2,Cell line enriched,7.0,SH-SY5Y: 23.5
33,ENPP3,"B10, CD203c, gp130RB13-6, PD-IBETA, PDNP3",ENSG00000154269,Ectonucleotide pyrophosphatase/phosphodiesterase 3,6,131628442-131747418,"CD markers, Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA043772,Enhanced,,,,Renal cancer:1.96e-4 (unfavourable),Tissue enriched,Tissue enhanced,,"cervix, uterine: 45.4;small intestine: 49.9",seminal vesicle: 22.0,Group enriched,15.0,HEL: 3.9;Hep G2: 9.9;HMC-1: 5.4
34,ENTPD3,"CD39L3, HB6, NTPDase-3",ENSG00000168032,Ectonucleoside triphosphate diphosphohydrolase 3,3,40387156-40428619,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA071802,,,Approved,Cytosol,,Mixed,Tissue enhanced,,"cervix, uterine: 33.6",urinary bladder: 14.7,Cell line enhanced,,HBEC3-KT: 9.3;hTCEpi: 6.3;RT4: 15.1
35,EPO,EP,ENSG00000130427,Erythropoietin,7,100720800-100723700,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Predicted secreted proteins",Evidence at protein level,CAB010336,Supported,,,,"Renal cancer:2.18e-6 (unfavourable), Liver cancer:5.67e-5 (unfavourable)",Group enriched,Tissue enhanced,,"cervix, uterine: 2.0;endometrium: 1.7;liver: 1.7",prostate: 1.1,Group enriched,6.0,BEWO: 2.0;Hep G2: 5.5
36,EYA2,EAB1,ENSG00000064655,EYA transcriptional coactivator and phosphatase 2,20,46894624-47188844,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA027024, HPA059291",Uncertain,,Supported,Cytosol,Endometrial cancer:4.30e-5 (favourable),Tissue enhanced,Tissue enhanced,,"cervix, uterine: 76.3",fallopian tube: 50.0,Cell line enhanced,,HBEC3-KT: 28.0;SCLC-21H: 68.4;U-266/70: 82.5;U-266/84: 98.8
37,FGF14,"FHF4, SCA27",ENSG00000102466,Fibroblast growth factor 14,13,101710804-102402457,"Disease related genes, Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA049828,,,Approved,Nucleoli fibrillar center,,Tissue enhanced,Tissue enhanced,,"cerebral cortex: 14.8;cervix, uterine: 22.9;fallopian tube: 17.2",testis: 4.3,Group enriched,7.0,SCLC-21H: 5.4;SH-SY5Y: 20.7;U-87 MG: 4.1
38,FOLR1,FOLR,ENSG00000110195,Folate receptor 1,11,72189558-72196323,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA077030,,,Approved,Nuclear membrane,Liver cancer:2.50e-4 (unfavourable),Tissue enhanced,Tissue enhanced,,"cervix, uterine: 166.6;fallopian tube: 275.8;lung: 267.5",kidney: 152.7,Group enriched,6.0,HeLa: 298.2;RPTEC TERT1: 350.8
39,FOXA2,HNF3B,ENSG00000125798,Forkhead box A2,20,22581005-22585455,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB001388, HPA066846",Enhanced,,Supported,Nucleoplasm<br>Cell Junctions,"Endometrial cancer:7.57e-6 (favourable), Pancreatic cancer:2.34e-4 (favourable), Ovarian cancer:6.28e-4 (favourable)",Mixed,Tissue enhanced,,"cervix, uterine: 21.4;lung: 20.5;stomach: 31.0",liver: 11.5,Cell line enhanced,,A549: 16.1;HBEC3-KT: 14.5;Hep G2: 19.5;PC-3: 24.0;SCLC-21H: 52.3
40,FOXI2,FLJ46831,ENSG00000186766,Forkhead box I2,10,127737235-127741186,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,,,,,,Renal cancer:4.23e-7 (favourable),Tissue enriched,Tissue enhanced,,"cervix, uterine: 2.6",kidney: 1.6,Not detected,,
41,FZD10,CD350,ENSG00000111432,Frizzled class receptor 10,12,130162459-130165740,"CD markers, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA014484, HPA014485",Uncertain,,Supported,Nucleoplasm,Endometrial cancer:5.05e-7 (favourable),Mixed,Tissue enhanced,,"cervix, uterine: 9.4;esophagus: 8.8",skin: 5.6,Cell line enhanced,,AF22: 5.4;BEWO: 6.1;hTCEpi: 2.6;RT4: 2.5
42,GABRQ,THETA,ENSG00000268089,Gamma-aminobutyric acid type A receptor theta subunit,X,152638183-152657534,"FDA approved drug targets, Predicted membrane proteins",Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,"cerebral cortex: 6.6;cervix, uterine: 12.9",adrenal gland: 3.0,Group enriched,7.0,HeLa: 8.2;SiHa: 12.7;U-87 MG: 37.4
43,GLI1,GLI,ENSG00000111087,GLI family zinc finger 1,12,57460135-57472262,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB009460, HPA065172, HPA068903",Uncertain,,Enhanced,Nucleoplasm<br>Cytosol,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 15.1;endometrium: 15.1",gallbladder: 8.5,Cell line enhanced,,AN3-CA: 19.3;RH-30: 59.1
44,HOXA13,"HOX1, HOX1J",ENSG00000106031,Homeobox A13,7,27193503-27200106,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 34.0;placenta: 24.5;prostate: 36.2;seminal vesicle: 32.5",rectum: 13.0,Cell line enhanced,,HAP1: 27.6;HEK93: 34.0;RT4: 33.4
45,HPSE2,"HPA2, HPR2, UFS",ENSG00000172987,Heparanase 2 (inactive),10,98457077-99235862,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA044603,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 53.4",prostate: 22.8,Group enriched,24.0,BJ hTERT+: 11.3;HEL: 23.9
46,HTR2B,"5-HT(2B), 5-HT2B",ENSG00000135914,5-hydroxytryptamine receptor 2B,2,231108230-231125118,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA012867, HPA063658",Enhanced,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,"cervix, uterine: 31.2;endometrium: 30.1;smooth muscle: 23.2",adrenal gland: 19.1,Cell line enhanced,,HHSteC: 7.0;HSkMC: 11.5;SK-MEL-30: 23.9
47,IBSP,"BSP, BSP-II, SP-II",ENSG00000029559,Integrin binding sialoprotein,4,87799581-87812435,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,"cerebral cortex: 1.6;cervix, uterine: 1.3","gallbladder,placenta: 0.3",Cell line enriched,6.0,U-138 MG: 7.3
48,IGF1,"IGF-I, IGF1A, IGFI",ENSG00000017427,Insulin like growth factor 1,12,102395867-102480645,"Disease related genes, Plasma proteins, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,HPA048946,Approved,,,,Endometrial cancer:1.04e-4 (favourable),Mixed,Tissue enhanced,,"cervix, uterine: 126.8",smooth muscle: 98.2,Cell line enhanced,,ASC diff: 21.1;HDLM-2: 45.4;K-562: 19.8;U-266/70: 10.2
49,IGFBP5,,ENSG00000115461,Insulin like growth factor binding protein 5,2,216672105-216695525,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA059827,,,Approved,Nuclear bodies<br>Golgi apparatus<br>Vesicles,Endometrial cancer:1.78e-4 (unfavourable),Expressed in all,Tissue enhanced,,"cervix, uterine: 2374.4;ovary: 1646.3",fallopian tube: 949.1,Cell line enhanced,,BJ: 704.3;BJ hTERT+: 1787.5;T-47d: 500.8;U-138 MG: 702.9
50,ITGA11,HsT18964,ENSG00000137809,Integrin subunit alpha 11,15,68296533-68432162,Predicted membrane proteins,Evidence at protein level,HPA051813,Uncertain,,,,Renal cancer:3.22e-7 (unfavourable),Mixed,Tissue enhanced,,"cervix, uterine: 54.7;endometrium: 52.4;smooth muscle: 75.7",epididymis: 22.9,Cell line enhanced,,fHDF/TERT166: 203.4;U-138 MG: 173.0;WM-115: 98.4
51,LTF,HLF2,ENSG00000012223,Lactotransferrin,3,46435645-46485234,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"CAB008646, CAB016201, HPA057177, HPA059976",Enhanced,,,,Renal cancer:6.30e-5 (favourable),Expressed in all,Tissue enhanced,,"bone marrow: 2804.3;cervix, uterine: 1030.7",seminal vesicle: 532.6,Group enriched,10.0,RPMI-8226: 28.9;TIME: 11.6
52,MAML1,"KIAA0200, Mam-1",ENSG00000161021,Mastermind like transcriptional coactivator 1,5,179732850-179796511,Predicted intracellular proteins,Evidence at protein level,"HPA037687, HPA057531",Approved,,Enhanced,Nucleoplasm,"Renal cancer:1.84e-5 (unfavourable), Melanoma:9.70e-4 (unfavourable)",Expressed in all,Tissue enhanced,,"cervix, uterine: 15.3",small intestine: 8.5,Cell line enhanced,,SK-MEL-30: 15.6
53,MAS1L,"dJ994E9.2, MAS-L, MRG",ENSG00000204687,"MAS1 proto-oncogene like, G protein-coupled receptor",6,29486697-29487956,"G-protein coupled receptors, Predicted membrane proteins",Evidence at transcript level,HPA017983,Uncertain,,Approved,Nucleoplasm<br>Plasma membrane<br>Cytosol,,Not detected,Tissue enhanced,,"cervix, uterine: 5.1",epididymis: 2.3,Not detected,,
54,MASP1,"CRARF, MASP, PRSS5",ENSG00000127241,Mannan binding lectin serine peptidase 1,3,187217285-187292022,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA001617, HPA009641",Supported,,Supported,Nucleoplasm<br>Cytosol,Liver cancer:2.20e-4 (favourable),Group enriched,Tissue enhanced,,"cervix, uterine: 135.4",endometrium: 94.8,Group enriched,8.0,BJ: 107.2;BJ hTERT+: 389.0
55,MITF,"bHLHe32, MI, WS2, WS2A",ENSG00000187098,Melanogenesis associated transcription factor,3,69739435-69968337,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB002578, HPA003259",Enhanced,,,,Renal cancer:8.35e-10 (favourable),Group enriched,Tissue enhanced,,"cervix, uterine: 80.9;endometrium: 79.3",smooth muscle: 69.5,Cell line enhanced,,HMC-1: 78.7;SK-MEL-30: 205.7
56,MPPED2,"239FB, C11orf8, D11S302E, dJ1024C24.1, dJ873F21.1, FAM1B, Hs.46638",ENSG00000066382,Metallophosphoesterase domain containing 2,11,30384493-30586872,Predicted intracellular proteins,Evidence at protein level,HPA062575,,,Approved,Nucleoli<br>Vesicles<br>Mitochondria,,Mixed,Tissue enhanced,,"cervix, uterine: 38.7;thyroid gland: 43.7",prostate: 20.9,Cell line enhanced,,HaCaT: 19.2;HAP1: 13.2;RT4: 7.3;SH-SY5Y: 7.2
57,MRGPRE,"GPR167, mrgE",ENSG00000184350,MAS related GPR family member E,11,3227698-3232386,"G-protein coupled receptors, Predicted membrane proteins",Evidence at transcript level,HPA046556,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 1.0",endometrium: 0.7,Cell line enhanced,,RPMI-8226: 1.5;SCLC-21H: 4.1
58,MUC16,"CA125, FLJ14303",ENSG00000181143,"Mucin 16, cell surface associated",19,8848844-8981342,"Plasma proteins, Predicted membrane proteins",Evidence at protein level,"CAB055172, HPA065600",Enhanced,,,,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 24.0;fallopian tube: 9.4",endometrium: 3.5,Cell line enhanced,,A-431: 20.2;CAPAN-2: 7.0;HaCaT: 6.8;HeLa: 26.2
59,MXRA5,DKFZp564I1922,ENSG00000101825,Matrix remodeling associated 5,X,3308565-3346641,"Cancer-related genes, Disease related genes, Predicted secreted proteins",Evidence at protein level,HPA000508,Uncertain,,Uncertain,Mitochondria,"Glioma:2.56e-4 (unfavourable), Urothelial cancer:8.94e-4 (unfavourable)",Expressed in all,Tissue enhanced,,"cervix, uterine: 57.1",skin: 35.2,Cell line enhanced,,BJ hTERT+: 102.1;fHDF/TERT166: 46.4;HaCaT: 46.3
60,NT5E,"CALJA, CD73, eN, eNT, NT5",ENSG00000135318,5'-nucleotidase ecto,6,85449584-85495791,"CD markers, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA017357,Approved,,Supported,Nucleoplasm<br>Plasma membrane<br>Cytosol,"Pancreatic cancer:1.32e-5 (unfavourable), Stomach cancer:1.02e-4 (unfavourable), Lung cancer:6.66e-4 (unfavourable)",Expressed in all,Tissue enhanced,,"cervix, uterine: 172.7",smooth muscle: 106.3,Cell line enhanced,,LHCN-M2: 772.3;U-87 MG: 800.0
61,OGN,"mimecan, OIF, SLRR3A",ENSG00000106809,Osteoglycin,9,92383967-92404696,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA013132,Approved,,Supported,Endoplasmic reticulum,"Renal cancer:1.92e-4 (unfavourable), Urothelial cancer:2.03e-4 (unfavourable), Ovarian cancer:4.04e-4 (unfavourable)",Mixed,Tissue enhanced,,"cervix, uterine: 374.3;parathyroid gland: 604.4",gallbladder: 276.4,Cell line enhanced,,ASC TERT1: 17.1;HSkMC: 8.0;MOLT-4: 27.9
