,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
31,TSPO2,"BZRPL1, dJ34B21.2",ENSG00000112212,Translocator protein 2,6,41042554-41044337,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,HPA066996,Uncertain,,,,,Mixed,Tissue enriched,17,bone marrow: 30.8,placenta: 1.8,Cell line enhanced,,CACO-2: 1.3
32,GYPA,"CD235a, GPA, MN, MNS",ENSG00000170180,Glycophorin A (MNS blood group),4,144109303-144140751,"Blood group antigen proteins, CD markers, Predicted membrane proteins",Evidence at protein level,"CAB002658, HPA014811",Enhanced,,,,,Not detected,Tissue enriched,16,bone marrow: 84.6,placenta: 5.4,Group enriched,264.0,HEL: 127.3;K-562: 31.3
33,FCAR,CD89,ENSG00000186431,Fc fragment of IgA receptor,19,54874248-54890472,"CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA014050,Approved,,Supported,Plasma membrane,,Not detected,Tissue enriched,15,bone marrow: 12.3,appendix: 0.8,Not detected,,
34,GFI1B,ZNF163B,ENSG00000165702,Growth factor independent 1B transcriptional repressor,9,132944000-132991687,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,CAB004420,Enhanced,,,,,Not detected,Tissue enriched,15,bone marrow: 23.8,testis: 1.5,Group enriched,6.0,HEL: 151.4;HMC-1: 92.4;K-562: 47.5
35,VPREB1,"CD179A, VpreB",ENSG00000169575,Pre-B lymphocyte 1,22,22244675-22245515,"CD markers, Predicted secreted proteins",Evidence at protein level,HPA055886,Uncertain,,,,,Not detected,Tissue enriched,15,bone marrow: 17.1,tonsil: 1.1,Group enriched,13.0,Daudi: 5.6;MOLT-4: 13.7;RPMI-8226: 3.1
36,EPB42,"MGC116735, MGC116737, PA",ENSG00000166947,Erythrocyte membrane protein band 4.2,15,43106225-43221283,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA040261,Supported,,,,,Not detected,Tissue enriched,13,bone marrow: 57.6,placenta: 4.5,Cell line enriched,96.0,HEL: 74.7
37,OR6N2,,ENSG00000188340,Olfactory receptor family 6 subfamily N member 2,1,158776682-158777635,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA056637,Uncertain,,,,,Not detected,Tissue enriched,12,bone marrow: 1.1,all non-specific tissues: 0.0,Not detected,,
38,PADI4,"PAD, PADI5, PDI4, PDI5",ENSG00000159339,Peptidyl arginine deiminase 4,1,17308195-17364004,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA017007, HPA042825",Enhanced,,,,,Not detected,Tissue enriched,12,bone marrow: 71.8,spleen: 5.9,Cell line enhanced,,HEL: 1.1;RPMI-8226: 1.0
39,HIST1H1E,"H1.4, H1e, H1F4, H1s-4",ENSG00000168298,Histone cluster 1 H1 family member e,6,26156354-26157107,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,"CAB011506, HPA055907",Supported,,Supported,Nuclear speckles,,Mixed,Tissue enriched,11,bone marrow: 36.2,lymph node: 3.3,Cell line enhanced,,U-266/84: 11.0;U-87 MG: 13.1
40,ABCA13,"FLJ33876, FLJ33951",ENSG00000179869,ATP binding cassette subfamily A member 13,7,48171458-48647496,Predicted membrane proteins,Evidence at transcript level,HPA063601,,,Approved,Vesicles<br>Centrosome<br>Cytosol,,Mixed,Tissue enriched,10,bone marrow: 29.4,testis: 3.0,Cell line enhanced,,HDLM-2: 5.3;U-2 OS: 6.8
41,HIST2H2AC,"H2A, H2A/q, H2AFQ",ENSG00000184260,Histone cluster 2 H2A family member c,1,149886975-149887364,Predicted intracellular proteins,Evidence at protein level,HPA041189,Supported,,,,"Renal cancer:1.20e-10 (unfavourable), Urothelial cancer:7.86e-5 (favourable)",Expressed in all,Tissue enriched,10,bone marrow: 23.8,adrenal gland: 2.4,Cell line enhanced,,MCF7: 73.2
42,CEBPE,CRP1,ENSG00000092067,CCAAT/enhancer binding protein epsilon,14,23117304-23119616,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA002928, CAB005113",Enhanced,,Enhanced,Nucleoplasm,,Not detected,Tissue enriched,9,bone marrow: 26.0,small intestine: 2.7,Cell line enhanced,,HL-60: 143.2;HMC-1: 26.7;NB-4: 58.7
43,CST7,,ENSG00000077984,Cystatin F,20,24949230-24959928,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA040442,Enhanced,,,,"Renal cancer:4.37e-6 (unfavourable), Endometrial cancer:9.17e-6 (favourable), Head and neck cancer:5.85e-5 (favourable), Breast cancer:6.55e-4 (favourable), Cervical cancer:7.90e-4 (favourable)",Expressed in all,Tissue enriched,9,bone marrow: 642.9,spleen: 74.1,Group enriched,19.0,HL-60: 58.5;HMC-1: 170.9;NB-4: 126.6;U-937: 278.1
44,HBB,"beta-globin, CD113t-C, HBD",ENSG00000244734,Hemoglobin subunit beta,11,5225464-5229395,"Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Transporters",Evidence at protein level,"CAB009526, HPA043234",Enhanced,,Approved,Vesicles,,Expressed in all,Tissue enriched,9,bone marrow: 78046.6,placenta: 9082.6,Cell line enhanced,,HEL: 5.3;SCLC-21H: 5.9;SH-SY5Y: 6.7;U-266/70: 17.4
45,MFSD2B,,ENSG00000205639,Major facilitator superfamily domain containing 2B,2,24010081-24063321,Predicted membrane proteins,Evidence at protein level,HPA044145,Enhanced,,,,,Not detected,Tissue enriched,9,bone marrow: 7.2,placenta: 0.7,Group enriched,16.0,HEL: 7.5;K-562: 3.3
46,DNTT,TDT,ENSG00000107447,DNA nucleotidylexotransferase,10,96304396-96338564,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA044194,,,Approved,Nucleoplasm<br>Cytosol,,Not detected,Tissue enriched,8,bone marrow: 18.3,tonsil: 2.1,Group enriched,518.0,MOLT-4: 325.2;REH: 1262.7
47,HIST1H3D,"H3/b, H3FB",ENSG00000197409,Histone cluster 1 H3 family member d,6,26196840-26197250,Predicted intracellular proteins,Evidence at protein level,HPA042570,Supported,,,,Renal cancer:1.78e-6 (unfavourable),Expressed in all,Tissue enriched,8,bone marrow: 6.5,adrenal gland: 0.8,Cell line enhanced,,Karpas-707: 4.0;U-266/70: 6.0
48,HIST2H2AB,,ENSG00000184270,Histone cluster 2 H2A family member b,1,149887524-149887916,Predicted intracellular proteins,Evidence at protein level,"CAB011483, HPA041189",Supported,,Approved,Nucleus,,Mixed,Tissue enriched,8,bone marrow: 4.0,prostate: 0.5,Cell line enhanced,,MOLT-4: 3.4
49,IRAK1BP1,"AIP70, SIMPL",ENSG00000146243,Interleukin 1 receptor associated kinase 1 binding protein 1,6,78867472-78946440,Predicted intracellular proteins,Evidence at protein level,"HPA035742, HPA035743",Uncertain,,Approved,Vesicles,,Mixed,Tissue enriched,8,bone marrow: 59.8,"testis,thyroid gland: 7.0",Mixed,,
50,RGL4,Rgr,ENSG00000159496,Ral guanine nucleotide dissociation stimulator like 4,22,23688136-23699176,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA035979,Uncertain,,Approved,Centrosome,,Not detected,Tissue enriched,8,bone marrow: 107.4,lymph node: 12.9,Cell line enhanced,,MOLT-4: 21.0;U-937: 47.3
51,SLC4A1,"AE1, CD233, DI, EPB3, FR, RTA1A, SW, WD, WR",ENSG00000004939,Solute carrier family 4 member 1 (Diego blood group),17,44248385-44268141,"Blood group antigen proteins, CD markers, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA015584, CAB034438, HPA063911",Enhanced,,,,,Tissue enriched,Tissue enriched,8,bone marrow: 238.0,kidney: 30.0,Mixed,,
52,ALAS2,ASB,ENSG00000158578,5'-aminolevulinate synthase 2,X,55009055-55031064,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA001638,Approved,,,,,Mixed,Tissue enriched,7,bone marrow: 335.6,placenta: 51.0,Group enriched,173.0,HEL: 42.0;K-562: 61.5
53,CH17-296N19.1,,ENSG00000283378,,9,61330717-61453030,Predicted secreted proteins,Evidence at transcript level,,,,,,,,Tissue enriched,7,bone marrow: 7.3,testis: 0.9,Group enriched,6.0,A549: 24.8;SiHa: 6.4;TIME: 7.0;WM-115: 23.6
54,CXCL8,"3-10C, AMCF-I, b-ENAP, GCP-1, GCP1, IL-8, IL8, K60, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8, TSG-1",ENSG00000169429,C-X-C motif chemokine ligand 8,4,73740506-73743716,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA057179,Supported,,,,"Renal cancer:3.13e-6 (unfavourable), Cervical cancer:1.18e-5 (unfavourable), Liver cancer:1.19e-5 (unfavourable)",Expressed in all,Tissue enriched,7,bone marrow: 2076.0,appendix: 293.4,Cell line enriched,6.0,BJ hTERT+: 3127.1
55,H1FX,"H1X, MGC15959, MGC8350",ENSG00000184897,H1 histone family member X,3,129314771-129316277,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB012235, HPA040099",Supported,,Enhanced,Nucleus<br>Nucleoli,,Expressed in all,Tissue enriched,7,bone marrow: 670.4,spleen: 95.9,Expressed in all,,
56,C17orf99,"GLPG464, UNQ464",ENSG00000187997,Chromosome 17 open reading frame 99,17,78146353-78166177,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA029655,Uncertain,,,,,Not detected,Tissue enriched,6,bone marrow: 5.5,"fallopian tube,lymph node: 0.9",Group enriched,14.0,HaCaT: 3.1;HMC-1: 6.2;K-562: 3.8
57,EREG,ER,ENSG00000124882,Epiregulin,4,74365143-74388751,Predicted membrane proteins,Evidence at protein level,HPA054373,,,Approved,Vesicles,"Cervical cancer:1.67e-7 (unfavourable), Lung cancer:1.45e-5 (unfavourable), Pancreatic cancer:6.57e-5 (unfavourable)",Tissue enhanced,Tissue enriched,6,bone marrow: 82.3,appendix: 14.4,Cell line enhanced,,BJ hTERT+: 218.4;U-2197: 168.6;U-87 MG: 300.8
58,HIST1H1D,"H1.3, H1d, H1F3, H1s-2",ENSG00000124575,Histone cluster 1 H1 family member d,6,26234268-26234933,Predicted intracellular proteins,Evidence at protein level,HPA055907,Approved,,,,,Mixed,Tissue enriched,6,bone marrow: 17.5,lymph node: 2.9,Cell line enhanced,,BEWO: 6.8;MOLT-4: 9.5;SiHa: 5.0
59,HIST1H2AL,"dJ193B12.9, H2A/i, H2AFI",ENSG00000276903,Histone cluster 1 H2A family member l,6,27865355-27865747,Predicted intracellular proteins,Evidence at protein level,HPA041189,Supported,,,,,Mixed,Tissue enriched,6,bone marrow: 5.2,parathyroid gland: 0.8,Cell line enhanced,,MOLT-4: 5.3
60,HIST1H2BL,"dJ97D16.4, H2B/c, H2BFC",ENSG00000185130,Histone cluster 1 H2B family member l,6,27807444-27807931,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA042205, HPA043013, HPA048671",Supported,,Approved,Nucleoplasm<br>Cytosol,,Mixed,Tissue enriched,6,bone marrow: 3.7,"lymph node,thyroid gland: 0.6",Cell line enhanced,,MOLT-4: 9.8;U-266/84: 8.5
61,HIST1H3B,"H3/l, H3FL",ENSG00000274267,Histone cluster 1 H3 family member b,6,26031650-26032060,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,HPA042570,Supported,,,,,Mixed,Tissue enriched,6,bone marrow: 6.1,lymph node: 0.9,Mixed,,
62,NFE2,NF-E2,ENSG00000123405,"Nuclear factor, erythroid 2",12,54292111-54301121,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA001914,Enhanced,,Approved,Nucleoplasm<br>Actin filaments,,Mixed,Tissue enriched,6,bone marrow: 68.6,spleen: 11.9,Cell line enhanced,,HEL: 328.8;K-562: 144.5;NB-4: 71.3
63,RELT,"FLJ14993, TNFRSF19L",ENSG00000054967,RELT tumor necrosis factor receptor,11,73376264-73397474,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA062824, HPA071518",,,Supported,Nucleus,Renal cancer:4.07e-11 (unfavourable),Mixed,Tissue enriched,6,bone marrow: 95.8,spleen: 17.2,Mixed,,
64,RETN,"ADSF, FIZZ3, RETN1",ENSG00000104918,Resistin,19,7669044-7670454,"Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enriched,6,bone marrow: 159.4,lung: 26.0,Group enriched,8.0,NB-4: 327.2;U-937: 187.7
65,RHCE,"CD240CE, RH",ENSG00000188672,Rh blood group CcEe antigens,1,25362249-25430192,"Blood group antigen proteins, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,,Mixed,Tissue enriched,6,bone marrow: 28.8,epididymis: 5.2,Group enriched,12.0,HEL: 76.1;K-562: 16.0
66,SPNS3,MGC29671,ENSG00000182557,Sphingolipid transporter 3 (putative),17,4433688-4488208,Predicted membrane proteins,Evidence at protein level,HPA023928,Uncertain,,,,Renal cancer:8.09e-4 (unfavourable),Mixed,Tissue enriched,6,bone marrow: 12.4,spleen: 2.1,Group enriched,10.0,HL-60: 3.0;MOLT-4: 4.9;NB-4: 12.9;THP-1: 14.7;U-698: 3.6;U-937: 13.1
67,CEACAM3,"CD66d, CGM1",ENSG00000170956,Carcinoembryonic antigen related cell adhesion molecule 3,19,41796437-41811553,"CD markers, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA011041,Approved,,,,,Not detected,Tissue enriched,5,bone marrow: 28.5,appendix: 5.3,Not detected,,
68,CLC,"Gal-10, LGALS10, MGC149659",ENSG00000105205,Charcot-Leyden crystal galectin,19,39731250-39738028,Predicted intracellular proteins,Evidence at protein level,HPA041751,Enhanced,,,,,Tissue enhanced,Tissue enriched,5,bone marrow: 285.9,urinary bladder: 55.3,Cell line enriched,14.0,HMC-1: 6580.2
69,FUT4,"CD15, ELFT, FCT3A, FUC-TIV",ENSG00000196371,Fucosyltransferase 4,11,94543840-94549898,Predicted membrane proteins,Evidence at protein level,"CAB000014, CAB016129",Enhanced,,Enhanced,Vesicles,Lung cancer:3.64e-4 (unfavourable),Expressed in all,Tissue enriched,5,bone marrow: 62.9,duodenum: 12.4,Cell line enhanced,,HL-60: 29.6;THP-1: 31.3;U-937: 25.8
70,GCNT7,"C20orf105, dJ1153D9.2",ENSG00000124091,Glucosaminyl (N-acetyl) transferase family member 7,20,56491492-56525925,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA052617,Uncertain,,,,,Not detected,Tissue enriched,5,bone marrow: 2.8,"skin,testis: 0.5",Not detected,,
71,GYPB,"CD235b, GPB, MNS, SS",ENSG00000250361,Glycophorin B (MNS blood group),4,143996104-144019345,"Blood group antigen proteins, CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,5,bone marrow: 37.2,placenta: 7.3,Cell line enriched,5.0,HEL: 225.3
72,HMBS,"PBGD, PORC, UPS",ENSG00000256269,Hydroxymethylbilane synthase,11,119084866-119093549,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA006114, HPA050659",Enhanced,,Approved,Lipid droplets,,Expressed in all,Tissue enriched,5,bone marrow: 52.8,parathyroid gland: 9.8,Expressed in all,,
