,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
17,ELAVL4,"HUD, PNEM",ENSG00000162374,ELAV like RNA binding protein 4,1,50048014-50203786,Predicted intracellular proteins,Evidence at protein level,"CAB004442, HPA043047",Enhanced,,Approved,Nucleoplasm<br>Vesicles,,Group enriched,Group enriched,9,adrenal gland: 10.7;cerebral cortex: 53.3;testis: 10.9,appendix: 2.9,Cell line enriched,21.0,SH-SY5Y: 131.1
18,PENK,,ENSG00000181195,Proenkephalin,8,56436674-56446734,"Plasma proteins, Predicted secreted proteins, Transporters",Evidence at protein level,"HPA013138, CAB016390",Enhanced,,,,,Tissue enhanced,Group enriched,9,adrenal gland: 566.0;testis: 208.0,prostate: 41.3,Cell line enhanced,,ASC diff: 10.8;ASC TERT1: 6.5;BJ: 7.7;THP-1: 5.8
19,RTL1,"Mar1, MART1, PEG11",ENSG00000254656,Retrotransposon-like 1,14,100880655-100884847,Predicted membrane proteins,Evidence at protein level,HPA066979,,,Approved,Cytosol,,Tissue enhanced,Group enriched,9,adrenal gland: 2.4;placenta: 4.5,"cerebral cortex,testis: 0.3",Cell line enriched,35.0,SH-SY5Y: 664.4
20,TMEM130,"DKFZp761L1417, FLJ42643",ENSG00000166448,Transmembrane protein 130,7,98846488-98870771,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA012928,Uncertain,,Supported,Golgi apparatus,Lung cancer:7.84e-4 (favourable),Tissue enhanced,Group enriched,9,adrenal gland: 49.1;cerebral cortex: 183.0;testis: 70.7,epididymis: 11.5,Cell line enhanced,,BJ hTERT+: 5.4;EFO-21: 6.0;NTERA-2: 3.8;SH-SY5Y: 8.3
21,ZFR2,KIAA1086,ENSG00000105278,Zinc finger RNA binding protein 2,19,3804024-3869032,Predicted intracellular proteins,Evidence at protein level,"HPA043275, HPA055678",Uncertain,,Uncertain,Nucleoplasm,,Tissue enhanced,Group enriched,9,adrenal gland: 3.8;cerebral cortex: 12.7;testis: 19.0,fallopian tube: 1.3,Group enriched,12.0,HMC-1: 24.1;NTERA-2: 47.6;SiHa: 15.2
22,ATP2B3,"CFAP39, CLA2, PMCA3, SCAX1",ENSG00000067842,ATPase plasma membrane Ca2+ transporting 3,X,153517676-153582939,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins",Evidence at protein level,HPA001583,Enhanced,,Uncertain,Golgi apparatus<br>Plasma membrane,,Not detected,Group enriched,8,adrenal gland: 12.1;cerebral cortex: 19.0,fallopian tube: 2.0,Cell line enhanced,,SCLC-21H: 11.7;SH-SY5Y: 3.1;THP-1: 1.7;U-937: 1.9
23,CACNA1B,"CACNL1A5, CACNN, Cav2.2",ENSG00000148408,Calcium voltage-gated channel subunit alpha1 B,9,137877789-138124624,"Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,HPA044347,Uncertain,,,,,Tissue enhanced,Group enriched,8,adrenal gland: 3.7;cerebral cortex: 14.8;fallopian tube: 4.9;testis: 7.6,prostate: 0.9,Cell line enriched,6.0,SCLC-21H: 23.0
24,CADPS,"CAPS, CAPS1, KIAA1121, UNC-31",ENSG00000163618,Calcium dependent secretion activator,3,62398346-62875389,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA059328,Enhanced,,Approved,Vesicles,,Mixed,Group enriched,8,adrenal gland: 21.6;cerebral cortex: 94.1,heart muscle: 7.5,Cell line enhanced,,SCLC-21H: 23.2;SK-MEL-30: 7.0;U-698: 8.9;U-87 MG: 20.1
25,FAM135B,C8ORFK32,ENSG00000147724,Family with sequence similarity 135 member B,8,138130023-138496822,Predicted intracellular proteins,Evidence at transcript level,"HPA023911, HPA023950, HPA024815",Uncertain,,Approved,Nucleoplasm<br>Nuclear membrane,,Tissue enhanced,Group enriched,8,adrenal gland: 3.6;cerebral cortex: 8.3;testis: 7.3,colon: 0.8,Cell line enriched,11.0,RH-30: 8.5
26,KCNMB4,,ENSG00000135643,Potassium calcium-activated channel subfamily M regulatory beta subunit 4,12,70366276-70434292,Predicted membrane proteins,Evidence at protein level,HPA072287,Enhanced,,Approved,Cytosol,,Mixed,Group enriched,8,adrenal gland: 19.5;cerebral cortex: 38.1,placenta: 3.7,Cell line enhanced,,NTERA-2: 7.7;RH-30: 8.0;RT4: 7.4
27,MCF2L2,"ARHGEF22, KIAA0861",ENSG00000053524,MCF.2 cell line derived transforming sequence-like 2,3,183178043-183428778,"Disease related genes, Predicted intracellular proteins",Evidence at transcript level,"HPA038946, HPA038947",Uncertain,,Approved,Plasma membrane<br>Cytosol,,Not detected,Group enriched,8,adrenal gland: 10.2;cerebral cortex: 17.2;parathyroid gland: 7.7;spleen: 3.5;testis: 4.7,prostate: 1.0,Cell line enhanced,,HDLM-2: 5.5;Karpas-707: 3.6;REH: 3.1
28,MRAP,"B27, C21orf61, FALP",ENSG00000170262,Melanocortin 2 receptor accessory protein,21,32291813-32314784,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA011024,Uncertain,,,,,Not detected,Group enriched,8,adipose tissue: 52.7;adrenal gland: 65.2,breast: 7.5,Cell line enhanced,,Hep G2: 1.0;HSkMC: 1.2
29,NR0B1,"AHC, AHCH, DAX1, DSS",ENSG00000169297,Nuclear receptor subfamily 0 group B member 1,X,30304206-30309598,"Cancer-related genes, Disease related genes, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA061948, HPA067207",,,Supported,Nuclear speckles<br>Vesicles<br>Microtubule organizing center,,Tissue enhanced,Group enriched,8,adrenal gland: 27.8;testis: 35.0,ovary: 4.1,Cell line enhanced,,A549: 51.8;RT4: 14.5;U-87 MG: 7.9
30,PROKR1,"GPR73, GPR73a, PKR1, ZAQ",ENSG00000169618,Prokineticin receptor 1,2,68643589-68658247,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA029396,Uncertain,,,,,Not detected,Group enriched,8,adipose tissue: 1.7;adrenal gland: 1.4;epididymis: 4.3,testis: 0.3,Cell line enhanced,,NTERA-2: 2.0
31,RGS7,,ENSG00000182901,Regulator of G-protein signaling 7,1,240775515-241357230,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,CAB017561,Enhanced,,Enhanced,Cytosol,,Tissue enhanced,Group enriched,8,adrenal gland: 10.7;cerebral cortex: 46.4;testis: 10.9,stomach: 2.9,Cell line enhanced,,U-2 OS: 6.8
32,SCG2,"CHGC, SgII, SN",ENSG00000171951,Secretogranin II,2,223596940-223602503,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,"HPA011893, HPA075062",Enhanced,Supported,,,"Renal cancer:7.01e-10 (unfavourable), Pancreatic cancer:5.58e-4 (favourable)",Group enriched,Group enriched,8,adrenal gland: 446.7;cerebral cortex: 232.0,duodenum: 45.1,Cell line enhanced,,ASC TERT1: 35.0;HSkMC: 31.4;SCLC-21H: 52.8;SH-SY5Y: 20.7;WM-115: 32.8
33,TMEM179,"C14orf90, FLJ42486, TMEM179A",ENSG00000258986,Transmembrane protein 179,14,104474678-104605647,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at transcript level,HPA002942,,,Uncertain,Mitochondria,,Mixed,Group enriched,8,adrenal gland: 14.6;cerebral cortex: 27.9,testis: 2.5,Cell line enhanced,,NTERA-2: 8.5;SCLC-21H: 42.8;SH-SY5Y: 12.2
34,ARC,"Arg3.1, KIAA0278",ENSG00000198576,Activity regulated cytoskeleton associated protein,8,142611044-142614472,Predicted intracellular proteins,Evidence at protein level,"HPA056430, CAB079013",,Supported,Approved,Vesicles<br>Microtubules,,Tissue enriched,Group enriched,7,adipose tissue: 14.2;adrenal gland: 13.4;cerebral cortex: 14.4;gallbladder: 3.3;seminal vesicle: 5.5,placenta: 1.4,Cell line enhanced,,HEK93: 9.2;SCLC-21H: 27.7;U-2 OS: 11.9;U-87 MG: 12.5
35,DNER,"bet, UNQ26",ENSG00000187957,Delta/notch like EGF repeat containing,2,229357629-229714558,"Cancer-related genes, Predicted membrane proteins",Evidence at protein level,HPA017320,Approved,,,,"Liver cancer:1.05e-4 (unfavourable), Renal cancer:3.42e-4 (unfavourable)",Tissue enriched,Group enriched,7,adrenal gland: 74.6;cerebral cortex: 176.0,salivary gland: 17.3,Cell line enhanced,,hTERT-HME1: 115.0;U-138 MG: 248.6;U-87 MG: 146.3
36,DPP10,"DPL2, DPPY, DPRP3",ENSG00000175497,Dipeptidyl peptidase like 10,2,114442299-115845752,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA048767,Uncertain,,Approved,Nucleus<br>Vesicles<br>Cytosol,,Mixed,Group enriched,7,adrenal gland: 14.1;cerebral cortex: 34.7,pancreas: 3.6,Cell line enhanced,,AF22: 4.1;HAP1: 6.4;HMC-1: 3.8;NTERA-2: 3.7;RT4: 5.3;SCLC-21H: 11.4;SH-SY5Y: 4.1
37,GCGR,GGR,ENSG00000215644,Glucagon receptor,17,81804132-81814013,"FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA071228,,,Approved,Golgi apparatus,,Tissue enhanced,Group enriched,7,adrenal gland: 6.6;kidney: 8.4;liver: 20.8;parathyroid gland: 8.0,skin: 1.6,Cell line enhanced,,HeLa: 1.2;MCF7: 2.2;SK-BR-3: 1.8;U-87 MG: 2.7
38,IGLON5,LOC402665,ENSG00000142549,IgLON family member 5,19,51311848-51330354,Predicted secreted proteins,Evidence at protein level,HPA041994,Approved,,Uncertain,Nucleus,Renal cancer:5.62e-7 (unfavourable),Tissue enhanced,Group enriched,7,adrenal gland: 2.3;cerebral cortex: 11.1;testis: 9.5,"esophagus,seminal vesicle: 1.0",Group enriched,8.0,HMC-1: 30.8;NTERA-2: 16.0;SH-SY5Y: 24.3;U-2 OS: 6.9
39,KCNK9,"K2p9.1, TASK-3, TASK3",ENSG00000169427,Potassium two pore domain channel subfamily K member 9,8,139600838-139703056,"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,,,,,,,Mixed,Group enriched,7,adrenal gland: 4.7;cerebral cortex: 4.8,"cervix, uterine: 0.7",Cell line enhanced,,PC-3: 2.0;SCLC-21H: 1.1
40,MYT1,"MTF1, MYTI, NZF2, PLPB1, ZC2H2C1, ZC2HC4A",ENSG00000196132,Myelin transcription factor 1,20,64151791-64242253,"Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA006303,Uncertain,,Supported,Nucleoplasm<br>Cytosol,,Tissue enhanced,Group enriched,7,adrenal gland: 2.5;cerebral cortex: 5.7,testis: 0.6,Cell line enhanced,,REH: 3.3;SCLC-21H: 16.5;SH-SY5Y: 3.0
41,REEP6,"C19orf32, DP1L1, FLJ25383, Yip2f",ENSG00000115255,Receptor accessory protein 6,19,1490747-1497927,"Disease related genes, Predicted membrane proteins",Evidence at protein level,"HPA003895, HPA048015",Enhanced,,Supported,Endoplasmic reticulum,,Expressed in all,Group enriched,7,adrenal gland: 48.2;duodenum: 166.1;liver: 76.1;small intestine: 167.0;testis: 181.2,prostate: 19.3,Cell line enhanced,,K-562: 101.6;T-47d: 84.9
42,SCARB1,"CD36L1, CLA-1, CLA1, SR-BI, SRB1",ENSG00000073060,Scavenger receptor class B member 1,12,124776856-124882668,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA066285, CAB070124, HPA072449",Enhanced,,Approved,Vesicles,"Renal cancer:1.49e-5 (unfavourable), Liver cancer:1.83e-5 (unfavourable), Lung cancer:4.02e-4 (unfavourable)",Expressed in all,Group enriched,7,adrenal gland: 758.4;placenta: 287.5,liver: 72.3,Mixed,,
43,ZIM2,ZNF656,ENSG00000269699,Zinc finger imprinted 2,19,56774552-56840729,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA071856,,,Approved,Nuclear speckles<br>Cytosol,,Not detected,Group enriched,7,adrenal gland: 5.8;cerebral cortex: 5.1;ovary: 9.9;placenta: 6.8;testis: 7.7,endometrium: 1.0,Cell line enhanced,,BEWO: 4.7;Hep G2: 4.0;NTERA-2: 1.6;RH-30: 1.6;U-2 OS: 1.2
44,ANO4,"FLJ34221, FLJ34272, FLJ35277, TMEM16D",ENSG00000151572,Anoctamin 4,12,100717526-101128641,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,HPA053412,Uncertain,,,,Renal cancer:5.48e-5 (favourable),Mixed,Group enriched,6,"adrenal gland: 17.6;cerebral cortex: 10.0;cervix, uterine: 12.6;endometrium: 8.4;ovary: 10.9;prostate: 11.7;seminal vesicle: 11.4",testis: 2.0,Cell line enhanced,,fHDF/TERT166: 14.2;SK-MEL-30: 13.3;TIME: 26.1;WM-115: 10.6
45,ARSF,,ENSG00000062096,Arylsulfatase F,X,3041471-3112726,Predicted membrane proteins,Evidence at protein level,HPA000549,,,Uncertain,Cytosol,,Tissue enhanced,Group enriched,6,adrenal gland: 4.0;cerebral cortex: 2.1;epididymis: 2.0;esophagus: 2.3;kidney: 8.0;skin: 6.7,liver: 0.6,Not detected,,
46,AS3MT,CYT19,ENSG00000214435,Arsenite methyltransferase,10,102869516-102901899,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA017856,Enhanced,,Approved,Nucleus<br>Mitochondria,,Tissue enhanced,Group enriched,6,adrenal gland: 251.5;parathyroid gland: 119.3,liver: 30.4,Cell line enhanced,,REH: 50.0;SH-SY5Y: 29.9;T-47d: 41.6
47,ASTN1,ASTN,ENSG00000152092,Astrotactin 1,1,176857302-177164973,"Plasma proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA074112,,,Approved,Golgi apparatus<br>Vesicles,,Tissue enriched,Group enriched,6,adrenal gland: 19.6;cerebral cortex: 66.8,ovary: 7.4,Cell line enhanced,,Karpas-707: 4.1;NTERA-2: 4.4;SCLC-21H: 3.2;U-2 OS: 3.6;U-266/84: 14.7
48,C12orf60,MGC47869,ENSG00000182993,Chromosome 12 open reading frame 60,12,14803572-14906586,Predicted intracellular proteins,Evidence at protein level,HPA043911,,,Approved,Nucleus<br>Cytosol,,Mixed,Group enriched,6,adrenal gland: 5.9;testis: 23.9,kidney: 2.5,Mixed,,
49,CDH22,"C20orf25, dJ998H6.1",ENSG00000149654,Cadherin 22,20,46173733-46308498,Predicted membrane proteins,Evidence at transcript level,HPA012164,Uncertain,,,,,Mixed,Group enriched,6,adrenal gland: 2.0;cerebral cortex: 10.2;fallopian tube: 2.3;skin: 5.1,"prostate,seminal vesicle,testis: 0.7",Cell line enriched,23.0,SCLC-21H: 3.7
50,CELF3,"BRUNOL1, CAGH4, ERDA4, MGC57297, TNRC4",ENSG00000159409,CUGBP Elav-like family member 3,1,151702404-151716814,Predicted intracellular proteins,Evidence at protein level,HPA006292,Uncertain,,Approved,Nucleoplasm,,Group enriched,Group enriched,6,adrenal gland: 15.2;cerebral cortex: 51.7,stomach: 5.5,Group enriched,10.0,SCLC-21H: 50.0;SH-SY5Y: 31.5
51,CELSR3,"ADGRC3, CDHF11, EGFL1, FMI1, HFMI1, MEGF2",ENSG00000008300,Cadherin EGF LAG seven-pass G-type receptor 3,3,48636469-48662915,"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA062866,Approved,,,,,Mixed,Group enriched,6,adrenal gland: 1.6;cerebral cortex: 5.9;testis: 3.5,"parathyroid gland,stomach: 0.6",Cell line enhanced,,SH-SY5Y: 19.4;SiHa: 17.5
52,GALNT13,"GalNAc-T13, KIAA1918",ENSG00000144278,Polypeptide N-acetylgalactosaminyltransferase 13,2,153871913-154453849,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA060775,Approved,,,,,Tissue enriched,Group enriched,6,adrenal gland: 6.6;cerebral cortex: 32.7,prostate: 3.5,Cell line enhanced,,SH-SY5Y: 46.7;WM-115: 33.1
53,GJD2,"CX36, GJA9",ENSG00000159248,Gap junction protein delta 2,15,34751032-34754965,Predicted membrane proteins,Evidence at protein level,HPA014355,Uncertain,,,,,Tissue enriched,Group enriched,6,adrenal gland: 7.9;cerebral cortex: 1.9,pancreas: 0.8,Not detected,,
54,GPR83,GPR72,ENSG00000123901,G protein-coupled receptor 83,11,94377311-94401419,"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,,Mixed,Group enriched,6,adrenal gland: 1.0;cerebral cortex: 4.6;thyroid gland: 5.1,"skin,testis: 0.5",Cell line enhanced,,CACO-2: 1.4
55,MAGEE2,HCA3,ENSG00000186675,MAGE family member E2,X,75782988-75785236,Predicted intracellular proteins,Evidence at transcript level,HPA030625,Uncertain,,,,,Tissue enriched,Group enriched,6,adrenal gland: 1.0;cerebral cortex: 3.3,"endometrium,ovary,prostate,rectum,smooth muscle: 0.3",Not detected,,
56,NR5A1,"AD4BP, ELP, FTZ1, FTZF1, hSF-1, SF-1",ENSG00000136931,Nuclear receptor subfamily 5 group A member 1,9,124481236-124507430,"Disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors",Evidence at protein level,,,,,,,Group enriched,Group enriched,6,adrenal gland: 137.7;ovary: 36.3;spleen: 151.6,testis: 19.6,Group enriched,31.0,HEL: 73.5;Hep G2: 36.2;K-562: 17.7
57,PRLHR,"GPR10, PrRPR",ENSG00000119973,Prolactin releasing hormone receptor,10,118589989-118595699,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA039361,Supported,,,,,Not detected,Group enriched,6,adrenal gland: 6.7;cerebral cortex: 3.7;endometrium: 4.0;smooth muscle: 5.5,seminal vesicle: 0.7,Not detected,,
58,RTBDN,FLJ36353,ENSG00000132026,Retbindin,19,12825478-12835428,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA052511,,,Approved,Endoplasmic reticulum,,Mixed,Group enriched,6,adrenal gland: 4.6;cerebral cortex: 14.6;testis: 3.5,stomach: 1.2,Cell line enhanced,,SCLC-21H: 9.8;SH-SY5Y: 5.8;U-266/84: 16.0
59,TCEAL6,WEX2,ENSG00000204071,Transcription elongation factor A like 6,X,102140476-102142970,Predicted intracellular proteins,Evidence at protein level,"HPA045564, HPA058982",Supported,,,,,Tissue enriched,Group enriched,6,adrenal gland: 14.3;cerebral cortex: 63.5;testis: 34.6,endometrium: 5.8,Not detected,,
60,VAT1L,KIAA1576,ENSG00000171724,Vesicle amine transport 1 like,16,77788530-77980107,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA044061, CAB046032",Enhanced,,Approved,Cytosol,Renal cancer:3.01e-6 (unfavourable),Tissue enhanced,Group enriched,6,adrenal gland: 90.6;cerebral cortex: 38.8,heart muscle: 10.3,Cell line enhanced,,BJ hTERT+: 55.2;fHDF/TERT166: 29.2;NTERA-2: 79.1;U-87 MG: 80.3
61,AADAC,"CES5A1, DAC",ENSG00000114771,Arylacetamide deacetylase,3,151814037-151828488,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA002911,Approved,,,,"Ovarian cancer:5.58e-6 (favourable), Stomach cancer:2.19e-4 (unfavourable), Pancreatic cancer:5.02e-4 (unfavourable)",Tissue enriched,Group enriched,5,adrenal gland: 150.1;duodenum: 182.4;liver: 386.8;small intestine: 215.8,stomach: 43.5,Cell line enhanced,,A549: 7.3;EFO-21: 3.9;HBEC3-KT: 2.7
62,AGRP,"Agrt, ART, ASIP2",ENSG00000159723,Agouti related neuropeptide,16,67482571-67483813,"Disease related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA041017,Uncertain,Supported,,,,Mixed,Group enriched,5,adrenal gland: 5.8;epididymis: 24.7,lung: 3.0,Not detected,,
63,AOX1,"AO, AOH1",ENSG00000138356,Aldehyde oxidase 1,2,200585868-200677064,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA040199, HPA040215",Enhanced,,,,Renal cancer:6.05e-5 (favourable),Tissue enriched,Group enriched,5,adrenal gland: 368.8;kidney: 97.5;liver: 432.3,ovary: 56.8,Cell line enhanced,,ASC diff: 241.4;ASC TERT1: 125.7;hTERT-HME1: 56.6
