,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
19,KCNJ16,"BIR9, Kir5.1",ENSG00000153822,Potassium voltage-gated channel subfamily J member 16,17,70053429-70135608,"Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA059563,Approved,,Uncertain,Vesicles,"Renal cancer:9.61e-7 (favourable), Thyroid cancer:6.58e-4 (favourable)",Group enriched,Group enriched,8,kidney: 209.1;parathyroid gland: 269.7;thyroid gland: 235.1,seminal vesicle: 31.5,Cell line enriched,18.0,RPTEC TERT1: 211.8
20,MCF2L2,"ARHGEF22, KIAA0861",ENSG00000053524,MCF.2 cell line derived transforming sequence-like 2,3,183178043-183428778,"Disease related genes, Predicted intracellular proteins",Evidence at transcript level,"HPA038946, HPA038947",Uncertain,,Approved,Plasma membrane<br>Cytosol,,Not detected,Group enriched,8,adrenal gland: 10.2;cerebral cortex: 17.2;parathyroid gland: 7.7;spleen: 3.5;testis: 4.7,prostate: 1.0,Cell line enhanced,,HDLM-2: 5.5;Karpas-707: 3.6;REH: 3.1
21,PAX9,,ENSG00000198807,Paired box 9,14,36657568-36679715,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA038462,Enhanced,,Approved,Nucleoplasm<br>Mitochondria,Cervical cancer:5.38e-4 (favourable),Mixed,Group enriched,8,esophagus: 56.1;parathyroid gland: 102.3;salivary gland: 21.7,tonsil: 7.5,Cell line enhanced,,HDLM-2: 44.7;PC-3: 18.6
22,PSG4,,ENSG00000243137,Pregnancy specific beta-1-glycoprotein 4,19,43192702-43207299,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA046327,Approved,,,,,Mixed,Group enriched,8,parathyroid gland: 244.5;placenta: 193.0,colon: 28.0,Group enriched,7.0,fHDF/TERT166: 409.2;U-2197: 129.9
23,SEC14L4,"dJ130H16.5, TAP3",ENSG00000133488,SEC14 like lipid binding 4,22,30488913-30505711,Predicted intracellular proteins,Evidence at protein level,HPA069748,,,Approved,Centrosome,,Tissue enhanced,Group enriched,8,bone marrow: 5.0;liver: 10.3;lung: 6.9;parathyroid gland: 10.5;testis: 7.1,adrenal gland: 0.9,Cell line enhanced,,A549: 6.7;BEWO: 36.9;SiHa: 9.8
24,SLC22A16,"CT2, FLIPT2, OAT6, OKB1",ENSG00000004809,Solute carrier family 22 member 16,6,110424687-110476641,Predicted membrane proteins,Evidence at protein level,HPA036902,Uncertain,,,,,Tissue enriched,Group enriched,8,bone marrow: 12.9;parathyroid gland: 16.3;testis: 38.6,smooth muscle: 2.7,Group enriched,16.0,NB-4: 10.5;REH: 14.0;THP-1: 35.6;U-937: 24.4
25,CHN1,"ARHGAP2, CHN, DURS2, n-chimerin, RhoGAP2",ENSG00000128656,Chimerin 1,2,174799363-175005369,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA036111,,,Approved,Cytosol,Renal cancer:5.07e-4 (unfavourable),Expressed in all,Group enriched,7,cerebral cortex: 639.0;parathyroid gland: 133.3,placenta: 56.0,Cell line enhanced,,BJ hTERT+: 172.5
26,GCGR,GGR,ENSG00000215644,Glucagon receptor,17,81804132-81814013,"FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA071228,,,Approved,Golgi apparatus,,Tissue enhanced,Group enriched,7,adrenal gland: 6.6;kidney: 8.4;liver: 20.8;parathyroid gland: 8.0,skin: 1.6,Cell line enhanced,,HeLa: 1.2;MCF7: 2.2;SK-BR-3: 1.8;U-87 MG: 2.7
27,PLEKHB1,"KPL1, PHR1, PHRET1",ENSG00000021300,Pleckstrin homology domain containing B1,11,73646178-73662819,Predicted intracellular proteins,Evidence at protein level,,,,,,"Renal cancer:1.99e-6 (favourable), Pancreatic cancer:6.02e-4 (favourable)",Expressed in all,Group enriched,7,cerebral cortex: 494.8;parathyroid gland: 148.4,thyroid gland: 48.4,Cell line enhanced,,EFO-21: 18.8;Hep G2: 52.2;U-266/84: 21.1
28,SALL4,"dJ1112F19.1, ZNF797",ENSG00000101115,Spalt like transcription factor 4,20,51782331-51802520,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA015291, HPA015791",Enhanced,,Enhanced,Nucleoplasm,,Tissue enriched,Group enriched,7,parathyroid gland: 6.7;prostate: 1.4;testis: 5.8;thyroid gland: 3.5,urinary bladder: 0.6,Cell line enhanced,,AF22: 24.7;AN3-CA: 16.2;BEWO: 32.0;NTERA-2: 60.1;SiHa: 16.5
29,UPK3A,UPK3,ENSG00000100373,Uroplakin 3A,22,45284982-45295874,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA018407, HPA018415",Enhanced,,Uncertain,Nuclear membrane<br>Nuclear bodies,,Group enriched,Group enriched,7,parathyroid gland: 13.0;prostate: 35.0;skeletal muscle: 12.6;urinary bladder: 15.4,thyroid gland: 2.6,Group enriched,6.0,Hep G2: 20.8;RT4: 40.2
30,ABCG4,WHITE2,ENSG00000172350,ATP binding cassette subfamily G member 4,11,119149012-119162653,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA040312,Uncertain,,,,,Not detected,Group enriched,6,cerebral cortex: 6.6;parathyroid gland: 4.1;testis: 5.1,seminal vesicle: 0.8,Cell line enhanced,,AN3-CA: 1.7;HAP1: 1.0
31,ACOXL,FLJ11042,ENSG00000153093,Acyl-CoA oxidase-like,2,110732573-111118222,Predicted intracellular proteins,Evidence at protein level,"HPA035392, HPA035393",,,Supported,Nucleoli<br>Cytosol,Urothelial cancer:6.48e-4 (favourable),Group enriched,Group enriched,6,epididymis: 9.2;lung: 14.5;parathyroid gland: 6.9;prostate: 5.2;testis: 5.2;urinary bladder: 7.6,thyroid gland: 1.3,Cell line enhanced,,A-431: 11.1;RPMI-8226: 15.9;RT4: 23.3;U-266/70: 14.6
32,ACSL6,"ACS2, FACL6, KIAA0837, LACS2, LACS5",ENSG00000164398,Acyl-CoA synthetase long-chain family member 6,5,131949973-132012243,"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA040470,Enhanced,,,,,Group enriched,Group enriched,6,bone marrow: 18.0;cerebral cortex: 61.9;parathyroid gland: 22.5;seminal vesicle: 29.0;testis: 51.4,adrenal gland: 6.4,Group enriched,6.0,SCLC-21H: 13.0;U-937: 5.2
33,ADAM23,MDC3,ENSG00000114948,ADAM metallopeptidase domain 23,2,206443539-206621130,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA012130, CAB033276",Uncertain,,,,,Mixed,Group enriched,6,cerebral cortex: 55.4;parathyroid gland: 135.3,heart muscle: 16.5,Cell line enhanced,,RH-30: 61.7;RPMI-8226: 120.2
34,AP3B2,NAPTB,ENSG00000103723,Adaptor related protein complex 3 beta 2 subunit,15,82659281-82709914,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA039467, HPA039818",Enhanced,,,,,Mixed,Group enriched,6,cerebral cortex: 36.2;parathyroid gland: 7.4,adrenal gland: 3.8,Cell line enhanced,,RT4: 11.4;SCLC-21H: 26.6;SH-SY5Y: 18.5
35,AS3MT,CYT19,ENSG00000214435,Arsenite methyltransferase,10,102869516-102901899,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA017856,Enhanced,,Approved,Nucleus<br>Mitochondria,,Tissue enhanced,Group enriched,6,adrenal gland: 251.5;parathyroid gland: 119.3,liver: 30.4,Cell line enhanced,,REH: 50.0;SH-SY5Y: 29.9;T-47d: 41.6
36,DOCK3,"KIAA0299, MOCA, PBP",ENSG00000088538,Dedicator of cytokinesis 3,3,50675241-51384198,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA037543, HPA037544",Approved,,Enhanced,Cytosol,,Tissue enhanced,Group enriched,6,cerebral cortex: 33.7;parathyroid gland: 12.6;testis: 8.5;thyroid gland: 15.1,adrenal gland: 3.0,Cell line enhanced,,AN3-CA: 5.9;U-87 MG: 8.0
37,FMN2,,ENSG00000155816,Formin 2,1,240014348-240475189,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA050649,,,Approved,Plasma membrane<br>Actin filaments,,Group enriched,Group enriched,6,cerebral cortex: 53.8;parathyroid gland: 33.5,adrenal gland: 7.0,Cell line enhanced,,BJ: 60.2;fHDF/TERT166: 54.7;LHCN-M2: 63.8;U-138 MG: 48.9;WM-115: 77.8
38,GAREM2,"FAM59B, FLJ00375, GAREML, KIAA2038",ENSG00000157833,GRB2 associated regulator of MAPK1 subtype 2,2,26173091-26189663,Predicted intracellular proteins,Evidence at protein level,HPA071575,,,Approved,Cytosol,,Mixed,Group enriched,6,cerebral cortex: 23.0;parathyroid gland: 17.8,smooth muscle: 3.4,Cell line enhanced,,HAP1: 17.3;U-2 OS: 14.6
39,LMTK3,"KIAA1883, LMR3, PPP1R101, TYKLM3",ENSG00000142235,Lemur tyrosine kinase 3,19,48485271-48513189,"Enzymes, Predicted membrane proteins",Evidence at protein level,"HPA040203, HPA077070",Enhanced,,Approved,Nucleoplasm<br>Cell Junctions,Renal cancer:3.18e-8 (favourable),Mixed,Group enriched,6,cerebral cortex: 20.3;parathyroid gland: 4.9,duodenum: 2.2,Cell line enhanced,,HMC-1: 6.1;SK-BR-3: 6.2;U-266/70: 5.9
40,LRP2,"DBS, gp330",ENSG00000081479,LDL receptor related protein 2,2,169127109-169362685,"Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA005980, HPA064792",Enhanced,,Approved,Vesicles<br>Mitochondria,Renal cancer:3.43e-5 (favourable),Group enriched,Group enriched,6,kidney: 49.8;parathyroid gland: 155.8;thyroid gland: 37.0,breast: 14.2,Group enriched,11.0,AF22: 39.4;CACO-2: 56.2
41,NTNG2,"KIAA1857, Lmnt2, NTNG1",ENSG00000196358,Netrin G2,9,132161676-132244534,Predicted secreted proteins,Evidence at protein level,"HPA061242, HPA065089, HPA071290",Approved,,Approved,Nucleus<br>Nucleoli<br>Plasma membrane<br>Cytokinetic bridge<br>Midbody ring<br>Cytosol,Prostate cancer:6.06e-4 (favourable),Mixed,Group enriched,6,bone marrow: 26.5;cerebral cortex: 18.5;parathyroid gland: 16.3;prostate: 10.0,spleen: 3.1,Cell line enhanced,,HMC-1: 14.1;NB-4: 24.3;U-937: 7.7
42,PRSS42,TESSP2,ENSG00000178055,"Protease, serine 42",3,46829542-46834095,"Enzymes, Predicted secreted proteins",Evidence at transcript level,HPA046925,Uncertain,,,,,Not detected,Group enriched,6,epididymis: 4.8;heart muscle: 8.8;parathyroid gland: 3.1;skeletal muscle: 8.4;testis: 2.0;thyroid gland: 1.9,"breast,cervix, uterine,prostate,seminal vesicle: 0.7",Cell line enhanced,,NTERA-2: 1.0
43,RGL3,FLJ32585,ENSG00000205517,Ral guanine nucleotide dissociation stimulator like 3,19,11384341-11419342,Predicted intracellular proteins,Evidence at protein level,"HPA042763, HPA043615, HPA064578",Uncertain,,Uncertain,Nucleus<br>Cytosol,"Renal cancer:6.61e-4 (favourable), Breast cancer:7.35e-4 (favourable)",Mixed,Group enriched,6,parathyroid gland: 128.2;thyroid gland: 36.8,seminal vesicle: 13.3,Cell line enhanced,,BEWO: 17.4;RT4: 17.3;T-47d: 14.8
44,RLN3,"H3, RXN3, ZINS4",ENSG00000171136,Relaxin 3,19,14028148-14031042,Predicted secreted proteins,Evidence at protein level,HPA043731,Uncertain,,,,,Not detected,Group enriched,6,parathyroid gland: 2.9;testis: 3.3,spleen: 0.5,Not detected,,
45,SFMBT1,"DKFZp434L243, RU1, SFMBT",ENSG00000163935,Scm-like with four mbt domains 1,3,52903572-53046750,Predicted intracellular proteins,Evidence at protein level,"HPA036152, HPA064564",,,Enhanced,Nucleoplasm,Endometrial cancer:3.86e-4 (unfavourable),Expressed in all,Group enriched,6,parathyroid gland: 32.9;testis: 83.1,thyroid gland: 9.9,Expressed in all,,
46,SIX1,DFNA23,ENSG00000126778,SIX homeobox 1,14,60643415-60658259,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA001893, CAB058690",Enhanced,,Supported,Nucleus<br>Nucleoli,"Endometrial cancer:8.92e-6 (unfavourable), Lung cancer:3.94e-4 (favourable)",Mixed,Group enriched,6,"cervix, uterine: 21.9;parathyroid gland: 53.5;prostate: 21.2;salivary gland: 21.6;skeletal muscle: 41.5",adipose tissue: 5.6,Cell line enhanced,,LHCN-M2: 118.6;RH-30: 69.5
47,TDRD9,"C14orf75, DKFZp434N0820, FLJ36164, NET54",ENSG00000156414,Tudor domain containing 9,14,103928462-104052667,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,Thyroid cancer:5.52e-4 (unfavourable),Mixed,Group enriched,6,parathyroid gland: 39.7;testis: 75.0,thyroid gland: 9.1,Cell line enhanced,,HDLM-2: 22.6;HeLa: 13.9;HMC-1: 82.8;RPTEC TERT1: 19.5
48,TMEM184C,"FLJ10846, TMEM34",ENSG00000164168,Transmembrane protein 184C,4,147617383-147672044,Predicted membrane proteins,Evidence at protein level,HPA054013,Uncertain,,Approved,Nucleoplasm<br>Vesicles,"Renal cancer:2.31e-7 (favourable), Pancreatic cancer:6.37e-4 (unfavourable)",Expressed in all,Group enriched,6,parathyroid gland: 253.9;thyroid gland: 53.2,placenta: 27.6,Expressed in all,,
49,WNT3,"INT4, MGC131950, MGC138321, MGC138323",ENSG00000108379,Wnt family member 3,17,46762506-46833154,"Disease related genes, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,6,duodenum: 2.2;parathyroid gland: 4.3;skin: 9.3,cerebral cortex: 0.9,Cell line enhanced,,AF22: 6.9;U-698: 5.4
50,ANOS1,"ADMLX, KAL, KAL1, KALIG-1, WFDC19",ENSG00000011201,Anosmin 1,X,8528874-8732186,"Disease related genes, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Group enriched,5,cerebral cortex: 32.3;lung: 64.7;parathyroid gland: 48.5;thyroid gland: 15.5,testis: 7.3,Group enriched,5.0,NTERA-2: 36.7;U-2 OS: 18.3
51,ENPEP,"CD249, gp160",ENSG00000138792,Glutamyl aminopeptidase,4,110365733-110565285,"CD markers, Enzymes, Plasma proteins, Predicted membrane proteins",Evidence at protein level,"HPA002821, HPA005128",Enhanced,,Approved,Endoplasmic reticulum,,Tissue enriched,Group enriched,5,duodenum: 36.5;kidney: 94.3;parathyroid gland: 160.7;small intestine: 180.3,placenta: 21.5,Cell line enhanced,,BEWO: 2.6;HEK93: 6.8;MOLT-4: 1.4
52,IGDCC3,"HsT18880, PUNC",ENSG00000174498,Immunoglobulin superfamily DCC subclass member 3,15,65327127-65378040,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,HPA015246,Approved,,,,,Tissue enhanced,Group enriched,5,cerebral cortex: 3.3;parathyroid gland: 14.6;placenta: 8.5;testis: 5.0,thyroid gland: 1.5,Cell line enhanced,,AF22: 103.7;CACO-2: 22.5;Hep G2: 58.8
53,KCNH3,"BEC1, elk2, Kv12.2",ENSG00000135519,Potassium voltage-gated channel subfamily H member 3,12,49539157-49558308,"Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA051088,Uncertain,,Approved,Nucleus<br>Mitochondria,,Tissue enhanced,Group enriched,5,cerebral cortex: 24.2;fallopian tube: 7.1;parathyroid gland: 4.9,adrenal gland: 2.2,Cell line enhanced,,A549: 7.6;RPTEC TERT1: 7.7;U-2 OS: 11.2
54,KCNJ12,"hIRK1, IRK2, KCNJN1, Kir2.2, Kir2.2v",ENSG00000184185,Potassium voltage-gated channel subfamily J member 12,17,21376197-21419872,"FDA approved drug targets, Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,HPA027021,Approved,,Uncertain,Nucleoplasm<br>Golgi apparatus<br>Cytosol,Endometrial cancer:7.84e-5 (unfavourable),Mixed,Group enriched,5,parathyroid gland: 19.2;skeletal muscle: 23.1,heart muscle: 3.9,Cell line enhanced,,HeLa: 2.6;PC-3: 3.9;SCLC-21H: 5.6;SiHa: 2.6;U-2197: 3.9
55,KCNJ13,"Kir1.4, Kir7.1, LCA16",ENSG00000115474,Potassium voltage-gated channel subfamily J member 13,2,232766464-232776568,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,5,parathyroid gland: 25.8;small intestine: 112.2,thyroid gland: 12.5,Cell line enhanced,,U-2197: 1.2
56,KL,,ENSG00000133116,Klotho,13,33016433-33066145,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,"Renal cancer:1.29e-9 (favourable), Pancreatic cancer:4.44e-4 (favourable)",Group enriched,Group enriched,5,kidney: 136.6;parathyroid gland: 346.4,placenta: 44.1,Cell line enhanced,,HMC-1: 2.1;SK-BR-3: 3.4
57,MYO3B,,ENSG00000071909,Myosin IIIB,2,170178145-170655171,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA045483,Approved,,,,,Mixed,Group enriched,5,epididymis: 11.8;kidney: 4.8;parathyroid gland: 15.3;urinary bladder: 4.2,thyroid gland: 1.6,Group enriched,11.0,HDLM-2: 8.9;HEL: 7.8;RT4: 7.8
58,PIAS2,"miz, PIASX-ALPHA, PIASX-BETA, ZMIZ4",ENSG00000078043,Protein inhibitor of activated STAT 2,18,46803224-46920160,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA068792,Enhanced,,Supported,Nucleoplasm,Thyroid cancer:1.27e-4 (unfavourable),Expressed in all,Group enriched,5,parathyroid gland: 28.5;testis: 119.6,"cerebral cortex,thyroid gland: 13.8",Mixed,,
59,PLA1A,ps-PLA1,ENSG00000144837,Phospholipase A1 member A,3,119597842-119629811,"Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,HPA059740,,,Approved,Nuclear speckles,Cervical cancer:2.81e-7 (favourable),Group enriched,Group enriched,5,epididymis: 164.9;parathyroid gland: 38.9;seminal vesicle: 93.1,liver: 19.6,Cell line enriched,15.0,SK-MEL-30: 19.7
60,RAB6B,,ENSG00000154917,"RAB6B, member RAS oncogene family",3,133824239-133895836,Predicted intracellular proteins,Evidence at protein level,"CAB017713, HPA059131",Uncertain,,Approved,Golgi apparatus,"Pancreatic cancer:3.97e-6 (favourable), Endometrial cancer:9.01e-4 (unfavourable)",Expressed in all,Group enriched,5,cerebral cortex: 211.3;parathyroid gland: 77.1,fallopian tube: 26.2,Cell line enhanced,,HEL: 207.7;K-562: 49.3;SCLC-21H: 56.7
61,SIX2,,ENSG00000170577,SIX homeobox 2,2,45005161-45009430,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA056958,,,Supported,Nucleoplasm<br>Nuclear membrane,,Mixed,Group enriched,5,"cervix, uterine: 18.7;parathyroid gland: 8.6;prostate: 6.3;salivary gland: 9.4;skeletal muscle: 6.7",adipose tissue: 1.9,Cell line enhanced,,ASC TERT1: 34.1;LHCN-M2: 39.0;RH-30: 30.9;SCLC-21H: 63.8;U-2197: 32.8;U-698: 29.5
