,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
14,NCAN,CSPG3,ENSG00000130287,Neurocan,19,19211973-19252233,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA036814,Enhanced,,Uncertain,Vesicles<br>Centrosome,,Tissue enriched,Tissue enriched,101,cerebral cortex: 183.5,testis: 1.8,Cell line enhanced,,AF22: 1.0;SCLC-21H: 2.7;SH-SY5Y: 1.7
15,TMEM235,,ENSG00000204278,Transmembrane protein 235,17,78231310-78240987,Predicted membrane proteins,Evidence at transcript level,HPA053939,Uncertain,,,,,Tissue enriched,Tissue enriched,100,cerebral cortex: 15.6,"placenta,testis: 0.1",Not detected,,
16,SLITRK1,"KIAA1910, LRRC12",ENSG00000178235,SLIT and NTRK like family member 1,13,83877205-83882393,"Disease related genes, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA012414,Enhanced,,,,,Tissue enriched,Tissue enriched,81,cerebral cortex: 23.8,"adrenal gland,cervix, uterine,pancreas,seminal vesicle: 0.2",Cell line enhanced,,A-431: 2.6;AF22: 1.1
17,SNCB,,ENSG00000074317,Synuclein beta,5,176620084-176630556,Predicted intracellular proteins,Evidence at protein level,"CAB002681, HPA035876",Enhanced,Supported,,,,Tissue enriched,Tissue enriched,71,cerebral cortex: 329.2,adrenal gland: 4.6,Cell line enriched,15.0,SCLC-21H: 68.9
18,POU3F2,"BRN2, OCT7, OTF7, POUF3",ENSG00000184486,POU class 3 homeobox 2,6,98834592-98839470,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA047081, HPA056261",,Approved,Supported,Nucleus,,Tissue enriched,Tissue enriched,70,cerebral cortex: 20.4,testis: 0.2,Cell line enhanced,,AF22: 123.9;U-251 MG: 32.8;WM-115: 33.3
19,TTC9B,FLJ30373,ENSG00000174521,Tetratricopeptide repeat domain 9B,19,40216058-40218399,Predicted secreted proteins,Evidence at protein level,HPA042496,Uncertain,,,,,Tissue enriched,Tissue enriched,67,cerebral cortex: 57.5,adrenal gland: 0.8,Cell line enriched,21.0,SCLC-21H: 31.6
20,GPR37L1,ETBR-LP-2,ENSG00000170075,G protein-coupled receptor 37 like 1,1,202122858-202133592,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA064454,Enhanced,,,,,Tissue enriched,Tissue enriched,65,cerebral cortex: 34.1,seminal vesicle: 0.5,Cell line enhanced,,HaCaT: 1.1;MCF7: 1.1;T-47d: 3.6
21,SLC17A6,"DNPI, VGLUT2",ENSG00000091664,Solute carrier family 17 member 6,11,22338097-22379503,"Predicted membrane proteins, Transporters",Evidence at protein level,"CAB037130, HPA039226, CAB078204",Enhanced,Supported,,,,Not detected,Tissue enriched,65,cerebral cortex: 6.5,all non-specific tissues: 0.0,Cell line enriched,263.0,SCLC-21H: 35.7
22,CSPG5,NGC,ENSG00000114646,Chondroitin sulfate proteoglycan 5,3,47562239-47580792,Predicted membrane proteins,Evidence at protein level,"HPA049529, HPA067818, HPA071779",Enhanced,,Approved,Nucleoplasm<br>Mitochondria,Ovarian cancer:2.14e-4 (favourable),Tissue enriched,Tissue enriched,56,cerebral cortex: 156.7,testis: 2.8,Cell line enhanced,,AF22: 32.2
23,CAMKV,"MGC8407, VACAMKL",ENSG00000164076,CaM kinase like vesicle associated,3,49857988-49870222,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA007656, CAB034931",Enhanced,,Approved,Nucleoplasm<br>Cytokinetic bridge,,Group enriched,Tissue enriched,55,cerebral cortex: 86.2,testis: 1.5,Cell line enhanced,,AF22: 6.4;HAP1: 8.9;NTERA-2: 30.7;SCLC-21H: 12.2;SH-SY5Y: 7.1
24,PMP2,"FABP8, M-FABP, MP2",ENSG00000147588,Peripheral myelin protein 2,8,81440326-81447523,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,55,cerebral cortex: 288.6,seminal vesicle: 5.2,Cell line enhanced,,WM-115: 1.3
25,AMER2,"FAM123A, FLJ25477",ENSG00000165566,APC membrane recruitment protein 2,13,25161684-25172288,Predicted intracellular proteins,Evidence at protein level,HPA039458,Enhanced,,,,,Tissue enriched,Tissue enriched,53,cerebral cortex: 72.4,"fallopian tube,testis: 1.3",Group enriched,5.0,AF22: 3.6;SCLC-21H: 3.5;U-266/70: 5.2
26,SEZ6,,ENSG00000063015,Seizure related 6 homolog,17,28954901-29006440,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA011777,Enhanced,,Uncertain,Intermediate filaments,,Tissue enriched,Tissue enriched,53,cerebral cortex: 54.3,duodenum: 1.0,Cell line enriched,6.0,SCLC-21H: 69.9
27,DLL3,SCDO1,ENSG00000090932,Delta like canonical Notch ligand 3,19,39498895-39508481,"Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA056533,,,Approved,Nucleoplasm<br>Cytosol,Endometrial cancer:2.94e-4 (unfavourable),Group enriched,Tissue enriched,49,cerebral cortex: 51.3,testis: 1.0,Group enriched,6.0,SCLC-21H: 16.1;SH-SY5Y: 14.9;SK-MEL-30: 62.1
28,HAPLN2,BRAL1,ENSG00000132702,Hyaluronan and proteoglycan link protein 2,1,156619294-156625725,Predicted secreted proteins,Evidence at protein level,HPA045765,Enhanced,,,,,Tissue enriched,Tissue enriched,47,cerebral cortex: 42.1,duodenum: 0.8,Not detected,,
29,HPCA,,ENSG00000121905,Hippocalcin,1,32885994-32898441,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB012340, HPA043245",Supported,,,,,Tissue enriched,Tissue enriched,47,cerebral cortex: 153.0,testis: 3.2,Cell line enriched,8.0,SCLC-21H: 5.3
30,LRTM2,,ENSG00000166159,Leucine rich repeats and transmembrane domains 2,12,1820267-1836752,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA055094,Uncertain,,,,,Not detected,Tissue enriched,47,cerebral cortex: 8.3,testis: 0.1,Group enriched,12.0,HEL: 7.7;SCLC-21H: 5.2
31,GABRA1,EJM5,ENSG00000022355,Gamma-aminobutyric acid type A receptor alpha1 subunit,5,161847063-161899981,"Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at protein level,"CAB022502, HPA055746",Enhanced,,,,,Tissue enriched,Tissue enriched,46,cerebral cortex: 85.0,adrenal gland: 1.8,Not detected,,
32,NR2E1,"TLL, TLX, XTLL",ENSG00000112333,Nuclear receptor subfamily 2 group E member 1,6,108166058-108188809,"Nuclear receptors, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA036954, HPA055642",Enhanced,,Approved,Nuclear bodies,,Tissue enriched,Tissue enriched,46,cerebral cortex: 11.4,adrenal gland: 0.2,Cell line enhanced,,BEWO: 2.9;U-251 MG: 3.3
33,ELAVL3,"DKFZp547J036, HUC, HUCL, MGC20653, PLE21",ENSG00000196361,ELAV like RNA binding protein 3,19,11451326-11481046,Predicted intracellular proteins,Evidence at protein level,CAB013066,Enhanced,,,,,Tissue enriched,Tissue enriched,45,cerebral cortex: 72.8,adrenal gland: 1.6,Group enriched,10.0,SCLC-21H: 95.2;SH-SY5Y: 49.4
34,NKAIN2,"FAM77B, TCBA1",ENSG00000188580,Sodium/potassium transporting ATPase interacting 2,6,123804141-124825657,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at transcript level,HPA045860,,,Approved,Cytosol,,Mixed,Tissue enriched,44,cerebral cortex: 46.1,"adipose tissue,skeletal muscle: 1.0",Cell line enhanced,,HEK93: 4.5;HEL: 5.8;Karpas-707: 7.5
35,GABRA5,,ENSG00000186297,Gamma-aminobutyric acid type A receptor alpha5 subunit,15,26866363-26949207,"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA077031, CAB079022",,Supported,Supported,Plasma membrane,,Mixed,Tissue enriched,43,cerebral cortex: 81.6,esophagus: 1.8,Group enriched,10.0,A549: 32.7;HAP1: 12.7;NTERA-2: 14.6;U-2 OS: 13.1
36,GRM3,"GPRC1C, mGlu3, MGLUR3",ENSG00000198822,Glutamate metabotropic receptor 3,7,86643914-86864884,"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,43,cerebral cortex: 62.3,testis: 1.4,Cell line enriched,8.0,AF22: 35.5
37,PCDHGC5,PCDH-GAMMA-C5,ENSG00000240764,"Protocadherin gamma subfamily C, 5",5,141489121-141512979,Predicted membrane proteins,Evidence at protein level,"HPA008755, HPA010580, HPA051540",Uncertain,,Approved,Nucleus<br>Nucleoplasm<br>Vesicles<br>Plasma membrane<br>Cytosol,,Group enriched,Tissue enriched,43,cerebral cortex: 50.6,smooth muscle: 1.1,Cell line enhanced,,U-138 MG: 14.5;U-251 MG: 5.4;U-87 MG: 8.8
38,MEPE,,ENSG00000152595,Matrix extracellular phosphoglycoprotein,4,87821411-87846817,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA038003, HPA038004",Uncertain,,,,,Not detected,Tissue enriched,41,cerebral cortex: 4.0,all non-specific tissues: 0.0,Not detected,,
39,GAP43,"B-50, PP46",ENSG00000172020,Growth associated protein 43,3,115623324-115721490,"Plasma proteins, Predicted intracellular proteins, Transporters",Evidence at protein level,"CAB004417, HPA013392, HPA015600",Enhanced,,Enhanced,Plasma membrane,,Tissue enriched,Tissue enriched,38,cerebral cortex: 345.9,appendix: 9.1,Group enriched,6.0,AF22: 34.3;NTERA-2: 74.0;SCLC-21H: 55.5;SH-SY5Y: 37.6;U-87 MG: 16.1
40,TNR,,ENSG00000116147,Tenascin R,1,175315194-175743770,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"CAB022343, HPA027134, HPA027150, HPA029859",Enhanced,,,,,Tissue enriched,Tissue enriched,38,cerebral cortex: 70.6,adrenal gland: 1.8,Cell line enhanced,,SH-SY5Y: 1.9;U-937: 1.1
41,GPM6A,GPM6,ENSG00000150625,Glycoprotein M6A,4,175632934-176002664,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA017338,Supported,,,,,Tissue enriched,Tissue enriched,36,cerebral cortex: 1104.1,lung: 30.7,Group enriched,9.0,AF22: 49.3;Daudi: 30.7;HAP1: 18.0;U-251 MG: 42.1
42,FXYD7,,ENSG00000221946,FXYD domain containing ion transport regulator 7,19,35143250-35154301,Predicted membrane proteins,Evidence at protein level,HPA026916,Approved,,,,,Tissue enhanced,Tissue enriched,35,cerebral cortex: 105.8,lymph node: 3.0,Cell line enhanced,,HAP1: 1.8;HMC-1: 4.5;WM-115: 3.1
43,SLC32A1,"bA122O1.1, VGAT, VIAAT",ENSG00000101438,Solute carrier family 32 member 1,20,38724462-38729372,"Predicted membrane proteins, Transporters",Evidence at protein level,"CAB037156, HPA058859, HPA059985",Enhanced,Supported,,,,Tissue enhanced,Tissue enriched,35,cerebral cortex: 15.9,testis: 0.4,Cell line enhanced,,MOLT-4: 1.1
44,SULT4A1,"hBR-STL-1, SULTX3",ENSG00000130540,Sulfotransferase family 4A member 1,22,43824509-43862503,Predicted intracellular proteins,Evidence at protein level,HPA003129,Enhanced,,,,,Tissue enhanced,Tissue enriched,35,cerebral cortex: 143.6,adrenal gland: 4.0,Not detected,,
45,CACNG8,,ENSG00000142408,Calcium voltage-gated channel auxiliary subunit gamma 8,19,53963040-53990215,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA041351,Enhanced,,,,,Tissue enriched,Tissue enriched,34,cerebral cortex: 23.7,testis: 0.6,Cell line enhanced,,AF22: 7.2;HMC-1: 21.1;TIME: 12.3
46,CASKIN1,"ANKS5A, KIAA1306",ENSG00000167971,CASK interacting protein 1,16,2177180-2196525,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA055990, CAB079050",Enhanced,Supported,Approved,Nucleus<br>Cytosol,,Mixed,Tissue enriched,33,cerebral cortex: 20.3,testis: 0.6,Cell line enhanced,,HDLM-2: 13.8;SCLC-21H: 7.7
47,KCNF1,"IK8, KCNF, kH1, Kv5.1",ENSG00000162975,Potassium voltage-gated channel modifier subfamily F member 1,2,10911937-10914225,"Plasma proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,"HPA014738, HPA062278",Enhanced,,Approved,Golgi apparatus,,Tissue enriched,Tissue enriched,32,cerebral cortex: 37.5,endometrium: 1.1,Cell line enhanced,,A549: 12.9;MCF7: 3.9;T-47d: 5.7
48,KCNV1,Kv8.1,ENSG00000164794,Potassium voltage-gated channel modifier subfamily V member 1,8,109963645-109975847,"Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enriched,32,cerebral cortex: 21.8,"epididymis,skin,thyroid gland: 0.6",Not detected,,
49,PACSIN1,SDPI,ENSG00000124507,Protein kinase C and casein kinase substrate in neurons 1,6,34466061-34535231,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB009929, HPA028852, HPA055491",Enhanced,,Approved,Nucleus<br>Vesicles,,Mixed,Tissue enriched,32,cerebral cortex: 133.6,lymph node: 4.1,Cell line enhanced,,MCF7: 9.2;RPMI-8226: 9.7;T-47d: 20.2;U-266/84: 11.7
50,SNAP25,"bA416N4.2, dJ1068F16.2, RIC-4, RIC4, SEC9, SNAP, SNAP-25",ENSG00000132639,Synaptosome associated protein 25,20,10218830-10307418,"Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Transporters",Evidence at protein level,"CAB000360, HPA001830",Enhanced,Supported,,,,Group enriched,Tissue enriched,31,cerebral cortex: 1759.0,adrenal gland: 57.2,Cell line enhanced,,SCLC-21H: 92.0;SH-SY5Y: 49.5;U-87 MG: 54.7
51,VWC2L,,ENSG00000174453,Von Willebrand factor C domain containing protein 2-like,2,214411065-214578959,Predicted secreted proteins,Evidence at protein level,"HPA044815, HPA059414",Uncertain,,,,,Not detected,Tissue enriched,31,cerebral cortex: 3.1,all non-specific tissues: 0.0,Not detected,,
52,FEZF2,"FEZL, FKSG36, FLJ10142, TOF, Zfp312, ZNF312",ENSG00000153266,FEZ family zinc finger 2,3,62369681-62374324,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enriched,30,cerebral cortex: 11.7,colon: 0.3,Cell line enhanced,,AF22: 1.4;NTERA-2: 1.0
53,HS3ST2,3OST2,ENSG00000122254,Heparan sulfate-glucosamine 3-sulfotransferase 2,16,22814177-22916338,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA017736,Approved,,,,"Renal cancer:1.35e-4 (favourable), Glioma:2.22e-4 (unfavourable)",Mixed,Tissue enriched,30,cerebral cortex: 35.7,lung: 1.1,Group enriched,7.0,HaCaT: 8.5;SH-SY5Y: 17.7
54,PLP1,"GPM6C, PLP, SPG2",ENSG00000123560,Proteolipid protein 1,X,103773718-103792619,"Cancer-related genes, Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA004128,Enhanced,,,,,Group enriched,Tissue enriched,30,cerebral cortex: 3216.6,parathyroid gland: 107.9,Group enriched,6.0,NTERA-2: 37.4;SK-MEL-30: 184.2;WM-115: 137.4
55,SLC1A2,"EAAT2, GLT-1",ENSG00000110436,Solute carrier family 1 member 2,11,35251206-35420063,"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"CAB002574, HPA009172",Enhanced,,,,,Tissue enriched,Tissue enriched,30,cerebral cortex: 365.8,liver: 12.2,Cell line enhanced,,fHDF/TERT166: 1.5;NTERA-2: 2.4;SCLC-21H: 1.5
56,TBR1,,ENSG00000136535,"T-box, brain 1",2,161416094-161425870,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA051256, HPA078644, HPA078657",Enhanced,Approved,,,,Not detected,Tissue enriched,30,cerebral cortex: 30.6,testis: 1.0,Not detected,,
57,MBP,,ENSG00000197971,Myelin basic protein,18,76978827-77133683,"Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB002300, HPA049222, HPA064368",Enhanced,Supported,Approved,Plasma membrane,Renal cancer:4.48e-12 (favourable),Group enriched,Tissue enriched,29,cerebral cortex: 2930.7,parathyroid gland: 99.8,Cell line enhanced,,HL-60: 79.4;SK-MEL-30: 158.4
58,PSD2,"DKFZp761B0514, EFA6C",ENSG00000146005,Pleckstrin and Sec7 domain containing 2,5,139795821-139844466,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,29,cerebral cortex: 58.5,epididymis: 2.0,Cell line enhanced,,SH-SY5Y: 1.0
59,SOX8,,ENSG00000005513,SRY-box 8,16,981808-986979,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA041640, HPA058665",Enhanced,,Supported,Nucleus,,Tissue enriched,Tissue enriched,29,cerebral cortex: 109.9,salivary gland: 3.8,Cell line enriched,5.0,RH-30: 112.8
60,SYN2,"SYNII, SYNIIa, SYNIIb",ENSG00000157152,Synapsin II,3,12004402-12191400,Predicted intracellular proteins,Evidence at protein level,"HPA037012, CAB079005",,Supported,Approved,Nucleoplasm,,Tissue enhanced,Tissue enriched,29,cerebral cortex: 200.0,testis: 6.8,Cell line enhanced,,HMC-1: 4.4;NTERA-2: 4.3;SCLC-21H: 4.0;SH-SY5Y: 14.4
61,C2orf80,"GONDA1, LOC389073",ENSG00000188674,Chromosome 2 open reading frame 80,2,208165343-208190073,Predicted intracellular proteins,Evidence at transcript level,HPA042639,,,Approved,Golgi apparatus,,Tissue enriched,Tissue enriched,28,cerebral cortex: 37.5,testis: 1.3,Cell line enhanced,,NTERA-2: 1.7
62,CACNG3,,ENSG00000006116,Calcium voltage-gated channel auxiliary subunit gamma 3,16,24255553-24362801,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA059010,Approved,,,,,Tissue enriched,Tissue enriched,28,cerebral cortex: 42.5,adrenal gland: 1.5,Not detected,,
63,KIF5A,"D12S1889, MY050, NKHC, SPG10",ENSG00000155980,Kinesin family member 5A,12,57549998-57586632,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA004469, HPA073448",Enhanced,Approved,Approved,Nucleoplasm<br>Mitotic spindle<br>Cytosol,Pancreatic cancer:5.23e-4 (favourable),Tissue enriched,Tissue enriched,28,cerebral cortex: 325.7,adrenal gland: 11.4,Cell line enhanced,,HDLM-2: 28.1;NTERA-2: 15.0;SCLC-21H: 36.2
64,NPTX1,,ENSG00000171246,Neuronal pentraxin 1,17,80467148-80477843,Predicted secreted proteins,Evidence at protein level,HPA077062,Enhanced,,,,,Tissue enhanced,Tissue enriched,28,cerebral cortex: 122.5,adrenal gland: 4.3,Cell line enhanced,,HAP1: 33.7;SiHa: 44.5;U-138 MG: 85.8;WM-115: 120.6
65,SLC39A12,FLJ30499,ENSG00000148482,Solute carrier family 39 member 12,10,17951839-18043292,"Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,28,cerebral cortex: 25.3,breast: 0.8,Not detected,,
66,TRIM67,TNL,ENSG00000119283,Tripartite motif containing 67,1,231162112-231221556,Predicted intracellular proteins,Evidence at transcript level,HPA034776,Uncertain,,,,,Not detected,Tissue enriched,28,cerebral cortex: 10.3,"adrenal gland,testis: 0.3",Cell line enhanced,,SCLC-21H: 2.8
67,ERMN,"ERMIN, JN, KIAA1189",ENSG00000136541,Ermin,2,157318625-157327713,Predicted intracellular proteins,Evidence at protein level,"HPA038295, HPA038296",Enhanced,,,,Endometrial cancer:6.93e-6 (favourable),Group enriched,Tissue enriched,27,cerebral cortex: 227.8,bone marrow: 8.3,Cell line enriched,8.0,HAP1: 20.7
68,SYNPR,"MGC26651, SPO",ENSG00000163630,Synaptoporin,3,63228315-63616921,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA051368, HPA061671",Enhanced,,,,,Tissue enhanced,Tissue enriched,27,cerebral cortex: 78.2,heart muscle: 2.9,Cell line enhanced,,SCLC-21H: 1.2
69,TTYH1,,ENSG00000167614,Tweety family member 1,19,54415219-54436900,"Predicted membrane proteins, Transporters",Evidence at protein level,"HPA023617, HPA050655",Approved,,,,Breast cancer:3.64e-4 (favourable),Tissue enriched,Tissue enriched,27,cerebral cortex: 57.7,"fallopian tube,testis: 2.1",Group enriched,6.0,AF22: 5.8;AN3-CA: 17.4;U-2 OS: 7.0
70,SCN2A,"HBSCI, HBSCII, Nav1.2, SCN2A1, SCN2A2",ENSG00000136531,Sodium voltage-gated channel alpha subunit 2,2,165194993-165392310,"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,CAB022567,Enhanced,,,,,Tissue enhanced,Tissue enriched,26,cerebral cortex: 56.6,kidney: 2.1,Cell line enhanced,,U-138 MG: 3.6;U-266/84: 5.7;U-87 MG: 2.2
71,SYN1,,ENSG00000008056,Synapsin I,X,47571898-47619943,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA000397, CAB021929",Enhanced,,,,,Tissue enhanced,Tissue enriched,26,cerebral cortex: 378.9,adrenal gland: 14.5,Cell line enhanced,,NTERA-2: 17.4;SCLC-21H: 35.6;SH-SY5Y: 8.3
72,NTSR2,NTR2,ENSG00000169006,Neurotensin receptor 2,2,11658178-11670164,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,25,cerebral cortex: 25.0,ovary: 0.9,Not detected,,
73,STMN4,RB3,ENSG00000015592,Stathmin 4,8,27235323-27258420,Predicted intracellular proteins,Evidence at protein level,HPA027765,,,Uncertain,Golgi apparatus<br>Vesicles,,Tissue enriched,Tissue enriched,25,cerebral cortex: 338.4,adrenal gland: 13.3,Cell line enriched,29.0,SCLC-21H: 102.2
