,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
34,SLC7A8,"LAT2, LPI-PC1",ENSG00000092068,Solute carrier family 7 member 8,14,23125295-23183674,"Predicted membrane proteins, Transporters",Evidence at protein level,"CAB046015, HPA051950, HPA060672",Enhanced,,,,"Urothelial cancer:1.52e-4 (unfavourable), Liver cancer:1.97e-4 (unfavourable), Lung cancer:3.15e-4 (favourable)",Expressed in all,Tissue enriched,8,parathyroid gland: 1094.9,kidney: 135.4,Cell line enhanced,,BEWO: 118.7;K-562: 122.1
35,AAK1,"DKFZp686K16132, KIAA1048",ENSG00000115977,AP2 associated kinase 1,2,69457997-69674349,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA017931, HPA020289",Enhanced,,Supported,Plasma membrane<br>Cytosol,Ovarian cancer:3.19e-4 (unfavourable),Expressed in all,Tissue enriched,7,parathyroid gland: 389.6,thyroid gland: 59.4,Expressed in all,,
36,DMRT2,,ENSG00000173253,Doublesex and mab-3 related transcription factor 2,9,1049858-1057552,"Predicted intracellular proteins, Predicted membrane proteins, Transcription factors",Evidence at transcript level,HPA029297,Uncertain,,,,,Tissue enhanced,Tissue enriched,7,parathyroid gland: 108.9,kidney: 16.2,Cell line enhanced,,HaCaT: 3.3;RH-30: 4.8;RPMI-8226: 13.4;SCLC-21H: 3.4;SK-MEL-30: 4.0;WM-115: 3.5
37,MAFB,KRML,ENSG00000204103,MAF bZIP transcription factor B,20,40685848-40689240,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA005653,Approved,,Approved,Nucleus<br>Nucleoli<br>Golgi apparatus<br>Cytosol,Endometrial cancer:5.64e-4 (unfavourable),Expressed in all,Tissue enriched,7,parathyroid gland: 689.3,spleen: 102.0,Cell line enhanced,,HSkMC: 20.7;hTCEpi: 44.3;SCLC-21H: 19.6;SiHa: 16.5;U-138 MG: 16.2;U-2197: 22.6;U-87 MG: 15.7
38,PCDHAC2,PCDH-ALPHA-C2,ENSG00000243232,"Protocadherin alpha subfamily C, 2",5,140966235-141012344,Predicted membrane proteins,Evidence at transcript level,HPA076190,,,Approved,Nucleoplasm<br>Mitochondria,,Mixed,Tissue enriched,7,parathyroid gland: 92.5,cerebral cortex: 14.1,Cell line enhanced,,A549: 11.3;AN3-CA: 57.4;SH-SY5Y: 11.6
39,PLSCR5,,ENSG00000231213,Phospholipid scramblase family member 5,3,146576555-146606216,Predicted membrane proteins,Evidence at transcript level,HPA047249,Uncertain,,,,,Not detected,Tissue enriched,7,parathyroid gland: 1.8,testis: 0.2,Not detected,,
40,SPOCK3,testican-3,ENSG00000196104,"SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3",4,166733384-167234796,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA075020,,,Approved,Nucleus<br>Nucleoli<br>Golgi apparatus,,Tissue enhanced,Tissue enriched,7,parathyroid gland: 800.5,prostate: 120.0,Cell line enhanced,,PC-3: 2.4;RH-30: 6.7;SCLC-21H: 3.5
41,STT3A,"ITM1, MGC9042, STT3-A, TMC",ENSG00000134910,"STT3A, catalytic subunit of the oligosaccharyltransferase complex",11,125591712-125625215,"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,HPA030735,Approved,,Uncertain,Nucleoplasm<br>Vesicles<br>Cytosol,"Endometrial cancer:1.32e-4 (favourable), Liver cancer:3.57e-4 (unfavourable), Renal cancer:4.96e-4 (unfavourable)",Expressed in all,Tissue enriched,7,parathyroid gland: 1131.8,epididymis: 173.0,Expressed in all,,
42,STXBP5,"LLGL3, tomosyn",ENSG00000164506,Syntaxin binding protein 5,6,147204425-147390476,Predicted intracellular proteins,Evidence at protein level,"HPA039991, HPA049727, CAB079016",Enhanced,Supported,Enhanced,Cytosol,"Renal cancer:2.74e-7 (unfavourable), Breast cancer:4.48e-4 (unfavourable)",Expressed in all,Tissue enriched,7,parathyroid gland: 278.8,testis: 40.2,Cell line enhanced,,HEL: 188.3;HMC-1: 193.3
43,SYT12,SRG1,ENSG00000173227,Synaptotagmin 12,11,67006778-67050863,Predicted intracellular proteins,Evidence at protein level,HPA011006,Uncertain,,,,Pancreatic cancer:4.13e-4 (unfavourable),Tissue enhanced,Tissue enriched,7,parathyroid gland: 115.1,cerebral cortex: 17.2,Cell line enhanced,,HeLa: 31.9;MCF7: 25.6;SiHa: 44.9;SK-BR-3: 15.2;T-47d: 19.2
44,TRPM7,"CHAK1, LTRPC7, TRP-PLIK",ENSG00000092439,Transient receptor potential cation channel subfamily M member 7,15,50552473-50686815,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA052173,Enhanced,,Approved,Nucleoplasm,,Expressed in all,Tissue enriched,7,parathyroid gland: 216.4,thyroid gland: 29.0,Expressed in all,,
45,ACTR3C,ARP11,ENSG00000106526,ARP3 actin-related protein 3 homolog C,7,150243916-150323725,Predicted intracellular proteins,Evidence at transcript level,HPA055957,Uncertain,,,,,Mixed,Tissue enriched,6,parathyroid gland: 87.3,adrenal gland: 15.8,Cell line enhanced,,CAPAN-2: 27.5;RT4: 21.3;SiHa: 18.9
46,CA8,"CALS, CARP",ENSG00000178538,Carbonic anhydrase 8,8,60187347-60281412,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA024748, CAB025545, CAB047309",Supported,,,,Pancreatic cancer:5.79e-5 (favourable),Mixed,Tissue enriched,6,parathyroid gland: 105.5,epididymis: 17.4,Cell line enhanced,,HEK93: 15.9;K-562: 29.2;NB-4: 11.8
47,DMRT3,DMRTA3,ENSG00000064218,Doublesex and mab-3 related transcription factor 3,9,976964-991731,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA077685,Approved,,,,,Tissue enhanced,Tissue enriched,6,parathyroid gland: 65.3,thyroid gland: 10.4,Cell line enhanced,,HAP1: 1.3;HEK93: 1.5;SCLC-21H: 1.1;THP-1: 1.8
48,FAXDC2,"C5orf4, FLJ13758",ENSG00000170271,Fatty acid hydroxylase domain containing 2,5,154818491-154859252,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,"Renal cancer:9.71e-10 (favourable), Liver cancer:3.87e-5 (favourable)",Expressed in all,Tissue enriched,6,parathyroid gland: 388.2,ovary: 66.6,Cell line enhanced,,ASC diff: 22.0
49,ID2,"bHLHb26, GIG8",ENSG00000115738,"Inhibitor of DNA binding 2, HLH protein",2,8678845-8684453,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA027612,,,Approved,Nucleoplasm<br>Nuclear bodies<br>Centrosome,Head and neck cancer:9.95e-4 (favourable),Expressed in all,Tissue enriched,6,parathyroid gland: 1985.4,thyroid gland: 359.5,Cell line enhanced,,HDLM-2: 675.4;HEK93: 418.6
50,PCDHA13,"CNR5, CNRN5, CNRS5, CRNR5, PCDH-ALPHA13",ENSG00000239389,Protocadherin alpha 13,5,140882208-141012344,Predicted membrane proteins,Evidence at protein level,,,,,,,Not detected,Tissue enriched,6,parathyroid gland: 6.8,"cerebral cortex,testis: 1.0",Cell line enhanced,,AN3-CA: 1.0;PC-3: 3.5;WM-115: 1.1
51,PTCH2,,ENSG00000117425,Patched 2,1,44819844-44843063,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,Pancreatic cancer:5.74e-5 (favourable),Tissue enhanced,Tissue enriched,6,parathyroid gland: 203.9,salivary gland: 32.2,Cell line enhanced,,U-266/84: 8.0
52,RASAL1,RASAL,ENSG00000111344,RAS protein activator like 1,12,113098819-113136239,"Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA041650,Uncertain,,Approved,Plasma membrane<br>Cell Junctions<br>Cytosol,Endometrial cancer:3.26e-5 (unfavourable),Mixed,Tissue enriched,6,parathyroid gland: 118.8,cerebral cortex: 19.4,Cell line enhanced,,EFO-21: 18.2;REH: 20.3;RPMI-8226: 34.6;RPTEC TERT1: 14.4;U-698: 28.8
53,WTH3DI,,ENSG00000233087,RAB6C-like,2,131361111-131364142,Predicted intracellular proteins,Evidence at protein level,HPA059131,Uncertain,,Approved,Golgi apparatus,,Tissue enhanced,Tissue enriched,6,parathyroid gland: 14.4,prostate: 2.3,Cell line enhanced,,MOLT-4: 1.7
54,BSPRY,FLJ20150,ENSG00000119411,B-box and SPRY domain containing,9,113349541-113371233,Predicted intracellular proteins,Evidence at protein level,HPA042889,Approved,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:4.56e-14 (favourable),Mixed,Tissue enriched,5,parathyroid gland: 254.8,thyroid gland: 50.4,Cell line enhanced,,A-431: 36.1;CAPAN-2: 22.7;MCF7: 46.9;RPMI-8226: 22.3;SK-BR-3: 22.3;T-47d: 28.3
55,MFSD14B,"FLJ14753, HIATL1",ENSG00000148110,Major facilitator superfamily domain containing 14B,9,94374551-94461042,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA017978,,,Approved,Nucleoplasm<br>Cytosol,,Expressed in all,Tissue enriched,5,parathyroid gland: 255.7,skin: 50.6,Expressed in all,,
56,PLAT,,ENSG00000104368,"Plasminogen activator, tissue type",8,42175233-42207724,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins",Evidence at protein level,"HPA003412, CAB009335",Supported,,Approved,Actin filaments,"Renal cancer:4.95e-4 (unfavourable), Breast cancer:7.57e-4 (favourable)",Expressed in all,Tissue enriched,5,parathyroid gland: 709.4,urinary bladder: 135.9,Cell line enhanced,,CAPAN-2: 590.7;HMC-1: 372.4;U-2197: 417.3;WM-115: 889.6
57,RET,"CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, PTC, RET51",ENSG00000165731,Ret proto-oncogene,10,43077027-43130351,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB002581, HPA008356, HPA008495, CAB018342",Approved,Supported,Supported,Vesicles<br>Plasma membrane<br>Cytosol,Endometrial cancer:5.02e-4 (unfavourable),Tissue enhanced,Tissue enriched,5,parathyroid gland: 154.5,adrenal gland: 29.8,Cell line enriched,5.0,SH-SY5Y: 404.3
58,SIX4,AREC3,ENSG00000100625,SIX homeobox 4,14,60709528-60724348,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA031794,Uncertain,,Approved,Nucleoplasm,,Mixed,Tissue enriched,5,parathyroid gland: 23.9,skeletal muscle: 4.7,Cell line enhanced,,A-431: 29.3;RH-30: 31.5
59,SVOPL,MGC46715,ENSG00000157703,SVOP like,7,138594285-138701352,Predicted membrane proteins,Evidence at transcript level,HPA018035,Uncertain,,,,,Mixed,Tissue enriched,5,parathyroid gland: 14.3,fallopian tube: 2.6,Cell line enhanced,,HMC-1: 3.7;NTERA-2: 1.2;T-47d: 4.1
