,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
10,CTC-273B12.7,,ENSG00000268465,,19,48465837-48472431,Predicted intracellular proteins,Evidence at transcript level,HPA060662,,,,,,Not detected,Tissue enhanced,,colon: 1.1;endometrium: 1.3;testis: 2.8,small intestine: 0.6,Cell line enhanced,,AN3-CA: 1.0;LHCN-M2: 1.1;U-698: 1.2
11,CYP24A1,"CP24, CYP24, P450-CC24",ENSG00000019186,Cytochrome P450 family 24 subfamily A member 1,20,54153449-54173973,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA022261, HPA063771",Enhanced,,Supported,Nucleoplasm<br>Plasma membrane<br>Mitochondria,,Mixed,Tissue enhanced,,endometrium: 24.8;urinary bladder: 50.8,placenta: 14.1,Group enriched,13.0,A549: 372.2;Hep G2: 83.4
12,DCHS2,"CDH27, CDHJ, CDHR7, FLJ20047, PCDH23, PCDHJ",ENSG00000197410,Dachsous cadherin-related 2,4,154232037-154491716,Predicted membrane proteins,Evidence at protein level,HPA064159,Uncertain,,Approved,Vesicles<br>Plasma membrane,,Not detected,Tissue enhanced,,endometrium: 1.9,testis: 1.7,Cell line enriched,6.0,U-2 OS: 9.2
13,DLX5,,ENSG00000105880,Distal-less homeobox 5,7,97020392-97025097,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA005670,Approved,,Approved,Nucleus,,Tissue enriched,Tissue enhanced,,endometrium: 20.2;placenta: 13.5;skin: 17.1,"cervix, uterine: 9.6",Group enriched,5.0,BEWO: 41.0;HAP1: 24.0
14,DLX6,,ENSG00000006377,Distal-less homeobox 6,7,97005548-97011039,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,"HPA030608, HPA061460",Uncertain,,Approved,Nuclear bodies,,Tissue enriched,Tissue enhanced,,endometrium: 4.4;placenta: 4.3;testis: 5.4,"cervix, uterine: 3.0",Cell line enhanced,,AN3-CA: 9.4;BEWO: 32.1;HAP1: 15.7;SCLC-21H: 8.6;SH-SY5Y: 11.6
15,DPP6,"DPL1, DPPX",ENSG00000130226,Dipeptidyl peptidase like 6,7,153887097-154894285,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA050509,Enhanced,Supported,,,,Tissue enriched,Tissue enhanced,,cerebral cortex: 51.1;endometrium: 27.6,smooth muscle: 15.4,Cell line enriched,9.0,NTERA-2: 5.5
16,EPO,EP,ENSG00000130427,Erythropoietin,7,100720800-100723700,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Predicted secreted proteins",Evidence at protein level,CAB010336,Supported,,,,"Renal cancer:2.18e-6 (unfavourable), Liver cancer:5.67e-5 (unfavourable)",Group enriched,Tissue enhanced,,"cervix, uterine: 2.0;endometrium: 1.7;liver: 1.7",prostate: 1.1,Group enriched,6.0,BEWO: 2.0;Hep G2: 5.5
17,FAP,DPPIV,ENSG00000078098,Fibroblast activation protein alpha,2,162170684-162245151,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA059739,Approved,,,,Head and neck cancer:4.82e-4 (unfavourable),Mixed,Tissue enhanced,,endometrium: 50.7,smooth muscle: 38.5,Cell line enhanced,,ASC diff: 128.1;ASC TERT1: 137.8;BJ hTERT+: 131.5;U-138 MG: 159.0
18,FBXL22,"Fbl22, FLJ39626",ENSG00000197361,F-box and leucine rich repeat protein 22,15,63597353-63602428,Predicted intracellular proteins,Evidence at protein level,"HPA047624, HPA054627",Uncertain,,Uncertain,Nucleoli<br>Cytosol,,Mixed,Tissue enhanced,,endometrium: 50.4;seminal vesicle: 44.0;smooth muscle: 46.1,prostate: 23.3,Cell line enhanced,,MCF7: 3.7;SCLC-21H: 6.3
19,FOXL2,"BPES, BPES1",ENSG00000183770,Forkhead box L2,3,138944224-138947140,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA069613,Enhanced,,Supported,Nucleus<br>Cytokinetic bridge,,Mixed,Tissue enhanced,,endometrium: 12.1;ovary: 29.6;parathyroid gland: 24.4,fallopian tube: 7.7,Cell line enhanced,,A-431: 4.3;fHDF/TERT166: 4.3;HEL: 7.2;hTCEpi: 5.1;K-562: 7.5;SiHa: 5.9
20,FOXL2NB,"C3orf72, FLJ43329",ENSG00000206262,FOXL2 neighbor,3,138947234-138953451,Predicted intracellular proteins,Evidence at protein level,"HPA061017, HPA071790",,,Supported,Nucleoli fibrillar center,,Mixed,Tissue enhanced,,endometrium: 29.1;ovary: 50.7;parathyroid gland: 63.8,fallopian tube: 19.5,Cell line enhanced,,AN3-CA: 4.1;fHDF/TERT166: 6.7;HEL: 7.8;SiHa: 7.1
21,FREM1,"C9orf143, C9orf145, C9orf154, DKFZp686M16108, FLJ25461, TILRR",ENSG00000164946,FRAS1 related extracellular matrix 1,9,14734666-14910995,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,endometrium: 34.0;epididymis: 44.5,smooth muscle: 23.2,Cell line enriched,8.0,HEL: 162.3
22,FRMD7,"FLJ43346, NYS, NYS1",ENSG00000165694,FERM domain containing 7,X,132076993-132128020,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA000886,Uncertain,,,,,Not detected,Tissue enhanced,,endometrium: 2.8;kidney: 3.0;smooth muscle: 3.5,seminal vesicle: 0.7,Cell line enhanced,,U-87 MG: 1.5
23,GAL3ST3,GAL3ST2,ENSG00000175229,Galactose-3-O-sulfotransferase 3,11,66041952-66049180,Predicted secreted proteins,Evidence at protein level,,,,,,Endometrial cancer:6.53e-6 (unfavourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 4.3;endometrium: 4.3;smooth muscle: 4.8;thyroid gland: 8.2,seminal vesicle: 2.5,Group enriched,5.0,NTERA-2: 8.8;SH-SY5Y: 7.6
24,GAS1,,ENSG00000180447,Growth arrest specific 1,9,86944363-86947189,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,"CAB024164, HPA036085, HPA066902",Approved,,Approved,Nuclear speckles,"Thyroid cancer:1.13e-5 (unfavourable), Renal cancer:1.96e-5 (unfavourable), Colorectal cancer:1.55e-4 (unfavourable), Stomach cancer:8.26e-4 (unfavourable)",Expressed in all,Tissue enhanced,,endometrium: 110.8,smooth muscle: 74.4,Cell line enhanced,,AN3-CA: 44.7;BJ hTERT+: 53.4;RH-30: 95.7
25,GJC1,"CX45, GJA7",ENSG00000182963,Gap junction protein gamma 1,17,44798448-44830816,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA071788,,,Uncertain,Nucleoli<br>Cell Junctions<br>Cytosol,"Renal cancer:3.55e-8 (unfavourable), Urothelial cancer:7.83e-4 (unfavourable)",Expressed in all,Tissue enhanced,,endometrium: 44.3;placenta: 51.5;smooth muscle: 49.2,seminal vesicle: 27.2,Mixed,,
26,GLI1,GLI,ENSG00000111087,GLI family zinc finger 1,12,57460135-57472262,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB009460, HPA065172, HPA068903",Uncertain,,Enhanced,Nucleoplasm<br>Cytosol,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 15.1;endometrium: 15.1",gallbladder: 8.5,Cell line enhanced,,AN3-CA: 19.3;RH-30: 59.1
27,GNLY,"D2S69E, LAG-2, LAG2, NKG5, TLA519",ENSG00000115523,Granulysin,2,85685175-85698854,"Predicted intracellular proteins, Predicted secreted proteins, Transporters",Evidence at protein level,"CAB025186, HPA058021",Enhanced,,,,"Endometrial cancer:3.48e-5 (favourable), Melanoma:6.60e-5 (favourable), Renal cancer:1.50e-4 (unfavourable), Urothelial cancer:8.07e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 152.4;endometrium: 113.5;spleen: 112.9,lung: 51.0,Not detected,,
28,HAND2,"bHLHa26, dHand, Hed, Thing2",ENSG00000164107,Heart and neural crest derivatives expressed 2,4,173524969-173530229,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA019591, CAB025576",Approved,,Supported,Nucleoplasm<br>Vesicles,,Tissue enhanced,Tissue enhanced,,endometrium: 83.9,smooth muscle: 77.9,Cell line enriched,21.0,SH-SY5Y: 660.2
29,HOXA10,"HOX1, HOX1H",ENSG00000253293,Homeobox A10,7,27170591-27180261,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,CAB019384,Approved,,Supported,Nucleoplasm<br>Nuclear bodies,,Mixed,Tissue enhanced,,endometrium: 116.6;smooth muscle: 67.6,prostate: 42.2,Cell line enhanced,,HEK93: 164.0;U-937: 78.1
30,HOXA10-HOXA9,,ENSG00000257184,,7,27163535-27180013,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,endometrium: 1.0,prostate: 0.4,Cell line enhanced,,BJ: 1.1
31,HOXA11,"HOX1, HOX1I",ENSG00000005073,Homeobox A11,7,27181510-27185223,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA006770, HPA035623",Enhanced,,Supported,Nucleoplasm,Renal cancer:2.57e-5 (unfavourable),Mixed,Tissue enhanced,,endometrium: 96.3;smooth muscle: 68.5,"cervix, uterine: 17.9",Cell line enhanced,,HEK93: 46.1;U-937: 37.5
32,HOXD10,"HOX4, HOX4D",ENSG00000128710,Homeobox D10,2,176108790-176119942,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA065871,,,Approved,Nucleoplasm<br>Cytosol<br>Cytoplasmic bodies,Renal cancer:1.92e-6 (unfavourable),Mixed,Tissue enhanced,,endometrium: 48.3;smooth muscle: 25.2,kidney: 12.7,Cell line enhanced,,HEK93: 36.4;RPTEC TERT1: 21.3;SCLC-21H: 12.9;SiHa: 17.8;U-251 MG: 11.0
33,HOXD11,"HOX4, HOX4F",ENSG00000128713,Homeobox D11,2,176104216-176109754,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA055155,,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,endometrium: 4.2,seminal vesicle: 1.3,Cell line enhanced,,HEK93: 18.4;SCLC-21H: 7.0;U-251 MG: 3.8
34,HOXD4,"HOX4, HOX4B",ENSG00000170166,Homeobox D4,2,176151222-176153226,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA054383, HPA070349",Approved,,Enhanced,Nucleus<br>Cell Junctions,,Tissue enhanced,Tissue enhanced,,endometrium: 23.6;epididymis: 22.9,fallopian tube: 15.5,Cell line enhanced,,EFO-21: 11.0;HEK93: 25.9;RPTEC TERT1: 15.6
35,HOXD9,"HOX4, HOX4C",ENSG00000128709,Homeobox D9,2,176122720-176124937,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA068683,,,Supported,Nucleus<br>Nucleoli,"Liver cancer:1.08e-5 (unfavourable), Colorectal cancer:8.25e-4 (unfavourable), Head and neck cancer:9.58e-4 (favourable)",Expressed in all,Tissue enhanced,,endometrium: 45.4,smooth muscle: 23.7,Cell line enhanced,,HEK93: 14.8;RPTEC TERT1: 14.2;SH-SY5Y: 23.1;TIME: 13.8
36,HTR1E,5-HT1E,ENSG00000168830,5-hydroxytryptamine receptor 1E,6,86937306-87016683,"FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA004931,Approved,,,,,Not detected,Tissue enhanced,,endometrium: 2.4;ovary: 4.9,cerebral cortex: 1.8,Group enriched,19.0,PC-3: 1.4;SH-SY5Y: 6.2
37,HTR2B,"5-HT(2B), 5-HT2B",ENSG00000135914,5-hydroxytryptamine receptor 2B,2,231108230-231125118,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA012867, HPA063658",Enhanced,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,"cervix, uterine: 31.2;endometrium: 30.1;smooth muscle: 23.2",adrenal gland: 19.1,Cell line enhanced,,HHSteC: 7.0;HSkMC: 11.5;SK-MEL-30: 23.9
38,IL11,"AGIF, IL-11",ENSG00000095752,Interleukin 11,19,55364389-55370463,"Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA044955,,,Uncertain,Mitochondria,Pancreatic cancer:7.50e-4 (unfavourable),Mixed,Tissue enhanced,,appendix: 5.7;endometrium: 5.2;gallbladder: 4.9,placenta: 1.7,Cell line enhanced,,BJ: 50.3;BJ hTERT+: 54.5;hTEC/SVTERT24-B: 54.2;U-251 MG: 179.7
39,INHBA,,ENSG00000122641,Inhibin beta A subunit,7,41667168-41705834,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,"Renal cancer:7.91e-8 (unfavourable), Cervical cancer:1.46e-5 (unfavourable), Head and neck cancer:4.34e-4 (unfavourable), Lung cancer:7.72e-4 (unfavourable)",Expressed in all,Tissue enhanced,,endometrium: 28.7;gallbladder: 35.1,lung: 16.4,Group enriched,6.0,HBEC3-KT: 54.3;hTEC/SVTERT24-B: 227.2;hTERT-HME1: 71.4;TIME: 97.6;U-138 MG: 172.4;U-2 OS: 52.9
40,IRS4,"IRS-4, PY160",ENSG00000133124,Insulin receptor substrate 4,X,108732482-108736409,Predicted secreted proteins,Evidence at protein level,HPA017372,Uncertain,,,,,Mixed,Tissue enhanced,,endometrium: 1.6;ovary: 4.3;thyroid gland: 2.1,"cervix, uterine: 1.0",Cell line enhanced,,HEK93: 8.2;RT4: 2.1;WM-115: 1.9
41,ITGA11,HsT18964,ENSG00000137809,Integrin subunit alpha 11,15,68296533-68432162,Predicted membrane proteins,Evidence at protein level,HPA051813,Uncertain,,,,Renal cancer:3.22e-7 (unfavourable),Mixed,Tissue enhanced,,"cervix, uterine: 54.7;endometrium: 52.4;smooth muscle: 75.7",epididymis: 22.9,Cell line enhanced,,fHDF/TERT166: 203.4;U-138 MG: 173.0;WM-115: 98.4
42,KCNAB3,"AKR6A9, KCNA3B",ENSG00000170049,Potassium voltage-gated channel subfamily A regulatory beta subunit 3,17,7921859-7929803,Predicted intracellular proteins,Evidence at protein level,HPA077993,,,Approved,Mitochondria,,Mixed,Tissue enhanced,,endometrium: 14.6;smooth muscle: 8.6,cerebral cortex: 4.7,Cell line enhanced,,REH: 11.9
43,KCNG1,"K13, KCNG, kH2, Kv6.1",ENSG00000026559,Potassium voltage-gated channel modifier subfamily G member 1,20,51003656-51023129,"Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,"HPA039530, HPA040024",Approved,,Approved,Vesicles,,Tissue enhanced,Tissue enhanced,,endometrium: 23.4;seminal vesicle: 18.1,placenta: 10.1,Cell line enhanced,,hTCEpi: 38.3;U-138 MG: 39.5
44,KIAA1644,,ENSG00000138944,KIAA1644,22,44243667-44312851,Predicted membrane proteins,Evidence at transcript level,HPA051178,Uncertain,,Approved,Vesicles<br>Cytosol,,Mixed,Tissue enhanced,,cerebral cortex: 27.6;endometrium: 42.8;smooth muscle: 44.6,"cervix, uterine: 19.2",Cell line enhanced,,SiHa: 38.9;U-2197: 76.1;U-87 MG: 46.0;WM-115: 27.3
45,KLHL13,"BKLHD2, FLJ10262, KIAA1309",ENSG00000003096,Kelch like family member 13,X,117897813-118117340,Predicted intracellular proteins,Evidence at protein level,"HPA046039, HPA059901",Approved,,Approved,Cytosol,,Mixed,Tissue enhanced,,endometrium: 52.6,smooth muscle: 43.9,Cell line enhanced,,HeLa: 40.3;RPTEC TERT1: 80.3;SH-SY5Y: 100.1
46,LIMS3,,ENSG00000256977,LIM zinc finger domain containing 3,2,109898428-109924868,Predicted intracellular proteins,Evidence at transcript level,HPA058455,Uncertain,,Approved,Focal adhesion sites<br>Cytosol,,Not detected,Tissue enhanced,,endometrium: 10.8;fallopian tube: 10.5,appendix: 3.5,Cell line enhanced,,HEL: 12.7;HMC-1: 36.2
47,LINC00890,,ENSG00000260802,Long intergenic non-protein coding RNA 890,X,111511662-111522399,Predicted membrane proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,endometrium: 44.1;epididymis: 51.0;seminal vesicle: 107.2,prostate: 15.9,Cell line enhanced,,HMC-1: 14.8;NTERA-2: 2.9;SCLC-21H: 3.3
48,LINGO2,"LERN3, LRRN6C",ENSG00000174482,Leucine rich repeat and Ig domain containing 2,9,27948078-28670286,Predicted membrane proteins,Evidence at transcript level,"HPA016633, CAB025361",Approved,,,,,Mixed,Tissue enhanced,,endometrium: 11.9;smooth muscle: 12.9,thyroid gland: 5.0,Cell line enhanced,,AN3-CA: 2.0;SH-SY5Y: 9.6;WM-115: 4.0
49,MEIS3,"DKFZp547H236, MRG2",ENSG00000105419,Meis homeobox 3,19,47403124-47419523,"Predicted intracellular proteins, Predicted secreted proteins, Transcription factors",Evidence at protein level,HPA046699,Uncertain,,Approved,Nucleoplasm,Renal cancer:1.78e-6 (unfavourable),Mixed,Tissue enhanced,,endometrium: 82.4,cerebral cortex: 64.8,Cell line enhanced,,AF22: 74.7
50,MEX3A,RKHD4,ENSG00000254726,Mex-3 RNA binding family member A,1,156072013-156081998,Predicted intracellular proteins,Evidence at protein level,HPA062703,,,Supported,Cytosol,Liver cancer:9.23e-8 (unfavourable),Expressed in all,Tissue enhanced,,endometrium: 5.9;ovary: 5.9,cerebral cortex: 4.1,Cell line enhanced,,AF22: 63.9;NTERA-2: 58.9;SCLC-21H: 71.7;SH-SY5Y: 117.8
51,MITF,"bHLHe32, MI, WS2, WS2A",ENSG00000187098,Melanogenesis associated transcription factor,3,69739435-69968337,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB002578, HPA003259",Enhanced,,,,Renal cancer:8.35e-10 (favourable),Group enriched,Tissue enhanced,,"cervix, uterine: 80.9;endometrium: 79.3",smooth muscle: 69.5,Cell line enhanced,,HMC-1: 78.7;SK-MEL-30: 205.7
52,MMP3,"STMY, STMY1",ENSG00000149968,Matrix metallopeptidase 3,11,102835801-102843803,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA007875,Uncertain,,Supported,Vesicles,"Pancreatic cancer:4.09e-4 (unfavourable), Cervical cancer:9.73e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,appendix: 26.5;endometrium: 58.6,urinary bladder: 9.0,Group enriched,15.0,BJ: 1172.2;BJ hTERT+: 3041.4;fHDF/TERT166: 1276.8
53,MOXD1,"dJ248E1.1, DKFZP564G202, MOX",ENSG00000079931,Monooxygenase DBH like 1,6,132296055-132401545,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA035740,Approved,,Approved,Nucleoplasm<br>Cytosol,"Head and neck cancer:7.09e-5 (favourable), Stomach cancer:3.72e-4 (unfavourable)",Expressed in all,Tissue enhanced,,endometrium: 106.1;smooth muscle: 114.5,seminal vesicle: 53.7,Cell line enhanced,,ASC diff: 111.5;fHDF/TERT166: 149.9;HBF TERT88: 116.1;U-2197: 280.6
54,NPAS4,"bHLHe79, Le-PAS, NXF, PASD10",ENSG00000174576,Neuronal PAS domain protein 4,11,66421004-66426707,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA039255,Uncertain,,,,,Not detected,Tissue enhanced,,cerebral cortex: 4.1;endometrium: 1.9,smooth muscle: 1.6,Not detected,,
55,OSR2,FLJ90037,ENSG00000164920,Odd-skipped related transciption factor 2,8,98944403-98952104,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA052425, HPA063486",Uncertain,,Approved,Nucleus<br>Plasma membrane,Head and neck cancer:2.44e-5 (favourable),Mixed,Tissue enhanced,,endometrium: 205.3;fallopian tube: 144.6,ovary: 102.9,Cell line enriched,13.0,ASC diff: 372.1
56,PAMR1,"DKFZP586H2123, RAMP",ENSG00000149090,Peptidase domain containing associated with muscle regeneration 1,11,35431823-35530300,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,"Renal cancer:5.08e-5 (unfavourable), Stomach cancer:6.29e-4 (unfavourable)",Expressed in all,Tissue enhanced,,"cervix, uterine: 87.0;endometrium: 92.2",placenta: 76.1,Cell line enhanced,,ASC TERT1: 233.7;BJ hTERT+: 274.9;HSkMC: 84.2;U-87 MG: 78.6
57,PCDHB7,PCDH-BETA7,ENSG00000113212,Protocadherin beta 7,5,141172619-141176383,"Plasma proteins, Predicted membrane proteins",Evidence at transcript level,HPA059271,Approved,,,,,Tissue enhanced,Tissue enhanced,,endometrium: 6.6,smooth muscle: 4.5,Cell line enhanced,,EFO-21: 4.4;U-138 MG: 3.1;U-2197: 8.8;U-87 MG: 3.2;WM-115: 3.2
58,PHEX,"HPDR, HPDR1, HYP, HYP1, PEX, XLH",ENSG00000102174,"Phosphate regulating endopeptidase homolog, X-linked",X,22032441-22251310,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins",Evidence at protein level,,,,,,Thyroid cancer:2.51e-4 (favourable),Tissue enhanced,Tissue enhanced,,endometrium: 3.5,lung: 2.9,Cell line enhanced,,PC-3: 2.8;U-87 MG: 6.5;WM-115: 2.8
59,PLK5,"PLK5P, SgK384ps",ENSG00000185988,Polo like kinase 5,19,1524074-1535456,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA035024,Enhanced,,,,,Mixed,Tissue enhanced,,"cervix, uterine: 4.5;endometrium: 4.7;testis: 6.9",epididymis: 3.3,Not detected,,
60,PTGFR,FP,ENSG00000122420,Prostaglandin F receptor,1,78303884-78539749,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,endometrium: 30.5;smooth muscle: 25.7,urinary bladder: 12.9,Group enriched,7.0,ASC TERT1: 193.6;HSkMC: 63.3
61,RAMP1,,ENSG00000132329,Receptor activity modifying protein 1,2,237858893-237912114,"FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,HPA057814,,,Supported,Nucleoplasm<br>Nuclear membrane,"Stomach cancer:1.68e-4 (unfavourable), Liver cancer:7.61e-4 (favourable)",Expressed in all,Tissue enhanced,,endometrium: 234.1,smooth muscle: 171.5,Cell line enhanced,,HDLM-2: 126.9;PC-3: 142.8;SH-SY5Y: 202.6
