,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
24,LOR,,ENSG00000203782,Loricrin,1,153259700-153262122,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA076123, HPA077266",Enhanced,,,,Head and neck cancer:8.53e-4 (favourable),Tissue enriched,Tissue enriched,16,skin: 532.0,breast: 32.9,Cell line enriched,83.0,HDLM-2: 33.1
25,DMKN,ZD52F10,ENSG00000161249,Dermokine,19,35497220-35513658,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA029406,Enhanced,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:5.37e-6 (favourable),Mixed,Tissue enriched,15,skin: 3991.5,breast: 259.8,Cell line enhanced,,CACO-2: 150.9;HBEC3-KT: 169.4;RPTEC TERT1: 173.1
26,DSC1,CDHF1,ENSG00000134765,Desmocollin 1,18,31129236-31162856,"Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA075379,Enhanced,,,,,Group enriched,Tissue enriched,15,skin: 273.0,heart muscle: 17.8,Not detected,,
27,FAM25G,bA301J7.4,ENSG00000189090,Family with sequence similarity 25 member G,10,47487219-47491693,Predicted intracellular proteins,Evidence at transcript level,HPA044808,Uncertain,,,,,Not detected,Tissue enriched,15,skin: 87.4,breast: 5.8,Cell line enriched,25.0,SK-BR-3: 16.5
28,AADACL2,MGC72001,ENSG00000197953,Arylacetamide deacetylase like 2,3,151733916-151761339,Predicted secreted proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,14,skin: 31.1,breast: 2.3,Not detected,,
29,C1orf68,"LEP7, XP32",ENSG00000198854,Chromosome 1 open reading frame 68,1,152719522-152720470,Predicted intracellular proteins,Evidence at protein level,,,,,,,Group enriched,Tissue enriched,14,skin: 806.5,breast: 57.5,Cell line enriched,6.0,HaCaT: 1.6
30,CLEC2A,"INPE5792, KACL, PILAR, UNQ5792",ENSG00000188393,C-type lectin domain family 2 member A,12,9898673-9932381,Predicted membrane proteins,Evidence at protein level,"HPA048530, HPA072407",Approved,,Uncertain,Plasma membrane,,Tissue enhanced,Tissue enriched,14,skin: 67.7,breast: 4.7,Cell line enhanced,,BEWO: 5.9;fHDF/TERT166: 16.8;U-937: 42.5
31,COL17A1,"BP180, BPAG2",ENSG00000065618,Collagen type XVII alpha 1 chain,10,104031286-104086002,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA043673, HPA052963",Enhanced,,Supported,Golgi apparatus<br>Plasma membrane,"Breast cancer:1.38e-4 (favourable), Pancreatic cancer:1.86e-4 (unfavourable)",Tissue enhanced,Tissue enriched,14,skin: 769.3,placenta: 53.1,Group enriched,6.0,CAPAN-2: 175.9;HaCaT: 403.2;HBEC3-KT: 525.2;hTCEpi: 673.0;hTERT-HME1: 604.3
32,FLG2,IFPS,ENSG00000143520,Filaggrin family member 2,1,152348735-152360006,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA028699,Approved,,,,,Tissue enriched,Tissue enriched,14,skin: 578.9,breast: 42.8,Not detected,,
33,LCE2D,"LEP12, SPRL1A",ENSG00000187223,Late cornified envelope 2D,1,152663396-152664659,Predicted intracellular proteins,Evidence at protein level,,,,,,,Group enriched,Tissue enriched,14,skin: 136.2,breast: 9.9,Not detected,,
34,LIPM,"bA304I5.1, LIPL3",ENSG00000173239,Lipase family member M,10,88802730-88820546,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at transcript level,,,,,,Pancreatic cancer:6.47e-4 (unfavourable),Mixed,Tissue enriched,14,skin: 51.4,breast: 3.7,Cell line enhanced,,CAPAN-2: 3.0;HL-60: 1.6;NB-4: 1.1;RT4: 1.2;T-47d: 1.5;U-937: 1.2
35,POU3F1,"OCT6, OTF6, SCIP",ENSG00000185668,POU class 3 homeobox 1,1,38044611-38046794,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA055980, HPA073824",,,Enhanced,Nucleoplasm,,Mixed,Tissue enriched,14,skin: 23.6,cerebral cortex: 1.6,Group enriched,9.0,AF22: 12.9;HDLM-2: 22.0;NTERA-2: 6.3;SCLC-21H: 5.3;SK-MEL-30: 15.0
36,ASPRV1,"FLJ25084, SASPase, Taps",ENSG00000244617,"Aspartic peptidase, retroviral-like 1",2,69960089-69962265,"Plasma proteins, Predicted membrane proteins",Evidence at protein level,"HPA034809, HPA034810",Enhanced,,,,,Group enriched,Tissue enriched,13,skin: 286.1,breast: 22.6,Cell line enhanced,,REH: 4.5
37,LCE2A,LEP9,ENSG00000187173,Late cornified envelope 2A,1,152698364-152699442,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,13,skin: 146.6,breast: 11.5,Cell line enhanced,,BJ hTERT+: 4.7;SK-MEL-30: 1.6;U-138 MG: 1.0;U-2197: 1.3
38,NEU2,SIAL2,ENSG00000115488,Neuraminidase 2,2,233032672-233035057,"Enzymes, Predicted intracellular proteins",Evidence at protein level,CAB022336,Uncertain,,,,,Not detected,Tissue enriched,13,skin: 1.4,breast: 0.1,Not detected,,
39,KRT77,KRT1B,ENSG00000189182,Keratin 77,12,52689626-52703463,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA045934,Enhanced,,Approved,Nuclear membrane<br>Plasma membrane,,Mixed,Tissue enriched,12,skin: 308.7,breast: 26.2,Cell line enriched,33.0,HaCaT: 3.2
40,LAMB4,,ENSG00000091128,Laminin subunit beta 4,7,108023548-108130356,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA020242, HPA024247",Approved,,Uncertain,Cytosol,,Tissue enhanced,Tissue enriched,12,skin: 46.5,placenta: 3.8,Cell line enhanced,,BEWO: 1.8
41,NLRP10,"CLR11.1, NALP10, NOD8, PAN5, Pynod",ENSG00000182261,NLR family pyrin domain containing 10,11,7959424-7965426,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA039498, HPA040101",Uncertain,,Approved,Nucleoplasm<br>Nuclear membrane,,Tissue enhanced,Tissue enriched,12,skin: 3.2,breast: 0.2,Cell line enhanced,,A-431: 14.7;BJ: 4.2;HBF TERT88: 6.6
42,PMEL,"D12S53E, gp100, Pmel17, SI, SIL, SILV",ENSG00000185664,Premelanosome protein,12,55954105-55973317,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA031649,Enhanced,,,,Renal cancer:3.70e-4 (favourable),Tissue enriched,Tissue enriched,12,skin: 133.4,breast: 10.6,Cell line enriched,55.0,SK-MEL-30: 6730.3
43,WFDC12,"C20orf122, dJ211D12.4, WAP2",ENSG00000168703,WAP four-disulfide core domain 12,20,45123425-45124465,Predicted secreted proteins,Evidence at protein level,,,,,,Renal cancer:5.65e-4 (unfavourable),Group enriched,Tissue enriched,12,skin: 49.7,seminal vesicle: 4.3,Not detected,,
44,KRTDAP,"KDAP, UNQ467",ENSG00000188508,Keratinocyte differentiation associated protein,19,35487324-35495558,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA063474,Enhanced,,,,,Group enriched,Tissue enriched,11,skin: 4647.8,breast: 422.9,Cell line enriched,47.0,hTCEpi: 55.8
45,LCE1C,LEP3,ENSG00000197084,Late cornified envelope 1C,1,152804835-152806628,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Tissue enriched,Tissue enriched,11,skin: 514.5,breast: 45.5,Cell line enhanced,,HBEC3-KT: 1.5;hTEC/SVTERT24-B: 1.1;hTERT-HME1: 2.2
46,LCE6A,C1orf44,ENSG00000235942,Late cornified envelope 6A,1,152842868-152843983,Predicted intracellular proteins,Evidence at protein level,HPA046376,Enhanced,,,,,Tissue enriched,Tissue enriched,11,skin: 303.8,breast: 26.8,Not detected,,
47,LIPK,"bA186O14.2, LIPL2",ENSG00000204021,Lipase family member K,10,88724544-88752786,Predicted secreted proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enriched,11,skin: 37.4,breast: 3.2,Cell line enriched,5.0,SK-BR-3: 1.9
48,HS3ST6,HS3ST5,ENSG00000162040,Heparan sulfate-glucosamine 3-sulfotransferase 6,16,1911463-1918440,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,Cervical cancer:3.73e-4 (favourable),Tissue enhanced,Tissue enriched,10,skin: 9.5,fallopian tube: 0.9,Not detected,,
49,LCE1A,LEP1,ENSG00000186844,Late cornified envelope 1A,1,152827473-152827894,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,10,skin: 507.5,breast: 50.5,Not detected,,
50,LCE2B,"LEP10, SPRL1B, XP5",ENSG00000159455,Late cornified envelope 2B,1,152686123-152687401,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,10,skin: 564.7,breast: 56.0,Not detected,,
51,LCE2C,LEP11,ENSG00000187180,Late cornified envelope 2C,1,152675295-152676574,Predicted intracellular proteins,Evidence at protein level,,,,,,,Group enriched,Tissue enriched,10,skin: 283.4,breast: 29.7,Not detected,,
52,PLA2G4E,FLJ45651,ENSG00000188089,Phospholipase A2 group IVE,15,41981582-42051190,"Enzymes, Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA041105,Enhanced,,,,,Tissue enhanced,Tissue enriched,10,skin: 20.4,"esophagus,tonsil: 2.0",Not detected,,
53,SERPINA12,"OL-64, Vaspin",ENSG00000165953,Serpin family A member 12,14,94487274-94517844,Predicted secreted proteins,Evidence at protein level,,,,,,,Tissue enhanced,Tissue enriched,10,skin: 349.1,breast: 35.5,Cell line enhanced,,Hep G2: 1.5
54,SPRR2G,,ENSG00000159516,Small proline rich protein 2G,1,153149582-153150869,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Group enriched,Tissue enriched,10,skin: 271.7,tonsil: 27.2,Cell line enriched,12.0,hTCEpi: 2.5
55,TMEM45A,"DERP7, FLJ10134",ENSG00000181458,Transmembrane protein 45A,3,100492619-100577444,Predicted membrane proteins,Evidence at protein level,HPA062101,Uncertain,,Approved,Endoplasmic reticulum<br>Vesicles,"Renal cancer:6.18e-11 (unfavourable), Lung cancer:7.42e-4 (unfavourable)",Expressed in all,Tissue enriched,10,skin: 563.0,placenta: 58.7,Cell line enhanced,,ASC diff: 279.1
56,CST6,,ENSG00000175315,Cystatin E/M,11,66011841-66013505,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,"CAB019316, HPA044963",Enhanced,,Approved,Plasma membrane<br>Cytosol,,Tissue enhanced,Tissue enriched,9,skin: 213.2,breast: 24.9,Group enriched,6.0,A-431: 83.9;CAPAN-2: 228.1
57,LCE1B,"LEP2, SPRL2A",ENSG00000196734,Late cornified envelope 1B,1,152811971-152813109,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,9,skin: 186.0,breast: 20.1,Cell line enhanced,,hTCEpi: 1.4
58,RP11-680F20.6,,ENSG00000283703,,11,125946056-125956319,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,,,Tissue enriched,9,skin: 20.9,breast: 2.2,Not detected,,
59,ABHD12B,"BEM46L3, C14orf29",ENSG00000131969,Abhydrolase domain containing 12B,14,50872160-50904970,Predicted intracellular proteins,Evidence at transcript level,HPA002873,Uncertain,,Uncertain,Nucleus,,Tissue enriched,Tissue enriched,8,skin: 16.3,cerebral cortex: 2.1,Not detected,,
60,AC025335.1,,ENSG00000179859,,17,7913324-7916276,Predicted intracellular proteins,Evidence at transcript level,,,,,,Cervical cancer:8.89e-5 (favourable),Expressed in all,Tissue enriched,8,skin: 61.7,fallopian tube: 8.0,Cell line enhanced,,SiHa: 14.9
61,CDX4,,ENSG00000131264,Caudal type homeobox 4,X,73447254-73455245,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA056528,Uncertain,,,,,Tissue enriched,Tissue enriched,8,skin: 1.3,"seminal vesicle,testis: 0.1",Not detected,,
62,HOXC13,"HOX3, HOX3G",ENSG00000123364,Homeobox C13,12,53938765-53946544,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA051634,Supported,,,,,Mixed,Tissue enriched,8,skin: 4.6,"breast,testis: 0.5",Cell line enhanced,,AN3-CA: 28.1;HaCaT: 56.8;SK-BR-3: 26.3;T-47d: 25.6
63,KRT35,"Ha-5, KRTHA5",ENSG00000197079,Keratin 35,17,41476689-41481140,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,8,skin: 2.2,"salivary gland,spleen: 0.2",Not detected,,
64,LY6G6C,"C6orf24, G6c, NG24",ENSG00000204421,Lymphocyte antigen 6 family member G6C,6,31718648-31721845,Predicted membrane proteins,Evidence at protein level,,,,,,,Mixed,Tissue enriched,8,skin: 64.3,esophagus: 7.5,Not detected,,
65,PYDC1,"ASC2, POP1",ENSG00000169900,Pyrin domain containing 1,16,31215962-31217359,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,8,skin: 4.3,cerebral cortex: 0.5,Not detected,,
66,RP1-20N18.10,,ENSG00000283227,,1,152947154-152949258,Predicted intracellular proteins,Evidence at transcript level,,,,,,,,Tissue enriched,8,skin: 50.7,breast: 6.5,Group enriched,9.0,HaCaT: 1.8;hTCEpi: 3.8
67,TREX2,,ENSG00000183479,Three prime repair exonuclease 2,X,153444720-153470587,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA054060,Uncertain,,,,,Mixed,Tissue enriched,8,skin: 28.8,seminal vesicle: 3.4,Cell line enhanced,,U-937: 5.4
68,UCN2,"SRP, UCN-II, UCNI, URP",ENSG00000145040,Urocortin 2,3,48561727-48563773,Predicted secreted proteins,Evidence at protein level,HPA066841,Uncertain,,Approved,Vesicles,,Tissue enhanced,Tissue enriched,8,skin: 15.5,endometrium: 2.0,Cell line enhanced,,hTCEpi: 19.9;hTEC/SVTERT24-B: 21.7;SiHa: 20.5;WM-115: 55.5
69,AHNAK2,C14orf78,ENSG00000185567,AHNAK nucleoprotein 2,14,104937244-104978357,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,"HPA000878, HPA002940, HPA004145, HPA020111",Enhanced,,Enhanced,Plasma membrane<br>Cytosol,"Pancreatic cancer:4.05e-6 (unfavourable), Urothelial cancer:2.23e-5 (unfavourable), Lung cancer:2.79e-5 (unfavourable)",Mixed,Tissue enriched,7,skin: 345.5,smooth muscle: 46.8,Cell line enhanced,,hTCEpi: 224.2
70,CPA4,CPA3,ENSG00000128510,Carboxypeptidase A4,7,130293134-130324180,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA021030,Uncertain,,Approved,Nucleoplasm<br>Centrosome<br>Cytosol,Urothelial cancer:1.31e-4 (unfavourable),Tissue enhanced,Tissue enriched,7,skin: 67.8,esophagus: 10.0,Cell line enhanced,,LHCN-M2: 238.0;U-2 OS: 159.5;U-87 MG: 268.2
71,FGFR3,"ACH, CD333, CEK2, JTK4",ENSG00000068078,Fibroblast growth factor receptor 3,4,1793307-1808872,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,"CAB004231, HPA067204",Enhanced,,Supported,Endoplasmic reticulum,Endometrial cancer:3.77e-4 (unfavourable),Expressed in all,Tissue enriched,7,skin: 333.1,cerebral cortex: 49.4,Cell line enhanced,,CACO-2: 41.4;Hep G2: 56.1;NTERA-2: 37.4;RT4: 81.0
72,GSDMA,"FLJ39120, GSDM, GSDM1",ENSG00000167914,Gasdermin A,17,39953263-39977766,"Predicted intracellular proteins, Transporters",Evidence at protein level,"HPA023313, HPA064826",Enhanced,,Supported,Nucleoplasm<br>Nuclear bodies<br>Plasma membrane<br>Cytosol,,Tissue enhanced,Tissue enriched,7,skin: 58.4,epididymis: 7.9,Cell line enhanced,,HBEC3-KT: 2.9;hTCEpi: 2.0;hTERT-HME1: 4.1
73,IGFL3,UNQ483,ENSG00000188624,IGF like family member 3,19,46120071-46124674,Predicted secreted proteins,Evidence at protein level,HPA062776,Uncertain,,,,,Tissue enhanced,Tissue enriched,7,skin: 16.9,parathyroid gland: 2.5,Cell line enhanced,,BJ hTERT+: 3.1;hTEC/SVTERT24-B: 1.3;U-2 OS: 1.4;U-87 MG: 2.5
74,IL37,"FIL1, FIL1(ZETA), FIL1Z, IL-1F7, IL-1H4, IL-1RP1, IL1F7",ENSG00000125571,Interleukin 37,2,112912971-112918882,Predicted intracellular proteins,Evidence at protein level,"HPA054371, HPA057950",Approved,,Supported,Nucleoplasm<br>Vesicles,,Tissue enriched,Tissue enriched,7,skin: 162.7,breast: 22.3,Cell line enhanced,,BJ hTERT+: 2.2;PC-3: 5.5;RT4: 2.5
75,KCNK7,K2p7.1,ENSG00000173338,Potassium two pore domain channel subfamily K member 7,11,65592855-65595996,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Voltage-gated ion channels",Evidence at transcript level,HPA077577,,,Approved,Plasma membrane,,Tissue enhanced,Tissue enriched,7,skin: 53.2,esophagus: 7.9,Cell line enhanced,,SCLC-21H: 8.4
76,LA16c-380H5.3,,ENSG00000270168,,16,2988256-3002016,Predicted secreted proteins,Evidence at transcript level,,,,,,,Mixed,Tissue enriched,7,skin: 4.8,lung: 0.7,Cell line enhanced,,HaCaT: 3.6;hTCEpi: 2.2;SCLC-21H: 3.6
77,LIPN,"bA186O14.3, LIPL4",ENSG00000204020,Lipase family member N,10,88761406-88778242,"Disease related genes, Predicted secreted proteins",Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enriched,7,skin: 39.8,appendix: 5.7,Group enriched,7.0,Daudi: 1.0;HL-60: 3.5
78,ACER1,ASAH3,ENSG00000167769,Alkaline ceramidase 1,19,6306142-6333629,"Enzymes, Predicted membrane proteins",Evidence at transcript level,,,,,,,Group enriched,Tissue enriched,6,skin: 67.8,esophagus: 11.4,Cell line enhanced,,T-47d: 2.7
79,COL7A1,"EBD1, EBDCT, EBR1",ENSG00000114270,Collagen type VII alpha 1 chain,3,48564073-48595267,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"CAB016357, HPA042420",Enhanced,,,,"Pancreatic cancer:3.86e-4 (unfavourable), Head and neck cancer:6.31e-4 (favourable)",Expressed in all,Tissue enriched,6,skin: 114.5,"endometrium,prostate: 20.1",Cell line enhanced,,HBEC3-KT: 71.5;HDLM-2: 89.9;HeLa: 81.8;SiHa: 86.9
80,DNASE1L2,DNAS1L2,ENSG00000167968,Deoxyribonuclease 1 like 2,16,2235816-2238711,Predicted secreted proteins,Evidence at protein level,HPA044714,,,Approved,Mitochondria,,Mixed,Tissue enriched,6,skin: 11.9,cerebral cortex: 1.9,Mixed,,
