,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
19,HBQ1,HBQ,ENSG00000086506,Hemoglobin subunit theta 1,16,180453-181181,Predicted intracellular proteins,Evidence at protein level,HPA062473,Enhanced,,Approved,Lipid droplets,,Mixed,Group enriched,8,bone marrow: 14.7;cerebral cortex: 3.0,placenta: 1.1,Group enriched,7.0,HEL: 19.6;Hep G2: 10.4;K-562: 49.1
20,SEC14L4,"dJ130H16.5, TAP3",ENSG00000133488,SEC14 like lipid binding 4,22,30488913-30505711,Predicted intracellular proteins,Evidence at protein level,HPA069748,,,Approved,Centrosome,,Tissue enhanced,Group enriched,8,bone marrow: 5.0;liver: 10.3;lung: 6.9;parathyroid gland: 10.5;testis: 7.1,adrenal gland: 0.9,Cell line enhanced,,A549: 6.7;BEWO: 36.9;SiHa: 9.8
21,SLC22A16,"CT2, FLIPT2, OAT6, OKB1",ENSG00000004809,Solute carrier family 22 member 16,6,110424687-110476641,Predicted membrane proteins,Evidence at protein level,HPA036902,Uncertain,,,,,Tissue enriched,Group enriched,8,bone marrow: 12.9;parathyroid gland: 16.3;testis: 38.6,smooth muscle: 2.7,Group enriched,16.0,NB-4: 10.5;REH: 14.0;THP-1: 35.6;U-937: 24.4
22,ACSL6,"ACS2, FACL6, KIAA0837, LACS2, LACS5",ENSG00000164398,Acyl-CoA synthetase long-chain family member 6,5,131949973-132012243,"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA040470,Enhanced,,,,,Group enriched,Group enriched,6,bone marrow: 18.0;cerebral cortex: 61.9;parathyroid gland: 22.5;seminal vesicle: 29.0;testis: 51.4,adrenal gland: 6.4,Group enriched,6.0,SCLC-21H: 13.0;U-937: 5.2
23,CEACAM4,CGM7,ENSG00000105352,Carcinoembryonic antigen related cell adhesion molecule 4,19,41618971-41627074,Predicted membrane proteins,Evidence at protein level,,,,,,,Mixed,Group enriched,6,appendix: 6.7;bone marrow: 13.9;spleen: 9.0,adipose tissue: 1.7,Cell line enriched,7.0,U-937: 3.2
24,CEACAM6,"CD66c, NCA",ENSG00000086548,Carcinoembryonic antigen related cell adhesion molecule 6,19,41750977-41772208,"Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB008370, HPA011041",Enhanced,,,,,Mixed,Group enriched,6,bone marrow: 110.7;colon: 180.6;esophagus: 173.5;gallbladder: 189.0;lung: 405.6;rectum: 233.8,appendix: 37.6,Cell line enriched,9.0,A549: 140.1
25,CLEC4D,"CD368, CLECSF8, Mpcl",ENSG00000166527,C-type lectin domain family 4 member D,12,8509475-8522366,Predicted intracellular proteins,Evidence at protein level,HPA004906,Approved,,,,,Tissue enriched,Group enriched,6,appendix: 10.5;bone marrow: 42.8,"cervix, uterine: 4.8",Cell line enhanced,,NB-4: 1.5;NTERA-2: 9.1;U-937: 4.2
26,FAM221B,C9orf128,ENSG00000204930,Family with sequence similarity 221 member B,9,35816391-35828747,Predicted intracellular proteins,Evidence at transcript level,"HPA023011, HPA026577",Uncertain,,,,,Not detected,Group enriched,6,bone marrow: 2.4;testis: 10.3,prostate: 1.1,Not detected,,
27,NEU4,,ENSG00000204099,Neuraminidase 4,2,241808825-241817413,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA037394, HPA037395",Uncertain,,,,,Group enriched,Group enriched,6,bone marrow: 2.4;cerebral cortex: 6.3;colon: 8.3;duodenum: 5.6;liver: 4.1;rectum: 3.7;small intestine: 5.3,"fallopian tube,gallbladder: 0.7",Group enriched,20.0,Hep G2: 26.3;HMC-1: 45.5
28,NTNG2,"KIAA1857, Lmnt2, NTNG1",ENSG00000196358,Netrin G2,9,132161676-132244534,Predicted secreted proteins,Evidence at protein level,"HPA061242, HPA065089, HPA071290",Approved,,Approved,Nucleus<br>Nucleoli<br>Plasma membrane<br>Cytokinetic bridge<br>Midbody ring<br>Cytosol,Prostate cancer:6.06e-4 (favourable),Mixed,Group enriched,6,bone marrow: 26.5;cerebral cortex: 18.5;parathyroid gland: 16.3;prostate: 10.0,spleen: 3.1,Cell line enhanced,,HMC-1: 14.1;NB-4: 24.3;U-937: 7.7
29,S100A9,"60B8AG, CAGB, CFAG, CGLB, LIAG, MAC387, MIF, MRP14, NIF, P14",ENSG00000163220,S100 calcium binding protein A9,1,153357854-153361027,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA004193, CAB009441",Enhanced,,Supported,Nucleoplasm<br>Cell Junctions<br>Cytosol,"Liver cancer:1.13e-6 (unfavourable), Renal cancer:8.10e-4 (unfavourable)",Expressed in all,Group enriched,6,bone marrow: 20959.3;esophagus: 24239.1,tonsil: 3911.6,Cell line enriched,5.0,SK-BR-3: 1782.7
30,SRGN,"PPG, PRG, PRG1",ENSG00000122862,Serglycin,10,69088106-69104811,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA000759,Enhanced,,,,Renal cancer:3.18e-5 (unfavourable),Expressed in all,Group enriched,6,appendix: 1121.8;bone marrow: 5139.0,gallbladder: 509.4,Cell line enhanced,,HL-60: 3514.5;THP-1: 2938.4;TIME: 2120.9;U-937: 2758.4
31,TRIM58,BIA2,ENSG00000162722,Tripartite motif containing 58,1,247857199-247878205,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA023637,Uncertain,,,,,Mixed,Group enriched,6,bone marrow: 16.1;placenta: 6.8;testis: 5.4;thyroid gland: 22.0,prostate: 2.1,Group enriched,5.0,HAP1: 15.0;HEL: 35.6;K-562: 19.9;PC-3: 34.5;U-2 OS: 31.0;U-937: 8.8;WM-115: 38.8
32,ADGRG3,"GPR97, Pb99, PGR26",ENSG00000182885,Adhesion G protein-coupled receptor G3,16,57668187-57689378,"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA040469,Uncertain,,,,,Mixed,Group enriched,5,appendix: 19.0;bone marrow: 86.6,adipose tissue: 9.8,Cell line enhanced,,NB-4: 2.5;SK-MEL-30: 1.6
33,FAM178B,LOC51252,ENSG00000168754,Family with sequence similarity 178 member B,2,96875882-96986592,Predicted intracellular proteins,Evidence at transcript level,"HPA042516, HPA062110",Uncertain,,Uncertain,Nuclear speckles<br>Golgi apparatus,,Tissue enriched,Group enriched,5,bone marrow: 11.4;epididymis: 6.7;spleen: 16.7;testis: 7.4,fallopian tube: 2.0,Cell line enhanced,,K-562: 23.0;RPMI-8226: 19.2;WM-115: 26.6
34,FCN1,FCNM,ENSG00000085265,Ficolin 1,9,134905890-134917963,"Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA000685, HPA001295, CAB016760",Enhanced,,,,Renal cancer:3.98e-4 (unfavourable),Mixed,Group enriched,5,appendix: 323.4;bone marrow: 634.5,spleen: 94.6,Group enriched,7.0,NB-4: 12.4;U-937: 22.6
35,G0S2,,ENSG00000123689,G0/G1 switch 2,1,209675420-209676388,Predicted intracellular proteins,Evidence at protein level,,,,,,"Glioma:2.22e-4 (unfavourable), Renal cancer:3.14e-4 (unfavourable), Colorectal cancer:7.72e-4 (unfavourable)",Expressed in all,Group enriched,5,adipose tissue: 956.0;bone marrow: 937.9;skeletal muscle: 240.5,appendix: 138.1,Cell line enhanced,,ASC diff: 321.2;HBEC3-KT: 528.5;PC-3: 170.1;RPMI-8226: 166.8
36,GJB6,"CX30, DFNA3, ED2, EDH, HED",ENSG00000121742,Gap junction protein beta 6,13,20221971-20232395,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA014846,,,Supported,Cell Junctions,,Tissue enhanced,Group enriched,5,bone marrow: 48.1;cerebral cortex: 39.4;esophagus: 150.1;skin: 32.1,tonsil: 12.2,Cell line enriched,9.0,RT4: 133.4
37,HIST1H2BB,"H2B/f, H2BFF",ENSG00000276410,Histone cluster 1 H2B family member b,6,26043277-26043657,Predicted intracellular proteins,Evidence at protein level,"HPA042205, HPA043013, HPA048671",Supported,,Approved,Nucleoplasm<br>Cytosol,,Mixed,Group enriched,5,bone marrow: 1.1;testis: 3.1,"esophagus,lymph node: 0.3",Cell line enhanced,,MOLT-4: 1.9;THP-1: 1.9;U-266/84: 2.2
38,HIST1H3A,"H3/A, H3FA",ENSG00000275714,Histone cluster 1 H3 family member a,6,26020490-26020900,Predicted intracellular proteins,Evidence at protein level,HPA042570,Supported,,,,,Mixed,Group enriched,5,bone marrow: 6.7;epididymis: 1.8;testis: 3.7,lung: 0.7,Cell line enhanced,,U-2 OS: 5.3
39,LILRB3,"CD85a, HL9, ILT5, LIR-3, LIR3, PIR-B, PIRB",ENSG00000204577,Leukocyte immunoglobulin like receptor B3,19,54216278-54223506,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at transcript level,,,,,,,Mixed,Group enriched,5,adipose tissue: 5.4;appendix: 11.3;bone marrow: 9.9;lung: 9.2;spleen: 11.1;urinary bladder: 6.8,placenta: 1.7,Not detected,,
40,LIMD2,MGC10986,ENSG00000136490,LIM domain containing 2,17,63695902-63701172,Predicted intracellular proteins,Evidence at protein level,HPA062867,,,Approved,Vesicles,Renal cancer:5.36e-11 (unfavourable),Expressed in all,Group enriched,5,appendix: 140.1;bone marrow: 71.2;lymph node: 255.5;spleen: 191.0;tonsil: 138.2,urinary bladder: 30.2,Cell line enhanced,,Daudi: 173.9;SH-SY5Y: 172.7;U-698: 174.0
41,PF4,"CXCL4, SCYB4",ENSG00000163737,Platelet factor 4,4,73981077-73982124,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,"CAB026008, HPA052485",Enhanced,,,,,Tissue enhanced,Group enriched,5,bone marrow: 53.7;spleen: 13.4,placenta: 6.5,Cell line enriched,13.0,HEL: 37.2
42,SNCA,"alpha-synuclein, NACP, PARK1, PARK4, PD1",ENSG00000145335,Synuclein alpha,4,89724099-89838315,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Evidence at protein level,"HPA005459, CAB010877",Enhanced,,,,,Tissue enriched,Group enriched,5,bone marrow: 160.8;cerebral cortex: 459.2,endometrium: 57.1,Cell line enhanced,,HEL: 198.4;HUVEC TERT2: 218.9;SK-MEL-30: 203.3;TIME: 246.6
43,SPATC1,"MGC61633, SPATA15, SPERIOLIN",ENSG00000186583,Spermatogenesis and centriole associated 1,8,144012414-144047085,Predicted intracellular proteins,Evidence at protein level,,,,,,,Not detected,Group enriched,5,bone marrow: 6.2;testis: 21.7,appendix: 2.5,Cell line enriched,8.0,U-937: 6.3
44,TUBB1,dJ543J19.4,ENSG00000101162,Tubulin beta 1 class VI,20,59019254-59026654,"Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB004286, HPA043640, HPA046280",Approved,,,,,Not detected,Group enriched,5,bone marrow: 4.8;lung: 2.1;placenta: 1.5;spleen: 5.6;testis: 1.5,gallbladder: 0.5,Cell line enriched,20.0,HEL: 24.9
