,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
10,AK4,"AK3, AK3L1",ENSG00000162433,Adenylate kinase 4,1,65147549-65232145,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA042753, HPA049461",Enhanced,,Supported,Mitochondria,"Pancreatic cancer:4.34e-5 (unfavourable), Cervical cancer:4.17e-4 (unfavourable), Renal cancer:4.36e-4 (unfavourable), Stomach cancer:4.87e-4 (unfavourable), Head and neck cancer:8.83e-4 (unfavourable)",Expressed in all,Tissue enhanced,,kidney: 190.7,liver: 53.7,Cell line enhanced,,Hep G2: 141.9
11,ALDH1L1,"10-fTHF, FTHFD",ENSG00000144908,Aldehyde dehydrogenase 1 family member L1,3,126103562-126197994,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA036900, HPA050139",Enhanced,Supported,Supported,Cytosol,Renal cancer:2.42e-8 (favourable),Tissue enhanced,Tissue enhanced,,kidney: 121.2;liver: 190.4,adipose tissue: 80.9,Cell line enhanced,,Hep G2: 54.9;Karpas-707: 57.9;RT4: 174.8
12,ALDH4A1,"ALDH4, P5CDh",ENSG00000159423,Aldehyde dehydrogenase 4 family member A1,1,18871430-18902781,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"CAB004645, HPA006401",Enhanced,,,,Cervical cancer:5.06e-4 (favourable),Expressed in all,Tissue enhanced,,kidney: 185.7;liver: 108.1,adipose tissue: 63.8,Expressed in all,,
13,ALX1,CART1,ENSG00000180318,ALX homeobox 1,12,85280107-85301784,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA001598, HPA018905",Uncertain,,Supported,Nucleoplasm<br>Nuclear bodies<br>Golgi apparatus,,Tissue enriched,Tissue enhanced,,epididymis: 4.3;kidney: 3.1,ovary: 1.8,Cell line enhanced,,HEK93: 19.4;HUVEC TERT2: 13.0;SK-MEL-30: 20.2;THP-1: 11.5;WM-115: 13.3
14,ARSE,"CDPX, CDPX1",ENSG00000157399,Arylsulfatase E (chondrodysplasia punctata 1),X,2934632-2968310,"Disease related genes, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA060518, HPA070651",Approved,,Supported,Golgi apparatus,Colorectal cancer:8.95e-4 (favourable),Mixed,Tissue enhanced,,kidney: 41.3;liver: 49.3,pancreas: 23.9,Cell line enhanced,,A549: 65.1;CACO-2: 37.1;Hep G2: 46.2;NTERA-2: 32.8
15,ASPA,"ACY2, ASP",ENSG00000108381,Aspartoacylase,17,3472374-3503419,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA022142, HPA022145",Enhanced,,Uncertain,Cytosol,,Tissue enhanced,Tissue enhanced,,kidney: 39.8,cerebral cortex: 24.7,Cell line enhanced,,ASC diff: 3.7;HSkMC: 5.5
16,ASPDH,,ENSG00000204653,Aspartate dehydrogenase domain containing,19,50511600-50514690,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA042631, HPA042654",Approved,,,,,Tissue enriched,Tissue enhanced,,cerebral cortex: 17.9;kidney: 27.9;liver: 34.6,duodenum: 6.9,Cell line enhanced,,HEK93: 12.4;MOLT-4: 13.3;SH-SY5Y: 9.8
17,ASS1,"ASS, CTLN1",ENSG00000130707,Argininosuccinate synthase 1,9,130444929-130501274,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA020896, HPA020934",Enhanced,,Approved,Nucleoplasm<br>Cytosol,Endometrial cancer:8.14e-9 (unfavourable),Expressed in all,Tissue enhanced,,kidney: 1259.9;liver: 1027.3,fallopian tube: 261.5,Cell line enhanced,,BJ hTERT+: 709.0;HaCaT: 734.6;RPMI-8226: 956.8;THP-1: 690.3
18,BICC1,,ENSG00000122870,BicC family RNA binding protein 1,10,58513140-58831437,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA045212,Enhanced,,Approved,Nucleoplasm,,Expressed in all,Tissue enhanced,,kidney: 32.0,gallbladder: 19.2,Cell line enhanced,,CACO-2: 79.9;RPTEC TERT1: 112.1
19,BICDL1,"BICDR-1, CCDC64, FLJ26450",ENSG00000135127,BICD family like cargo adaptor 1,12,119989869-120094494,Predicted intracellular proteins,Evidence at protein level,HPA061116,Enhanced,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,"Stomach cancer:1.21e-5 (favourable), Renal cancer:3.93e-5 (favourable), Head and neck cancer:3.15e-4 (favourable), Cervical cancer:6.50e-4 (favourable), Liver cancer:6.84e-4 (unfavourable)",Expressed in all,Tissue enhanced,,kidney: 73.9;skin: 58.6,epididymis: 45.6,Cell line enhanced,,hTCEpi: 35.3;SCLC-21H: 36.3
20,C14orf105,FLJ10650,ENSG00000100557,Chromosome 14 open reading frame 105,14,57469301-57493867,Predicted intracellular proteins,Evidence at transcript level,HPA029202,,,Uncertain,Nucleus<br>Cytosol,"Renal cancer:1.92e-4 (favourable), Liver cancer:5.61e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,fallopian tube: 43.7;gallbladder: 27.1;kidney: 63.6,liver: 11.3,Group enriched,6.0,A549: 10.7;RPTEC TERT1: 26.1
21,C21orf62,"B37, C21orf120, PRED81",ENSG00000205929,Chromosome 21 open reading frame 62,21,32793564-32813743,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA016899,Enhanced,,,,Renal cancer:1.14e-4 (favourable),Tissue enriched,Tissue enhanced,,epididymis: 6.4;kidney: 5.1;ovary: 12.6,prostate: 4.2,Group enriched,13.0,AF22: 2.5;RPTEC TERT1: 1.1
22,C9orf66,FLJ31158,ENSG00000183784,Chromosome 9 open reading frame 66,9,212824-215741,Predicted intracellular proteins,Evidence at transcript level,HPA035652,Uncertain,,,,Renal cancer:1.32e-5 (favourable),Tissue enhanced,Tissue enhanced,,kidney: 17.8,adrenal gland: 4.0,Cell line enhanced,,BEWO: 1.5;THP-1: 2.3
23,CA12,HsT18816,ENSG00000074410,Carbonic anhydrase 12,15,63321378-63382161,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,"HPA008773, CAB025181, CAB062549, CAB068179, HPA073203",Enhanced,,Approved,Nucleus<br>Vesicles,Pancreatic cancer:3.80e-6 (unfavourable),Expressed in all,Tissue enhanced,,kidney: 308.4;skin: 168.3,rectum: 102.9,Cell line enhanced,,A549: 191.8;RT4: 180.0;T-47d: 269.1;U-138 MG: 295.7;U-87 MG: 352.6
24,CALCR,CTR,ENSG00000004948,Calcitonin receptor,7,93424487-93574730,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA028962, HPA061428",Enhanced,,,,,Tissue enriched,Tissue enhanced,,kidney: 2.1;testis: 1.4,placenta: 1.0,Cell line enhanced,,RPTEC TERT1: 1.5;T-47d: 3.6
25,CDH6,,ENSG00000113361,Cadherin 6,5,31193750-31329146,"Plasma proteins, Predicted membrane proteins",Evidence at protein level,"HPA007047, HPA007456, CAB025274",Enhanced,,,,,Group enriched,Tissue enhanced,,kidney: 16.0,gallbladder: 14.7,Cell line enriched,7.0,EFO-21: 458.4
26,CDH9,,ENSG00000113100,Cadherin 9,5,26880600-27121150,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA007167,Approved,,,,,Not detected,Tissue enhanced,,cerebral cortex: 11.4;kidney: 6.5,testis: 4.3,Cell line enhanced,,K-562: 6.6;NTERA-2: 10.2
27,CH507-9B2.2,,ENSG00000279493,,21,5011799-5017145,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,kidney: 1.8;liver: 2.7,lymph node: 0.5,Cell line enhanced,,BEWO: 1.3;CACO-2: 2.4;MCF7: 1.6;SiHa: 3.5
28,CHDH,,ENSG00000016391,Choline dehydrogenase,3,53812335-53846390,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA036633, HPA058130",Enhanced,,,,Renal cancer:1.88e-8 (favourable),Mixed,Tissue enhanced,,kidney: 40.1,small intestine: 16.4,Cell line enhanced,,CACO-2: 9.5;Hep G2: 24.3;T-47d: 10.6
29,CLCN5,"ClC-5, CLC5, DENTS, hCIC-K2, hClC-K2, NPHL1, NPHL2, XLRH, XRN",ENSG00000171365,Chloride voltage-gated channel 5,X,49922615-50099235,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA000401, HPA003213",Uncertain,,Supported,Golgi apparatus<br>Plasma membrane<br>Cytosol,"Renal cancer:2.05e-8 (favourable), Pancreatic cancer:5.20e-4 (favourable)",Expressed in all,Tissue enhanced,,epididymis: 33.7;kidney: 52.0,placenta: 9.6,Cell line enhanced,,CACO-2: 44.1;RH-30: 76.7
30,CLCNKB,hClC-Kb,ENSG00000184908,Chloride voltage-gated channel Kb,1,16043736-16057308,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA057717,Approved,,,,Renal cancer:1.27e-7 (favourable),Tissue enriched,Tissue enhanced,,kidney: 107.9,salivary gland: 22.0,Cell line enhanced,,EFO-21: 1.5
31,CLDN10,"CPETRL3, OSP-L",ENSG00000134873,Claudin 10,13,95433604-95579759,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB012969, HPA042348",Enhanced,,,,"Renal cancer:7.46e-5 (favourable), Thyroid cancer:2.13e-4 (favourable)",Mixed,Tissue enhanced,,kidney: 163.5,"cervix, uterine: 112.6",Cell line enhanced,,EFO-21: 10.0;HUVEC TERT2: 11.9;NTERA-2: 28.0;RPTEC TERT1: 43.5
32,CLDN2,,ENSG00000165376,Claudin 2,X,106900164-106930861,Predicted membrane proteins,Evidence at protein level,"CAB002609, HPA051548",Enhanced,,Supported,Nucleoplasm<br>Cell Junctions,Thyroid cancer:1.70e-4 (favourable),Group enriched,Tissue enhanced,,gallbladder: 159.0;kidney: 171.8;seminal vesicle: 129.3,epididymis: 41.1,Group enriched,23.0,A549: 24.6;CACO-2: 18.2;RPTEC TERT1: 35.1
33,CLDN8,,ENSG00000156284,Claudin 8,21,30214006-30216073,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA060605,Supported,,,,Renal cancer:3.32e-4 (favourable),Tissue enhanced,Tissue enhanced,,breast: 84.9;kidney: 76.1;rectum: 56.0,thyroid gland: 37.3,Cell line enriched,17.0,HaCaT: 30.1
34,CLNK,MIST,ENSG00000109684,Cytokine dependent hematopoietic cell linker,4,10486395-10684865,Predicted intracellular proteins,Evidence at protein level,"HPA035671, HPA035672",Uncertain,,Uncertain,Vesicles,,Tissue enriched,Tissue enhanced,,kidney: 5.8,lymph node: 3.4,Group enriched,6.0,HDLM-2: 3.9;U-937: 1.6
35,CMBL,FLJ23617,ENSG00000164237,Carboxymethylenebutenolidase homolog,5,10275875-10308026,Predicted intracellular proteins,Evidence at protein level,HPA036571,Uncertain,,,,Ovarian cancer:1.99e-4 (favourable),Expressed in all,Tissue enhanced,,kidney: 315.7,duodenum: 177.0,Mixed,,
36,CYP27B1,"CYP1, P450c1, PDDR, VDD1",ENSG00000111012,Cytochrome P450 family 27 subfamily B member 1,12,57762334-57768986,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,,,,,,Thyroid cancer:6.79e-4 (unfavourable),Mixed,Tissue enhanced,,kidney: 4.3;thyroid gland: 3.9,appendix: 1.2,Cell line enriched,8.0,RH-30: 47.8
37,DCDC2,"DCDC2A, DFNB66, KIAA1154, NPHP19, RU2",ENSG00000146038,Doublecortin domain containing 2,6,24171756-24358052,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA031582, HPA031583, HPA031584",Enhanced,,Enhanced,Microtubules<br>Mitotic spindle<br>Microtubule organizing center<br>Cytosol,,Mixed,Tissue enhanced,,kidney: 23.2,parathyroid gland: 15.3,Group enriched,8.0,CACO-2: 59.2;EFO-21: 45.6;Hep G2: 55.9;RPTEC TERT1: 193.3
38,DDC,AADC,ENSG00000132437,Dopa decarboxylase,7,50458436-50565457,"Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins",Evidence at protein level,HPA017742,Enhanced,,Approved,Actin filaments,,Mixed,Tissue enhanced,,duodenum: 155.2;kidney: 320.9;small intestine: 180.5,adrenal gland: 63.8,Group enriched,9.0,CACO-2: 44.3;Hep G2: 32.3;SCLC-21H: 154.0;SH-SY5Y: 144.1
39,DEFB1,"BD1, DEFB-1, DEFB101, HBD-1, HBD1, MGC51822",ENSG00000164825,Defensin beta 1,8,6870575-6878022,"Predicted secreted proteins, Transporters",Evidence at protein level,,,,,,"Renal cancer:1.90e-5 (favourable), Lung cancer:5.62e-4 (unfavourable), Pancreatic cancer:5.94e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,"cervix, uterine: 618.9;kidney: 1500.2",salivary gland: 232.3,Cell line enhanced,,NB-4: 34.9;SCLC-21H: 45.7;THP-1: 129.4
40,DPEP1,,ENSG00000015413,Dipeptidase 1 (renal),16,89613308-89638456,"Enzymes, FDA approved drug targets, Predicted secreted proteins",Evidence at protein level,"HPA009426, HPA012783",Enhanced,,Approved,Nucleus<br>Cell Junctions,Renal cancer:6.84e-4 (favourable),Tissue enriched,Tissue enhanced,,kidney: 262.6;small intestine: 418.9,pancreas: 92.8,Cell line enhanced,,Hep G2: 22.4;HHSteC: 11.8;U-937: 36.5
41,EMX1,,ENSG00000135638,Empty spiracles homeobox 1,2,72916260-72936071,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA006230, HPA006421",Approved,,Approved,Nucleoli,Renal cancer:1.54e-6 (favourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 8.3;kidney: 15.5;parathyroid gland: 5.0,testis: 2.6,Cell line enhanced,,BEWO: 2.2;CACO-2: 3.1;HEK93: 7.5
42,ENAM,AIH2,ENSG00000132464,Enamelin,4,70628744-70686816,"Disease related genes, Predicted secreted proteins",Evidence at protein level,,,,,,Renal cancer:1.81e-14 (favourable),Tissue enhanced,Tissue enhanced,,epididymis: 8.3;kidney: 5.9,heart muscle: 2.4,Not detected,,
43,ENPP6,MGC33971,ENSG00000164303,Ectonucleotide pyrophosphatase/phosphodiesterase 6,4,184088706-184221230,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA042740,Approved,,Approved,Golgi apparatus,,Tissue enriched,Tissue enhanced,,kidney: 30.6;ovary: 15.0,cerebral cortex: 8.6,Cell line enhanced,,Karpas-707: 2.3;SH-SY5Y: 3.8;U-266/70: 2.2;U-266/84: 1.1
44,ESM1,,ENSG00000164283,Endothelial cell specific molecule 1,5,54977864-55022671,Predicted secreted proteins,Evidence at protein level,,,,,,"Cervical cancer:2.11e-7 (unfavourable), Renal cancer:4.00e-4 (unfavourable)",Tissue enriched,Tissue enhanced,,kidney: 19.2;thyroid gland: 27.2,endometrium: 5.8,Group enriched,5.0,HUVEC TERT2: 236.2;TIME: 434.9
45,ETNK2,"EKI2, FLJ10761",ENSG00000143845,Ethanolamine kinase 2,1,204131062-204152003,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA057167,Enhanced,,,,"Glioma:3.43e-4 (unfavourable), Renal cancer:6.50e-4 (favourable)",Expressed in all,Tissue enhanced,,kidney: 110.6;liver: 120.7;testis: 143.1,ovary: 43.4,Mixed,,
46,FAM131C,"C1orf117, FLJ36766",ENSG00000185519,Family with sequence similarity 131 member C,1,16057769-16073632,Predicted intracellular proteins,Evidence at protein level,HPA031046,Uncertain,,Approved,Nucleoli<br>Intermediate filaments<br>Cytosol,Renal cancer:9.33e-6 (favourable),Mixed,Tissue enhanced,,adrenal gland: 3.3;cerebral cortex: 4.8;kidney: 3.7,"heart muscle,skin: 1.1",Cell line enhanced,,A549: 7.2;HEK93: 4.6;PC-3: 5.4
47,FAM24B,"AC073585.2, MGC45962",ENSG00000213185,Family with sequence similarity 24 member B,10,122849078-122879641,Predicted intracellular proteins,Evidence at protein level,HPA052490,Supported,,,,,Expressed in all,Tissue enhanced,,kidney: 13.8,testis: 11.4,Group enriched,5.0,hTERT-HME1: 99.8;LHCN-M2: 139.2;TIME: 44.7
48,FCAMR,"CD351, FCA/MR, FKSG87",ENSG00000162897,Fc fragment of IgA and IgM receptor,1,206957965-206970625,"CD markers, Predicted membrane proteins",Evidence at protein level,HPA056505,Enhanced,,,,,Tissue enhanced,Tissue enhanced,,kidney: 32.1;lymph node: 14.0;tonsil: 11.3,appendix: 5.2,Not detected,,
49,FGF1,"AFGF, ECGF, ECGF-beta, ECGFA, ECGFB, FGF-alpha, FGFA, GLIO703, HBGF1",ENSG00000113578,Fibroblast growth factor 1,5,142592178-142698070,"Cancer-related genes, FDA approved drug targets, Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,"HPA003265, CAB017519",Enhanced,,,,"Renal cancer:2.59e-5 (favourable), Thyroid cancer:3.45e-5 (favourable)",Tissue enriched,Tissue enhanced,,cerebral cortex: 129.9;kidney: 59.4,heart muscle: 32.8,Cell line enhanced,,BJ: 37.6;BJ hTERT+ SV40 Large T+: 33.4;BJ hTERT+ SV40 Large T+ RasG12V: 43.9;HBF TERT88: 62.3;hTEC/SVTERT24-B: 45.5;U-2 OS: 33.6
50,FGF9,,ENSG00000102678,Fibroblast growth factor 9,13,21671383-21704498,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA067007,Enhanced,,,,Renal cancer:1.70e-6 (favourable),Tissue enhanced,Tissue enhanced,,kidney: 12.1,adrenal gland: 4.7,Cell line enhanced,,RPTEC TERT1: 2.5;SCLC-21H: 8.0
51,FIGNL2,,ENSG00000261308,Fidgetin like 2,12,51817840-51848766,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,kidney: 2.3;parathyroid gland: 2.4,placenta: 1.1,Cell line enhanced,,AF22: 17.1;BEWO: 10.8;NTERA-2: 6.9
52,FMO4,FMO2,ENSG00000076258,Flavin containing monooxygenase 4,1,171314208-171342084,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA049100,Uncertain,,,,"Liver cancer:1.09e-4 (favourable), Renal cancer:6.96e-4 (favourable), Lung cancer:7.45e-4 (favourable)",Expressed in all,Tissue enhanced,,kidney: 48.2;liver: 30.1,parathyroid gland: 10.9,Cell line enhanced,,EFO-21: 5.2
53,FOXI1,"FKHL10, FREAC6",ENSG00000168269,Forkhead box I1,5,170105897-170109725,"Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA071469,Enhanced,,Uncertain,Nucleoli<br>Vesicles,,Group enriched,Tissue enhanced,,breast: 10.4;kidney: 20.0,salivary gland: 6.2,Cell line enhanced,,MCF7: 1.2
54,FREM2,DKFZp686J0811,ENSG00000150893,FRAS1 related extracellular matrix protein 2,13,38687129-38887131,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA028831,Uncertain,,Approved,Cytosol,Renal cancer:2.23e-7 (favourable),Mixed,Tissue enhanced,,kidney: 8.2;thyroid gland: 8.3,lung: 3.3,Cell line enhanced,,AF22: 15.4;HAP1: 10.9;MCF7: 6.0;RT4: 5.7;WM-115: 5.8
55,FRMD7,"FLJ43346, NYS, NYS1",ENSG00000165694,FERM domain containing 7,X,132076993-132128020,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA000886,Uncertain,,,,,Not detected,Tissue enhanced,,endometrium: 2.8;kidney: 3.0;smooth muscle: 3.5,seminal vesicle: 0.7,Cell line enhanced,,U-87 MG: 1.5
56,FUT6,"FCT3A, FLJ40754, FT1A, FucT-VI",ENSG00000156413,Fucosyltransferase 6,19,5830610-5839731,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA043707, HPA046966",Approved,,Supported,Golgi apparatus,"Renal cancer:3.17e-8 (favourable), Head and neck cancer:2.12e-4 (favourable)",Mixed,Tissue enhanced,,esophagus: 49.8;kidney: 34.5,small intestine: 30.6,Group enriched,5.0,Hep G2: 7.2;RPMI-8226: 2.7
57,FXYD6-FXYD2,,ENSG00000255245,FXYD6-FXYD2 readthrough,11,117820163-117876667,Predicted membrane proteins,Evidence at transcript level,"HPA068838, HPA075209",Approved,,Approved,Nuclear membrane<br>Vesicles,,Not detected,Tissue enhanced,,kidney: 5.6,salivary gland: 2.1,Group enriched,6.0,MOLT-4: 5.2;RPTEC TERT1: 5.3
58,G6PC,"G6PT, GSD1a",ENSG00000131482,Glucose-6-phosphatase catalytic subunit,17,42900797-42913369,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,HPA052324,Enhanced,,,,"Renal cancer:3.79e-5 (favourable), Liver cancer:5.42e-5 (favourable)",Tissue enriched,Tissue enhanced,,kidney: 89.1;liver: 147.3,small intestine: 33.2,Not detected,,
59,GALNT14,"FLJ12691, GalNac-T10, GalNac-T14",ENSG00000158089,Polypeptide N-acetylgalactosaminyltransferase 14,2,30910467-31155202,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA030138,,,Approved,Nucleus<br>Golgi apparatus,,Tissue enriched,Tissue enhanced,,kidney: 40.3,parathyroid gland: 12.8,Cell line enhanced,,RPTEC TERT1: 29.5;RT4: 23.6;SCLC-21H: 25.2
60,GDF3,,ENSG00000184344,Growth differentiation factor 3,12,7689782-7695776,"Disease related genes, Predicted secreted proteins",Evidence at protein level,HPA018468,Uncertain,,,,,Tissue enriched,Tissue enhanced,,kidney: 1.1;spleen: 1.1,testis: 0.8,Cell line enriched,14.0,NTERA-2: 450.4
61,GGH,,ENSG00000137563,Gamma-glutamyl hydrolase,8,63015079-63039171,"Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,"CAB019296, HPA025226",Approved,,,,"Endometrial cancer:3.99e-7 (unfavourable), Lung cancer:1.65e-4 (unfavourable)",Expressed in all,Tissue enhanced,,kidney: 90.0,liver: 63.2,Mixed,,
62,GGT1,"CD224, D22S672, D22S732, GGT",ENSG00000100031,Gamma-glutamyltransferase 1,22,24583750-24629005,"Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA045635, HPA047534, HPA065444",Supported,,Approved,Vesicles,"Renal cancer:4.83e-4 (favourable), Ovarian cancer:7.44e-4 (favourable)",Expressed in all,Tissue enhanced,,kidney: 161.2,small intestine: 95.9,Cell line enhanced,,HDLM-2: 148.2;Karpas-707: 162.6;RPMI-8226: 159.9;RPTEC TERT1: 155.8
