,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
31,TMCO2,dJ39G22.2,ENSG00000188800,Transmembrane and coiled-coil domains 2,1,40245947-40251691,Predicted membrane proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,776,testis: 188.7,urinary bladder: 0.2,Not detected,,
32,PGK2,"PGK-2, PGKPS",ENSG00000170950,Phosphoglycerate kinase 2,6,49785651-49787307,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA045385, HPA073644, HPA073656",Supported,,,,,Not detected,Tissue enriched,774,testis: 346.1,epididymis: 0.4,Not detected,,
33,LYPD4,MGC42718,ENSG00000273111,LY6/PLAUR domain containing 4,19,41837074-41844697,Predicted secreted proteins,Evidence at protein level,,,,,,,Not detected,Tissue enriched,749,testis: 165.3,bone marrow: 0.2,Not detected,,
34,GAGE1,CT4.1,ENSG00000205777,G antigen 1,X,49589496-49608536,Predicted intracellular proteins,Evidence at protein level,HPA043232,Supported,,Uncertain,Golgi apparatus<br>Plasma membrane<br>Cytosol,,Not detected,Tissue enriched,748,testis: 110.5,duodenum: 0.1,Group enriched,7.0,AN3-CA: 2552.7;K-562: 597.3
35,ACSBG2,"BGR, DKFZp434K1635, PRTD-NY3",ENSG00000130377,Acyl-CoA synthetase bubblegum family member 2,19,6135247-6193094,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA043421, HPA051013",Enhanced,,Uncertain,Cytosol,,Not detected,Tissue enriched,716,testis: 294.0,cerebral cortex: 0.4,Not detected,,
36,IQCF5,,ENSG00000214681,IQ motif containing F5,3,51873721-51875584,Predicted membrane proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,708,testis: 70.8,all non-specific tissues: 0.0,Not detected,,
37,UBQLN3,TUP-1,ENSG00000175520,Ubiquilin 3,11,5507300-5509985,Predicted intracellular proteins,Evidence at protein level,"HPA020547, HPA062018",Enhanced,,,,,Not detected,Tissue enriched,693,testis: 216.4,epididymis: 0.3,Not detected,,
38,LYZL2,,ENSG00000151033,Lysozyme like 2,10,30611779-30629762,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,670,testis: 67.0,all non-specific tissues: 0.0,Cell line enriched,6.0,SK-BR-3: 2.2
39,SEPT12,FLJ25410,ENSG00000140623,Septin 12,16,4777669-4788521,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA041128,,,Uncertain,Microtubules,,Tissue enhanced,Tissue enriched,668,testis: 107.9,bone marrow: 0.1,Not detected,,
40,ANKRD7,TSA806,ENSG00000106013,Ankyrin repeat domain 7,7,118214669-118496171,Predicted intracellular proteins,Evidence at protein level,HPA043489,,,Approved,Nucleus,,Tissue enhanced,Tissue enriched,643,testis: 1542.7,epididymis: 2.3,Cell line enhanced,,SCLC-21H: 9.0;U-266/70: 7.5
41,IRGC,"CINEMA, Iigp5, IRGC1",ENSG00000124449,Immunity related GTPase cinema,19,43716010-43720021,Predicted intracellular proteins,Evidence at protein level,"HPA046769, HPA060064",Enhanced,,,,,Not detected,Tissue enriched,627,testis: 62.6,all non-specific tissues: 0.0,Not detected,,
42,TBC1D21,"MGC34741, MgcRabGAP",ENSG00000167139,TBC1 domain family member 21,15,73873608-73889214,Predicted intracellular proteins,Evidence at protein level,HPA043319,Enhanced,Supported,,,,Not detected,Tissue enriched,621,testis: 62.0,all non-specific tissues: 0.0,Not detected,,
43,SPATA16,NYD-SP12,ENSG00000144962,Spermatogenesis associated 16,3,172889358-173141268,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA037884,Enhanced,,,,,Not detected,Tissue enriched,606,testis: 105.7,kidney: 0.1,Not detected,,
44,CABS1,"C4orf35, CLPH, FLJ32897, NYD-SP26",ENSG00000145309,"Calcium binding protein, spermatid associated 1",4,70334966-70337116,Predicted intracellular proteins,Evidence at protein level,"HPA044016, HPA055352",Enhanced,,,,,Not detected,Tissue enriched,601,testis: 151.7,salivary gland: 0.2,Not detected,,
45,SCP2D1,"C20orf79, dJ1068E13.2, HSD22",ENSG00000132631,SCP2 sterol binding domain containing 1,20,18813726-18814392,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,593,testis: 59.2,all non-specific tissues: 0.0,Not detected,,
46,ACTL7B,Tact1,ENSG00000148156,Actin like 7B,9,108854589-108856967,Predicted intracellular proteins,Evidence at protein level,"HPA021803, HPA024664",Enhanced,,,,,Not detected,Tissue enriched,589,testis: 58.9,all non-specific tissues: 0.0,Not detected,,
47,RNF113B,"RNF161, ZNF183L1",ENSG00000139797,Ring finger protein 113B,13,98175785-98177265,Predicted intracellular proteins,Evidence at protein level,,,,,,,Not detected,Tissue enriched,588,testis: 58.8,all non-specific tissues: 0.0,Not detected,,
48,PPP1R2P9,I-4,ENSG00000102055,Protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9,X,42777368-42778247,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enriched,584,testis: 60.2,"lymph node,tonsil: 0.1",Not detected,,
49,PRPS1L1,"PRPS3, PRPSL",ENSG00000229937,Phosphoribosyl pyrophosphate synthetase 1-like 1,7,18026774-18027863,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,575,testis: 57.5,all non-specific tissues: 0.0,Not detected,,
50,IQCF1,MGC39725,ENSG00000173389,IQ motif containing F1,3,51894876-51903335,Predicted membrane proteins,Evidence at transcript level,,,,,,,Tissue enriched,Tissue enriched,574,testis: 57.4,all non-specific tissues: 0.0,Not detected,,
51,TEX33,"C22orf33, EAN57, MGC35206",ENSG00000185264,Testis expressed 33,22,36991120-37007841,Predicted intracellular proteins,Evidence at protein level,HPA005998,Enhanced,,,,,Not detected,Tissue enriched,574,testis: 87.1,cerebral cortex: 0.1,Not detected,,
52,GAGE2A,"CT4.2, GAGE2",ENSG00000189064,G antigen 2A,X,49589529-49596827,Predicted intracellular proteins,Evidence at protein level,HPA043232,Supported,,Uncertain,Golgi apparatus<br>Plasma membrane<br>Cytosol,,Mixed,Tissue enriched,560,testis: 176.3,cerebral cortex: 0.3,Cell line enhanced,,Karpas-707: 62.0;T-47d: 279.0;WM-115: 324.4
53,GAGE13,GAGE12A,ENSG00000274274,G antigen 13,X,49331616-49338952,Predicted intracellular proteins,Evidence at protein level,HPA043232,Supported,,Uncertain,Golgi apparatus<br>Plasma membrane<br>Cytosol,,Not detected,Tissue enriched,553,testis: 59.6,stomach: 0.1,Cell line enriched,6.0,AN3-CA: 685.8
54,AC023491.2,,ENSG00000278633,,Unmapped,10598-13001,Predicted intracellular proteins,Evidence at transcript level,,,,,,,,Tissue enriched,545,testis: 67.4,"parathyroid gland,small intestine: 0.1",Not detected,,
55,PAPOLB,PAPT,ENSG00000218823,Poly(A) polymerase beta,7,4857733-4861994,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at transcript level,,,,,,,Not detected,Tissue enriched,539,testis: 53.9,all non-specific tissues: 0.0,Not detected,,
56,BPIFA3,"bA49G10.4, C20orf71, SPLUNC3",ENSG00000131059,BPI fold containing family A member 3,20,33217310-33227758,Predicted secreted proteins,Evidence at protein level,HPA062708,Enhanced,,,,,Not detected,Tissue enriched,534,testis: 53.4,all non-specific tissues: 0.0,Not detected,,
57,CYLC2,,ENSG00000155833,Cylicin 2,9,102995311-103018488,Predicted intracellular proteins,Evidence at protein level,,,,,,,Not detected,Tissue enriched,532,testis: 80.1,urinary bladder: 0.1,Not detected,,
58,DDX4,VASA,ENSG00000152670,DEAD-box helicase 4,5,55738017-55817157,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"CAB026170, HPA037763, HPA037764",Enhanced,,,,,Tissue enriched,Tissue enriched,526,testis: 270.5,tonsil: 0.5,Cell line enhanced,,BEWO: 1.8
59,FSCB,"C14orf155, DKFZP434F1017",ENSG00000189139,Fibrous sheath CABYR binding protein,14,44504342-44507279,Predicted intracellular proteins,Evidence at protein level,HPA003546,Supported,,,,,Not detected,Tissue enriched,520,testis: 51.9,all non-specific tissues: 0.0,Not detected,,
60,C7orf62,MGC26647,ENSG00000164645,Chromosome 7 open reading frame 62,7,88794106-88795721,Predicted intracellular proteins,Evidence at transcript level,"HPA023817, HPA024163",,,Uncertain,Nucleoplasm<br>Mitochondria,,Not detected,Tissue enriched,519,testis: 51.9,all non-specific tissues: 0.0,Not detected,,
61,C16orf78,MGC33367,ENSG00000166152,Chromosome 16 open reading frame 78,16,49373823-49399431,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,516,testis: 71.0,spleen: 0.1,Not detected,,
62,TEX37,"C2orf51, FLJ25369, TSC21",ENSG00000172073,Testis expressed 37,2,88524651-88529584,Predicted intracellular proteins,Evidence at protein level,HPA043987,Enhanced,,,,,Tissue enriched,Tissue enriched,515,testis: 82.4,placenta: 0.1,Cell line enriched,40.0,BEWO: 48.5
63,SPACA1,SAMP32,ENSG00000118434,Sperm acrosome associated 1,6,88047789-88066832,Predicted membrane proteins,Evidence at protein level,"HPA026744, HPA043297",Enhanced,,,,,Not detected,Tissue enriched,512,testis: 51.2,all non-specific tissues: 0.0,Not detected,,
64,SPATA19,"CT132, FLJ25851, SPAS1, spergen1",ENSG00000166118,Spermatogenesis associated 19,11,133840631-133845538,Predicted intracellular proteins,Evidence at protein level,HPA040082,Enhanced,,,,,Not detected,Tissue enriched,509,testis: 142.8,esophagus: 0.2,Not detected,,
65,TSACC,"C1orf182, SIP, SSTK-IP",ENSG00000163467,TSSK6 activating cochaperone,1,156337314-156346995,Predicted intracellular proteins,Evidence at protein level,HPA029897,,,Approved,Nucleus<br>Nuclear bodies,,Tissue enhanced,Tissue enriched,506,testis: 1514.6,epididymis: 2.9,Mixed,,
66,ACTL9,MGC33407,ENSG00000181786,Actin like 9,19,8697397-8698822,Predicted intracellular proteins,Evidence at protein level,"HPA019231, HPA026693",Uncertain,,,,,Not detected,Tissue enriched,501,testis: 50.0,all non-specific tissues: 0.0,Not detected,,
67,RBMXL2,"HNRNPG-T, HNRPGT",ENSG00000170748,"RNA binding motif protein, X-linked like 2",11,7089027-7090900,Predicted intracellular proteins,Evidence at protein level,"HPA038912, HPA051842",Enhanced,,,,,Tissue enriched,Tissue enriched,499,testis: 49.8,all non-specific tissues: 0.0,Not detected,,
68,TKTL2,"DKFZP434L1717, FLJ32975",ENSG00000151005,Transketolase like 2,4,163471093-163473746,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,495,testis: 103.8,spleen: 0.2,Not detected,,
69,ZNRF4,"RNF204, spzn, Ssrzf1",ENSG00000105428,Zinc and ring finger 4,19,5455431-5456856,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,494,testis: 49.3,all non-specific tissues: 0.0,Not detected,,
70,OOSP2,"FLJ36198, PLAC1L, TMEM122",ENSG00000149507,Oocyte secreted protein 2,11,60040275-60048044,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA050914,Enhanced,,,,,Not detected,Tissue enriched,487,testis: 48.6,all non-specific tissues: 0.0,Not detected,,
71,LYZL1,"LYC2, MGC33408",ENSG00000120563,Lysozyme like 1,10,29289061-29318328,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,480,testis: 53.4,parathyroid gland: 0.1,Not detected,,
72,SMCP,MCSP,ENSG00000163206,Sperm mitochondria associated cysteine rich protein,1,152878317-152885047,Predicted intracellular proteins,Evidence at protein level,HPA035105,Supported,,,,,Tissue enhanced,Tissue enriched,480,testis: 797.7,cerebral cortex: 1.6,Not detected,,
73,TXNDC2,SPTRX1,ENSG00000168454,Thioredoxin domain containing 2,18,9885726-9889275,Predicted intracellular proteins,Evidence at protein level,"CAB016414, HPA018817",Enhanced,,Enhanced,Nucleus<br>Cytosol,,Not detected,Tissue enriched,473,testis: 143.7,smooth muscle: 0.3,Cell line enhanced,,K-562: 1.3;U-2 OS: 1.2
74,ADAM30,svph4,ENSG00000134249,ADAM metallopeptidase domain 30,1,119893533-119896495,"Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA026080,Uncertain,,,,,Not detected,Tissue enriched,471,testis: 47.0,all non-specific tissues: 0.0,Not detected,,
75,FTMT,MtF,ENSG00000181867,Ferritin mitochondrial,5,121851955-121852833,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Not detected,Tissue enriched,471,testis: 47.1,all non-specific tissues: 0.0,Not detected,,
76,FNDC8,DKFZp434H2215,ENSG00000073598,Fibronectin type III domain containing 8,17,35121579-35130732,Predicted intracellular proteins,Evidence at protein level,HPA026521,Supported,,,,,Not detected,Tissue enriched,461,testis: 108.6,ovary: 0.2,Cell line enhanced,,HEK93: 1.2
77,GAGE12C,,ENSG00000237671,G antigen 12C,X,49532211-49539538,Predicted intracellular proteins,Evidence at protein level,HPA043232,Supported,,Uncertain,Golgi apparatus<br>Plasma membrane<br>Cytosol,,Not detected,Tissue enriched,461,testis: 46.0,all non-specific tissues: 0.0,Group enriched,10.0,U-2 OS: 9.9;U-266/84: 25.6
78,GAGE12D,,ENSG00000227488,G antigen 12D,X,49541767-49549094,Predicted intracellular proteins,Evidence at protein level,HPA043232,Supported,,Uncertain,Golgi apparatus<br>Plasma membrane<br>Cytosol,,Not detected,Tissue enriched,461,testis: 46.0,all non-specific tissues: 0.0,Group enriched,10.0,U-2 OS: 9.9;U-266/84: 25.6
79,PRSS54,"CT67, FLJ25339, KLKBL4",ENSG00000103023,"Protease, serine 54",16,58279997-58295047,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA041549,Enhanced,,,,,Not detected,Tissue enriched,461,testis: 63.1,"cerebral cortex,urinary bladder: 0.1",Not detected,,
80,SPZ1,"FLJ25709, NYD-TSP1, PPP1R148",ENSG00000164299,Spermatogenic leucine zipper 1,5,80319625-80321842,Predicted intracellular proteins,Evidence at protein level,,,,,,,Group enriched,Tissue enriched,453,testis: 45.2,all non-specific tissues: 0.0,Not detected,,
81,SPATA3,TSARG1,ENSG00000173699,Spermatogenesis associated 3,2,230996121-231025055,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA018254,Enhanced,,,,,Not detected,Tissue enriched,448,testis: 160.1,cerebral cortex: 0.3,Not detected,,
82,C3orf30,"FLJ32859, TSCPA",ENSG00000163424,Chromosome 3 open reading frame 30,3,119146150-119160042,Predicted intracellular proteins,Evidence at protein level,HPA062468,Enhanced,,,,,Not detected,Tissue enriched,438,testis: 94.4,kidney: 0.2,Not detected,,
83,C20orf144,"bclt, dJ63M2.6",ENSG00000149609,Chromosome 20 open reading frame 144,20,33662284-33665619,Predicted intracellular proteins,Evidence at protein level,HPA019029,Enhanced,,,,,Not detected,Tissue enriched,435,testis: 43.4,all non-specific tissues: 0.0,Not detected,,
84,PPP1R2P3,MGC87149,ENSG00000231989,Protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 3,5,156850538-156852528,Predicted intracellular proteins,Evidence at transcript level,"HPA043729, HPA059420",,,Approved,Nucleoplasm<br>Cytosol,,Not detected,Tissue enriched,435,testis: 43.5,all non-specific tissues: 0.0,Not detected,,
85,PHF7,"HSPC226, NYD-SP6",ENSG00000010318,PHD finger protein 7,3,52410657-52423641,Predicted intracellular proteins,Evidence at protein level,"HPA036283, HPA070305",Enhanced,,Supported,Nucleoplasm<br>Golgi apparatus,"Renal cancer:1.05e-6 (favourable), Breast cancer:7.38e-5 (favourable), Endometrial cancer:9.44e-5 (favourable)",Expressed in all,Tissue enriched,432,testis: 2183.4,rectum: 5.0,Cell line enhanced,,U-266/70: 13.2
86,RNF151,,ENSG00000179580,Ring finger protein 151,16,1966823-1968975,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,430,testis: 73.0,"appendix,skin,stomach,thyroid gland: 0.1",Not detected,,
87,CYLC1,,ENSG00000183035,Cylicin 1,X,83861126-83886699,Predicted intracellular proteins,Evidence at protein level,HPA070355,Enhanced,,,,,Not detected,Tissue enriched,429,testis: 42.9,all non-specific tissues: 0.0,Not detected,,
88,MROH2B,"DKFZp781F0822, FLJ40243, HEATR7B2",ENSG00000171495,Maestro heat like repeat family member 2B,5,40998017-41071342,Predicted intracellular proteins,Evidence at protein level,HPA059457,Supported,,,,,Tissue enriched,Tissue enriched,418,testis: 41.8,all non-specific tissues: 0.0,Not detected,,
89,FMR1NB,"CT37, FLJ25736, NY-SAR-35",ENSG00000176988,Fragile X mental retardation 1 neighbor,X,147981329-148026667,Predicted membrane proteins,Evidence at protein level,"HPA011284, CAB026403",Enhanced,,,,,Tissue enhanced,Tissue enriched,415,testis: 86.9,epididymis: 0.2,Group enriched,24.0,U-266/70: 50.9;U-266/84: 39.2
90,CCDC179,,ENSG00000255359,Coiled-coil domain containing 179,11,22846931-22860426,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,412,testis: 46.2,urinary bladder: 0.1,Not detected,,
91,RP11-249L12.1,,ENSG00000283434,,3,88338413-88467562,Predicted intracellular proteins,Evidence at transcript level,,,,,,,,Tissue enriched,411,testis: 41.1,all non-specific tissues: 0.0,Not detected,,
92,SUN5,"dJ726C3.1, SPAG4L, TSARG4",ENSG00000167098,Sad1 and UNC84 domain containing 5,20,32983773-33004433,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA048529,Enhanced,,,,,Not detected,Tissue enriched,411,testis: 41.0,all non-specific tissues: 0.0,Not detected,,
93,LDHC,CT32,ENSG00000166796,Lactate dehydrogenase C,11,18412307-18452058,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA045442,Enhanced,,,,,Mixed,Tissue enriched,402,testis: 472.9,thyroid gland: 1.1,Cell line enhanced,,U-2197: 4.8;U-266/70: 3.5;U-266/84: 3.0
94,TMEM225,"PMP22CD, PPP1R154",ENSG00000204300,Transmembrane protein 225,11,123882926-123885642,Predicted membrane proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enriched,398,testis: 39.8,all non-specific tissues: 0.0,Not detected,,
