,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
14,PAX9,,ENSG00000198807,Paired box 9,14,36657568-36679715,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA038462,Enhanced,,Approved,Nucleoplasm<br>Mitochondria,Cervical cancer:5.38e-4 (favourable),Mixed,Group enriched,8,esophagus: 56.1;parathyroid gland: 102.3;salivary gland: 21.7,tonsil: 7.5,Cell line enhanced,,HDLM-2: 44.7;PC-3: 18.6
15,BHLHA15,"bHLHa15, BHLHB8, MIST1",ENSG00000180535,Basic helix-loop-helix family member a15,7,98211427-98212979,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB034083, HPA047834",Enhanced,,Approved,Nucleoplasm<br>Golgi apparatus,,Tissue enhanced,Group enriched,7,pancreas: 85.5;salivary gland: 54.0,prostate: 9.3,Group enriched,8.0,Karpas-707: 27.3;RPMI-8226: 50.7;U-266/70: 63.7
16,LRRC26,bA350O14.10,ENSG00000184709,Leucine rich repeat containing 26,9,137168758-137170051,Predicted membrane proteins,Evidence at protein level,HPA056312,Approved,,Supported,Nucleoli fibrillar center<br>Plasma membrane,"Endometrial cancer:4.82e-6 (favourable), Stomach cancer:3.48e-4 (favourable)",Tissue enriched,Group enriched,7,colon: 10.2;prostate: 35.5;salivary gland: 26.5,small intestine: 3.5,Group enriched,10.0,REH: 18.9;RPMI-8226: 87.4
17,RP11-350O14.18,,ENSG00000261793,,9,137168854-137171984,Predicted secreted proteins,Evidence at transcript level,,,,,,,Not detected,Group enriched,7,prostate: 17.4;salivary gland: 23.0,small intestine: 2.8,Cell line enhanced,,REH: 9.4;RPMI-8226: 11.9;SK-BR-3: 8.3;T-47d: 6.0
18,COL9A3,"DJ885L7.4.1, EDM3, FLJ90759, IDD, MED",ENSG00000092758,Collagen type IX alpha 3 chain,20,62816244-62841159,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA040125, HPA058323",Supported,,Approved,Nucleoplasm<br>Intermediate filaments,,Mixed,Group enriched,6,cerebral cortex: 7.5;salivary gland: 10.5;testis: 6.3;thyroid gland: 19.1,seminal vesicle: 1.8,Group enriched,6.0,BEWO: 139.2;Hep G2: 40.1;SK-MEL-30: 37.9;WM-115: 57.3
19,FXYD2,"ATP1G1, HOMG2, MGC12372",ENSG00000137731,FXYD domain containing ion transport regulator 2,11,117800844-117828698,"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA064218, HPA068838",Supported,,Approved,Mitochondria,Renal cancer:3.23e-9 (favourable),Tissue enriched,Group enriched,6,gallbladder: 571.3;kidney: 1433.1;salivary gland: 380.4,pancreas: 134.6,Group enriched,24.0,MOLT-4: 1801.2;RPTEC TERT1: 3683.4
20,SCGB3A1,"HIN-1, HIN1, LU105, PnSP-2, UGRP2",ENSG00000161055,Secretoglobin family 3A member 1,5,180590103-180591540,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Group enriched,Group enriched,6,"breast: 125.3;cervix, uterine: 345.8;lung: 301.1;salivary gland: 193.1",stomach: 40.9,Cell line enhanced,,NB-4: 1.3
21,SIX1,DFNA23,ENSG00000126778,SIX homeobox 1,14,60643415-60658259,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA001893, CAB058690",Enhanced,,Supported,Nucleus<br>Nucleoli,"Endometrial cancer:8.92e-6 (unfavourable), Lung cancer:3.94e-4 (favourable)",Mixed,Group enriched,6,"cervix, uterine: 21.9;parathyroid gland: 53.5;prostate: 21.2;salivary gland: 21.6;skeletal muscle: 41.5",adipose tissue: 5.6,Cell line enhanced,,LHCN-M2: 118.6;RH-30: 69.5
22,SIX2,,ENSG00000170577,SIX homeobox 2,2,45005161-45009430,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA056958,,,Supported,Nucleoplasm<br>Nuclear membrane,,Mixed,Group enriched,5,"cervix, uterine: 18.7;parathyroid gland: 8.6;prostate: 6.3;salivary gland: 9.4;skeletal muscle: 6.7",adipose tissue: 1.9,Cell line enhanced,,ASC TERT1: 34.1;LHCN-M2: 39.0;RH-30: 30.9;SCLC-21H: 63.8;U-2197: 32.8;U-698: 29.5
23,SLC26A9,,ENSG00000174502,Solute carrier family 26 member 9,1,205913048-205943460,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA051485,Enhanced,,Approved,Nucleus<br>Cell Junctions,Head and neck cancer:8.55e-5 (favourable),Tissue enhanced,Group enriched,5,lung: 11.4;salivary gland: 31.5;stomach: 30.8,tonsil: 4.8,Group enriched,12.0,CAPAN-2: 11.8;Hep G2: 3.4
24,TAS1R3,T1R3,ENSG00000169962,Taste 1 receptor member 3,1,1331314-1335306,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA053439,Uncertain,,,,,Mixed,Group enriched,5,epididymis: 14.9;salivary gland: 3.3,appendix: 1.7,Cell line enhanced,,Karpas-707: 1.8
