,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
14,MEP1B,,ENSG00000141434,Meprin A subunit beta,18,32185069-32220404,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA029119,Enhanced,,,,,Group enriched,Group enriched,37,duodenum: 251.4;small intestine: 402.2,colon: 8.7,Cell line enhanced,,SCLC-21H: 6.6
15,ISX,RAXLX,ENSG00000175329,Intestine specific homeobox,22,35066136-35087387,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA060328,Approved,,Supported,Nucleoplasm<br>Nuclear bodies,,Tissue enhanced,Group enriched,36,colon: 27.4;duodenum: 37.5;rectum: 28.2;small intestine: 29.7,smooth muscle: 0.8,Group enriched,12.0,CACO-2: 1.3;Hep G2: 3.1
16,TM4SF20,"FLJ22800, TCCE518",ENSG00000168955,Transmembrane 4 L six family member 20,2,227362156-227381995,"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA051838, HPA063184, HPA065531",Uncertain,,Supported,Plasma membrane<br>Focal adhesion sites,,Group enriched,Group enriched,35,duodenum: 277.2;small intestine: 163.8,testis: 6.3,Cell line enhanced,,A549: 2.5;RPMI-8226: 1.2
17,TM4SF4,il-TMP,ENSG00000169903,Transmembrane 4 L six family member 4,3,149473974-149503281,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA046430,Enhanced,,Approved,Plasma membrane<br>Cytosol,,Group enriched,Group enriched,34,duodenum: 579.6;gallbladder: 1319.6;liver: 346.9;small intestine: 504.0,stomach: 20.2,Group enriched,6.0,A549: 19.4;RPTEC TERT1: 24.4
18,UGT1A1,"GNT1, UGT1, UGT1A",ENSG00000241635,UDP glucuronosyltransferase family 1 member A1,2,233760248-233773299,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,33,duodenum: 199.5;liver: 155.8;small intestine: 81.9,kidney: 4.3,Cell line enhanced,,HaCaT: 12.7;PC-3: 6.0;RT4: 27.4
19,ABCG5,STSL,ENSG00000138075,ATP binding cassette subfamily G member 5,2,43812472-43838865,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA016514,,,Approved,Nucleus,Liver cancer:2.60e-5 (favourable),Tissue enriched,Group enriched,32,duodenum: 56.5;liver: 28.4;small intestine: 56.2,gallbladder: 1.4,Cell line enriched,37.0,Hep G2: 6.3
20,ALPI,,ENSG00000163295,"Alkaline phosphatase, intestinal",2,232456123-232460032,"Enzymes, Predicted secreted proteins",Evidence at protein level,"HPA038764, HPA038765, HPA051699",Supported,,Approved,Plasma membrane,,Tissue enhanced,Group enriched,31,duodenum: 203.2;small intestine: 212.1,colon: 6.6,Cell line enriched,10.0,CACO-2: 5.9
21,SLC10A2,"ASBT, ISBT",ENSG00000125255,Solute carrier family 10 member 2,13,103043998-103066846,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA004795,Approved,,,,Renal cancer:5.78e-5 (favourable),Tissue enriched,Group enriched,31,duodenum: 21.0;kidney: 15.4;small intestine: 51.4,gallbladder: 0.9,Not detected,,
22,TFF2,SML1,ENSG00000160181,Trefoil factor 2,21,42346357-42351128,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,"CAB025834, HPA036705",Enhanced,,,,Liver cancer:1.99e-4 (unfavourable),Group enriched,Group enriched,29,duodenum: 1027.1;stomach: 5110.7,gallbladder: 107.1,Group enriched,20.0,CAPAN-2: 32.8;PC-3: 124.0
23,ERICH4,"C19orf69, LOC100170765",ENSG00000204978,Glutamate rich 4,19,41443158-41444765,Predicted intracellular proteins,Evidence at transcript level,"HPA042632, HPA048484",Uncertain,,Approved,Nucleoplasm<br>Cytosol,,Mixed,Group enriched,27,duodenum: 42.8;kidney: 16.3;small intestine: 42.9,lung: 1.2,Group enriched,13.0,CACO-2: 2.1;Hep G2: 4.2;THP-1: 1.1
24,TBX10,"TBX13, TBX7",ENSG00000167800,T-box 10,11,67631303-67639560,"Predicted secreted proteins, Transcription factors",Evidence at protein level,HPA047881,Uncertain,,,,,Group enriched,Group enriched,27,colon: 8.8;duodenum: 5.8;rectum: 8.6;small intestine: 10.6,appendix: 0.3,Cell line enhanced,,NTERA-2: 5.3;RPMI-8226: 2.5;SK-BR-3: 9.3;U-2 OS: 2.7
25,OTC,,ENSG00000036473,Ornithine carbamoyltransferase,X,38352545-38421450,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA000243, HPA000570",Enhanced,,Supported,Mitochondria,,Tissue enriched,Group enriched,26,duodenum: 114.4;liver: 195.4;small intestine: 96.9,colon: 5.3,Not detected,,
26,SLC28A1,CNT1,ENSG00000156222,Solute carrier family 28 member 1,15,84884654-84945796,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA019551,Enhanced,,,,,Group enriched,Group enriched,26,duodenum: 37.9;kidney: 49.4;liver: 35.4;small intestine: 53.6,placenta: 1.7,Not detected,,
27,ABCG8,GBD4,ENSG00000143921,ATP binding cassette subfamily G member 8,2,43838964-43878466,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA019556,Uncertain,,Approved,Vesicles,,Tissue enriched,Group enriched,25,duodenum: 50.0;liver: 34.0;small intestine: 55.5,gallbladder: 1.8,Cell line enriched,44.0,Hep G2: 6.9
28,BTNL3,"BTN9.1, BTNLR",ENSG00000168903,Butyrophilin like 3,5,180988845-181006727,Predicted membrane proteins,Evidence at transcript level,,,,,,,Group enriched,Group enriched,25,colon: 24.5;duodenum: 115.1;rectum: 26.3;small intestine: 89.1,gallbladder: 2.5,Not detected,,
29,MUC6,,ENSG00000184956,"Mucin 6, oligomeric mucus/gel-forming",11,1012821-1036706,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,CAB002165,Enhanced,,,,,Tissue enhanced,Group enriched,24,duodenum: 15.4;seminal vesicle: 40.2;stomach: 24.0,epididymis: 1.1,Not detected,,
30,ALDOB,,ENSG00000136872,"Aldolase, fructose-bisphosphate B",9,101420578-101435823,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA002198, CAB020827",Enhanced,,,,,Tissue enriched,Group enriched,23,duodenum: 3705.7;kidney: 6574.8;liver: 5092.2;small intestine: 5611.2,gallbladder: 231.1,Cell line enhanced,,BEWO: 16.8;NB-4: 10.8;RPMI-8226: 13.6;SH-SY5Y: 17.3
31,CEACAM20,UNQ9366,ENSG00000273777,Carcinoembryonic antigen related cell adhesion molecule 20,19,44501677-44529788,Predicted membrane proteins,Evidence at transcript level,,,,,,,Group enriched,Group enriched,23,duodenum: 38.8;prostate: 14.3;small intestine: 42.7,gallbladder: 1.3,Cell line enriched,7.0,U-266/70: 1.0
32,CPS1,,ENSG00000021826,Carbamoyl-phosphate synthase 1,2,210477682-210679107,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB003781, HPA021400",Enhanced,,Approved,Nucleoli,Liver cancer:6.93e-5 (favourable),Tissue enriched,Group enriched,23,duodenum: 234.5;liver: 697.8;small intestine: 144.1,testis: 15.3,Cell line enhanced,,HeLa: 249.1;SK-BR-3: 84.1
33,ENPP7,"alk-SMase, NPP7",ENSG00000182156,Ectonucleotide pyrophosphatase/phosphodiesterase 7,17,79730919-79742222,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA024603,Approved,,,,,Tissue enriched,Group enriched,22,duodenum: 45.7;small intestine: 110.2,kidney: 3.5,Cell line enhanced,,Karpas-707: 1.4;U-266/70: 2.1
34,APOBEC1,"APOBEC-1, BEDP, CDAR1, HEPR",ENSG00000111701,Apolipoprotein B mRNA editing enzyme catalytic subunit 1,12,7649400-7665903,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Group enriched,Group enriched,21,duodenum: 31.9;small intestine: 31.0,stomach: 1.5,Cell line enriched,17.0,CAPAN-2: 2.4
35,C6orf58,LEG1,ENSG00000184530,Chromosome 6 open reading frame 58,6,127519455-127591817,Predicted secreted proteins,Evidence at protein level,"HPA036263, HPA041449",Enhanced,,,,,Group enriched,Group enriched,21,duodenum: 603.5;salivary gland: 163.4;stomach: 314.9,esophagus: 17.1,Cell line enhanced,,RPMI-8226: 1.8;WM-115: 1.8
36,SLC6A19,,ENSG00000174358,Solute carrier family 6 member 19,5,1201595-1225117,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA037415, HPA043207",Enhanced,,Approved,Nucleoli,Renal cancer:4.14e-6 (favourable),Tissue enhanced,Group enriched,21,duodenum: 139.5;kidney: 91.8;small intestine: 156.9,rectum: 6.2,Group enriched,6.0,BEWO: 13.7;HEL: 16.3
37,ITLN2,HL-2,ENSG00000158764,Intelectin 2,1,160945025-160954799,Predicted secreted proteins,Evidence at protein level,"HPA006683, HPA067326",Enhanced,,,,,Tissue enhanced,Group enriched,19,duodenum: 244.7;small intestine: 454.0,lung: 18.2,Cell line enhanced,,HEL: 10.8;HMC-1: 3.0;SK-MEL-30: 3.0
38,ASIC5,"ACCN5, HINAC, INAC",ENSG00000256394,Acid sensing ion channel subunit family member 5,4,155829729-155866273,"Predicted membrane proteins, Transporters",Evidence at protein level,"HPA014903, HPA029444",Approved,,,,,Not detected,Group enriched,18,duodenum: 2.3;small intestine: 1.2,all non-specific tissues: 0.0,Not detected,,
39,ASAH2,,ENSG00000188611,N-acylsphingosine amidohydrolase 2,10,50182778-50248610,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA061171,Supported,,Approved,Focal adhesion sites,,Mixed,Group enriched,17,duodenum: 83.5;small intestine: 71.3,stomach: 4.6,Mixed,,
40,CLDN15,,ENSG00000106404,Claudin 15,7,101232092-101238820,"Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at protein level,,,,,,"Renal cancer:5.31e-5 (unfavourable), Pancreatic cancer:2.56e-4 (favourable), Urothelial cancer:3.30e-4 (favourable)",Expressed in all,Group enriched,16,duodenum: 241.3;small intestine: 183.5,spleen: 13.3,Expressed in all,,
41,MTTP,"ABL, MTP",ENSG00000138823,Microsomal triglyceride transfer protein,4,99563761-99623999,"Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA051170, HPA054862",Uncertain,,Approved,Cytosol,,Tissue enriched,Group enriched,16,duodenum: 236.3;liver: 133.9;small intestine: 292.6,testis: 13.5,Cell line enhanced,,AF22: 10.2;Hep G2: 8.0
42,SI,,ENSG00000090402,Sucrase-isomaltase,3,164978898-165078495,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA011897,Enhanced,,,,,Tissue enhanced,Group enriched,15,duodenum: 547.3;small intestine: 493.2,rectum: 34.5,Cell line enhanced,,BEWO: 1.0;CACO-2: 1.3;RPMI-8226: 1.3;SH-SY5Y: 1.2
43,CEACAM18,,ENSG00000213822,Carcinoembryonic antigen related cell adhesion molecule 18,19,51478622-51490952,Predicted secreted proteins,Evidence at protein level,HPA059487,Uncertain,,Approved,Midbody,,Tissue enhanced,Group enriched,14,duodenum: 10.5;small intestine: 7.2,gallbladder: 0.6,Group enriched,12.0,CACO-2: 3.6;RT4: 1.1
44,CHST5,"FLJ22167, I-GLCNAC-6-ST",ENSG00000135702,Carbohydrate sulfotransferase 5,16,75528535-75535247,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA043804,Enhanced,,,,,Group enriched,Group enriched,14,colon: 45.6;duodenum: 85.9;rectum: 59.7;small intestine: 83.5,stomach: 4.8,Mixed,,
45,GUCY2C,"GUC2C, STAR",ENSG00000070019,Guanylate cyclase 2C,12,14612632-14696585,"Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA037655, HPA073759",Uncertain,,Uncertain,Vesicles,Liver cancer:1.37e-5 (unfavourable),Group enriched,Group enriched,13,colon: 37.0;duodenum: 68.7;rectum: 45.4;small intestine: 73.2,appendix: 4.4,Cell line enhanced,,AN3-CA: 1.2;CAPAN-2: 1.4;SiHa: 1.6
46,MYO1A,"DFNA48, MYHL",ENSG00000166866,Myosin IA,12,57028517-57051198,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA053490,Enhanced,,,,,Group enriched,Group enriched,13,colon: 67.8;duodenum: 333.2;rectum: 71.8;small intestine: 338.4,stomach: 16.1,Cell line enhanced,,BEWO: 1.9;CACO-2: 6.6;Hep G2: 3.7
47,NAT2,AAC2,ENSG00000156006,N-acetyltransferase 2,8,18391245-18401218,"Cancer-related genes, Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA043704,Uncertain,,,,Colorectal cancer:4.61e-5 (favourable),Tissue enhanced,Group enriched,13,colon: 14.4;duodenum: 32.7;liver: 62.4;rectum: 14.0;small intestine: 27.1,smooth muscle: 2.3,Cell line enhanced,,RT4: 1.2;SCLC-21H: 2.5;SK-BR-3: 1.0
48,NLRP6,"CLR11.4, NALP6, PAN3, PYPAF5",ENSG00000174885,NLR family pyrin domain containing 6,11,278365-285359,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA043681, HPA048500",Supported,,,,Liver cancer:4.23e-5 (favourable),Mixed,Group enriched,13,duodenum: 39.4;small intestine: 40.2,appendix: 3.0,Cell line enhanced,,REH: 1.8;U-266/70: 2.8
49,CDHR2,"FLJ20124, FLJ20383, PC-LKC, PCDH24, PCLKC",ENSG00000074276,Cadherin related family member 2,5,176542511-176595974,"Plasma proteins, Predicted membrane proteins",Evidence at protein level,"HPA012569, HPA017053",Enhanced,,,,Renal cancer:9.29e-4 (favourable),Group enriched,Group enriched,12,duodenum: 276.5;small intestine: 260.3,colon: 22.6,Cell line enriched,12.0,Hep G2: 15.0
50,FABP2,I-FABP,ENSG00000145384,Fatty acid binding protein 2,4,119317250-119322390,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA034607, CAB047325, CAB047326",Enhanced,,Approved,Plasma membrane<br>Actin filaments<br>Cytosol,,Group enriched,Group enriched,12,duodenum: 261.4;small intestine: 554.5,rectum: 33.8,Not detected,,
51,MOGAT2,"DGAT2L5, FLJ22644, MGAT2",ENSG00000166391,Monoacylglycerol O-acyltransferase 2,11,75717819-75732958,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA028834,Uncertain,,,,,Tissue enhanced,Group enriched,12,colon: 12.5;duodenum: 37.2;liver: 12.1;rectum: 12.5;small intestine: 43.6,appendix: 1.9,Group enriched,6.0,Hep G2: 2.7;RPMI-8226: 1.8
52,SLC39A5,,ENSG00000139540,Solute carrier family 39 member 5,12,56230049-56237846,"Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at protein level,HPA018423,,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,Renal cancer:5.05e-4 (favourable),Tissue enhanced,Group enriched,12,colon: 73.2;duodenum: 240.2;kidney: 115.0;liver: 86.0;pancreas: 53.1;rectum: 48.9;small intestine: 240.4,gallbladder: 10.0,Group enriched,62.0,CACO-2: 33.1;Hep G2: 39.7
53,XPNPEP2,,ENSG00000122121,X-prolyl aminopeptidase 2,X,129738974-129769538,"Disease related genes, Enzymes, Potential drug targets, Predicted secreted proteins",Evidence at protein level,"HPA000339, CAB025136, CAB025269",Enhanced,,,,,Group enriched,Group enriched,12,duodenum: 128.1;kidney: 175.9;small intestine: 231.5,liver: 14.3,Cell line enhanced,,ASC diff: 6.9;ASC TERT1: 36.6;HSkMC: 19.4
54,CYP2C18,"CPCI, CYP2C, CYP2C17, P450IIC17",ENSG00000108242,Cytochrome P450 family 2 subfamily C member 18,10,94683621-94736190,"Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enhanced,Group enriched,11,duodenum: 103.1;esophagus: 24.6;gallbladder: 24.5;liver: 97.8;small intestine: 88.1;stomach: 62.2,tonsil: 6.2,Cell line enhanced,,BEWO: 3.0
55,KHK,,ENSG00000138030,Ketohexokinase,2,27086747-27100772,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA007040,Enhanced,,Approved,Cytosol,Endometrial cancer:7.62e-8 (unfavourable),Group enriched,Group enriched,11,duodenum: 113.1;kidney: 111.2;liver: 97.3;small intestine: 133.2,cerebral cortex: 10.1,Cell line enhanced,,Hep G2: 32.5
56,ABCC2,"CMOAT, cMRP, DJS, MRP2",ENSG00000023839,ATP binding cassette subfamily C member 2,10,99782732-99852192,"Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA004860, CAB037271",Enhanced,,,,Renal cancer:1.93e-5 (unfavourable),Tissue enhanced,Group enriched,10,duodenum: 43.5;gallbladder: 42.7;kidney: 20.9;liver: 67.6;small intestine: 49.5,breast: 4.4,Cell line enhanced,,A549: 203.8;Hep G2: 155.8
57,CHP2,,ENSG00000166869,Calcineurin like EF-hand protein 2,16,23754627-23758951,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,CAB072806,Approved,,,,,Tissue enhanced,Group enriched,10,colon: 119.1;duodenum: 252.0;rectum: 127.6;skin: 143.8;small intestine: 227.3,"cervix, uterine: 17.1",Cell line enhanced,,hTERT-HME1: 4.5;NB-4: 4.6
58,HHLA2,"B7-H5, B7H7, B7y",ENSG00000114455,HERV-H LTR-associating 2,3,108296490-108378285,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA055478,Enhanced,,,,,Group enriched,Group enriched,10,colon: 87.7;duodenum: 87.1;gallbladder: 46.0;rectum: 90.5;small intestine: 143.9,stomach: 9.2,Cell line enhanced,,HDLM-2: 3.7;Karpas-707: 2.0
59,NR1I2,"BXR, ONR1, PAR2, PXR, SXR",ENSG00000144852,Nuclear receptor subfamily 1 group I member 2,3,119780484-119818485,"FDA approved drug targets, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA029309, HPA055121, HPA073926",,,Enhanced,Nucleoplasm,,Group enriched,Group enriched,10,colon: 10.3;duodenum: 27.2;gallbladder: 6.4;liver: 20.0;rectum: 10.7;small intestine: 30.0,stomach: 1.7,Group enriched,7.0,Hep G2: 9.8;RH-30: 3.3
60,PLA2G12B,PLA2G13,ENSG00000138308,Phospholipase A2 group XIIB,10,72935170-72954778,"Plasma proteins, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,"HPA057745, HPA059562",Approved,,Approved,Vesicles,,Tissue enriched,Group enriched,10,duodenum: 35.2;kidney: 19.0;liver: 49.9;small intestine: 45.9,lung: 3.9,Group enriched,6.0,CACO-2: 10.3;Hep G2: 14.2
61,SLC52A1,"FLJ10060, GPCR42, GPR172B, hRFT1, PAR2, RFVT1",ENSG00000132517,Solute carrier family 52 member 1,17,5032600-5052009,"Disease related genes, Predicted membrane proteins",Evidence at protein level,CAB011449,Uncertain,,,,Cervical cancer:9.54e-4 (favourable),Mixed,Group enriched,10,duodenum: 36.1;placenta: 26.1;skin: 13.2;small intestine: 26.3,parathyroid gland: 2.6,Cell line enhanced,,A549: 2.1;BEWO: 1.9;HMC-1: 4.1;SK-BR-3: 2.0
62,SLC5A1,"D22S675, NAGT, SGLT1",ENSG00000100170,Solute carrier family 5 member 1,22,32043032-32113029,"Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"CAB015467, HPA051805, HPA055106",Enhanced,,Approved,Nucleoplasm<br>Vesicles,"Renal cancer:6.97e-7 (favourable), Endometrial cancer:2.59e-4 (favourable)",Mixed,Group enriched,10,duodenum: 505.0;small intestine: 313.4,gallbladder: 40.2,Cell line enhanced,,CACO-2: 2.1;RPMI-8226: 1.3;SH-SY5Y: 1.0
63,SLC6A4,"5-HTT, HTT, OCD1, SERT1",ENSG00000108576,Solute carrier family 6 member 4,17,30194319-30236002,"FDA approved drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA071354, HPA074728",,Supported,Supported,Golgi apparatus<br>Vesicles,,Tissue enhanced,Group enriched,10,duodenum: 10.4;lung: 44.2;placenta: 26.4;small intestine: 45.3,esophagus: 3.1,Cell line enhanced,,BEWO: 1.9;CACO-2: 3.2;Hep G2: 7.1
64,SLC7A9,CSNU3,ENSG00000021488,Solute carrier family 7 member 9,19,32830509-32869766,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA042591,Enhanced,,,,,Group enriched,Group enriched,10,duodenum: 79.0;kidney: 70.1;small intestine: 123.5,liver: 8.9,Group enriched,20.0,BEWO: 3.3;CACO-2: 6.7;Hep G2: 5.4
