,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
11,AURKB,"Aik2, AIM-1, ARK2, AurB, IPL1, PPP1R48, STK12, STK5",ENSG00000178999,Aurora kinase B,17,8204733-8210600,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"CAB005862, HPA037708",Enhanced,,Enhanced,Nucleoplasm<br>Midbody,"Renal cancer:0.00e+0 (unfavourable), Liver cancer:1.24e-4 (unfavourable)",Expressed in all,Tissue enhanced,,lymph node: 44.4,tonsil: 33.8,Mixed,,
12,BACH2,BTBD25,ENSG00000112182,BTB domain and CNC homolog 2,6,89926529-90296908,"Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA051384, HPA058384",Enhanced,,Supported,Nucleus<br>Cytosol,,Mixed,Tissue enhanced,,lymph node: 21.2,tonsil: 12.1,Cell line enhanced,,Daudi: 101.9;U-698: 57.4
13,BATF,"B-ATF, BATF1, SFA-2",ENSG00000156127,Basic leucine zipper ATF-like transcription factor,14,75522425-75547015,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA059588, HPA064962",Approved,,Enhanced,Nucleoplasm,"Renal cancer:3.74e-9 (unfavourable), Endometrial cancer:5.35e-6 (favourable), Head and neck cancer:7.91e-5 (favourable), Urothelial cancer:4.30e-4 (favourable), Colorectal cancer:8.30e-4 (unfavourable)",Expressed in all,Tissue enhanced,,lymph node: 31.4,appendix: 26.5,Cell line enhanced,,HDLM-2: 321.9;MCF7: 99.6;RT4: 64.2;U-937: 74.7
14,BCAS4,"CNOL, FLJ20495",ENSG00000124243,Breast carcinoma amplified sequence 4,20,50794894-50882676,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA038812,Uncertain,,Approved,Intermediate filaments<br>Cytosol,Endometrial cancer:4.87e-4 (unfavourable),Expressed in all,Tissue enhanced,,lymph node: 25.3,tonsil: 21.0,Cell line enhanced,,Daudi: 69.3;U-698: 59.0
15,BCL11B,"CTIP-2, CTIP2, hRIT1-alpha, ZNF856B",ENSG00000127152,B-cell CLL/lymphoma 11B,14,99169287-99271524,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA049117,Enhanced,Supported,Approved,Nucleus<br>Nucleoli fibrillar center,Urothelial cancer:7.48e-4 (favourable),Mixed,Tissue enhanced,,lymph node: 12.2;skin: 18.7,tonsil: 7.4,Cell line enriched,6.0,MOLT-4: 41.1
16,BIRC3,"API2, c-IAP2, cIAP2, hiap-1, MALT2, MIHC, RNF49",ENSG00000023445,Baculoviral IAP repeat containing 3,11,102317450-102339403,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA002317,Enhanced,Approved,Supported,Nucleoplasm<br>Cytosol,"Renal cancer:6.66e-6 (unfavourable), Pancreatic cancer:3.03e-4 (unfavourable), Breast cancer:3.60e-4 (favourable), Colorectal cancer:9.35e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 138.1,appendix: 117.5,Cell line enhanced,,CAPAN-2: 106.1;Daudi: 77.5;HDLM-2: 96.2;hTERT-HME1: 79.1
17,BTK,"AGMX1, ATK, IMD1, PSCTK1, XLA",ENSG00000010671,Bruton tyrosine kinase,X,101349447-101390796,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA001198, HPA002028, CAB016689",Enhanced,,Supported,Vesicles,,Expressed in all,Tissue enhanced,,lymph node: 65.2;tonsil: 70.8,spleen: 52.7,Cell line enhanced,,Daudi: 147.2;HEL: 256.7;HMC-1: 868.2
18,CARD11,"BIMP3, CARMA1",ENSG00000198286,Caspase recruitment domain family member 11,7,2906141-3043945,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA052984,Approved,,,,"Renal cancer:6.68e-8 (unfavourable), Urothelial cancer:1.10e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 54.4;spleen: 40.2,appendix: 28.3,Cell line enhanced,,Daudi: 86.5;RT4: 71.8;U-698: 73.9
19,CARMIL2,"LRRC16C, RLTPR",ENSG00000159753,Capping protein regulator and myosin 1 linker 2,16,67644919-67657569,Predicted intracellular proteins,Evidence at protein level,HPA041402,Approved,,,,,Mixed,Tissue enhanced,,appendix: 16.2;lymph node: 25.0;spleen: 15.1,tonsil: 10.1,Cell line enhanced,,Daudi: 45.8;MOLT-4: 51.3;REH: 96.9;RPMI-8226: 40.2;U-698: 73.2
20,CCL17,"ABCD-2, SCYA17, TARC",ENSG00000102970,C-C motif chemokine ligand 17,16,57404767-57416062,Predicted secreted proteins,Evidence at protein level,CAB002583,Approved,,,,"Cervical cancer:1.91e-5 (favourable), Urothelial cancer:5.80e-4 (favourable)",Mixed,Tissue enhanced,,appendix: 11.1;lymph node: 9.9,tonsil: 5.4,Cell line enriched,725.0,HDLM-2: 2231.6
21,CCL21,"6Ckine, CKb9, ECL, exodus-2, SCYA21, SLC, TCA4",ENSG00000137077,C-C motif chemokine ligand 21,9,34709005-34710124,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,"CAB005067, HPA051210",Enhanced,,,,,Mixed,Tissue enhanced,,lymph node: 3155.9,tonsil: 946.7,Cell line enhanced,,K-562: 1.0
22,CCR6,"BN-1, CD196, CKR-L3, CMKBR6, DCR2, DRY-6, GPR-CY4, GPR29, STRL22",ENSG00000112486,C-C motif chemokine receptor 6,6,167111807-167139696,"CD markers, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,"CAB006820, HPA014488",Approved,,,,,Not detected,Tissue enhanced,,lymph node: 20.4;tonsil: 32.4,spleen: 17.0,Cell line enriched,7.0,Hep G2: 6.2
23,CD180,"LY64, Ly78, RP105",ENSG00000134061,CD180 molecule,5,67179613-67196799,"CD markers, Predicted membrane proteins",Evidence at protein level,HPA003740,Enhanced,,,,,Mixed,Tissue enhanced,,lymph node: 27.4;tonsil: 21.3,spleen: 17.8,Group enriched,11.0,Daudi: 32.2;Karpas-707: 29.5;U-266/70: 25.3;U-266/84: 34.5;U-698: 8.6
24,CD2,SRBC,ENSG00000116824,CD2 molecule,1,116754385-116769228,"CD markers, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB002430, HPA003883",Enhanced,,,,"Renal cancer:4.82e-6 (unfavourable), Endometrial cancer:1.69e-5 (favourable), Melanoma:3.97e-5 (favourable), Head and neck cancer:7.46e-5 (favourable), Cervical cancer:1.47e-4 (favourable), Breast cancer:4.36e-4 (favourable), Ovarian cancer:7.72e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 131.1,tonsil: 70.8,Group enriched,27.0,HDLM-2: 201.2;MOLT-4: 129.2
25,CD22,"SIGLEC-2, SIGLEC2",ENSG00000012124,CD22 molecule,19,35319261-35347355,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB002418, HPA024353",Enhanced,,,,,Mixed,Tissue enhanced,,lymph node: 264.4;ovary: 162.2;spleen: 151.7;tonsil: 210.1,appendix: 98.1,Group enriched,11.0,Daudi: 201.6;REH: 76.6;U-698: 153.7;WM-115: 49.6
26,CD247,"CD3H, CD3Q, CD3Z",ENSG00000198821,CD247 molecule,1,167430640-167518610,"CD markers, Disease related genes, FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,"CAB004651, HPA008750",Enhanced,,,,"Endometrial cancer:8.63e-6 (favourable), Renal cancer:9.94e-6 (unfavourable), Head and neck cancer:3.98e-4 (favourable), Breast cancer:9.12e-4 (favourable)",Mixed,Tissue enhanced,,lymph node: 65.1;spleen: 48.6,tonsil: 33.6,Group enriched,34.0,HDLM-2: 144.2;MOLT-4: 133.0
27,CD27,"S152, TNFRSF7, Tp55",ENSG00000139193,CD27 molecule,12,6444867-6451718,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins",Evidence at protein level,"CAB002420, HPA038936",Enhanced,,,,"Head and neck cancer:6.65e-7 (favourable), Renal cancer:1.19e-6 (unfavourable), Cervical cancer:3.77e-5 (favourable), Endometrial cancer:2.90e-4 (favourable), Melanoma:5.50e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 140.5;tonsil: 85.8,spleen: 67.8,Group enriched,122.0,Daudi: 153.8;U-698: 81.7
28,CD28,,ENSG00000178562,CD28 molecule,2,203706475-203738912,"CD markers, Predicted membrane proteins",Evidence at protein level,HPA070003,Enhanced,,,,,Mixed,Tissue enhanced,,lymph node: 32.4;placenta: 20.9,appendix: 18.6,Group enriched,12.0,Karpas-707: 257.5;RPMI-8226: 118.2;U-266/70: 222.7;U-266/84: 196.1
29,CD37,TSPAN26,ENSG00000104894,CD37 molecule,19,49335171-49343335,"CD markers, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB002492, HPA032120, HPA032121",Enhanced,,,,Endometrial cancer:4.51e-4 (favourable),Expressed in all,Tissue enhanced,,lymph node: 241.4;spleen: 208.7,appendix: 129.0,Cell line enhanced,,Daudi: 215.5;HMC-1: 252.2;RPMI-8226: 75.0;THP-1: 72.1
30,CD3D,T3D,ENSG00000167286,CD3d molecule,11,118338954-118342744,"CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,CAB013055,Enhanced,,,,"Endometrial cancer:1.73e-7 (favourable), Renal cancer:3.07e-5 (unfavourable), Cervical cancer:8.46e-5 (favourable), Head and neck cancer:1.70e-4 (favourable), Breast cancer:3.00e-4 (favourable), Urothelial cancer:6.16e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 199.3;tonsil: 119.1,appendix: 86.9,Cell line enriched,7.0,MOLT-4: 903.0
31,CD3E,,ENSG00000198851,CD3e molecule,11,118304545-118316175,"CD markers, Disease related genes, FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,"CAB000010, HPA040957, HPA043955, CAB072863, CAB072864",Enhanced,,,,"Endometrial cancer:2.30e-6 (favourable), Renal cancer:1.12e-5 (unfavourable), Melanoma:1.18e-4 (favourable), Head and neck cancer:1.32e-4 (favourable), Cervical cancer:1.62e-4 (favourable), Breast cancer:1.72e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 200.5;tonsil: 113.4,spleen: 95.0,Cell line enriched,92.0,MOLT-4: 531.3
32,CD3G,,ENSG00000160654,CD3g molecule,11,118344344-118355161,"CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB017520, HPA038494",Enhanced,,,,"Renal cancer:9.33e-5 (unfavourable), Cervical cancer:2.61e-4 (favourable), Head and neck cancer:3.00e-4 (favourable), Breast cancer:6.33e-4 (favourable)",Mixed,Tissue enhanced,,lymph node: 31.4;tonsil: 18.8,spleen: 16.1,Cell line enriched,69.0,MOLT-4: 160.9
33,CD40LG,"CD154, CD40L, gp39, hCD40L, HIGM1, IMD3, TNFSF5, TRAP",ENSG00000102245,CD40 ligand,X,136648193-136660390,"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA045827,Enhanced,,,,,Mixed,Tissue enhanced,,lymph node: 18.8;tonsil: 14.1,appendix: 10.5,Cell line enriched,65.0,MOLT-4: 19.2
34,CD48,"BCM1, BLAST, hCD48, mCD48, SLAMF2",ENSG00000117091,CD48 molecule,1,160678746-160711851,"CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB002497, HPA055146",Enhanced,,Supported,Nucleoli fibrillar center<br>Plasma membrane<br>Cytosol,"Renal cancer:3.36e-4 (unfavourable), Breast cancer:3.91e-4 (favourable), Colorectal cancer:4.17e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 311.4;spleen: 213.1;tonsil: 226.0,appendix: 148.5,Cell line enhanced,,Daudi: 153.4;HMC-1: 202.6;U-266/70: 372.1;U-266/84: 244.7
35,CD5,"LEU1, T1",ENSG00000110448,CD5 molecule,11,61102395-61127852,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB015392, CAB020308, HPA043416, HPA060839",Enhanced,,,,"Head and neck cancer:7.41e-6 (favourable), Renal cancer:8.94e-5 (unfavourable), Endometrial cancer:9.00e-5 (favourable), Cervical cancer:9.16e-5 (favourable), Melanoma:3.93e-4 (favourable), Breast cancer:4.05e-4 (favourable)",Mixed,Tissue enhanced,,appendix: 29.8;lymph node: 43.0,tonsil: 20.2,Cell line enriched,71.0,MOLT-4: 56.4
36,CD6,Tp120,ENSG00000013725,CD6 molecule,11,60971680-61020377,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB002489, CAB016252",Enhanced,,,,"Head and neck cancer:5.10e-6 (favourable), Cervical cancer:1.57e-5 (favourable), Renal cancer:1.82e-4 (unfavourable), Breast cancer:1.95e-4 (favourable), Endometrial cancer:2.41e-4 (favourable)",Mixed,Tissue enhanced,,appendix: 28.5;lymph node: 49.2,tonsil: 26.8,Cell line enriched,17.0,MOLT-4: 31.3
37,CD69,CLEC2C,ENSG00000110848,CD69 molecule,12,9752486-9760901,"CD markers, Predicted membrane proteins",Evidence at protein level,"CAB002503, HPA050525",Enhanced,,,,"Breast cancer:3.31e-5 (favourable), Renal cancer:7.87e-5 (unfavourable)",Mixed,Tissue enhanced,,bone marrow: 105.9;lymph node: 109.1,appendix: 64.1,Cell line enhanced,,HL-60: 23.7;K-562: 52.0;U-937: 76.0
38,CD7,"GP40, LEU-9, Tp40, TP41",ENSG00000173762,CD7 molecule,17,82314868-82317602,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB002594, HPA039079",Enhanced,,,,"Renal cancer:7.75e-11 (unfavourable), Endometrial cancer:2.03e-5 (favourable), Melanoma:2.69e-4 (favourable), Cervical cancer:5.51e-4 (favourable)",Expressed in all,Tissue enhanced,,appendix: 43.1;lymph node: 41.5;spleen: 43.1,small intestine: 17.0,Group enriched,5.0,Hep G2: 35.2;MOLT-4: 95.7
39,CD80,"B7-1, B7.1, CD28LG, CD28LG1",ENSG00000121594,CD80 molecule,3,119524293-119559602,"CD markers, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB025368, HPA050092",Enhanced,,,,,Mixed,Tissue enhanced,,appendix: 7.2;lymph node: 6.7;tonsil: 6.3,spleen: 4.7,Cell line enhanced,,Daudi: 8.5;HDLM-2: 39.3;Karpas-707: 12.2;U-266/70: 5.5
40,CD84,"hCD84, mCD84, SLAMF5",ENSG00000066294,CD84 molecule,1,160541095-160579516,"CD markers, Predicted membrane proteins",Evidence at protein level,HPA070502,Enhanced,,,,,Expressed in all,Tissue enhanced,,lymph node: 28.4,appendix: 26.8,Cell line enhanced,,Daudi: 17.1;HEL: 41.2;HMC-1: 44.1;U-698: 22.1
41,CD8B,CD8B1,ENSG00000172116,CD8b molecule,2,86815339-86861924,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB004353, HPA029164",Enhanced,,Supported,Plasma membrane,"Endometrial cancer:7.88e-7 (favourable), Renal cancer:7.11e-6 (unfavourable)",Mixed,Tissue enhanced,,"cervix, uterine: 60.8;lymph node: 39.6",parathyroid gland: 22.7,Cell line enriched,50.0,RPMI-8226: 837.8
42,CD96,TACTILE,ENSG00000153283,CD96 molecule,3,111292719-111665750,"CD markers, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA066754,Enhanced,,,,"Renal cancer:2.02e-6 (unfavourable), Urothelial cancer:5.23e-5 (favourable), Head and neck cancer:5.52e-4 (favourable)",Mixed,Tissue enhanced,,lymph node: 28.0,urinary bladder: 16.7,Group enriched,8.0,HEL: 13.0;MOLT-4: 51.4;RT4: 46.0;U-937: 40.7;WM-115: 10.8
43,CENPA,"CenH3, CENP-A",ENSG00000115163,Centromere protein A,2,26764289-26801067,Predicted intracellular proteins,Evidence at protein level,"CAB008371, HPA073086",Enhanced,,Supported,Nucleoplasm,"Liver cancer:2.88e-8 (unfavourable), Pancreatic cancer:1.30e-4 (unfavourable), Endometrial cancer:2.38e-4 (unfavourable), Lung cancer:3.70e-4 (unfavourable)",Mixed,Tissue enhanced,,lymph node: 7.4,tonsil: 6.5,Mixed,,
44,CENPM,"C22orf18, CENP-M, MGC861, Pane1",ENSG00000100162,Centromere protein M,22,41938721-41947164,Predicted intracellular proteins,Evidence at protein level,"HPA042404, HPA056500",Enhanced,,Enhanced,Cytosol,"Renal cancer:5.99e-7 (unfavourable), Cervical cancer:3.40e-5 (favourable), Liver cancer:5.50e-5 (unfavourable)",Expressed in all,Tissue enhanced,,lymph node: 28.6,bone marrow: 17.6,Expressed in all,,
45,CERKL,RP26,ENSG00000188452,Ceramide kinase like,2,181536676-181680665,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA035443, HPA035444, HPA043203",Uncertain,,Supported,Nucleoplasm<br>Cytosol,"Renal cancer:2.10e-4 (unfavourable), Pancreatic cancer:5.25e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 24.1,spleen: 22.4,Cell line enhanced,,HEL: 66.6;MOLT-4: 81.2;NB-4: 55.7;SCLC-21H: 75.7
46,CHMP7,MGC29816,ENSG00000147457,Charged multivesicular body protein 7,8,23243637-23262000,Predicted intracellular proteins,Evidence at protein level,HPA036119,Uncertain,,Supported,Nucleus<br>Cytosol,,Expressed in all,Tissue enhanced,,lymph node: 38.5,tonsil: 25.3,Expressed in all,,
47,CLEC2D,"CLAX, LLT1, OCIL",ENSG00000069493,C-type lectin domain family 2 member D,12,9664969-9699555,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA017649, HPA047584",Uncertain,,Uncertain,Nucleoplasm<br>Golgi apparatus,"Renal cancer:5.85e-11 (unfavourable), Urothelial cancer:1.68e-7 (favourable), Cervical cancer:1.37e-4 (favourable)",Expressed in all,Tissue enhanced,,lymph node: 63.4,tonsil: 38.0,Cell line enhanced,,Daudi: 48.6;HDLM-2: 49.6;U-698: 71.5
48,CLEC4C,"BDCA2, CD303, CLECSF11, CLECSF7, DLEC, HECL",ENSG00000198178,C-type lectin domain family 4 member C,12,7729415-7751605,"CD markers, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA029432,Approved,,,,,Not detected,Tissue enhanced,,lymph node: 6.0;spleen: 4.6;tonsil: 4.5,"appendix,breast: 1.8",Cell line enhanced,,HDLM-2: 1.9
49,CLEC9A,"CD370, DNGR-1, HEEE9341, UNQ9341",ENSG00000197992,C-type lectin domain family 9 member A,12,10030677-10066027,Predicted membrane proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enhanced,,lymph node: 7.8;spleen: 6.6,testis: 5.5,Not detected,,
50,CLECL1,DCAL1,ENSG00000184293,C-type lectin like 1,12,9715860-9733299,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,lymph node: 28.7;spleen: 22.6;tonsil: 28.3,appendix: 13.3,Group enriched,5.0,HEL: 44.5;Karpas-707: 47.7;U-698: 120.2;U-937: 75.2
51,COL19A1,,ENSG00000082293,Collagen type XIX alpha 1 chain,6,69866571-70209976,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA042422,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,lymph node: 3.2;tonsil: 2.9,spleen: 2.1,Cell line enhanced,,HDLM-2: 5.2;RH-30: 13.4;SCLC-21H: 4.6;SK-MEL-30: 9.3;WM-115: 9.7
52,CRTAM,CD355,ENSG00000109943,Cytotoxic and regulatory T-cell molecule,11,122838500-122872639,"CD markers, Predicted membrane proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,lymph node: 9.8,spleen: 5.0,Cell line enriched,45.0,SCLC-21H: 15.2
53,CTB-133G6.1,,ENSG00000263264,,19,7348943-7383385,Predicted membrane proteins,Evidence at protein level,HPA049151,Uncertain,,,,,Mixed,Tissue enhanced,,lymph node: 22.3;spleen: 16.5,appendix: 15.3,Cell line enhanced,,Daudi: 38.3;HL-60: 18.6;MOLT-4: 18.2;REH: 18.9;THP-1: 15.0;U-698: 23.8;U-937: 14.2
54,CTD-2116N17.1,,ENSG00000259316,,15,64181180-64381510,Predicted intracellular proteins,Evidence at transcript level,HPA047929,,,Uncertain,Centrosome,,Not detected,Tissue enhanced,,lymph node: 31.6;tonsil: 21.4,bone marrow: 14.1,Cell line enhanced,,HAP1: 299.5
55,CTD-2192J16.24,,ENSG00000269590,,19,12664828-12669397,Predicted intracellular proteins,Evidence at protein level,HPA065685,Uncertain,,Approved,Nuclear membrane<br>Endoplasmic reticulum,,Not detected,Tissue enhanced,,lymph node: 1.9,"cerebral cortex,duodenum: 1.3",Cell line enhanced,,MCF7: 8.8;RT4: 4.7
56,CTD-2207O23.3,,ENSG00000268861,,19,7382834-7472477,Predicted intracellular proteins,Evidence at protein level,"HPA042689, HPA071867",Supported,,Uncertain,Cytosol,,Not detected,Tissue enhanced,,lymph node: 17.2,spleen: 11.9,Cell line enhanced,,Daudi: 18.2;MOLT-4: 13.4;REH: 12.3;THP-1: 12.9
57,CTD-2575K13.6,,ENSG00000268041,,19,41907705-41928516,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,lymph node: 3.4,appendix: 1.7,Group enriched,5.0,Daudi: 4.5;HMC-1: 3.9;REH: 1.2;U-2 OS: 2.8;U-266/70: 1.8;U-698: 2.6;U-937: 2.1
