,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
18,CLDN23,CLDNL,ENSG00000253958,Claudin 23,8,8701938-8704106,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA070578,,,Uncertain,Nucleus<br>Plasma membrane,"Renal cancer:9.65e-8 (favourable), Colorectal cancer:3.46e-4 (favourable)",Expressed in all,Tissue enhanced,,colon: 23.7;stomach: 24.5,small intestine: 16.5,Cell line enhanced,,BEWO: 7.4
19,CLIC6,"CLIC1L, CLIC5",ENSG00000159212,Chloride intracellular channel 6,21,34669389-34718227,"Predicted intracellular proteins, Transporters",Evidence at protein level,"HPA055123, HPA065285",Enhanced,,,,"Lung cancer:3.15e-5 (favourable), Breast cancer:6.11e-5 (favourable)",Mixed,Tissue enhanced,,stomach: 79.1,"cervix, uterine: 24.4",Cell line enhanced,,HMC-1: 2.4;NTERA-2: 3.8;T-47d: 7.2;THP-1: 2.3
20,CRYBA2,,ENSG00000163499,Crystallin beta A2,2,218990189-218993421,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA062293,Supported,,,,Pancreatic cancer:7.62e-4 (favourable),Tissue enriched,Tissue enhanced,,adrenal gland: 4.6;stomach: 4.6,small intestine: 3.0,Cell line enriched,6.0,BEWO: 69.8
21,CXCL17,"Dcip1, DMC, UNQ473, VCC1",ENSG00000189377,C-X-C motif chemokine ligand 17,19,42428288-42443048,Predicted secreted proteins,Evidence at protein level,,,,,,"Lung cancer:4.92e-5 (favourable), Pancreatic cancer:4.63e-4 (unfavourable)",Mixed,Tissue enhanced,,lung: 193.5;stomach: 289.7,esophagus: 83.1,Cell line enhanced,,RT4: 1.8
22,CYP2S1,,ENSG00000167600,Cytochrome P450 family 2 subfamily S member 1,19,41193049-41207539,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA049227, HPA069248",Approved,,Approved,Endoplasmic reticulum,Renal cancer:1.60e-6 (unfavourable),Expressed in all,Tissue enhanced,,duodenum: 96.7;small intestine: 68.6;stomach: 111.7,colon: 25.9,Cell line enhanced,,A549: 83.4;CACO-2: 39.6;HaCaT: 43.5;NTERA-2: 68.5
23,DRD5,"DRD1B, DRD1L2",ENSG00000169676,Dopamine receptor D5,4,9781680-9784009,"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA048930,Supported,,,,,Not detected,Tissue enhanced,,appendix: 1.7;cerebral cortex: 2.0;stomach: 3.8,testis: 0.8,Not detected,,
24,EPS8L1,"DRC3, FLJ20258, MGC23164, MGC4642",ENSG00000131037,EPS8 like 1,19,55072020-55087923,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA041851, HPA043545",Uncertain,,Supported,Cytosol,Colorectal cancer:4.44e-4 (unfavourable),Mixed,Tissue enhanced,,skin: 18.4;stomach: 23.5,esophagus: 9.0,Cell line enhanced,,BEWO: 51.9;T-47d: 24.8
25,FA2H,"FAAH, FAXDC1, FLJ25287, SPG35",ENSG00000103089,Fatty acid 2-hydroxylase,16,74712955-74774831,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA056614, HPA077840",Approved,,Uncertain,Nuclear membrane,"Renal cancer:5.01e-6 (favourable), Pancreatic cancer:3.74e-4 (unfavourable)",Mixed,Tissue enhanced,,cerebral cortex: 51.6;stomach: 57.4,gallbladder: 28.6,Cell line enhanced,,A549: 34.7;CAPAN-2: 18.4;HAP1: 50.4;SK-BR-3: 21.5
26,FAM177B,"FLJ43505, RP11-452F19.2",ENSG00000197520,Family with sequence similarity 177 member B,1,222737207-222750805,Predicted intracellular proteins,Evidence at transcript level,HPA063059,Uncertain,,,,,Mixed,Tissue enhanced,,stomach: 47.3,gallbladder: 15.8,Not detected,,
27,FAM83E,FLJ20200,ENSG00000105523,Family with sequence similarity 83 member E,19,48600810-48614854,Predicted intracellular proteins,Evidence at protein level,HPA049305,Uncertain,,,,,Mixed,Tissue enhanced,,duodenum: 30.8;small intestine: 35.3;stomach: 40.7,colon: 22.5,Cell line enhanced,,CAPAN-2: 2.9
28,FEV,Pet-1,ENSG00000163497,"FEV, ETS transcription factor",2,218981087-218985657,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA067679,,Supported,Supported,Nuclear speckles,Pancreatic cancer:4.85e-4 (favourable),Group enriched,Tissue enhanced,,adrenal gland: 2.1;duodenum: 2.9;prostate: 1.9;stomach: 2.4,small intestine: 1.6,Group enriched,6.0,HMC-1: 22.4;SH-SY5Y: 34.6
29,FOXA2,HNF3B,ENSG00000125798,Forkhead box A2,20,22581005-22585455,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB001388, HPA066846",Enhanced,,Supported,Nucleoplasm<br>Cell Junctions,"Endometrial cancer:7.57e-6 (favourable), Pancreatic cancer:2.34e-4 (favourable), Ovarian cancer:6.28e-4 (favourable)",Mixed,Tissue enhanced,,"cervix, uterine: 21.4;lung: 20.5;stomach: 31.0",liver: 11.5,Cell line enhanced,,A549: 16.1;HBEC3-KT: 14.5;Hep G2: 19.5;PC-3: 24.0;SCLC-21H: 52.3
30,FOXQ1,HFH1,ENSG00000164379,Forkhead box Q1,6,1312440-1314748,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA059700,,,Supported,Nucleus,Prostate cancer:6.68e-4 (favourable),Expressed in all,Tissue enhanced,,stomach: 105.8;urinary bladder: 43.8,skin: 33.1,Cell line enhanced,,CACO-2: 32.2;HaCaT: 39.8;Hep G2: 65.9;RT4: 32.0
31,FRMD1,"bA164L23.1, DKFZp434O0117, FLJ00181, FLJ22615, FLJ40260",ENSG00000153303,FERM domain containing 1,6,168055745-168081557,Predicted intracellular proteins,Evidence at protein level,HPA030347,Supported,,Approved,Actin filaments,,Tissue enriched,Tissue enhanced,,colon: 5.8;stomach: 6.4;testis: 5.9,rectum: 4.6,Cell line enhanced,,K-562: 2.8
32,GALNT5,GalNAc-T5,ENSG00000136542,Polypeptide N-acetylgalactosaminyltransferase 5,2,157257598-157314211,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA008963, HPA009035",Approved,,Approved,Nucleoli<br>Golgi apparatus<br>Vesicles<br>Cytosol,,Mixed,Tissue enhanced,,lung: 18.4;rectum: 19.7;stomach: 16.8,colon: 13.9,Cell line enhanced,,A-431: 60.2;BJ hTERT+: 63.9;fHDF/TERT166: 72.0;HaCaT: 69.5;LHCN-M2: 65.2
33,GALNT6,GalNAc-T6,ENSG00000139629,Polypeptide N-acetylgalactosaminyltransferase 6,12,51351247-51392867,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA011762, HPA017086",Enhanced,,Approved,Nucleoplasm<br>Golgi apparatus,"Ovarian cancer:5.40e-4 (favourable), Endometrial cancer:9.85e-4 (favourable)",Mixed,Tissue enhanced,,stomach: 61.5,"cervix, uterine: 49.5",Mixed,,
34,GIPR,,ENSG00000010310,Gastric inhibitory polypeptide receptor,19,45668244-45683724,"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,CAB022710,Uncertain,,,,,Tissue enriched,Tissue enhanced,,stomach: 22.4,parathyroid gland: 12.1,Cell line enhanced,,HDLM-2: 9.1;HMC-1: 18.5;SCLC-21H: 16.5;U-266/70: 13.1
35,GPR25,,ENSG00000170128,G protein-coupled receptor 25,1,200872955-200874178,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,stomach: 1.7,"appendix,lung: 0.6",Cell line enriched,6.0,U-266/70: 1.0
36,GUCA1C,GCAP3,ENSG00000138472,Guanylate cyclase activator 1C,3,108907792-108953895,Predicted intracellular proteins,Evidence at protein level,HPA041597,Approved,,Approved,Focal adhesion sites,,Tissue enriched,Tissue enhanced,,heart muscle: 8.9;pancreas: 8.4;stomach: 5.3,testis: 1.7,Cell line enriched,83.0,RPTEC TERT1: 10.6
37,HAP1,"HAP2, hHLP1, HIP5, HLP",ENSG00000173805,Huntingtin associated protein 1,17,41717742-41734644,Predicted intracellular proteins,Evidence at protein level,HPA023394,Uncertain,,,,Pancreatic cancer:4.26e-4 (favourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 11.5;stomach: 12.8,thyroid gland: 6.4,Cell line enriched,8.0,REH: 87.3
38,HTR1B,"5-HT1B, 5-HT1DB, HTR1D2, S12",ENSG00000135312,5-hydroxytryptamine receptor 1B,6,77461753-77463773,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters",Evidence at protein level,HPA028808,Enhanced,,Uncertain,Plasma membrane,,Mixed,Tissue enhanced,,placenta: 10.0;stomach: 4.7,cerebral cortex: 2.4,Group enriched,16.0,HUVEC TERT2: 68.8;TIME: 29.9
39,INSM1,"IA-1, IA1",ENSG00000173404,INSM transcriptional repressor 1,20,20368121-20370949,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,adrenal gland: 9.3;stomach: 5.6,duodenum: 3.0,Cell line enriched,32.0,SCLC-21H: 438.4
40,KCNK16,"K2p16.1, TALK-1, TALK1",ENSG00000095981,Potassium two pore domain channel subfamily K member 16,6,39314698-39322968,"Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,,,,,,,Tissue enriched,Tissue enhanced,,duodenum: 3.8;pancreas: 5.4;stomach: 12.4,thyroid gland: 1.7,Cell line enriched,511.0,SCLC-21H: 157.3
41,KPNA7,IPOA8,ENSG00000185467,Karyopherin subunit alpha 7,7,99173574-99207506,Predicted intracellular proteins,Evidence at protein level,HPA031395,Uncertain,,,,,Mixed,Tissue enhanced,,stomach: 3.1,fallopian tube: 0.9,Cell line enhanced,,A-431: 1.7;CAPAN-2: 1.2;SK-BR-3: 1.8
42,LA16c-312E8.5,,ENSG00000284395,,16,1431035-1433397,Predicted intracellular proteins,Evidence at transcript level,,,,,,,,Tissue enhanced,,prostate: 2.6;stomach: 1.4,duodenum: 0.7,Cell line enriched,54.0,SCLC-21H: 38.7
43,LGALS9B,,ENSG00000170298,Galectin 9B,17,20449395-20467539,Predicted intracellular proteins,Evidence at protein level,"HPA046876, HPA047218",Approved,,Uncertain,Cytosol,,Mixed,Tissue enhanced,,gallbladder: 11.7;rectum: 11.8;stomach: 28.8,colon: 7.5,Group enriched,7.0,CAPAN-2: 7.5;U-937: 2.2
44,LGALS9C,,ENSG00000171916,Galectin 9C,17,18476737-18494945,Predicted intracellular proteins,Evidence at protein level,"HPA046876, HPA047218",Approved,,Approved,Cytosol,,Mixed,Tissue enhanced,,gallbladder: 4.9;rectum: 5.0;stomach: 10.0,colon: 2.7,Not detected,,
45,LIME1,"dJ583P15.4, FLJ20406, LIME",ENSG00000203896,Lck interacting transmembrane adaptor 1,20,63736283-63739103,Predicted secreted proteins,Evidence at protein level,CAB015363,Approved,,,,"Urothelial cancer:6.92e-6 (favourable), Renal cancer:5.04e-5 (unfavourable)",Expressed in all,Tissue enhanced,,liver: 19.6;stomach: 17.6,kidney: 15.2,Cell line enhanced,,MOLT-4: 31.1;RPMI-8226: 97.2;U-266/70: 55.2
46,LINC00675,,ENSG00000263429,Long intergenic non-protein coding RNA 675,17,10794913-10804099,Predicted membrane proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,colon: 36.9;rectum: 40.8;stomach: 44.3,"duodenum,small intestine: 18.3",Cell line enriched,8.0,RT4: 3.2
47,LIPH,"LPDLR, mPA-PLA1, mPA-PLA1alpha, PLA1B",ENSG00000163898,Lipase H,3,185506262-185552613,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA049079,Approved,,,,"Renal cancer:9.20e-5 (favourable), Thyroid cancer:4.21e-4 (favourable), Pancreatic cancer:4.59e-4 (unfavourable), Endometrial cancer:9.40e-4 (unfavourable)",Mixed,Tissue enhanced,,rectum: 40.8;stomach: 45.0,colon: 35.7,Cell line enhanced,,CAPAN-2: 65.0;RPTEC TERT1: 28.0;T-47d: 16.5
48,MBOAT4,"FKSG89, GOAT, OACT4",ENSG00000177669,Membrane bound O-acyltransferase domain containing 4,8,30131824-30144686,Predicted membrane proteins,Evidence at protein level,HPA044509,,,Supported,Golgi apparatus,,Tissue enhanced,Tissue enhanced,,fallopian tube: 2.9;stomach: 3.5,gallbladder: 1.6,Cell line enhanced,,Hep G2: 2.1
49,MFSD4A,"DKFZp761N1114, FLJ25004, FLJ34577, MFSD4, UNQ3064",ENSG00000174514,Major facilitator superfamily domain containing 4A,1,205568885-205602918,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,,,,,,"Renal cancer:2.27e-13 (favourable), Lung cancer:4.59e-4 (favourable), Cervical cancer:7.54e-4 (favourable)",Mixed,Tissue enhanced,,kidney: 75.4;stomach: 111.7,cerebral cortex: 50.6,Cell line enhanced,,HMC-1: 1.3;SCLC-21H: 1.9
50,MIA,CD-RAP,ENSG00000261857,Melanoma inhibitory activity,19,40771648-40777490,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,"HPA031950, HPA042369",Supported,Supported,,,Breast cancer:2.08e-4 (favourable),Tissue enriched,Tissue enhanced,,breast: 62.9;stomach: 50.0,salivary gland: 18.4,Group enriched,41.0,AN3-CA: 79.3;CAPAN-2: 63.4;SK-MEL-30: 198.0;WM-115: 233.6
51,MUC1,"ADMCKD, ADMCKD1, CD227, MCD, MCKD, MCKD1, PEM, PUM",ENSG00000185499,"Mucin 1, cell surface associated",1,155185824-155192916,"Cancer-related genes, CD markers, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB000036, CAB001986, HPA004179, HPA007235, HPA008855",Enhanced,,,,Pancreatic cancer:4.60e-4 (unfavourable),Expressed in all,Tissue enhanced,,lung: 448.0;stomach: 654.1,"cervix, uterine: 288.9",Group enriched,7.0,CAPAN-2: 1005.2;RPTEC TERT1: 654.7;T-47d: 360.0
52,MYRF,"C11orf9, MRF, Ndt80, pqn-47",ENSG00000124920,Myelin regulatory factor,11,61752642-61788518,"Plasma proteins, Predicted membrane proteins, Transcription factors",Evidence at protein level,HPA018310,,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:2.01e-4 (unfavourable),Mixed,Tissue enhanced,,cerebral cortex: 67.4;stomach: 62.1,gallbladder: 38.3,Cell line enhanced,,A549: 36.8;CACO-2: 56.7;CAPAN-2: 34.1;EFO-21: 48.7
53,NEUROD1,"BETA2, BHF-1, bHLHa3, MODY6, NEUROD",ENSG00000162992,Neuronal differentiation 1,2,181673088-181680876,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA003278, CAB022450",Approved,,,,Glioma:6.83e-5 (favourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 5.9;duodenum: 6.0;small intestine: 4.4;stomach: 4.9,pancreas: 1.8,Cell line enriched,79.0,SCLC-21H: 331.4
54,NKX2-2,"NKX2.2, NKX2B",ENSG00000125820,NK2 homeobox 2,20,21511010-21514026,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA003468,Approved,,,,,Group enriched,Tissue enhanced,,cerebral cortex: 9.9;stomach: 2.6,duodenum: 2.4,Cell line enhanced,,HAP1: 4.3;T-47d: 4.6;U-138 MG: 17.1;U-2 OS: 3.7;WM-115: 7.0
55,NKX6-3,FLJ25169,ENSG00000165066,NK6 homeobox 3,8,41645178-41650669,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA042790,Uncertain,,,,,Group enriched,Tissue enhanced,,duodenum: 17.3;stomach: 50.6,parathyroid gland: 7.3,Group enriched,7.0,Daudi: 4.2;THP-1: 1.8
56,NMUR2,NMU2R,ENSG00000132911,Neuromedin U receptor 2,5,152391532-152433368,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA045836,Enhanced,,,,,Group enriched,Tissue enhanced,,stomach: 1.1;testis: 2.2,thyroid gland: 0.9,Cell line enriched,10.0,EFO-21: 8.9
57,NPW,PPL8,ENSG00000183971,Neuropeptide W,16,2009926-2020755,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA064874,Approved,,,,,Mixed,Tissue enhanced,,liver: 5.2;stomach: 2.9,epididymis: 1.7,Cell line enhanced,,NB-4: 29.9;RPMI-8226: 57.2;SCLC-21H: 161.6
58,NQO1,"DHQU, DIA4, DTD, NMOR1, QR1",ENSG00000181019,NAD(P)H quinone dehydrogenase 1,16,69706996-69726951,"Cancer-related genes, Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA007308, CAB012421",Enhanced,,Enhanced,Cytosol,Head and neck cancer:1.45e-4 (unfavourable),Expressed in all,Tissue enhanced,,breast: 379.3;stomach: 556.0,gallbladder: 320.2,Expressed in all,,
59,OASL,"p59OASL, TRIP14",ENSG00000135114,2'-5'-oligoadenylate synthetase like,12,121019111-121039242,Predicted intracellular proteins,Evidence at protein level,HPA001474,Approved,,Supported,Nucleoplasm<br>Cytosol,"Renal cancer:3.70e-9 (unfavourable), Pancreatic cancer:9.20e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 35.4;stomach: 22.1,lung: 19.9,Cell line enhanced,,BJ hTERT+ SV40 Large T+: 131.5;BJ hTERT+ SV40 Large T+ RasG12V: 70.4;hTEC/SVTERT24-B: 56.8
60,ONECUT3,,ENSG00000205922,One cut homeobox 3,19,1752373-1780988,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA059936,,,Supported,Nucleoplasm,,Group enriched,Tissue enhanced,,stomach: 4.0,gallbladder: 1.0,Group enriched,9.0,HaCaT: 6.2;PC-3: 14.4
61,OVOL2,"bA504H3.3, CHED, CHED1, HOVO2, ZNF339",ENSG00000125850,Ovo like zinc finger 2,20,17956979-18059188,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA038531,Uncertain,,Approved,Nucleoplasm<br>Cytosol,,Mixed,Tissue enhanced,,stomach: 8.0,colon: 3.5,Cell line enhanced,,A-431: 5.2;CAPAN-2: 6.7;HaCaT: 5.0;SCLC-21H: 10.2;SK-BR-3: 4.4
62,PIK3C2G,,ENSG00000139144,Phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,12,18247614-18648416,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,,,,,,Pancreatic cancer:3.50e-4 (unfavourable),Tissue enhanced,Tissue enhanced,,epididymis: 20.4;stomach: 20.0,parathyroid gland: 17.3,Group enriched,6.0,BEWO: 1.2;HaCaT: 1.8;hTERT-HME1: 2.9
63,PLA2G10,GXPLA2,ENSG00000069764,Phospholipase A2 group X,16,14672545-14694669,"Enzymes, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,HPA041893,Uncertain,,,,Endometrial cancer:5.74e-5 (favourable),Mixed,Tissue enhanced,,colon: 6.9;rectum: 6.5;stomach: 10.4,duodenum: 2.2,Cell line enhanced,,CAPAN-2: 1.3
