,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
10,ARHGAP9,"10C, MGC1295",ENSG00000123329,Rho GTPase activating protein 9,12,57472255-57488814,Predicted intracellular proteins,Evidence at protein level,,,,,,"Renal cancer:7.90e-9 (unfavourable), Endometrial cancer:6.61e-5 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 78.0,lymph node: 68.3,Cell line enhanced,,HEL: 24.8;HMC-1: 103.7;THP-1: 23.7
11,ASTL,"ovastacin, SAS1B",ENSG00000188886,Astacin like metalloendopeptidase,2,96123850-96138436,"Enzymes, Predicted secreted proteins",Evidence at protein level,HPA015620,Uncertain,,,,,Mixed,Tissue enhanced,,bone marrow: 2.4,seminal vesicle: 1.4,Not detected,,
12,ATAD5,"C17orf41, ELG1, FLJ12735, FRAG1",ENSG00000176208,"ATPase family, AAA domain containing 5",17,30831970-30895869,Predicted secreted proteins,Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,bone marrow: 7.9,lymph node: 4.3,Mixed,,
13,ATP8B4,"ATPIM, KIAA1939",ENSG00000104043,ATPase phospholipid transporting 8B4 (putative),15,49858238-50182817,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA040254,Approved,,Approved,Nucleoplasm<br>Vesicles,,Mixed,Tissue enhanced,,bone marrow: 23.0,endometrium: 9.3,Cell line enhanced,,HMC-1: 32.2;THP-1: 16.5;U-937: 60.0
14,BCL2A1,"ACC-1, ACC-2, ACC1, ACC2, BCL2L5, BFL1, GRS, HBPA1",ENSG00000140379,BCL2 related protein A1,15,79960889-79971446,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,,,,,,Renal cancer:2.77e-5 (unfavourable),Expressed in all,Tissue enhanced,,appendix: 115.2;bone marrow: 277.0,lymph node: 62.1,Cell line enhanced,,HMC-1: 76.7;SK-MEL-30: 329.3;U-138 MG: 43.6
15,BIN2,BRAP-1,ENSG00000110934,Bridging integrator 2,12,51281038-51324668,Predicted intracellular proteins,Evidence at protein level,"HPA038666, HPA038667",Enhanced,,,,"Cervical cancer:1.33e-4 (favourable), Endometrial cancer:6.34e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 65.8,spleen: 53.1,Cell line enhanced,,HEL: 72.6;HMC-1: 116.1;NB-4: 87.3;THP-1: 78.0;U-937: 59.3
16,BST1,CD157,ENSG00000109743,Bone marrow stromal cell antigen 1,4,15702950-15738313,"CD markers, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA050121,Uncertain,,,,,Expressed in all,Tissue enhanced,,bone marrow: 105.5,duodenum: 54.8,Cell line enhanced,,THP-1: 60.3;TIME: 39.6;U-937: 45.8;WM-115: 51.6
17,C11orf21,,ENSG00000110665,Chromosome 11 open reading frame 21,11,2295645-2303049,Predicted intracellular proteins,Evidence at transcript level,HPA037607,Approved,,,,,Mixed,Tissue enhanced,,bone marrow: 32.4;spleen: 17.6,lymph node: 15.9,Cell line enhanced,,HEL: 45.5;HL-60: 15.4;NB-4: 11.2;U-937: 16.8
18,C16orf54,FLJ35681,ENSG00000185905,Chromosome 16 open reading frame 54,16,29742463-29746006,Predicted membrane proteins,Evidence at protein level,HPA060546,Uncertain,,,,,Expressed in all,Tissue enhanced,,bone marrow: 26.0,lymph node: 23.9,Cell line enhanced,,HEL: 16.6;HL-60: 15.0;HMC-1: 10.2;MOLT-4: 12.4;THP-1: 14.7
19,C19orf38,HIDE1,ENSG00000214212,Chromosome 19 open reading frame 38,19,10836575-10869790,Predicted membrane proteins,Evidence at protein level,"HPA012150, HPA055027",,,Uncertain,Golgi apparatus<br>Plasma membrane<br>Cytosol,"Renal cancer:1.75e-7 (unfavourable), Cervical cancer:2.43e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 62.8,spleen: 17.4,Cell line enhanced,,U-937: 39.3
20,CARD9,,ENSG00000187796,Caspase recruitment domain family member 9,9,136361903-136373681,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA059502,Enhanced,,,,,Mixed,Tissue enhanced,,bone marrow: 7.1;spleen: 8.2,appendix: 5.7,Cell line enhanced,,HMC-1: 49.3;NB-4: 30.7;THP-1: 30.1
21,CBX4,"hPC2, NBP16, PC2",ENSG00000141582,Chromobox 4,17,79833156-79839429,Predicted intracellular proteins,Evidence at protein level,"HPA008228, HPA012021",Approved,,Enhanced,Nucleoplasm<br>Nuclear bodies,Renal cancer:8.72e-8 (unfavourable),Expressed in all,Tissue enhanced,,bone marrow: 85.1,cerebral cortex: 25.6,Expressed in all,,
22,CCL3,"G0S19-1, LD78ALPHA, MIP-1-alpha, SCYA3",ENSG00000277632,C-C motif chemokine ligand 3,17,36088256-36090169,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,,,,,,,Expressed in all,Tissue enhanced,,bone marrow: 50.2,adipose tissue: 12.5,Group enriched,14.0,Karpas-707: 110.0;U-266/70: 198.4;U-266/84: 494.6
23,CCL4L2,,ENSG00000276070,C-C motif chemokine ligand 4 like 2,17,36210924-36212878,Predicted secreted proteins,Evidence at protein level,,,,,,,Expressed in all,Tissue enhanced,,bone marrow: 19.4,gallbladder: 10.9,Cell line enhanced,,Daudi: 2.9;HMC-1: 5.0;U-266/70: 6.7
24,CD300E,"CD300LE, CLM2, IREM2",ENSG00000186407,CD300e molecule,17,74609887-74623738,"CD markers, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA015570,Uncertain,,,,,Mixed,Tissue enhanced,,appendix: 52.8;bone marrow: 29.0,adipose tissue: 18.0,Not detected,,
25,CD69,CLEC2C,ENSG00000110848,CD69 molecule,12,9752486-9760901,"CD markers, Predicted membrane proteins",Evidence at protein level,"CAB002503, HPA050525",Enhanced,,,,"Breast cancer:3.31e-5 (favourable), Renal cancer:7.87e-5 (unfavourable)",Mixed,Tissue enhanced,,bone marrow: 105.9;lymph node: 109.1,appendix: 64.1,Cell line enhanced,,HL-60: 23.7;K-562: 52.0;U-937: 76.0
26,CD83,"BL11, HB15",ENSG00000112149,CD83 molecule,6,14117256-14136918,"CD markers, Predicted membrane proteins",Evidence at protein level,"CAB002509, HPA041454",Enhanced,,Approved,Vesicles,Renal cancer:3.49e-4 (favourable),Expressed in all,Tissue enhanced,,bone marrow: 130.9,tonsil: 64.1,Cell line enhanced,,Daudi: 54.6;HDLM-2: 64.1;U-698: 80.4
27,CDA,CDD,ENSG00000158825,Cytidine deaminase,1,20588948-20618908,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA064202,Enhanced,,Approved,Nucleoplasm,"Pancreatic cancer:8.56e-5 (unfavourable), Cervical cancer:5.05e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 104.6;esophagus: 56.7,liver: 33.3,Cell line enhanced,,A-431: 142.3;CAPAN-2: 92.8;HeLa: 100.6;SiHa: 200.2
28,CDCA4,"FLJ20764, Hepp",ENSG00000170779,Cell division cycle associated 4,14,105009573-105021148,Predicted intracellular proteins,Evidence at protein level,"HPA059416, HPA064971",Approved,,Supported,Nucleoplasm<br>Cytosol,"Renal cancer:1.47e-6 (unfavourable), Liver cancer:4.19e-4 (unfavourable), Pancreatic cancer:6.67e-4 (unfavourable), Lung cancer:7.94e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 32.9,testis: 13.8,Expressed in all,,
29,CDCA5,,ENSG00000146670,Cell division cycle associated 5,11,65066300-65084164,Predicted intracellular proteins,Evidence at protein level,HPA023691,Approved,,Supported,Nucleoplasm,"Renal cancer:0.00e+0 (unfavourable), Liver cancer:8.21e-6 (unfavourable), Pancreatic cancer:8.72e-6 (unfavourable), Endometrial cancer:2.67e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 31.0;testis: 46.5,lymph node: 18.9,Mixed,,
30,CDKN2D,"INK4D, p19",ENSG00000129355,Cyclin dependent kinase inhibitor 2D,19,10566462-10569059,Predicted intracellular proteins,Evidence at protein level,"CAB011201, HPA043546",Enhanced,,Supported,Nucleoplasm<br>Cytosol,"Cervical cancer:1.02e-4 (favourable), Liver cancer:4.82e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 181.1,cerebral cortex: 61.3,Expressed in all,,
31,CDT1,"DUP, RIS2",ENSG00000167513,Chromatin licensing and DNA replication factor 1,16,88803213-88809258,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA017224,Approved,,Supported,Nucleus<br>Nuclear bodies,"Liver cancer:2.12e-6 (unfavourable), Renal cancer:2.69e-6 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 20.4,lymph node: 4.7,Mixed,,
32,CEACAM21,"FLJ13540, R29124_1",ENSG00000007129,Carcinoembryonic antigen related cell adhesion molecule 21,19,41549518-41586844,Predicted membrane proteins,Evidence at transcript level,HPA043411,Uncertain,,,,Endometrial cancer:1.89e-5 (favourable),Mixed,Tissue enhanced,,bone marrow: 11.0,spleen: 6.5,Cell line enhanced,,HMC-1: 6.0;Karpas-707: 3.9;U-266/70: 4.6;U-937: 3.7
33,CENPF,hcp-1,ENSG00000117724,Centromere protein F,1,214603195-214664588,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA052382, HPA064308, CAB070134",Enhanced,,Supported,Nucleoplasm,"Renal cancer:0.00e+0 (unfavourable), Liver cancer:2.29e-5 (unfavourable), Pancreatic cancer:1.39e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 17.7;testis: 18.8,lymph node: 10.1,Mixed,,
34,CENPU,"CENP-50, CENP-U, KLIP1, MLF1IP, PBIP1",ENSG00000151725,Centromere protein U,4,184694618-184734133,Predicted intracellular proteins,Evidence at protein level,HPA022048,Approved,,Supported,Nucleus<br>Microtubule organizing center,"Renal cancer:1.11e-9 (unfavourable), Pancreatic cancer:2.09e-4 (unfavourable), Lung cancer:7.51e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 45.6;testis: 67.6,lymph node: 25.3,Mixed,,
35,CFP,PFC,ENSG00000126759,Complement factor properdin,X,47623172-47630305,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,bone marrow: 58.1;spleen: 76.6,appendix: 29.9,Cell line enhanced,,EFO-21: 21.2;HEL: 4.6;HMC-1: 4.9;NB-4: 7.2;U-937: 6.1
36,CKAP2L,"FLJ40629, radmis",ENSG00000169607,Cytoskeleton associated protein 2 like,2,112736607-112764677,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA039407, HPA040057, HPA070737",Uncertain,,Enhanced,Mitotic spindle<br>Cytosol,Lung cancer:7.63e-4 (unfavourable),Mixed,Tissue enhanced,,bone marrow: 8.7;testis: 9.6,lymph node: 6.3,Mixed,,
37,CLEC11A,"CLECSF3, LSLCL, P47, SCGF",ENSG00000105472,C-type lectin domain family 11 member A,19,50723329-50725718,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA042690,Approved,,Approved,Centrosome,"Renal cancer:1.02e-5 (unfavourable), Endometrial cancer:6.91e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 81.5,"cervix, uterine: 18.6",Cell line enhanced,,HEL: 313.4;HMC-1: 544.7;NB-4: 546.3;THP-1: 465.7;U-937: 280.7
38,CLEC12A,"CD371, CLL-1, DCAL-2, MICL",ENSG00000172322,C-type lectin domain family 12 member A,12,9951316-9995694,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA048515,Enhanced,,,,Urothelial cancer:9.33e-4 (favourable),Mixed,Tissue enhanced,,bone marrow: 51.3,spleen: 26.6,Group enriched,7.0,HL-60: 17.3;U-937: 52.2
39,CLEC4E,"CLECSF9, mincle",ENSG00000166523,C-type lectin domain family 4 member E,12,8533305-8540963,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA004935,Uncertain,,Uncertain,Cytosol,,Mixed,Tissue enhanced,,appendix: 53.9;bone marrow: 49.6;spleen: 44.0,gallbladder: 18.9,Cell line enhanced,,NB-4: 2.8;RPTEC TERT1: 9.2
40,CLEC5A,"CLECSF5, MDL-1",ENSG00000258227,C-type lectin domain family 5 member A,7,141927357-141947007,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA054137,,,Supported,Plasma membrane<br>Cytosol,Ovarian cancer:2.21e-4 (unfavourable),Mixed,Tissue enhanced,,appendix: 10.6;bone marrow: 27.4,lung: 4.9,Group enriched,29.0,HL-60: 33.0;U-937: 123.1
41,CNGB3,"ACHM1, ACHM3, RMCH",ENSG00000170289,Cyclic nucleotide gated channel beta 3,8,86553977-86743675,"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,HPA057244,Enhanced,,,,,Not detected,Tissue enhanced,,bone marrow: 2.7;testis: 3.9,fallopian tube: 2.1,Cell line enriched,19.0,SCLC-21H: 23.7
42,CSF3R,"CD114, GCSFR",ENSG00000119535,Colony stimulating factor 3 receptor,1,36466043-36483278,"Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB017116, HPA048086",Enhanced,,,,"Testis cancer:3.79e-4 (unfavourable), Renal cancer:5.72e-4 (unfavourable)",Mixed,Tissue enhanced,,appendix: 211.2;bone marrow: 243.4;placenta: 147.9,spleen: 96.5,Cell line enhanced,,BEWO: 68.2;NB-4: 12.7;THP-1: 32.4;U-937: 36.3
43,CTD-3214H19.16,,ENSG00000269711,,19,7678501-7682854,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,bone marrow: 14.1;lung: 11.8,duodenum: 7.7,Cell line enhanced,,EFO-21: 12.1;HMC-1: 18.1;NB-4: 7.8;THP-1: 22.2;U-937: 19.1
44,CTSW,,ENSG00000172543,Cathepsin W,11,65879809-65883741,"Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,CAB016345,Enhanced,,,,"Endometrial cancer:8.36e-6 (favourable), Renal cancer:8.84e-6 (unfavourable), Breast cancer:3.06e-4 (favourable), Head and neck cancer:9.89e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 70.6;spleen: 60.4,lung: 36.5,Group enriched,20.0,HEL: 149.5;NB-4: 242.5
45,CXCR4,"CD184, D2S201E, fusin, HM89, HSY3RR, LESTR, NPY3R, NPYR, NPYY3R",ENSG00000121966,C-X-C motif chemokine receptor 4,2,136114349-136118165,"Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,"Renal cancer:1.41e-7 (unfavourable), Ovarian cancer:2.05e-4 (favourable), Stomach cancer:5.67e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 771.6,tonsil: 495.9,Cell line enhanced,,Daudi: 410.1;MOLT-4: 425.1;REH: 252.8;U-266/70: 489.0;U-698: 459.8
46,CYP4F3,"CYP4F, LTB4H",ENSG00000186529,Cytochrome P450 family 4 subfamily F member 3,19,15640897-15662825,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA058960,Approved,,,,,Tissue enhanced,Tissue enhanced,,bone marrow: 53.1;liver: 98.0,kidney: 29.4,Group enriched,7.0,A549: 6.6;CAPAN-2: 28.8;HaCaT: 13.3;Hep G2: 12.4
47,DOK3,FLJ22570,ENSG00000146094,Docking protein 3,5,177501907-177511274,Predicted intracellular proteins,Evidence at protein level,HPA077312,Enhanced,,,,Renal cancer:3.82e-11 (unfavourable),Expressed in all,Tissue enhanced,,bone marrow: 92.0,spleen: 63.6,Cell line enhanced,,Daudi: 120.7;HMC-1: 116.5;REH: 193.3;U-698: 118.3
48,DUSP2,PAC-1,ENSG00000158050,Dual specificity phosphatase 2,2,96143166-96145440,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA071920,,,Supported,Nucleus<br>Nuclear membrane,Renal cancer:4.97e-5 (unfavourable),Expressed in all,Tissue enhanced,,bone marrow: 78.9;seminal vesicle: 86.2,lymph node: 50.7,Cell line enhanced,,RT4: 27.2;SCLC-21H: 34.8;U-698: 28.6
49,E2F1,"RBBP3, RBP3",ENSG00000101412,E2F transcription factor 1,20,33675683-33686404,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB000329, HPA008003, CAB019308, HPA029735",Enhanced,,Enhanced,Nucleoplasm<br>Centrosome,"Cervical cancer:9.22e-6 (favourable), Liver cancer:3.83e-5 (unfavourable), Endometrial cancer:4.33e-5 (unfavourable), Renal cancer:8.99e-5 (unfavourable), Thyroid cancer:1.62e-4 (favourable), Pancreatic cancer:4.18e-4 (unfavourable)",Expressed in all,Tissue enhanced,,bone marrow: 22.9,testis: 12.7,Mixed,,
50,E2F2,E2F-2,ENSG00000007968,E2F transcription factor 2,1,23506430-23531220,"Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,CAB016313,Uncertain,,,,,Mixed,Tissue enhanced,,bone marrow: 15.3,lymph node: 3.8,Cell line enhanced,,Daudi: 33.3
51,FAM46A,"C6orf37, FLJ20037",ENSG00000112773,Family with sequence similarity 46 member A,6,81491439-81752774,Predicted intracellular proteins,Evidence at protein level,"HPA051067, HPA067140",Uncertain,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:3.07e-5 (unfavourable),Expressed in all,Tissue enhanced,,bone marrow: 143.7,gallbladder: 51.5,Cell line enhanced,,HL-60: 75.4;THP-1: 108.4
52,FERMT3,"KIND3, MGC10966, MIG-2, MIG2B, UNC112C, URP2",ENSG00000149781,Fermitin family member 3,11,64206678-64223886,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA065231,,,Approved,Vesicles,"Renal cancer:2.12e-5 (unfavourable), Endometrial cancer:9.89e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 114.2,lymph node: 101.2,Cell line enhanced,,HEL: 276.6;HMC-1: 277.8
53,FFAR1,"FFA1R, GPR40",ENSG00000126266,Free fatty acid receptor 1,19,35351552-35353862,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,,,,,,,Tissue enriched,Tissue enhanced,,bone marrow: 1.9,ovary: 1.2,Cell line enhanced,,U-698: 1.1
54,FFAR2,"FFA2R, GPR43",ENSG00000126262,Free fatty acid receptor 2,19,35443907-35451767,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,HPA023985,Approved,,,,,Tissue enhanced,Tissue enhanced,,appendix: 25.5;bone marrow: 13.3,spleen: 10.8,Cell line enhanced,,HMC-1: 3.5;U-937: 1.3
55,FGFBP2,KSP37,ENSG00000137441,Fibroblast growth factor binding protein 2,4,15960243-15969309,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA039180,Uncertain,,,,,Group enriched,Tissue enhanced,,bone marrow: 29.0,spleen: 18.0,Cell line enhanced,,SK-MEL-30: 4.8;T-47d: 2.8;WM-115: 1.2
56,FGR,"c-fgr, p55c-fgr, SRC2",ENSG00000000938,"FGR proto-oncogene, Src family tyrosine kinase",1,27612064-27635277,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA002024,Enhanced,,Approved,Plasma membrane<br>Aggresome,,Expressed in all,Tissue enhanced,,appendix: 85.6;bone marrow: 137.0;spleen: 90.6,lung: 56.3,Cell line enhanced,,Daudi: 61.4;HMC-1: 25.8;U-266/70: 116.7
57,FOLR3,FR-G,ENSG00000110203,Folate receptor 3,11,72114869-72139892,Predicted secreted proteins,Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,bone marrow: 56.7,appendix: 12.4,Group enriched,5.0,hTERT-HME1: 55.6;U-2197: 60.1
58,GCA,GCL,ENSG00000115271,Grancalcin,2,162318840-162371595,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA035033, HPA035034",Enhanced,,Supported,Plasma membrane<br>Cytosol,,Expressed in all,Tissue enhanced,,bone marrow: 214.5,appendix: 88.0,Mixed,,
59,GCH1,"DYT14, DYT5, DYT5a, GCH, GTPCH1",ENSG00000131979,GTP cyclohydrolase 1,14,54842008-54902852,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA028612,Approved,,Supported,Nucleoplasm<br>Nuclear membrane<br>Cytosol,"Pancreatic cancer:1.41e-4 (favourable), Urothelial cancer:6.67e-4 (favourable), Ovarian cancer:8.69e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 22.6,liver: 18.8,Cell line enhanced,,SH-SY5Y: 48.2
60,GFI1,"GFI-1, GFI1A, ZNF163",ENSG00000162676,Growth factor independent 1 transcriptional repressor,1,92474762-92486876,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,CAB011197,Uncertain,,,,Colorectal cancer:5.68e-5 (favourable),Mixed,Tissue enhanced,,bone marrow: 34.8,lymph node: 8.1,Cell line enhanced,,HL-60: 49.8;HMC-1: 42.0;THP-1: 86.5;U-937: 207.4
61,GNA15,GNA16,ENSG00000060558,G protein subunit alpha 15,19,3136193-3163769,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA043113,Approved,,,,"Renal cancer:4.26e-6 (unfavourable), Breast cancer:7.57e-5 (favourable), Endometrial cancer:2.01e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 48.7;esophagus: 61.3,skin: 25.9,Cell line enhanced,,HMC-1: 142.1;MOLT-4: 137.5;REH: 115.4
62,GNLY,"D2S69E, LAG-2, LAG2, NKG5, TLA519",ENSG00000115523,Granulysin,2,85685175-85698854,"Predicted intracellular proteins, Predicted secreted proteins, Transporters",Evidence at protein level,"CAB025186, HPA058021",Enhanced,,,,"Endometrial cancer:3.48e-5 (favourable), Melanoma:6.60e-5 (favourable), Renal cancer:1.50e-4 (unfavourable), Urothelial cancer:8.07e-4 (favourable)",Expressed in all,Tissue enhanced,,bone marrow: 152.4;endometrium: 113.5;spleen: 112.9,lung: 51.0,Not detected,,
63,GP9,"CD42a, GPIX",ENSG00000169704,Glycoprotein IX platelet,3,129060767-129062406,"CD markers, Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA063182,Enhanced,,,,,Not detected,Tissue enhanced,,bone marrow: 2.9;spleen: 2.7,testis: 1.2,Cell line enriched,19.0,HEL: 75.1
64,GPR141,PGR13,ENSG00000187037,G protein-coupled receptor 141,7,37683796-37833788,"G-protein coupled receptors, Predicted membrane proteins",Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,bone marrow: 18.5,appendix: 5.6,Cell line enhanced,,HEL: 11.8;HMC-1: 43.8;NTERA-2: 27.0;U-937: 17.1
