,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
14,B3GNT8,"B3GALT7, beta3Gn-T8, BGALT15",ENSG00000177191,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",19,41425359-41428730,Predicted secreted proteins,Evidence at protein level,HPA043669,Enhanced,,,,"Pancreatic cancer:9.31e-6 (favourable), Endometrial cancer:4.11e-4 (unfavourable)",Mixed,Tissue enhanced,,duodenum: 15.5;small intestine: 16.8,esophagus: 10.7,Cell line enhanced,,HMC-1: 5.7;HUVEC TERT2: 2.9;U-937: 4.3
15,BAIAP2L2,"FLJ22582, pinkbar",ENSG00000128298,BAI1 associated protein 2 like 2,22,38084889-38110670,Predicted intracellular proteins,Evidence at protein level,HPA003043,Approved,,,,,Expressed in all,Tissue enhanced,,duodenum: 107.2;small intestine: 97.5,gallbladder: 27.4,Cell line enhanced,,RPTEC TERT1: 22.3;SK-MEL-30: 29.5;WM-115: 29.0
16,BCL2L15,"Bfk, C1orf178, FLJ22588",ENSG00000188761,BCL2 like 15,1,113878168-113887547,Predicted intracellular proteins,Evidence at protein level,"HPA029732, HPA029733",Enhanced,,,,Endometrial cancer:5.63e-4 (favourable),Tissue enhanced,Tissue enhanced,,colon: 47.4;duodenum: 66.5;rectum: 52.2;small intestine: 64.3,stomach: 24.0,Cell line enhanced,,CAPAN-2: 22.4;EFO-21: 8.1;RPTEC TERT1: 5.6
17,BCO1,"BCDO, BCDO1, BCMO, BCMO1, FLJ10730",ENSG00000135697,Beta-carotene oxygenase 1,16,81238448-81291142,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA043811,,,Uncertain,Actin filaments<br>Microtubule organizing center,,Mixed,Tissue enhanced,,duodenum: 8.7;small intestine: 14.8,kidney: 3.3,Cell line enhanced,,A549: 9.9;EFO-21: 7.6;HAP1: 3.2;NTERA-2: 4.4;RPTEC TERT1: 6.2
18,C1QTNF12,"ADIPOLIN, C1QDC2, CTRP12, FAM132A, MGC105127",ENSG00000184163,C1q and tumor necrosis factor related protein 12,1,1242446-1246722,Predicted secreted proteins,Evidence at protein level,HPA024107,Approved,,Approved,Vesicles,,Mixed,Tissue enhanced,,duodenum: 6.9;small intestine: 7.3,colon: 2.1,Group enriched,5.0,EFO-21: 3.9;U-2 OS: 4.3
19,C6orf222,DKFZp779B1540,ENSG00000189325,Chromosome 6 open reading frame 222,6,36315757-36336885,Predicted intracellular proteins,Evidence at protein level,"HPA038407, HPA058189",Uncertain,,,,,Group enriched,Tissue enhanced,,duodenum: 24.7;small intestine: 26.4,rectum: 6.2,Not detected,,
20,C8orf86,FLJ43582,ENSG00000196166,Chromosome 8 open reading frame 86,8,38510834-38528662,Predicted intracellular proteins,Evidence at transcript level,HPA025066,Uncertain,,,,,Not detected,Tissue enhanced,,duodenum: 1.0,small intestine: 0.5,Not detected,,
21,CALML4,"MGC4809, NY-BR-20",ENSG00000129007,Calmodulin like 4,15,68190705-68206110,"Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA051109,Enhanced,,Approved,Nucleoplasm<br>Golgi apparatus<br>Cytosol,,Mixed,Tissue enhanced,,duodenum: 79.8;small intestine: 74.4,colon: 58.5,Mixed,,
22,CBLC,"CBL-3, CBL-SL, RNF57",ENSG00000142273,Cbl proto-oncogene C,19,44777869-44800634,"Cancer-related genes, Enzymes, Predicted intracellular proteins",Evidence at protein level,"CAB008087, HPA035266",Approved,,Approved,Nucleoplasm,Renal cancer:3.11e-6 (favourable),Mixed,Tissue enhanced,,duodenum: 52.5;skin: 41.9;small intestine: 44.0,colon: 21.4,Cell line enhanced,,A-431: 38.2;BEWO: 28.0;CACO-2: 23.9;CAPAN-2: 51.1;HaCaT: 37.6;HBEC3-KT: 25.9;RT4: 29.6;SK-BR-3: 24.0
23,CCL15,"HCC-2, HMRP-2B, Lkn-1, MIP-1d, MIP-5, NCC-3, SCYA15, SCYL3",ENSG00000275718,C-C motif chemokine ligand 15,17,35996440-36002038,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA058608,,,Approved,Golgi apparatus<br>Vesicles,Urothelial cancer:3.02e-4 (favourable),Tissue enhanced,Tissue enhanced,,duodenum: 21.5;rectum: 30.6;small intestine: 26.6,colon: 18.9,Cell line enriched,12.0,Hep G2: 22.7
24,CES3,"ES31, FLJ21736",ENSG00000172828,Carboxylesterase 3,16,66961237-66975148,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA041008, HPA041307",Approved,,Approved,Nuclear membrane<br>Endoplasmic reticulum,Liver cancer:7.26e-5 (favourable),Mixed,Tissue enhanced,,colon: 37.2;duodenum: 30.5;rectum: 34.1,small intestine: 26.6,Cell line enhanced,,AN3-CA: 7.1
25,CHN2,"ARHGAP3, RhoGAP3",ENSG00000106069,Chimerin 2,7,29122274-29514328,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA018989,Approved,,Approved,Nucleus,,Mixed,Tissue enhanced,,duodenum: 74.8;small intestine: 68.4,cerebral cortex: 31.7,Cell line enhanced,,HEL: 34.5;HMC-1: 60.7
26,CHST6,MCDC1,ENSG00000183196,Carbohydrate sulfotransferase 6,16,75472052-75495384,"Disease related genes, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,"cervix, uterine: 16.3;duodenum: 10.6;small intestine: 10.9",cerebral cortex: 7.9,Cell line enhanced,,AN3-CA: 10.8;CAPAN-2: 11.4;NTERA-2: 6.2;U-2 OS: 8.0;WM-115: 6.7
27,CYP2C19,"CPCJ, CYP2C, P450IIC19",ENSG00000165841,Cytochrome P450 family 2 subfamily C member 19,10,94762624-94853260,"Cancer-related genes, Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA015066,Supported,,,,,Not detected,Tissue enhanced,,duodenum: 48.3;liver: 125.6,small intestine: 20.7,Not detected,,
28,CYP2S1,,ENSG00000167600,Cytochrome P450 family 2 subfamily S member 1,19,41193049-41207539,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA049227, HPA069248",Approved,,Approved,Endoplasmic reticulum,Renal cancer:1.60e-6 (unfavourable),Expressed in all,Tissue enhanced,,duodenum: 96.7;small intestine: 68.6;stomach: 111.7,colon: 25.9,Cell line enhanced,,A549: 83.4;CACO-2: 39.6;HaCaT: 43.5;NTERA-2: 68.5
29,CYP2W1,"FLJ20359, MGC34287",ENSG00000073067,Cytochrome P450 family 2 subfamily W member 1,7,983199-989640,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA012753,Uncertain,,,,Urothelial cancer:5.85e-4 (unfavourable),Group enriched,Tissue enhanced,,adrenal gland: 5.5;duodenum: 6.2;skin: 9.7,placenta: 1.4,Group enriched,7.0,CACO-2: 11.2;Hep G2: 33.8
30,CYP3A5,"CP35, P450PCN3, PCN3",ENSG00000106258,Cytochrome P450 family 3 subfamily A member 5,7,99648194-99679998,"Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA072245,,,Uncertain,Cytosol,Liver cancer:3.72e-5 (favourable),Tissue enhanced,Tissue enhanced,,duodenum: 114.8;liver: 93.2;small intestine: 187.6,stomach: 77.7,Cell line enhanced,,A549: 2.5;CACO-2: 7.9;CAPAN-2: 5.7;Hep G2: 5.0
31,CYP4F12,,ENSG00000186204,Cytochrome P450 family 4 subfamily F member 12,19,15672757-15697174,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA058960,Approved,,,,"Cervical cancer:1.21e-4 (favourable), Urothelial cancer:2.33e-4 (favourable)",Group enriched,Tissue enhanced,,duodenum: 36.2;small intestine: 42.3,skin: 22.3,Cell line enhanced,,CAPAN-2: 14.8;HaCaT: 26.3;Karpas-707: 14.2;SiHa: 6.0
32,DAB1,,ENSG00000173406,"DAB1, reelin adaptor protein",1,56994778-58546734,Predicted intracellular proteins,Evidence at protein level,"CAB032329, HPA052033, HPA067495",Enhanced,,Supported,Vesicles,,Mixed,Tissue enhanced,,duodenum: 15.9;seminal vesicle: 13.8;small intestine: 24.8,prostate: 6.4,Cell line enhanced,,fHDF/TERT166: 41.8;HeLa: 12.9;NTERA-2: 23.4;RT4: 25.5;WM-115: 26.3
33,DDC,AADC,ENSG00000132437,Dopa decarboxylase,7,50458436-50565457,"Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins",Evidence at protein level,HPA017742,Enhanced,,Approved,Actin filaments,,Mixed,Tissue enhanced,,duodenum: 155.2;kidney: 320.9;small intestine: 180.5,adrenal gland: 63.8,Group enriched,9.0,CACO-2: 44.3;Hep G2: 32.3;SCLC-21H: 154.0;SH-SY5Y: 144.1
34,DGAT1,"ARGP1, DGAT",ENSG00000185000,Diacylglycerol O-acyltransferase 1,8,144314584-144326910,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,CAB032853,Enhanced,,Approved,Nucleoli<br>Endoplasmic reticulum,,Expressed in all,Tissue enhanced,,duodenum: 71.3;small intestine: 75.1,adipose tissue: 20.0,Cell line enhanced,,PC-3: 35.6
35,DKK4,,ENSG00000104371,Dickkopf WNT signaling pathway inhibitor 4,8,42374068-42377232,Predicted secreted proteins,Evidence at protein level,HPA052916,Approved,,,,,Tissue enriched,Tissue enhanced,,duodenum: 2.4;esophagus: 5.4;testis: 2.7,urinary bladder: 1.4,Cell line enriched,9.0,Hep G2: 1.4
36,DMBT1,"GP340, muclin, SALSA",ENSG00000187908,Deleted in malignant brain tumors 1,10,122560665-122643736,"Disease related genes, Predicted secreted proteins",Evidence at protein level,HPA040778,Enhanced,,Approved,Microtubule organizing center,Endometrial cancer:1.43e-4 (favourable),Group enriched,Tissue enhanced,,duodenum: 816.7;small intestine: 277.6,salivary gland: 136.1,Cell line enhanced,,hTERT-HME1: 3.5;LHCN-M2: 7.8;RH-30: 20.9
37,DQX1,FLJ23757,ENSG00000144045,DEAQ-box RNA dependent ATPase 1,2,74518131-74526336,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA039158,Enhanced,,Approved,Plasma membrane<br>Cytosol,,Mixed,Tissue enhanced,,duodenum: 14.4;small intestine: 13.5,colon: 5.5,Cell line enhanced,,HBEC3-KT: 4.2;Hep G2: 11.5;hTCEpi: 4.3
38,ENTPD8,"NTPDase-8, UNQ2492",ENSG00000188833,Ectonucleoside triphosphate diphosphohydrolase 8,9,137434364-137441816,"Enzymes, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA021509,Enhanced,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,Stomach cancer:7.17e-4 (favourable),Mixed,Tissue enhanced,,colon: 21.7;duodenum: 28.7;small intestine: 31.6,rectum: 12.5,Cell line enhanced,,CAPAN-2: 4.8;RPMI-8226: 3.7;T-47d: 2.7
39,ESCO2,"EFO2, RBS",ENSG00000171320,Establishment of sister chromatid cohesion N-acetyltransferase 2,8,27771949-27812640,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA027243, HPA053679",,,Supported,Nucleus<br>Golgi apparatus,Colorectal cancer:1.04e-4 (favourable),Mixed,Tissue enhanced,,duodenum: 11.2,testis: 10.4,Mixed,,
40,EXOC3L4,C14orf73,ENSG00000205436,Exocyst complex component 3 like 4,14,103100144-103110559,Predicted intracellular proteins,Evidence at protein level,HPA043661,Approved,,,,Colorectal cancer:1.43e-5 (unfavourable),Tissue enhanced,Tissue enhanced,,duodenum: 19.2,small intestine: 10.7,Cell line enhanced,,HDLM-2: 3.5;HEL: 3.4;Hep G2: 1.8;RPMI-8226: 1.8
41,FAM3B,"2-21, C21orf11, C21orf76, D21M16SJHU19e, ORF9, PANDER, PRED44",ENSG00000183844,Family with sequence similarity 3 member B,21,41304212-41357431,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA015885, HPA029777",Approved,,Approved,Vesicles,,Tissue enhanced,Tissue enhanced,,duodenum: 162.1;small intestine: 166.8,stomach: 124.0,Cell line enhanced,,CACO-2: 16.2;CAPAN-2: 10.8;Hep G2: 22.1;RPMI-8226: 62.5
42,FAM83E,FLJ20200,ENSG00000105523,Family with sequence similarity 83 member E,19,48600810-48614854,Predicted intracellular proteins,Evidence at protein level,HPA049305,Uncertain,,,,,Mixed,Tissue enhanced,,duodenum: 30.8;small intestine: 35.3;stomach: 40.7,colon: 22.5,Cell line enhanced,,CAPAN-2: 2.9
43,FEV,Pet-1,ENSG00000163497,"FEV, ETS transcription factor",2,218981087-218985657,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA067679,,Supported,Supported,Nuclear speckles,Pancreatic cancer:4.85e-4 (favourable),Group enriched,Tissue enhanced,,adrenal gland: 2.1;duodenum: 2.9;prostate: 1.9;stomach: 2.4,small intestine: 1.6,Group enriched,6.0,HMC-1: 22.4;SH-SY5Y: 34.6
44,FLJ22763,,ENSG00000241224,Uncharacterized LOC401081,3,109118252-109150514,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 97.6;small intestine: 94.5,kidney: 19.5,Cell line enhanced,,CACO-2: 1.0
45,FUT2,"SE, Se2, SEC2, sej",ENSG00000176920,Fucosyltransferase 2,19,48695971-48705950,"Blood group antigen proteins, Enzymes, Predicted membrane proteins",Evidence at protein level,HPA014402,Uncertain,,Uncertain,Plasma membrane<br>Cytosol,Head and neck cancer:5.83e-4 (favourable),Mixed,Tissue enhanced,,duodenum: 51.4,stomach: 32.2,Cell line enriched,6.0,CAPAN-2: 68.6
46,GAGE12B,,ENSG00000236737,G antigen 12B,X,49529869-49529985,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,duodenum: 1.2,spleen: 0.4,Group enriched,20.0,PC-3: 2.6;U-2197: 1.4
47,GAL3ST1,CST,ENSG00000128242,Galactose-3-O-sulfotransferase 1,22,30554635-30574587,"Enzymes, Predicted secreted proteins",Evidence at protein level,HPA001220,Approved,,Approved,Vesicles,Renal cancer:1.79e-4 (unfavourable),Tissue enriched,Tissue enhanced,,cerebral cortex: 18.0;duodenum: 23.2;small intestine: 27.0,kidney: 10.1,Cell line enhanced,,A549: 25.1;EFO-21: 13.7
48,GATA4,,ENSG00000136574,GATA binding protein 4,8,11676959-11760002,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB013125, HPA073899",Uncertain,,Supported,Nuclear bodies,,Tissue enhanced,Tissue enhanced,,duodenum: 72.5;heart muscle: 59.0;ovary: 111.8,testis: 51.5,Cell line enhanced,,HEK93: 11.9;Hep G2: 21.2;HHSteC: 31.6;SH-SY5Y: 45.2
49,GATA5,"bB379O24.1, GATAS",ENSG00000130700,GATA binding protein 5,20,62463497-62475970,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA067583,,,Approved,Nucleoplasm<br>Cytosol,,Tissue enhanced,Tissue enhanced,,duodenum: 11.4;small intestine: 11.0;testis: 8.7,stomach: 7.5,Cell line enhanced,,HEL: 2.6;K-562: 4.2;SiHa: 2.1;T-47d: 4.4
50,GDA,,ENSG00000119125,Guanine deaminase,9,72114595-72257193,"Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA019352, HPA024099, HPA030387",Enhanced,,Approved,Nucleus,Renal cancer:2.66e-5 (favourable),Mixed,Tissue enhanced,,cerebral cortex: 102.2;duodenum: 95.2;small intestine: 104.1,kidney: 43.6,Cell line enhanced,,A-431: 31.0;EFO-21: 125.3;HeLa: 32.0;hTCEpi: 45.2
51,GHRH,GHRF,ENSG00000118702,Growth hormone releasing hormone,20,37251082-37261835,Predicted secreted proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enhanced,,adrenal gland: 1.4;duodenum: 3.4,small intestine: 1.2,Cell line enhanced,,NTERA-2: 2.0;U-266/84: 5.4
52,GIMD1,,ENSG00000250298,GIMAP family P-loop NTPase domain containing 1,4,106357485-106368825,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,duodenum: 28.6;small intestine: 18.0,gallbladder: 4.9,Not detected,,
53,GLOD5,,ENSG00000171433,Glyoxalase domain containing 5,X,48761750-48773648,Predicted intracellular proteins,Evidence at protein level,HPA010667,Uncertain,,Uncertain,Mitochondria,,Mixed,Tissue enhanced,,duodenum: 10.8;kidney: 11.0;small intestine: 10.7,epididymis: 6.8,Cell line enhanced,,MCF7: 1.6
54,GLTPD2,,ENSG00000182327,Glycolipid transfer protein domain containing 2,17,4788959-4790390,Predicted secreted proteins,Evidence at protein level,"HPA058295, HPA065267",Uncertain,,Approved,Vesicles,,Tissue enriched,Tissue enhanced,,duodenum: 11.0;kidney: 12.8;liver: 13.8,small intestine: 7.2,Cell line enhanced,,CACO-2: 8.6;Hep G2: 9.4
55,GLYCTK,"HBEBP2, HBEBP4",ENSG00000168237,Glycerate kinase,3,52287089-52293476,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA006913,Approved,,Approved,Golgi apparatus<br>Cytosol<br>Rods & Rings,Head and neck cancer:1.64e-4 (favourable),Tissue enriched,Tissue enhanced,,duodenum: 38.3;liver: 60.6,small intestine: 31.8,Expressed in all,,
56,GNAT3,"GDCA, gustducin",ENSG00000214415,G protein subunit alpha transducin 3,7,80458671-80512020,Predicted intracellular proteins,Evidence at protein level,,,,,,,Group enriched,Tissue enhanced,,duodenum: 1.9;small intestine: 1.4,testis: 0.5,Cell line enriched,8.0,SCLC-21H: 3.9
57,GNG13,"G(gamma)13, h2-35",ENSG00000127588,G protein subunit gamma 13,16,798041-800733,"Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA046272,Approved,,,,,Mixed,Tissue enhanced,,cerebral cortex: 2.5;duodenum: 1.4;small intestine: 1.4,colon: 0.7,Cell line enhanced,,CACO-2: 8.6;HEK93: 8.3;MCF7: 10.0
58,GOLT1A,"CGI-141, FLJ42654, GOT1, MGC62027, YMR292W",ENSG00000174567,Golgi transport 1A,1,204198160-204214092,Predicted membrane proteins,Evidence at protein level,,,,,,"Renal cancer:6.35e-5 (unfavourable), Urothelial cancer:1.51e-4 (favourable), Glioma:5.49e-4 (unfavourable)",Tissue enriched,Tissue enhanced,,duodenum: 40.3;liver: 79.1;small intestine: 42.3,parathyroid gland: 28.1,Cell line enhanced,,CACO-2: 12.3;CAPAN-2: 14.9;Hep G2: 14.6;MCF7: 27.7;RT4: 18.6;SK-BR-3: 17.2
59,GPR35,,ENSG00000178623,G protein-coupled receptor 35,2,240605431-240631259,"G-protein coupled receptors, Predicted membrane proteins, Transporters",Evidence at transcript level,,,,,,"Renal cancer:2.59e-5 (unfavourable), Lung cancer:5.86e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,duodenum: 41.4;small intestine: 42.3,colon: 18.4,Cell line enhanced,,CACO-2: 17.1;CAPAN-2: 45.0;HDLM-2: 16.3;Hep G2: 22.7;HMC-1: 27.8
60,GSDMB,"GSDML, PRO2521",ENSG00000073605,Gasdermin B,17,39904595-39919854,"Predicted intracellular proteins, Transporters",Evidence at protein level,"CAB013681, HPA023925, HPA052407",Enhanced,,,,"Renal cancer:5.13e-11 (unfavourable), Urothelial cancer:5.91e-9 (favourable), Cervical cancer:3.41e-5 (favourable)",Expressed in all,Tissue enhanced,,duodenum: 67.0;small intestine: 85.1,rectum: 62.6,Cell line enriched,7.0,SK-BR-3: 342.4
61,HIST1H2BH,"H2B/j, H2BFJ",ENSG00000275713,Histone cluster 1 H2B family member h,6,26251651-26253710,Predicted intracellular proteins,Evidence at protein level,"HPA042205, HPA043013, HPA048671",Supported,,Approved,Nucleoplasm<br>Cytosol,Head and neck cancer:7.52e-4 (unfavourable),Mixed,Tissue enhanced,,duodenum: 3.0,small intestine: 1.2,Cell line enhanced,,U-266/70: 12.9
62,HKDC1,"FLJ22761, FLJ37767",ENSG00000156510,Hexokinase domain containing 1,10,69220303-69267559,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA011956, HPA064198, HPA064230",Approved,,Enhanced,Mitochondria,,Mixed,Tissue enhanced,,duodenum: 53.1;small intestine: 52.3,thyroid gland: 15.2,Group enriched,6.0,A549: 35.7;CACO-2: 46.7;CAPAN-2: 96.8;EFO-21: 31.5;Hep G2: 22.5;RPTEC TERT1: 61.4
63,HNF1A,"HNF1, LFB1, MODY3, TCF1",ENSG00000135100,HNF1 homeobox A,12,120978543-121002512,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,"CAB010430, HPA035231",Enhanced,,Supported,Nucleoplasm,,Mixed,Tissue enhanced,,duodenum: 15.5;kidney: 10.6;small intestine: 15.7,liver: 6.3,Group enriched,7.0,A549: 8.0;CACO-2: 24.3;Hep G2: 22.1
