,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
18,B3GNT8,"B3GALT7, beta3Gn-T8, BGALT15",ENSG00000177191,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",19,41425359-41428730,Predicted secreted proteins,Evidence at protein level,HPA043669,Enhanced,,,,"Pancreatic cancer:9.31e-6 (favourable), Endometrial cancer:4.11e-4 (unfavourable)",Mixed,Tissue enhanced,,duodenum: 15.5;small intestine: 16.8,esophagus: 10.7,Cell line enhanced,,HMC-1: 5.7;HUVEC TERT2: 2.9;U-937: 4.3
19,BAIAP2L2,"FLJ22582, pinkbar",ENSG00000128298,BAI1 associated protein 2 like 2,22,38084889-38110670,Predicted intracellular proteins,Evidence at protein level,HPA003043,Approved,,,,,Expressed in all,Tissue enhanced,,duodenum: 107.2;small intestine: 97.5,gallbladder: 27.4,Cell line enhanced,,RPTEC TERT1: 22.3;SK-MEL-30: 29.5;WM-115: 29.0
20,BCL2L15,"Bfk, C1orf178, FLJ22588",ENSG00000188761,BCL2 like 15,1,113878168-113887547,Predicted intracellular proteins,Evidence at protein level,"HPA029732, HPA029733",Enhanced,,,,Endometrial cancer:5.63e-4 (favourable),Tissue enhanced,Tissue enhanced,,colon: 47.4;duodenum: 66.5;rectum: 52.2;small intestine: 64.3,stomach: 24.0,Cell line enhanced,,CAPAN-2: 22.4;EFO-21: 8.1;RPTEC TERT1: 5.6
21,BCO1,"BCDO, BCDO1, BCMO, BCMO1, FLJ10730",ENSG00000135697,Beta-carotene oxygenase 1,16,81238448-81291142,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA043811,,,Uncertain,Actin filaments<br>Microtubule organizing center,,Mixed,Tissue enhanced,,duodenum: 8.7;small intestine: 14.8,kidney: 3.3,Cell line enhanced,,A549: 9.9;EFO-21: 7.6;HAP1: 3.2;NTERA-2: 4.4;RPTEC TERT1: 6.2
22,BRINP3,"DBCCR1L, DBCCR1L1, FAM5C",ENSG00000162670,BMP/retinoic acid inducible neural specific 3,1,190097662-190478404,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA054693,Uncertain,,,,,Group enriched,Tissue enhanced,,cerebral cortex: 44.5;small intestine: 19.6,prostate: 10.9,Cell line enriched,6.0,SCLC-21H: 17.0
23,C1orf106,FLJ10901,ENSG00000163362,Chromosome 1 open reading frame 106,1,200891048-200915735,Predicted intracellular proteins,Evidence at transcript level,"HPA027499, HPA027511",Uncertain,,,,Endometrial cancer:1.78e-5 (unfavourable),Expressed in all,Tissue enhanced,,small intestine: 69.7,duodenum: 54.3,Cell line enhanced,,BEWO: 60.4;HaCaT: 66.8
24,C1QTNF12,"ADIPOLIN, C1QDC2, CTRP12, FAM132A, MGC105127",ENSG00000184163,C1q and tumor necrosis factor related protein 12,1,1242446-1246722,Predicted secreted proteins,Evidence at protein level,HPA024107,Approved,,Approved,Vesicles,,Mixed,Tissue enhanced,,duodenum: 6.9;small intestine: 7.3,colon: 2.1,Group enriched,5.0,EFO-21: 3.9;U-2 OS: 4.3
25,C6orf222,DKFZp779B1540,ENSG00000189325,Chromosome 6 open reading frame 222,6,36315757-36336885,Predicted intracellular proteins,Evidence at protein level,"HPA038407, HPA058189",Uncertain,,,,,Group enriched,Tissue enhanced,,duodenum: 24.7;small intestine: 26.4,rectum: 6.2,Not detected,,
26,CALML4,"MGC4809, NY-BR-20",ENSG00000129007,Calmodulin like 4,15,68190705-68206110,"Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,HPA051109,Enhanced,,Approved,Nucleoplasm<br>Golgi apparatus<br>Cytosol,,Mixed,Tissue enhanced,,duodenum: 79.8;small intestine: 74.4,colon: 58.5,Mixed,,
27,CAPN13,FLJ23523,ENSG00000162949,Calpain 13,2,30722771-30820542,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA029496, HPA029497, HPA030034",Uncertain,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,rectum: 26.8;small intestine: 32.4;stomach: 26.5,duodenum: 20.8,Cell line enhanced,,RT4: 7.4;SK-BR-3: 16.4;T-47d: 2.8
28,CBLC,"CBL-3, CBL-SL, RNF57",ENSG00000142273,Cbl proto-oncogene C,19,44777869-44800634,"Cancer-related genes, Enzymes, Predicted intracellular proteins",Evidence at protein level,"CAB008087, HPA035266",Approved,,Approved,Nucleoplasm,Renal cancer:3.11e-6 (favourable),Mixed,Tissue enhanced,,duodenum: 52.5;skin: 41.9;small intestine: 44.0,colon: 21.4,Cell line enhanced,,A-431: 38.2;BEWO: 28.0;CACO-2: 23.9;CAPAN-2: 51.1;HaCaT: 37.6;HBEC3-KT: 25.9;RT4: 29.6;SK-BR-3: 24.0
29,CCL11,"eotaxin, MGC22554, SCYA11",ENSG00000172156,C-C motif chemokine ligand 11,17,34285668-34288334,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,,,,,,"Head and neck cancer:1.99e-4 (favourable), Colorectal cancer:8.70e-4 (favourable)",Mixed,Tissue enhanced,,appendix: 39.3;small intestine: 37.3,duodenum: 30.8,Cell line enriched,18.0,BJ hTERT+: 7.2
30,CCL15,"HCC-2, HMRP-2B, Lkn-1, MIP-1d, MIP-5, NCC-3, SCYA15, SCYL3",ENSG00000275718,C-C motif chemokine ligand 15,17,35996440-36002038,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA058608,,,Approved,Golgi apparatus<br>Vesicles,Urothelial cancer:3.02e-4 (favourable),Tissue enhanced,Tissue enhanced,,duodenum: 21.5;rectum: 30.6;small intestine: 26.6,colon: 18.9,Cell line enriched,12.0,Hep G2: 22.7
31,CCL24,"Ckb-6, eotaxin-2, MPIF-2, MPIF2, SCYA24",ENSG00000106178,C-C motif chemokine ligand 24,7,75811665-75823356,Predicted secreted proteins,Evidence at protein level,,,,,,Colorectal cancer:5.41e-4 (favourable),Tissue enhanced,Tissue enhanced,,rectum: 111.7;small intestine: 96.2,urinary bladder: 51.4,Cell line enhanced,,CAPAN-2: 4.8;RH-30: 2.0;U-2 OS: 5.9
32,CHN2,"ARHGAP3, RhoGAP3",ENSG00000106069,Chimerin 2,7,29122274-29514328,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA018989,Approved,,Approved,Nucleus,,Mixed,Tissue enhanced,,duodenum: 74.8;small intestine: 68.4,cerebral cortex: 31.7,Cell line enhanced,,HEL: 34.5;HMC-1: 60.7
33,CHRM4,,ENSG00000180720,Cholinergic receptor muscarinic 4,11,46385098-46386608,"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,"CAB022444, HPA072083",Uncertain,,Uncertain,Nucleus<br>Golgi apparatus,,Mixed,Tissue enhanced,,cerebral cortex: 8.1;small intestine: 7.8;spleen: 21.4,testis: 6.9,Cell line enhanced,,RH-30: 3.3;SCLC-21H: 11.7;U-2 OS: 3.0
34,CHRNA7,,ENSG00000175344,Cholinergic receptor nicotinic alpha 7 subunit,15,31923438-32173018,"FDA approved drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA029422, CAB033624",Enhanced,,,,,Mixed,Tissue enhanced,,adrenal gland: 9.4;small intestine: 10.4,stomach: 6.2,Cell line enhanced,,AN3-CA: 5.8;RT4: 9.8;SH-SY5Y: 7.1;SK-BR-3: 10.0;U-2 OS: 11.2
35,CHST6,MCDC1,ENSG00000183196,Carbohydrate sulfotransferase 6,16,75472052-75495384,"Disease related genes, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,"cervix, uterine: 16.3;duodenum: 10.6;small intestine: 10.9",cerebral cortex: 7.9,Cell line enhanced,,AN3-CA: 10.8;CAPAN-2: 11.4;NTERA-2: 6.2;U-2 OS: 8.0;WM-115: 6.7
36,CLDN3,"C7orf1, CPE-R2, CPETR2, HRVP1, RVP1",ENSG00000165215,Claudin 3,7,73768997-73770270,"Cancer-related genes, Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"CAB002702, HPA014361",Supported,,Supported,Cell Junctions,Renal cancer:3.39e-5 (favourable),Mixed,Tissue enhanced,,colon: 87.7;small intestine: 119.5,duodenum: 55.0,Cell line enhanced,,MCF7: 175.3;PC-3: 44.1;SCLC-21H: 68.2;T-47d: 98.9
37,CYP2J2,,ENSG00000134716,Cytochrome P450 family 2 subfamily J member 2,1,59893308-59926790,"Enzymes, Predicted secreted proteins",Evidence at protein level,,,,,,Renal cancer:5.54e-7 (unfavourable),Mixed,Tissue enhanced,,liver: 74.4;small intestine: 92.3,heart muscle: 57.5,Cell line enhanced,,RT4: 48.3;SK-BR-3: 12.0
38,CYP2S1,,ENSG00000167600,Cytochrome P450 family 2 subfamily S member 1,19,41193049-41207539,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA049227, HPA069248",Approved,,Approved,Endoplasmic reticulum,Renal cancer:1.60e-6 (unfavourable),Expressed in all,Tissue enhanced,,duodenum: 96.7;small intestine: 68.6;stomach: 111.7,colon: 25.9,Cell line enhanced,,A549: 83.4;CACO-2: 39.6;HaCaT: 43.5;NTERA-2: 68.5
39,CYP3A5,"CP35, P450PCN3, PCN3",ENSG00000106258,Cytochrome P450 family 3 subfamily A member 5,7,99648194-99679998,"Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA072245,,,Uncertain,Cytosol,Liver cancer:3.72e-5 (favourable),Tissue enhanced,Tissue enhanced,,duodenum: 114.8;liver: 93.2;small intestine: 187.6,stomach: 77.7,Cell line enhanced,,A549: 2.5;CACO-2: 7.9;CAPAN-2: 5.7;Hep G2: 5.0
40,CYP4F11,,ENSG00000171903,Cytochrome P450 family 4 subfamily F member 11,19,15912367-15934867,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA017265, CAB033648, HPA058960",Enhanced,,,,"Breast cancer:4.05e-4 (favourable), Pancreatic cancer:9.28e-4 (unfavourable)",Mixed,Tissue enhanced,,gallbladder: 29.5;liver: 32.7;small intestine: 26.3,epididymis: 20.0,Cell line enhanced,,A-431: 11.4;CAPAN-2: 44.2;EFO-21: 17.4;Hep G2: 17.0;RT4: 12.1
41,CYP4F12,,ENSG00000186204,Cytochrome P450 family 4 subfamily F member 12,19,15672757-15697174,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA058960,Approved,,,,"Cervical cancer:1.21e-4 (favourable), Urothelial cancer:2.33e-4 (favourable)",Group enriched,Tissue enhanced,,duodenum: 36.2;small intestine: 42.3,skin: 22.3,Cell line enhanced,,CAPAN-2: 14.8;HaCaT: 26.3;Karpas-707: 14.2;SiHa: 6.0
42,DAB1,,ENSG00000173406,"DAB1, reelin adaptor protein",1,56994778-58546734,Predicted intracellular proteins,Evidence at protein level,"CAB032329, HPA052033, HPA067495",Enhanced,,Supported,Vesicles,,Mixed,Tissue enhanced,,duodenum: 15.9;seminal vesicle: 13.8;small intestine: 24.8,prostate: 6.4,Cell line enhanced,,fHDF/TERT166: 41.8;HeLa: 12.9;NTERA-2: 23.4;RT4: 25.5;WM-115: 26.3
43,DDC,AADC,ENSG00000132437,Dopa decarboxylase,7,50458436-50565457,"Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins",Evidence at protein level,HPA017742,Enhanced,,Approved,Actin filaments,,Mixed,Tissue enhanced,,duodenum: 155.2;kidney: 320.9;small intestine: 180.5,adrenal gland: 63.8,Group enriched,9.0,CACO-2: 44.3;Hep G2: 32.3;SCLC-21H: 154.0;SH-SY5Y: 144.1
44,DEGS2,"C14orf66, DES2, FADS8",ENSG00000168350,"Delta 4-desaturase, sphingolipid 2",14,100143957-100160163,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA046644,,,Approved,Nucleus<br>Nucleoli,"Renal cancer:7.94e-7 (favourable), Urothelial cancer:1.66e-4 (favourable)",Mixed,Tissue enhanced,,skin: 31.4;small intestine: 38.7,duodenum: 24.8,Cell line enriched,16.0,T-47d: 98.2
45,DGAT1,"ARGP1, DGAT",ENSG00000185000,Diacylglycerol O-acyltransferase 1,8,144314584-144326910,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,CAB032853,Enhanced,,Approved,Nucleoli<br>Endoplasmic reticulum,,Expressed in all,Tissue enhanced,,duodenum: 71.3;small intestine: 75.1,adipose tissue: 20.0,Cell line enhanced,,PC-3: 35.6
46,DMBT1,"GP340, muclin, SALSA",ENSG00000187908,Deleted in malignant brain tumors 1,10,122560665-122643736,"Disease related genes, Predicted secreted proteins",Evidence at protein level,HPA040778,Enhanced,,Approved,Microtubule organizing center,Endometrial cancer:1.43e-4 (favourable),Group enriched,Tissue enhanced,,duodenum: 816.7;small intestine: 277.6,salivary gland: 136.1,Cell line enhanced,,hTERT-HME1: 3.5;LHCN-M2: 7.8;RH-30: 20.9
47,DNASE1,DNL1,ENSG00000213918,Deoxyribonuclease 1,16,3611728-3680143,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA010703,Enhanced,,Supported,Vesicles,Urothelial cancer:1.14e-4 (favourable),Expressed in all,Tissue enhanced,,small intestine: 37.8,duodenum: 29.9,Mixed,,
48,DPEP1,,ENSG00000015413,Dipeptidase 1 (renal),16,89613308-89638456,"Enzymes, FDA approved drug targets, Predicted secreted proteins",Evidence at protein level,"HPA009426, HPA012783",Enhanced,,Approved,Nucleus<br>Cell Junctions,Renal cancer:6.84e-4 (favourable),Tissue enriched,Tissue enhanced,,kidney: 262.6;small intestine: 418.9,pancreas: 92.8,Cell line enhanced,,Hep G2: 22.4;HHSteC: 11.8;U-937: 36.5
49,DQX1,FLJ23757,ENSG00000144045,DEAQ-box RNA dependent ATPase 1,2,74518131-74526336,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA039158,Enhanced,,Approved,Plasma membrane<br>Cytosol,,Mixed,Tissue enhanced,,duodenum: 14.4;small intestine: 13.5,colon: 5.5,Cell line enhanced,,HBEC3-KT: 4.2;Hep G2: 11.5;hTCEpi: 4.3
50,EDN2,ET2,ENSG00000127129,Endothelin 2,1,41478775-41484673,Predicted secreted proteins,Evidence at protein level,HPA028459,Uncertain,,Approved,Cytosol,"Endometrial cancer:2.85e-4 (unfavourable), Pancreatic cancer:5.81e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,esophagus: 10.6;small intestine: 18.1,epididymis: 5.5,Cell line enhanced,,CAPAN-2: 12.3;EFO-21: 32.7;SCLC-21H: 19.7;SK-BR-3: 31.2;U-2 OS: 16.7
51,EDN3,ET3,ENSG00000124205,Endothelin 3,20,59300427-59325992,"Disease related genes, Predicted secreted proteins",Evidence at protein level,HPA036618,,Supported,,,Glioma:2.38e-4 (favourable),Mixed,Tissue enhanced,,small intestine: 39.3,duodenum: 38.3,Not detected,,
52,ENPP3,"B10, CD203c, gp130RB13-6, PD-IBETA, PDNP3",ENSG00000154269,Ectonucleotide pyrophosphatase/phosphodiesterase 3,6,131628442-131747418,"CD markers, Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA043772,Enhanced,,,,Renal cancer:1.96e-4 (unfavourable),Tissue enriched,Tissue enhanced,,"cervix, uterine: 45.4;small intestine: 49.9",seminal vesicle: 22.0,Group enriched,15.0,HEL: 3.9;Hep G2: 9.9;HMC-1: 5.4
53,ENTPD8,"NTPDase-8, UNQ2492",ENSG00000188833,Ectonucleoside triphosphate diphosphohydrolase 8,9,137434364-137441816,"Enzymes, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA021509,Enhanced,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,Stomach cancer:7.17e-4 (favourable),Mixed,Tissue enhanced,,colon: 21.7;duodenum: 28.7;small intestine: 31.6,rectum: 12.5,Cell line enhanced,,CAPAN-2: 4.8;RPMI-8226: 3.7;T-47d: 2.7
54,EPCAM,"17-1A, 323/A3, CD326, CO-17A, EGP-2, EGP34, EGP40, Ep-CAM, ESA, GA733-2, HEA125, KS1/4, KSA, Ly74, M4S1, MH99, MIC18, MK-1, MOC31, TACST-1, TACSTD1, TROP1",ENSG00000119888,Epithelial cell adhesion molecule,2,47345158-47387601,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB003809, HPA026761, CAB030012, CAB055098, HPA067463",Enhanced,,Supported,Plasma membrane,"Renal cancer:1.04e-6 (favourable), Ovarian cancer:3.30e-4 (favourable)",Mixed,Tissue enhanced,,rectum: 680.5;small intestine: 714.7,colon: 659.9,Cell line enhanced,,A-431: 382.2;CACO-2: 461.4;CAPAN-2: 680.1;SCLC-21H: 345.3
55,FAM3B,"2-21, C21orf11, C21orf76, D21M16SJHU19e, ORF9, PANDER, PRED44",ENSG00000183844,Family with sequence similarity 3 member B,21,41304212-41357431,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA015885, HPA029777",Approved,,Approved,Vesicles,,Tissue enhanced,Tissue enhanced,,duodenum: 162.1;small intestine: 166.8,stomach: 124.0,Cell line enhanced,,CACO-2: 16.2;CAPAN-2: 10.8;Hep G2: 22.1;RPMI-8226: 62.5
56,FAM83E,FLJ20200,ENSG00000105523,Family with sequence similarity 83 member E,19,48600810-48614854,Predicted intracellular proteins,Evidence at protein level,HPA049305,Uncertain,,,,,Mixed,Tissue enhanced,,duodenum: 30.8;small intestine: 35.3;stomach: 40.7,colon: 22.5,Cell line enhanced,,CAPAN-2: 2.9
57,FLJ22763,,ENSG00000241224,Uncharacterized LOC401081,3,109118252-109150514,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,duodenum: 97.6;small intestine: 94.5,kidney: 19.5,Cell line enhanced,,CACO-2: 1.0
58,FLVCR1,"AXPC1, FLVCR, MFSD7B, PCA",ENSG00000162769,Feline leukemia virus subgroup C cellular receptor 1,1,212858255-212899363,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA046646,Approved,,Approved,Cell Junctions,"Renal cancer:1.06e-5 (unfavourable), Liver cancer:2.52e-5 (unfavourable), Pancreatic cancer:3.50e-4 (favourable)",Expressed in all,Tissue enhanced,,small intestine: 21.4,duodenum: 9.8,Expressed in all,,
59,FUT3,"CD174, LE",ENSG00000171124,Fucosyltransferase 3 (Lewis blood group),19,5842888-5851474,"Blood group antigen proteins, Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA046966,Supported,,,,"Renal cancer:8.22e-7 (favourable), Breast cancer:6.86e-4 (unfavourable)",Tissue enhanced,Tissue enhanced,,colon: 68.0;esophagus: 83.0;small intestine: 63.1,rectum: 49.4,Group enriched,5.0,A-431: 40.5;RH-30: 14.4
