,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
10,NCAPD3,"CAP-D3, FLJ42888, hCAP-D3, hcp-6, hHCP-6, KIAA0056",ENSG00000151503,Non-SMC condensin II complex subunit D3,11,134150119-134225454,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA040286,,,Supported,Nucleoplasm,,Tissue enriched,Tissue enriched,11,prostate: 194.2,testis: 17.2,Expressed in all,,
11,NEFH,,ENSG00000100285,Neurofilament heavy,22,29480230-29491390,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"CAB007786, HPA061615",Enhanced,,Approved,Nucleoli<br>Cytosol,Breast cancer:2.33e-6 (favourable),Group enriched,Tissue enriched,11,prostate: 405.8,cerebral cortex: 37.3,Cell line enriched,6.0,SiHa: 193.4
12,NKX3-1,"BAPX2, NKX3.1, NKX3A",ENSG00000167034,NK3 homeobox 1,8,23678693-23682927,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA078571,Enhanced,,,,,Tissue enriched,Tissue enriched,11,prostate: 485.5,testis: 45.0,Cell line enhanced,,SiHa: 27.8;U-138 MG: 25.5
13,STEAP2,"IPCA-1, PCANAP1, STAMP1, STMP",ENSG00000157214,STEAP2 metalloreductase,7,90167590-90238137,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA029115, HPA055603",Uncertain,,Supported,Vesicles,,Tissue enriched,Tissue enriched,11,prostate: 208.0,parathyroid gland: 18.7,Cell line enhanced,,A549: 20.3;CAPAN-2: 42.2;U-138 MG: 26.9
14,OR51E2,PSGR,ENSG00000167332,Olfactory receptor family 51 subfamily E member 2,11,4680171-4697854,"Cancer-related genes, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,,Tissue enriched,Tissue enriched,8,prostate: 45.9,placenta: 5.8,Cell line enhanced,,ASC TERT1: 1.3
15,TRPM8,,ENSG00000144481,Transient receptor potential cation channel subfamily M member 8,2,233917398-234019522,"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,,,,,,Liver cancer:7.15e-4 (favourable),Tissue enriched,Tissue enriched,8,prostate: 127.3,liver: 16.2,Cell line enhanced,,Karpas-707: 3.9;RPTEC TERT1: 6.2;SK-MEL-30: 6.6;WM-115: 5.0
16,RDH11,"ARSDR1, MDT1, SDR7C1",ENSG00000072042,Retinol dehydrogenase 11 (all-trans/9-cis/11-cis),14,67676801-67695814,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,CAB046011,Enhanced,,,,"Renal cancer:1.30e-7 (favourable), Head and neck cancer:2.89e-5 (unfavourable), Endometrial cancer:2.62e-4 (favourable)",Tissue enriched,Tissue enriched,7,prostate: 941.3,parathyroid gland: 125.7,Expressed in all,,
17,RFPL2,RNF79,ENSG00000128253,Ret finger protein like 2,22,32190435-32203477,Predicted intracellular proteins,Evidence at transcript level,"HPA048320, HPA072380",,,Approved,Nuclear speckles<br>Plasma membrane,Prostate cancer:4.16e-4 (favourable),Tissue enriched,Tissue enriched,7,prostate: 5.8,cerebral cortex: 0.8,Not detected,,
18,COL9A1,,ENSG00000112280,Collagen type IX alpha 1 chain,6,70215061-70303083,"Disease related genes, Predicted secreted proteins",Evidence at protein level,HPA074749,Supported,,,,,Mixed,Tissue enriched,6,prostate: 31.4,testis: 5.1,Group enriched,6.0,AF22: 27.0;NTERA-2: 9.9
19,SLC30A4,ZNT4,ENSG00000104154,Solute carrier family 30 member 4,15,45479611-45522807,"Plasma proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA018178,Uncertain,,,,Pancreatic cancer:6.02e-4 (favourable),Tissue enriched,Tissue enriched,5,prostate: 64.5,testis: 11.8,Mixed,,
