,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
10,ARHGAP44,"KIAA0672, RICH-2, RICH2",ENSG00000006740,Rho GTPase activating protein 44,17,12789539-12991643,Predicted intracellular proteins,Evidence at protein level,HPA038814,Uncertain,,,,,Mixed,Tissue enhanced,,parathyroid gland: 51.6,cerebral cortex: 33.4,Cell line enhanced,,HEK93: 9.0
11,ARSK,"DKFZp313G1735, TSULF",ENSG00000164291,Arylsulfatase family member K,5,95555074-95605064,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA042384,Approved,,Approved,Nucleus<br>Vesicles,Liver cancer:2.59e-4 (unfavourable),Expressed in all,Tissue enhanced,,parathyroid gland: 22.7,thyroid gland: 8.5,Expressed in all,,
12,ARTN,"ENOVIN, EVN, NBN",ENSG00000117407,Artemin,1,43933320-43937241,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,Ovarian cancer:8.18e-4 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 21.2,seminal vesicle: 12.2,Cell line enhanced,,A-431: 60.4;HaCaT: 62.8;HBEC3-KT: 45.5
13,ATP13A4,"DKFZp761I1011, FLJ37958",ENSG00000127249,ATPase 13A4,3,193402077-193593111,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA051932,,,Approved,Nucleoplasm,Head and neck cancer:3.91e-4 (favourable),Tissue enhanced,Tissue enhanced,,epididymis: 87.9;parathyroid gland: 131.5;thyroid gland: 68.5,lung: 53.7,Cell line enriched,7.0,SCLC-21H: 4.6
14,ATP8A1,ATPIA,ENSG00000124406,ATPase phospholipid transporting 8A1,4,42408373-42657105,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at protein level,HPA052935,Enhanced,,Supported,Vesicles,Renal cancer:5.54e-10 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 68.8;thyroid gland: 66.6,cerebral cortex: 58.2,Cell line enhanced,,AN3-CA: 25.5;Daudi: 33.1
15,B3GNT9,MGC4655,ENSG00000237172,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",16,67148105-67151214,Predicted secreted proteins,Evidence at protein level,"HPA052743, HPA062734",Approved,,Supported,Nucleoli fibrillar center<br>Golgi apparatus,,Expressed in all,Tissue enhanced,,parathyroid gland: 49.9,thyroid gland: 28.2,Cell line enhanced,,SiHa: 49.7
16,BPIFB4,"C20orf186, dJ726C3.5, LPLUNC4",ENSG00000186191,BPI fold containing family B member 4,20,33079644-33111751,Predicted secreted proteins,Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,parathyroid gland: 1.3,testis: 0.7,Cell line enhanced,,HSkMC: 1.7;U-2 OS: 4.0
17,BTBD11,"ABTB2B, FLJ33957",ENSG00000151136,BTB domain containing 11,12,107318413-107659642,Predicted intracellular proteins,Evidence at protein level,HPA055898,,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,parathyroid gland: 130.5,thyroid gland: 31.7,Cell line enhanced,,A549: 22.8;MOLT-4: 14.0
18,C1orf112,FLJ10706,ENSG00000000460,Chromosome 1 open reading frame 112,1,169662007-169854080,Predicted intracellular proteins,Evidence at protein level,"HPA023778, HPA024451",Uncertain,,Approved,Mitochondria,Endometrial cancer:9.56e-5 (unfavourable),Expressed in all,Tissue enhanced,,parathyroid gland: 25.0,testis: 18.6,Expressed in all,,
19,C8orf34,"vest-1, VEST1",ENSG00000165084,Chromosome 8 open reading frame 34,8,68330722-68819022,Predicted intracellular proteins,Evidence at protein level,"HPA044420, HPA053065",Uncertain,,Supported,Nucleus<br>Nucleoli<br>Golgi apparatus,,Mixed,Tissue enhanced,,fallopian tube: 14.7;parathyroid gland: 18.7,cerebral cortex: 6.1,Cell line enhanced,,HEK93: 2.4;LHCN-M2: 1.9;RH-30: 2.3
20,CABLES1,"FLJ35924, HsT2563",ENSG00000134508,Cdk5 and Abl enzyme substrate 1,18,23134564-23260467,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA073649,,,Supported,Nucleus<br>Nuclear bodies,Renal cancer:4.71e-6 (favourable),Tissue enriched,Tissue enhanced,,parathyroid gland: 60.1,lung: 32.2,Cell line enhanced,,SK-MEL-30: 120.1;U-266/70: 164.7
21,CCDC148,MGC125588,ENSG00000153237,Coiled-coil domain containing 148,2,158171081-158456753,Predicted intracellular proteins,Evidence at protein level,HPA042626,Uncertain,,Approved,Nucleus<br>Nucleoli,Thyroid cancer:2.54e-4 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 4.2;testis: 5.8,fallopian tube: 2.4,Cell line enhanced,,CAPAN-2: 2.2;HBF TERT88: 1.7;SCLC-21H: 2.0
22,CCDC151,MGC20983,ENSG00000198003,Coiled-coil domain containing 151,19,11420604-11435782,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"HPA044184, HPA054626",Enhanced,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,fallopian tube: 13.4;parathyroid gland: 6.8;testis: 7.5,cerebral cortex: 2.0,Cell line enhanced,,SCLC-21H: 2.4;T-47d: 4.5
23,CCDC163,"C1orf231, CCDC163P, LOC126661",ENSG00000280670,Coiled-coil domain containing 163,1,45493866-45500079,Predicted membrane proteins,Evidence at transcript level,,,,,,Thyroid cancer:5.05e-4 (unfavourable),Expressed in all,Tissue enhanced,,parathyroid gland: 2.3,thyroid gland: 1.5,Cell line enhanced,,U-266/70: 5.1
24,CCDC181,"C1orf114, FLJ25846",ENSG00000117477,Coiled-coil domain containing 181,1,169394870-169460669,Predicted intracellular proteins,Evidence at protein level,"HPA027189, HPA027275, HPA027281, HPA027312",Enhanced,,Approved,Nuclear speckles,,Mixed,Tissue enhanced,,parathyroid gland: 22.9;testis: 49.6,fallopian tube: 19.6,Cell line enhanced,,NTERA-2: 13.8;SCLC-21H: 9.9;SH-SY5Y: 10.5
25,CCNA1,CT146,ENSG00000133101,Cyclin A1,13,36431520-36442882,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,HPA060646,,,Approved,Nucleoplasm<br>Nuclear bodies,Head and neck cancer:1.70e-4 (unfavourable),Tissue enhanced,Tissue enhanced,,parathyroid gland: 59.6;testis: 144.6,fallopian tube: 27.9,Cell line enhanced,,HMC-1: 300.4;THP-1: 46.6;U-937: 68.5
26,CCND1,"BCL1, D11S287E, PRAD1, U21B31",ENSG00000110092,Cyclin D1,11,69641087-69654474,"Cancer-related genes, Disease related genes, FDA approved drug targets, Predicted intracellular proteins",Evidence at protein level,"CAB000024, HPA027802",Uncertain,,Supported,Nucleoplasm,"Pancreatic cancer:1.96e-4 (unfavourable), Head and neck cancer:5.51e-4 (unfavourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 340.4,skin: 140.5,Cell line enhanced,,WM-115: 1198.2
27,CD4,,ENSG00000010610,CD4 molecule,12,6786858-6820808,"CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB000011, HPA004252, HPA004472, CAB068180",Enhanced,,Supported,Plasma membrane,"Endometrial cancer:2.16e-4 (favourable), Renal cancer:7.45e-4 (unfavourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 549.0,spleen: 220.5,Group enriched,5.0,HEL: 90.7;HL-60: 32.7;NB-4: 37.0;THP-1: 77.1;U-937: 84.2
28,CDH1,"CD324, UVO, uvomorulin",ENSG00000039068,Cadherin 1,16,68737225-68835548,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"CAB000087, HPA004812, CAB028364, CAB072855, CAB072856, CAB072857",Enhanced,,Supported,Golgi apparatus<br>Plasma membrane<br>Cell Junctions,Renal cancer:2.06e-4 (favourable),Expressed in all,Tissue enhanced,,parathyroid gland: 475.1,thyroid gland: 266.2,Cell line enhanced,,BEWO: 645.6;CAPAN-2: 281.0;HaCaT: 273.9
29,CDH2,"CD325, CDHN, NCAD",ENSG00000170558,Cadherin 2,18,27950966-28177446,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB000141, CAB018580, HPA058574, CAB078686",Enhanced,,Supported,Plasma membrane<br>Cell Junctions,,Expressed in all,Tissue enhanced,,heart muscle: 123.5;parathyroid gland: 126.2,adrenal gland: 87.3,Cell line enhanced,,AF22: 306.2;fHDF/TERT166: 367.9
30,CDH23,"CDHR23, DFNB12, USH1D",ENSG00000107736,Cadherin related 23,10,71396934-71815947,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA017232,Approved,,,,Urothelial cancer:3.40e-4 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 30.2,ovary: 19.4,Cell line enhanced,,RT4: 11.9;SCLC-21H: 6.6
31,CGN,KIAA1319,ENSG00000143375,Cingulin,1,151510510-151538692,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB017193, HPA027586, HPA027587, HPA027657",Enhanced,,Supported,Plasma membrane<br>Cell Junctions,Renal cancer:5.84e-10 (favourable),Expressed in all,Tissue enhanced,,parathyroid gland: 73.4,small intestine: 61.9,Cell line enhanced,,CACO-2: 75.4;CAPAN-2: 52.0
32,CHEK1,CHK1,ENSG00000149554,Checkpoint kinase 1,11,125625136-125676255,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA044364,,,Approved,Nucleoplasm<br>Vesicles,"Renal cancer:1.04e-8 (unfavourable), Pancreatic cancer:3.10e-6 (unfavourable), Liver cancer:3.70e-6 (unfavourable), Colorectal cancer:3.62e-4 (favourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 62.5;seminal vesicle: 52.6,testis: 22.1,Expressed in all,,
33,CHRFAM7A,"CHRNA7-DR1, D-10",ENSG00000166664,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,15,30357766-30393849,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,parathyroid gland: 5.0;testis: 5.4,thyroid gland: 2.5,Cell line enhanced,,HAP1: 3.9;HEL: 3.3;RH-30: 2.7;SH-SY5Y: 3.8;U-937: 3.1
34,CHRNA4,"BFNC, EBN, EBN1",ENSG00000101204,Cholinergic receptor nicotinic alpha 4 subunit,20,63343223-63378401,"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,CAB034064,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,cerebral cortex: 6.9;parathyroid gland: 17.4,liver: 3.9,Cell line enhanced,,U-2 OS: 2.6
35,CHST1,"C6ST, KSGal6ST",ENSG00000175264,Carbohydrate sulfotransferase 1,11,45648877-45665622,"Enzymes, Predicted secreted proteins",Evidence at protein level,,,,,,"Renal cancer:4.64e-7 (unfavourable), Liver cancer:3.95e-4 (unfavourable)",Mixed,Tissue enhanced,,cerebral cortex: 49.0;parathyroid gland: 19.1,thyroid gland: 9.9,Cell line enhanced,,HUVEC TERT2: 11.4;TIME: 10.8;WM-115: 35.6
36,CISD1,"C10orf70, MDS029, mitoNEET, ZCD1",ENSG00000122873,CDGSH iron sulfur domain 1,10,58269058-58289586,Predicted membrane proteins,Evidence at protein level,HPA074383,,,Supported,Mitochondria,"Breast cancer:1.11e-4 (unfavourable), Liver cancer:4.15e-4 (unfavourable), Urothelial cancer:6.69e-4 (unfavourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 118.3,cerebral cortex: 27.2,Expressed in all,,
37,CLDN9,,ENSG00000213937,Claudin 9,16,3012456-3014505,Predicted membrane proteins,Evidence at protein level,HPA076613,,,Supported,Vesicles<br>Cell Junctions,"Endometrial cancer:2.24e-6 (unfavourable), Stomach cancer:4.67e-4 (unfavourable)",Mixed,Tissue enhanced,,parathyroid gland: 3.2,bone marrow: 1.7,Cell line enhanced,,CAPAN-2: 5.5;MCF7: 16.8;SCLC-21H: 19.5
38,CNNM2,ACDP2,ENSG00000148842,Cyclin and CBS domain divalent metal cation transport mediator 2,10,102918293-103090221,"Disease related genes, Predicted membrane proteins",Evidence at protein level,"HPA059954, HPA071631",,,Enhanced,Vesicles,Renal cancer:2.39e-8 (favourable),Expressed in all,Tissue enhanced,,parathyroid gland: 33.6,placenta: 12.4,Expressed in all,,
39,CNTN4,BIG-2,ENSG00000144619,Contactin 4,3,2098813-3057956,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,Renal cancer:1.00e-4 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 48.7,testis: 24.3,Group enriched,6.0,BEWO: 8.1;CACO-2: 7.6;HEK93: 5.1;SH-SY5Y: 18.0;WM-115: 5.6
40,COL26A1,"EMI6, EMID2, Emu2",ENSG00000160963,Collagen type XXVI alpha 1 chain,7,101362820-101559024,Predicted secreted proteins,Evidence at protein level,HPA027059,Approved,,Approved,Vesicles,Liver cancer:2.32e-5 (favourable),Group enriched,Tissue enhanced,,cerebral cortex: 10.2;parathyroid gland: 5.4,prostate: 3.1,Cell line enhanced,,AF22: 29.3;BEWO: 22.8;HAP1: 10.9;NTERA-2: 25.1
41,COL8A1,"C3orf7, MGC9568",ENSG00000144810,Collagen type VIII alpha 1 chain,3,99638475-99799226,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA053107,Enhanced,,Supported,Vesicles,Renal cancer:9.39e-8 (unfavourable),Expressed in all,Tissue enhanced,,parathyroid gland: 87.4,lung: 56.9,Cell line enhanced,,fHDF/TERT166: 930.0;LHCN-M2: 289.1;TIME: 423.8
42,COL9A2,"EDM2, MED",ENSG00000049089,Collagen type IX alpha 2 chain,1,40300487-40317816,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA056316, HPA075286",Approved,,Approved,Nucleus<br>Vesicles,Endometrial cancer:5.13e-4 (unfavourable),Expressed in all,Tissue enhanced,,parathyroid gland: 53.4,seminal vesicle: 32.4,Cell line enhanced,,HDLM-2: 91.5;HMC-1: 79.4;THP-1: 69.5
43,COLQ,EAD,ENSG00000206561,Collagen like tail subunit of asymmetric acetylcholinesterase,3,15450133-15521751,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA045876,,,Approved,Plasma membrane<br>Cell Junctions,,Mixed,Tissue enhanced,,parathyroid gland: 19.4,fallopian tube: 17.6,Cell line enhanced,,BEWO: 13.9;HDLM-2: 4.5;U-937: 5.9
44,CYP4V2,CYP4AH1,ENSG00000145476,Cytochrome P450 family 4 subfamily V member 2,4,186191520-186213456,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,HPA029122,Approved,,Approved,Nuclear speckles,"Renal cancer:1.49e-7 (favourable), Liver cancer:1.85e-4 (favourable), Endometrial cancer:5.86e-4 (favourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 65.1,liver: 47.4,Cell line enhanced,,SK-MEL-30: 19.3
45,CYP7B1,SPG5A,ENSG00000172817,Cytochrome P450 family 7 subfamily B member 1,8,64587763-64798761,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,HPA017761,Uncertain,,,,,Mixed,Tissue enhanced,,parathyroid gland: 40.3,thyroid gland: 22.4,Cell line enhanced,,HSkMC: 11.3;SH-SY5Y: 6.2;WM-115: 11.7
46,DDO,,ENSG00000203797,D-aspartate oxidase,6,110391771-110415562,"Enzymes, Predicted membrane proteins",Evidence at protein level,"HPA037525, HPA037526",Enhanced,,Supported,Cytosol,Renal cancer:8.69e-5 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 24.3,heart muscle: 12.2,Cell line enhanced,,RPMI-8226: 10.9;U-937: 13.6
47,DIRC3,FLJ14199,ENSG00000231672,Disrupted in renal carcinoma 3,2,217284019-217756593,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Mixed,Tissue enhanced,,parathyroid gland: 1.3,testis: 0.7,Not detected,,
48,DMRTA1,,ENSG00000176399,DMRT like family A1,9,22446841-22455740,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA044764, HPA062253",Uncertain,,Approved,Vesicles,Renal cancer:1.14e-6 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 6.5,liver: 4.3,Cell line enhanced,,BJ hTERT+: 5.1
49,DPP4,"ADCP2, CD26, DPPIV",ENSG00000197635,Dipeptidyl peptidase 4,2,161992241-162074542,"CD markers, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,CAB045970,Enhanced,,,,"Renal cancer:1.35e-6 (favourable), Prostate cancer:1.98e-4 (unfavourable), Thyroid cancer:4.99e-4 (favourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 550.6,placenta: 169.1,Cell line enhanced,,ASC diff: 115.0;ASC TERT1: 118.1;BJ hTERT+: 131.1;RPTEC TERT1: 175.8
50,DSG2,CDHF5,ENSG00000046604,Desmoglein 2,18,31498043-31549008,"Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA004896, CAB025122",Enhanced,,Enhanced,Plasma membrane<br>Cell Junctions,"Renal cancer:3.14e-10 (favourable), Pancreatic cancer:4.94e-5 (unfavourable), Lung cancer:2.43e-4 (unfavourable), Head and neck cancer:5.63e-4 (unfavourable), Colorectal cancer:7.81e-4 (favourable), Cervical cancer:8.22e-4 (unfavourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 251.3,rectum: 106.9,Cell line enhanced,,HaCaT: 233.0;hTERT-HME1: 159.3
51,EDA,"ED1, ED1-A1, ED1-A2, EDA-A1, EDA-A2, EDA1, EDA2, HED, ODT1, XHED, XLHED",ENSG00000158813,Ectodysplasin A,X,69616067-70039469,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA037972, HPA037973",,,Supported,Vesicles<br>Lipid droplets,Renal cancer:1.04e-9 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 19.4,thyroid gland: 10.0,Cell line enhanced,,EFO-21: 5.0;Hep G2: 12.2
52,ELOVL2,Ssc2,ENSG00000197977,ELOVL fatty acid elongase 2,6,10980759-11044314,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,Breast cancer:6.73e-5 (favourable),Group enriched,Tissue enhanced,,liver: 27.6;parathyroid gland: 36.7;placenta: 50.2,cerebral cortex: 22.8,Cell line enhanced,,BJ hTERT+ SV40 Large T+ RasG12V: 29.1;HBF TERT88: 28.0;RH-30: 30.7
53,EMX1,,ENSG00000135638,Empty spiracles homeobox 1,2,72916260-72936071,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA006230, HPA006421",Approved,,Approved,Nucleoli,Renal cancer:1.54e-6 (favourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 8.3;kidney: 15.5;parathyroid gland: 5.0,testis: 2.6,Cell line enhanced,,BEWO: 2.2;CACO-2: 3.1;HEK93: 7.5
54,EN2,,ENSG00000164778,Engrailed homeobox 2,7,155458129-155464831,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA045646, HPA069809",,,Supported,Nucleus<br>Nucleoli fibrillar center,Glioma:2.82e-6 (unfavourable),Tissue enhanced,Tissue enhanced,,parathyroid gland: 2.0;testis: 1.1,endometrium: 0.6,Cell line enhanced,,AF22: 40.5;AN3-CA: 14.1;HEK93: 23.0
55,ENPP1,"M6S1, NPPS, PC-1, PCA1, PDNP1",ENSG00000197594,Ectonucleotide pyrophosphatase/phosphodiesterase 1,6,131808016-131895155,"CD markers, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins",Evidence at protein level,"CAB032904, HPA062066",Enhanced,,,,,Expressed in all,Tissue enhanced,,parathyroid gland: 54.3;placenta: 62.9,thyroid gland: 34.1,Cell line enhanced,,ASC diff: 23.4;U-138 MG: 27.3
56,EPOR,,ENSG00000187266,Erythropoietin receptor,19,11377205-11384342,"Cancer-related genes, Disease related genes, FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,HPA077613,,,Supported,Vesicles,Pancreatic cancer:3.17e-5 (favourable),Expressed in all,Tissue enhanced,,parathyroid gland: 53.1,thyroid gland: 18.0,Mixed,,
57,ERMP1,"FLJ23309, FXNA, KIAA1815",ENSG00000099219,Endoplasmic reticulum metallopeptidase 1,9,5765076-5833117,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA020584,Uncertain,,Approved,Nucleus<br>Nucleoli,Renal cancer:5.83e-10 (favourable),Expressed in all,Tissue enhanced,,parathyroid gland: 124.7,thyroid gland: 44.0,Cell line enhanced,,RT4: 122.7
58,ESRRG,NR3B3,ENSG00000196482,Estrogen related receptor gamma,1,216503246-217137755,"FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA044678,Uncertain,,Approved,Nucleus,Renal cancer:1.13e-11 (favourable),Mixed,Tissue enhanced,,parathyroid gland: 77.5,kidney: 31.3,Group enriched,7.0,RPMI-8226: 16.0;SCLC-21H: 9.4;SH-SY5Y: 44.7
59,ETV4,"E1A-F, E1AF, PEA3",ENSG00000175832,ETS variant 4,17,43527844-43579620,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA005768,Approved,,Supported,Nucleoli,"Liver cancer:2.48e-4 (unfavourable), Thyroid cancer:7.60e-4 (favourable)",Expressed in all,Tissue enhanced,,parathyroid gland: 30.3,cerebral cortex: 13.6,Cell line enhanced,,AN3-CA: 164.6;SK-MEL-30: 152.6
60,ETV5,ERM,ENSG00000244405,ETS variant 5,3,186046308-186110318,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB009590, HPA063065",Approved,,Supported,Nucleoplasm,Liver cancer:7.85e-9 (unfavourable),Expressed in all,Tissue enhanced,,parathyroid gland: 114.5,cerebral cortex: 74.7,Cell line enhanced,,SK-MEL-30: 141.2
61,EXPH5,SLAC2-B,ENSG00000110723,Exophilin 5,11,108505431-108593738,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,,,,,,"Endometrial cancer:3.42e-6 (favourable), Head and neck cancer:1.46e-4 (favourable), Renal cancer:2.43e-4 (favourable), Lung cancer:5.12e-4 (favourable)",Mixed,Tissue enhanced,,parathyroid gland: 16.1;skin: 31.3,esophagus: 8.2,Cell line enhanced,,hTERT-HME1: 8.7;RT4: 16.3
62,EYA1,BOR,ENSG00000104313,EYA transcriptional coactivator and phosphatase 1,8,71197433-71362232,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA028917,,,Supported,Nucleoplasm<br>Nuclear bodies,,Mixed,Tissue enhanced,,parathyroid gland: 81.7;prostate: 21.2,cerebral cortex: 10.7,Cell line enhanced,,AN3-CA: 28.1;RH-30: 23.1;SH-SY5Y: 57.2
