,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
23,PPP1R3A,"GM, PPP1R3",ENSG00000154415,Protein phosphatase 1 regulatory subunit 3A,7,113876777-114075920,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,,,,,,,Not detected,Group enriched,18,heart muscle: 26.6;skeletal muscle: 53.1,prostate: 2.2,Cell line enriched,59.0,THP-1: 9.8
24,TCAP,"CMD1N, LGMD2G, T-cap, TELE, telethonin",ENSG00000173991,Titin-cap,17,39664187-39666555,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"CAB004591, HPA026477",Enhanced,,,,Urothelial cancer:4.55e-4 (favourable),Group enriched,Group enriched,18,heart muscle: 2132.6;skeletal muscle: 4963.5,esophagus: 195.0,Cell line enhanced,,SK-BR-3: 5.6
25,LMOD3,,ENSG00000163380,Leiomodin 3,3,69106872-69123032,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA036034,Uncertain,,,,,Tissue enriched,Group enriched,17,heart muscle: 73.7;skeletal muscle: 162.2,esophagus: 6.9,Cell line enhanced,,HSkMC: 2.1
26,NRAP,,ENSG00000197893,Nebulin related anchoring protein,10,113588716-113664127,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA037953, HPA037954",Approved,,,,,Group enriched,Group enriched,17,heart muscle: 210.6;skeletal muscle: 814.0,prostate: 30.3,Not detected,,
27,SRL,,ENSG00000185739,Sarcalumenin,16,4189374-4242080,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA041535, HPA045520",Enhanced,,,,,Group enriched,Group enriched,17,heart muscle: 161.0;skeletal muscle: 178.8,esophagus: 10.2,Cell line enriched,11.0,HSkMC: 2.9
28,DHRS7C,SDR32C2,ENSG00000184544,Dehydrogenase/reductase 7C,17,9771434-9791297,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Not detected,Group enriched,16,heart muscle: 62.4;skeletal muscle: 122.7,esophagus: 5.9,Not detected,,
29,TNNC1,TNNC,ENSG00000114854,"Troponin C1, slow skeletal and cardiac type",3,52451102-52454070,"Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB002450, HPA044848, HPA056897",Enhanced,,Approved,Nucleoplasm<br>Actin filaments<br>Mitochondria,,Mixed,Group enriched,16,heart muscle: 4938.6;skeletal muscle: 7104.7,esophagus: 383.0,Cell line enhanced,,CACO-2: 53.1;EFO-21: 58.5;HSkMC: 46.0;U-2 OS: 99.1
30,TRIM63,"IRF, MURF-1, RNF28, SMRZ",ENSG00000158022,Tripartite motif containing 63,1,26051304-26068436,"Enzymes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,16,heart muscle: 101.2;skeletal muscle: 139.3,esophagus: 7.6,Group enriched,35.0,ASC diff: 11.0;SK-MEL-30: 42.2
31,DUSP27,,ENSG00000198842,Dual specificity phosphatase 27 (putative),1,167094045-167129165,Predicted intracellular proteins,Evidence at protein level,"HPA012608, HPA012912",Uncertain,,Approved,Nucleoplasm,,Group enriched,Group enriched,15,heart muscle: 41.9;skeletal muscle: 39.7,"placenta,prostate: 2.6",Cell line enriched,11.0,RH-30: 13.7
32,FITM1,FIT1,ENSG00000139914,Fat storage inducing transmembrane protein 1,14,24131275-24132849,Predicted membrane proteins,Evidence at protein level,HPA019842,Uncertain,,,,Liver cancer:1.00e-3 (favourable),Mixed,Group enriched,15,heart muscle: 45.8;skeletal muscle: 113.0,spleen: 5.4,Cell line enriched,23.0,RH-30: 60.8
33,HFE2,"haemojuvelin, hemojuvelin, HFE2A, HJV, JH, RGMC",ENSG00000168509,Hemochromatosis type 2 (juvenile),1,146017468-146036746,"Disease related genes, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,15,heart muscle: 45.4;liver: 123.4;skeletal muscle: 212.6,esophagus: 8.6,Cell line enhanced,,HSkMC: 1.1;K-562: 1.4
34,KLHL38,C8ORFK36,ENSG00000175946,Kelch like family member 38,8,123645527-123652950,Predicted intracellular proteins,Evidence at protein level,"HPA024770, HPA027115",Uncertain,,Uncertain,Nucleoplasm<br>Vesicles,,Tissue enhanced,Group enriched,15,heart muscle: 35.8;skeletal muscle: 91.2,smooth muscle: 4.3,Cell line enhanced,,BJ hTERT+: 1.4;SK-BR-3: 2.1;U-2197: 4.6
35,MSS51,"FLJ39565, ZMYND17",ENSG00000166343,MSS51 mitochondrial translational activator,10,73423579-73433561,Predicted intracellular proteins,Evidence at protein level,HPA038564,,,Uncertain,Vesicles<br>Cytosol,,Mixed,Group enriched,15,parathyroid gland: 162.6;skeletal muscle: 81.4,heart muscle: 8.3,Mixed,,
36,PERM1,"C1orf170, MGC13275, Perm1, RP11-54O7.8",ENSG00000187642,"PPARGC1 and ESRR induced regulator, muscle 1",1,975204-982093,Predicted intracellular proteins,Evidence at protein level,"HPA031711, HPA031712",Enhanced,,,,Renal cancer:1.95e-4 (unfavourable),Mixed,Group enriched,15,heart muscle: 20.7;skeletal muscle: 68.1,esophagus: 3.0,Cell line enhanced,,HaCaT: 1.3;SK-BR-3: 1.2
37,SMCO1,"C3orf43, DKFZp313B0440, FLJ41923",ENSG00000214097,Single-pass membrane protein with coiled-coil domains 1,3,196506877-196515366,Predicted intracellular proteins,Evidence at transcript level,HPA061937,Uncertain,,,,,Not detected,Group enriched,15,heart muscle: 24.2;skeletal muscle: 51.1,esophagus: 2.5,Not detected,,
38,ADPRHL1,ARH2,ENSG00000153531,ADP-ribosylhydrolase like 1,13,113399610-113453524,Predicted intracellular proteins,Evidence at protein level,HPA066478,Enhanced,,Approved,Nucleoplasm,"Liver cancer:2.55e-5 (unfavourable), Head and neck cancer:4.88e-4 (unfavourable)",Mixed,Group enriched,14,heart muscle: 258.3;skeletal muscle: 114.3,fallopian tube: 13.2,Cell line enhanced,,SCLC-21H: 24.5;T-47d: 35.4
39,ANKRD2,ARPP,ENSG00000165887,Ankyrin repeat domain 2,10,97572499-97583884,Predicted intracellular proteins,Evidence at protein level,"HPA040842, HPA040884",Enhanced,,Enhanced,Vesicles,,Tissue enhanced,Group enriched,14,heart muscle: 35.9;skeletal muscle: 119.4,kidney: 5.6,Cell line enhanced,,A-431: 14.1;HaCaT: 11.0;RPTEC TERT1: 10.3
40,XIRP1,"CMYA1, DKFZp451D042, Xin",ENSG00000168334,Xin actin binding repeat containing 1,3,39183210-39192596,Predicted intracellular proteins,Evidence at protein level,"HPA016750, HPA018458, CAB026391",Enhanced,,Approved,Nucleus<br>Actin filaments,,Tissue enhanced,Group enriched,14,heart muscle: 113.0;skeletal muscle: 58.4,esophagus: 5.9,Cell line enhanced,,HSkMC: 3.2;RH-30: 2.9
41,APOBEC2,"ARCD1, ARP1",ENSG00000124701,Apolipoprotein B mRNA editing enzyme catalytic subunit 2,6,41053304-41064511,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA014252, HPA017957",Enhanced,,,,,Tissue enhanced,Group enriched,13,heart muscle: 120.7;skeletal muscle: 403.8,esophagus: 19.5,Cell line enhanced,,CACO-2: 3.3
42,EN1,,ENSG00000163064,Engrailed homeobox 1,2,118842171-118847678,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB014884, HPA073141",Approved,,Supported,Nucleus<br>Nucleoli,,Tissue enhanced,Group enriched,13,adipose tissue: 1.3;breast: 1.0;lymph node: 1.9;skeletal muscle: 4.7;skin: 2.2,testis: 0.1,Cell line enhanced,,ASC diff: 10.8;fHDF/TERT166: 10.2;HSkMC: 9.7;PC-3: 7.1;U-138 MG: 9.6;U-2197: 10.2
43,FAM166B,,ENSG00000215187,Family with sequence similarity 166 member B,9,35561831-35563899,Predicted intracellular proteins,Evidence at protein level,HPA045540,Enhanced,,,,"Ovarian cancer:6.20e-6 (favourable), Endometrial cancer:2.61e-5 (favourable)",Group enriched,Group enriched,13,adrenal gland: 369.8;fallopian tube: 159.2;skeletal muscle: 82.6,epididymis: 16.2,Cell line enhanced,,Hep G2: 1.1
44,LDB3,"CMD1C, KIAA0613, PDLIM6, ZASP",ENSG00000122367,LIM domain binding 3,10,86668449-86736068,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA048955,Enhanced,,Supported,Nucleoplasm<br>Focal adhesion sites<br>Cytosol,,Mixed,Group enriched,13,heart muscle: 568.8;skeletal muscle: 1039.8,prostate: 60.3,Cell line enhanced,,HSkMC: 2.3;SCLC-21H: 6.3;SK-MEL-30: 2.1
45,MYOM1,,ENSG00000101605,Myomesin 1,18,3066807-3220108,Predicted intracellular proteins,Evidence at protein level,"HPA014305, HPA049193",Enhanced,,,,,Tissue enhanced,Group enriched,13,heart muscle: 278.1;skeletal muscle: 299.1,gallbladder: 22.9,Group enriched,12.0,HAP1: 13.8;HMC-1: 3.1;HSkMC: 4.5
46,MB,PVALB,ENSG00000198125,Myoglobin,22,35606764-35637951,"Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins, Transporters",Evidence at protein level,"CAB000060, HPA003123",Enhanced,,,,,Group enriched,Group enriched,12,heart muscle: 6603.8;skeletal muscle: 12284.0,esophagus: 762.7,Cell line enhanced,,SiHa: 20.1;SK-BR-3: 131.2;T-47d: 36.7
47,SYNPO2L,FLJ12921,ENSG00000166317,Synaptopodin 2 like,10,73644881-73663803,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA055192, HPA057142",Enhanced,,Approved,Nuclear speckles<br>Cell Junctions<br>Cytosol,,Group enriched,Group enriched,12,heart muscle: 168.4;skeletal muscle: 95.9,esophagus: 11.1,Cell line enhanced,,CACO-2: 3.4;HSkMC: 2.3;RH-30: 3.0;SK-BR-3: 2.5
48,ASB4,ASB-4,ENSG00000005981,Ankyrin repeat and SOCS box containing 4,7,95478444-95540232,Predicted intracellular proteins,Evidence at transcript level,HPA055240,Uncertain,,,,,Tissue enhanced,Group enriched,11,adrenal gland: 50.2;skeletal muscle: 11.5,placenta: 2.8,Cell line enhanced,,A549: 4.1;Hep G2: 5.2;SCLC-21H: 5.4
49,CACNG6,,ENSG00000130433,Calcium voltage-gated channel auxiliary subunit gamma 6,19,53992288-54012669,"Predicted membrane proteins, Transporters",Evidence at transcript level,HPA056615,,,Approved,Nucleoli fibrillar center<br>Cytosol,,Mixed,Group enriched,11,fallopian tube: 18.0;skeletal muscle: 33.9,lung: 2.3,Cell line enhanced,,A549: 13.3;EFO-21: 23.7;HHSteC: 5.4
50,CARNS1,"ATPGD1, KIAA1394",ENSG00000172508,Carnosine synthase 1,11,67414968-67425607,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA038569,Enhanced,,,,,Group enriched,Group enriched,11,cerebral cortex: 37.1;skeletal muscle: 25.9,heart muscle: 2.9,Cell line enriched,10.0,RPMI-8226: 5.3
51,MAFA,"hMafA, RIPE3b1",ENSG00000182759,MAF bZIP transcription factor A,8,143419182-143430406,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,,,,,,,Mixed,Group enriched,11,skeletal muscle: 8.6;testis: 2.5,placenta: 0.5,Cell line enhanced,,MCF7: 1.7;SCLC-21H: 3.7;T-47d: 2.8;U-2 OS: 2.1
52,MYH7B,"dJ756N5.1, KIAA1512, MHC14, MYH14",ENSG00000078814,Myosin heavy chain 7B,20,34975403-35002437,Predicted intracellular proteins,Evidence at protein level,,,,,,Urothelial cancer:8.44e-5 (favourable),Mixed,Group enriched,11,heart muscle: 46.9;skeletal muscle: 55.9;testis: 11.7,"cerebral cortex,prostate: 3.3",Cell line enhanced,,U-138 MG: 1.5
53,MYL3,"CMH8, MLC1SB, MLC1V, VLC1",ENSG00000160808,Myosin light chain 3,3,46857872-46882169,"Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA016564, CAB018662, HPA046859, HPA063034",Enhanced,,Approved,Nucleoli<br>Mitochondria,Renal cancer:1.22e-8 (favourable),Tissue enhanced,Group enriched,11,heart muscle: 1578.0;skeletal muscle: 1730.1,esophagus: 157.4,Cell line enhanced,,CACO-2: 6.4;HSkMC: 5.6;RPTEC TERT1: 27.5
54,PITX3,ASMD,ENSG00000107859,Paired like homeodomain 3,10,102230186-102241474,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,,,,,,,Not detected,Group enriched,11,adipose tissue: 1.2;skeletal muscle: 5.6,testis: 0.3,Cell line enriched,17.0,RH-30: 28.7
55,DDN,KIAA0749,ENSG00000181418,Dendrin,12,48995149-48999309,Predicted intracellular proteins,Evidence at protein level,HPA060952,Uncertain,,Approved,Nucleoplasm<br>Cytosol,,Mixed,Group enriched,10,cerebral cortex: 96.0;skeletal muscle: 46.6,kidney: 6.9,Cell line enhanced,,HAP1: 12.6;RPMI-8226: 16.5;SCLC-21H: 14.1
56,HSPB3,HSPL27,ENSG00000169271,Heat shock protein family B (small) member 3,5,54455601-54456384,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,10,heart muscle: 212.2;skeletal muscle: 64.3,esophagus: 14.0,Cell line enhanced,,BJ hTERT+: 56.3;fHDF/TERT166: 24.5;HSkMC: 9.6
57,LRRC39,MGC14816,ENSG00000122477,Leucine rich repeat containing 39,1,100148449-100178273,Predicted intracellular proteins,Evidence at protein level,HPA077159,Enhanced,,,,,Mixed,Group enriched,10,heart muscle: 81.3;skeletal muscle: 175.6,testis: 12.3,Cell line enhanced,,SK-MEL-30: 5.8
58,ODF3L2,"C19orf19, FLJ40059",ENSG00000181781,Outer dense fiber of sperm tails 3 like 2,19,463346-474983,Predicted intracellular proteins,Evidence at protein level,HPA067973,Uncertain,,,,,Not detected,Group enriched,10,skeletal muscle: 2.7;testis: 7.6,spleen: 0.5,Not detected,,
59,ABRA,STARS,ENSG00000174429,Actin binding Rho activating protein,8,106759483-106770245,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Group enriched,9,heart muscle: 11.0;skeletal muscle: 49.8,esophagus: 3.3,Not detected,,
60,HOXC10,HOX3I,ENSG00000180818,Homeobox C10,12,53985065-53990279,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA053919,Uncertain,,Supported,Nucleoplasm<br>Nuclear bodies,,Mixed,Group enriched,9,kidney: 18.9;skeletal muscle: 40.3;skin: 8.4,breast: 2.5,Cell line enhanced,,AN3-CA: 275.9;T-47d: 95.2
61,KBTBD12,"FLJ46299, KLHDC6",ENSG00000187715,Kelch repeat and BTB domain containing 12,3,127915232-127987671,Predicted intracellular proteins,Evidence at protein level,,,,,,,Mixed,Group enriched,9,heart muscle: 9.2;skeletal muscle: 20.3,stomach: 1.5,Not detected,,
62,MURC,"cavin-4, CAVIN4",ENSG00000170681,Muscle related coiled-coil protein,9,100578079-100587906,Predicted intracellular proteins,Evidence at protein level,"HPA020973, HPA020987, HPA021021",Enhanced,,Supported,Nucleoplasm<br>Golgi apparatus<br>Plasma membrane,,Tissue enhanced,Group enriched,9,heart muscle: 34.8;skeletal muscle: 103.8,prostate: 7.4,Cell line enhanced,,NTERA-2: 9.6;SCLC-21H: 17.1
63,SCN4A,"HYKPP, HYPP, Nav1.4, SkM1",ENSG00000007314,Sodium voltage-gated channel alpha subunit 4,17,63938554-63972918,"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA053992,,,Approved,Nucleoplasm<br>Microtubule organizing center,,Tissue enhanced,Group enriched,9,adipose tissue: 12.4;skeletal muscle: 47.2,thyroid gland: 3.3,Group enriched,13.0,REH: 13.6;RH-30: 43.5
64,SMTNL2,FLJ42461,ENSG00000188176,Smoothelin like 2,17,4583999-4608319,Predicted intracellular proteins,Evidence at protein level,,,,,,Renal cancer:1.28e-4 (favourable),Tissue enhanced,Group enriched,9,kidney: 26.8;skeletal muscle: 133.8,fallopian tube: 9.0,Group enriched,7.0,CACO-2: 40.8;SCLC-21H: 13.5
65,SMYD1,"BOP, KMT3D, ZMYND22",ENSG00000115593,SET and MYND domain containing 1,2,88067780-88113387,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA062282,Enhanced,,,,,Tissue enhanced,Group enriched,9,heart muscle: 107.0;skeletal muscle: 170.8;smooth muscle: 38.5,parathyroid gland: 11.6,Not detected,,
66,TMEM182,FLJ30294,ENSG00000170417,Transmembrane protein 182,2,102736905-103019900,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA045861,Uncertain,,Approved,Nucleoplasm<br>Vesicles,,Expressed in all,Group enriched,9,heart muscle: 56.8;skeletal muscle: 44.4,prostate: 5.8,Mixed,,
67,ASB18,,ENSG00000182177,Ankyrin repeat and SOCS box containing 18,2,236194872-236264409,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA068447,Approved,,,,,Not detected,Group enriched,8,heart muscle: 4.3;skeletal muscle: 3.6;testis: 1.0,cerebral cortex: 0.4,Not detected,,
68,CMYA5,"C5orf10, DKFZp451G223, myospryn, SPRYD2, TRIM76",ENSG00000164309,Cardiomyopathy associated 5,5,79689877-79800240,Predicted intracellular proteins,Evidence at protein level,,,,,,,Mixed,Group enriched,8,heart muscle: 102.2;skeletal muscle: 172.4,ovary: 18.2,Cell line enhanced,,RT4: 1.2;THP-1: 3.6
69,CTAG2,"CAMEL, CT6.2a, CT6.2b, ESO2, LAGE-1, LAGE-1a, LAGE-1b, LAGE1, MGC138724, MGC3803",ENSG00000126890,Cancer/testis antigen 2,X,154651972-154653579,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,HPA071467,Enhanced,,,,Liver cancer:2.35e-4 (unfavourable),Mixed,Group enriched,8,fallopian tube: 2.6;heart muscle: 3.2;placenta: 3.6;skeletal muscle: 1.2;testis: 6.0,pancreas: 0.4,Group enriched,29.0,K-562: 126.4;RPMI-8226: 215.0;SK-BR-3: 146.5;U-266/84: 251.9
70,MYO18B,BK125H2.1,ENSG00000133454,Myosin XVIIIB,22,25742144-26031041,Predicted intracellular proteins,Evidence at protein level,HPA000953,Uncertain,,Supported,Nucleoplasm<br>Centrosome,,Mixed,Group enriched,8,heart muscle: 47.3;skeletal muscle: 52.5,testis: 5.8,Cell line enhanced,,HDLM-2: 9.7;REH: 13.6;RH-30: 29.4;U-2 OS: 13.9;U-266/70: 7.2
