,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
15,C1QTNF9,"AQL1, C1QTNF9A, CTRP9, MGC48915",ENSG00000240654,C1q and tumor necrosis factor related protein 9,13,24307166-24322535,Predicted secreted proteins,Evidence at protein level,HPA056632,Uncertain,,,,,Not detected,Tissue enhanced,,skeletal muscle: 2.9,adipose tissue: 2.1,Not detected,,
16,CAND2,"KIAA0667, TIP120B, Tp120b",ENSG00000144712,Cullin associated and neddylation dissociated 2 (putative),3,12796472-12871916,Predicted intracellular proteins,Evidence at protein level,HPA005777,Approved,,Approved,Nuclear bodies<br>Cytosol,,Mixed,Tissue enhanced,,skeletal muscle: 42.3;testis: 29.3,heart muscle: 16.3,Cell line enhanced,,HEK93: 18.6;REH: 11.8
17,CAP2,,ENSG00000112186,"CAP, adenylate cyclase-associated protein, 2 (yeast)",6,17393216-17557792,"Cancer-related genes, Predicted intracellular proteins",Evidence at protein level,"HPA050530, HPA054147",Enhanced,,Approved,Nucleoplasm<br>Plasma membrane<br>Cytosol,,Expressed in all,Tissue enhanced,,cerebral cortex: 125.1;skeletal muscle: 220.8,heart muscle: 70.1,Mixed,,
18,CAPN3,"CANP3, LGMD2, LGMD2A, nCL-1, p94",ENSG00000092529,Calpain 3,15,42359500-42412318,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA040052,Enhanced,,,,,Tissue enriched,Tissue enhanced,,epididymis: 217.3;skeletal muscle: 336.8,skin: 92.9,Cell line enriched,27.0,SK-MEL-30: 202.7
19,CCDC28B,"MGC1203, RP4-622L5.5",ENSG00000160050,Coiled-coil domain containing 28B,1,32200386-32205387,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA028589,Uncertain,,,,"Pancreatic cancer:1.10e-5 (favourable), Breast cancer:2.92e-4 (favourable)",Expressed in all,Tissue enhanced,,skeletal muscle: 40.8,testis: 22.7,Mixed,,
20,CEP85,"CCDC21, DKFZP434L0117",ENSG00000130695,Centrosomal protein 85,1,26234153-26279038,Predicted intracellular proteins,Evidence at protein level,HPA028252,Approved,,Supported,Nucleoli<br>Golgi apparatus<br>Microtubule organizing center<br>Cytosol,Liver cancer:4.39e-6 (unfavourable),Expressed in all,Tissue enhanced,,skeletal muscle: 48.1;testis: 52.4,heart muscle: 17.5,Expressed in all,,
21,CFAP46,"bA288G11.4, bA288G11.5, bB137A17.2, bB137A17.3, C10orf123, C10orf124, C10orf92, C10orf93, DKFZp434A1721, FLJ25954, TTC40",ENSG00000171811,Cilia and flagella associated protein 46,10,132808392-132942823,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,"HPA037786, HPA038034, HPA038867, HPA038868",Uncertain,,,,,Mixed,Tissue enhanced,,fallopian tube: 11.7;skeletal muscle: 11.4;testis: 23.8,thyroid gland: 4.5,Cell line enhanced,,HAP1: 1.0;SH-SY5Y: 1.0
22,CHRNA1,CHRNA,ENSG00000138435,Cholinergic receptor nicotinic alpha 1 subunit,2,174747592-174787935,"Disease related genes, Predicted membrane proteins, Transporters",Evidence at protein level,HPA071554,Enhanced,,Supported,Plasma membrane,,Tissue enhanced,Tissue enhanced,,prostate: 3.2;skeletal muscle: 7.2,colon: 1.5,Group enriched,23.0,LHCN-M2: 370.9;RH-30: 348.5
23,CLIC5,DFNB102,ENSG00000112782,Chloride intracellular channel 5,6,45898451-46080395,"Disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",Evidence at protein level,HPA074371,,,Supported,Nuclear speckles<br>Plasma membrane,,Tissue enhanced,Tissue enhanced,,lung: 116.1;skeletal muscle: 119.2,heart muscle: 76.0,Group enriched,7.0,CAPAN-2: 13.3;EFO-21: 10.0;HDLM-2: 5.7;REH: 13.6;U-266/70: 10.5
24,CLTCL1,"CHC22, CLH22, CLTCL, CLTD",ENSG00000070371,Clathrin heavy chain like 1,22,19179473-19291716,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,HPA075795,,,Approved,Vesicles,,Mixed,Tissue enhanced,,skeletal muscle: 24.1;testis: 49.4,bone marrow: 10.4,Cell line enhanced,,HMC-1: 56.9
25,CORO6,FLJ14871,ENSG00000167549,Coronin 6,17,29614756-29622907,Predicted intracellular proteins,Evidence at protein level,HPA021556,,,Supported,Golgi apparatus,Renal cancer:9.61e-7 (unfavourable),Tissue enhanced,Tissue enhanced,,skeletal muscle: 127.5,heart muscle: 46.5,Cell line enhanced,,REH: 15.0;RH-30: 17.3;SH-SY5Y: 23.2
26,CTD-2207O23.12,,ENSG00000267952,,19,7507052-7519622,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,cerebral cortex: 5.6;skeletal muscle: 4.6,kidney: 2.9,Cell line enhanced,,AF22: 10.9;ASC diff: 8.4;fHDF/TERT166: 10.6;HBF TERT88: 6.7
27,DDIT4L,"REDD2, Rtp801L",ENSG00000145358,DNA damage inducible transcript 4 like,4,100185870-100190782,Predicted intracellular proteins,Evidence at protein level,HPA050903,,,Uncertain,Nucleoplasm<br>Plasma membrane<br>Actin filaments,Endometrial cancer:5.77e-4 (favourable),Tissue enhanced,Tissue enhanced,,skeletal muscle: 113.3,"cervix, uterine: 33.2",Cell line enhanced,,ASC TERT1: 13.5;BJ: 25.0;fHDF/TERT166: 12.5;HSkMC: 10.7;RPTEC TERT1: 15.6
28,DENND2C,"dJ1156J9.1, DKFZp686G0351, DKFZp779P1149, FLJ37099, RP5-1156J9.1",ENSG00000175984,DENN domain containing 2C,1,114582848-114670422,Predicted intracellular proteins,Evidence at protein level,HPA054955,Uncertain,,Approved,Nucleus,,Mixed,Tissue enhanced,,esophagus: 19.5;skeletal muscle: 14.3;skin: 14.8,testis: 10.0,Cell line enhanced,,U-2197: 10.9;U-266/70: 19.3
29,DES,"CMD1I, CSM1, CSM2",ENSG00000175084,Desmin,2,219418377-219426739,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB000034, HPA018803",Enhanced,,Supported,Intermediate filaments,Renal cancer:5.08e-4 (unfavourable),Expressed in all,Tissue enhanced,,heart muscle: 4151.2;skeletal muscle: 5462.0;smooth muscle: 3601.2,seminal vesicle: 3128.9,Cell line enhanced,,HSkMC: 50.9;LHCN-M2: 120.4;RH-30: 321.1
30,DUSP26,"DUSP24, MGC1136",ENSG00000133878,Dual specificity phosphatase 26,8,33591332-33600106,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA018221,Approved,,Supported,Nucleus,,Tissue enhanced,Tissue enhanced,,cerebral cortex: 47.1;skeletal muscle: 138.7,ovary: 39.6,Group enriched,29.0,SCLC-21H: 110.0;SH-SY5Y: 23.6
31,DYRK1B,MIRK,ENSG00000105204,Dual specificity tyrosine phosphorylation regulated kinase 1B,19,39825350-39834201,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA028522, HPA028786",Uncertain,,Approved,Nucleus,Renal cancer:8.83e-4 (favourable),Expressed in all,Tissue enhanced,,skeletal muscle: 37.4,testis: 33.6,Cell line enhanced,,SCLC-21H: 15.0;SH-SY5Y: 15.3
32,FLNC,"ABP-280, ABPL, FLN2",ENSG00000128591,Filamin C,7,128830377-128859274,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Evidence at protein level,HPA006135,Enhanced,,Supported,Plasma membrane<br>Cytosol,"Lung cancer:2.17e-5 (unfavourable), Urothelial cancer:3.73e-5 (unfavourable), Glioma:2.14e-4 (unfavourable), Renal cancer:5.69e-4 (unfavourable)",Expressed in all,Tissue enhanced,,skeletal muscle: 384.7,smooth muscle: 160.7,Cell line enhanced,,BJ: 331.0;hTEC/SVTERT24-B: 190.2;U-2 OS: 169.5
33,FNDC5,FRCP2,ENSG00000160097,Fibronectin type III domain containing 5,1,32862268-32872482,Predicted membrane proteins,Evidence at protein level,HPA051290,Approved,,,,,Group enriched,Tissue enhanced,,skeletal muscle: 110.2,heart muscle: 26.5,Cell line enhanced,,RH-30: 45.0;SCLC-21H: 9.3
34,GADL1,,ENSG00000144644,Glutamate decarboxylase like 1,3,30726200-30894765,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA039160, HPA040229",Uncertain,,Approved,Plasma membrane<br>Cytosol,,Not detected,Tissue enhanced,,skeletal muscle: 9.0,thyroid gland: 2.5,Cell line enhanced,,HAP1: 5.0
35,GATS,"DKFZp686B07267, STAG3OS",ENSG00000239521,"GATS, stromal antigen 3 opposite strand",7,100200653-100272218,Predicted intracellular proteins,Evidence at transcript level,HPA043176,Uncertain,,,,Cervical cancer:7.56e-7 (favourable),Expressed in all,Tissue enhanced,,cerebral cortex: 3.3;skeletal muscle: 2.2,bone marrow: 0.7,Cell line enhanced,,A549: 1.4
36,GPD1,,ENSG00000167588,Glycerol-3-phosphate dehydrogenase 1,12,50103819-50111319,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA044620,Enhanced,,,,,Mixed,Tissue enhanced,,adipose tissue: 636.1;skeletal muscle: 195.7,kidney: 148.1,Cell line enhanced,,ASC diff: 86.3;CACO-2: 22.1;Hep G2: 17.0;RPMI-8226: 20.7
37,GRIP2,KIAA1719,ENSG00000144596,Glutamate receptor interacting protein 2,3,14489111-14556075,Predicted intracellular proteins,Evidence at transcript level,HPA035673,,,Approved,Cytosol,,Mixed,Tissue enhanced,,skeletal muscle: 12.4,heart muscle: 8.6,Cell line enhanced,,BJ hTERT+: 2.5;NTERA-2: 2.1;PC-3: 5.7;SCLC-21H: 4.0;U-2 OS: 2.4
38,HHATL,"C3orf3, GUP1, KIAA1173, MBOAT3, MSTP002, OACT3",ENSG00000010282,Hedgehog acyltransferase-like,3,42692663-42702827,Predicted membrane proteins,Evidence at protein level,HPA018174,Enhanced,,,,,Tissue enhanced,Tissue enhanced,,heart muscle: 333.1;skeletal muscle: 97.6,cerebral cortex: 53.3,Not detected,,
39,HOXC9,"HOX3, HOX3B",ENSG00000180806,Homeobox C9,12,53994895-54003337,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA063965, HPA072160",,,Enhanced,Nucleoplasm,,Mixed,Tissue enhanced,,skeletal muscle: 6.2,adipose tissue: 3.3,Cell line enhanced,,AN3-CA: 19.7;HDLM-2: 26.0;HEK93: 30.3
40,HSPB6,"FLJ32389, Hsp20, PPP1R91",ENSG00000004776,Heat shock protein family B (small) member 6,19,35754569-35758079,Predicted intracellular proteins,Evidence at protein level,"CAB001974, HPA044153, HPA054811",Enhanced,,,,"Urothelial cancer:1.43e-6 (unfavourable), Renal cancer:1.93e-5 (unfavourable)",Expressed in all,Tissue enhanced,,skeletal muscle: 843.0,adipose tissue: 666.5,Cell line enhanced,,ASC diff: 1220.3;ASC TERT1: 521.5;HHSteC: 505.3;HSkMC: 510.5
41,HSPB7,cvHSP,ENSG00000173641,Heat shock protein family B (small) member 7,1,16014028-16019594,Predicted intracellular proteins,Evidence at protein level,HPA027639,Approved,,Approved,Nucleoplasm,"Urothelial cancer:1.26e-4 (unfavourable), Head and neck cancer:5.29e-4 (unfavourable)",Mixed,Tissue enhanced,,heart muscle: 1571.0;skeletal muscle: 639.6,adipose tissue: 342.4,Cell line enriched,5.0,fHDF/TERT166: 246.0
42,IP6K3,"IHPK3, INSP6K3",ENSG00000161896,Inositol hexakisphosphate kinase 3,6,33721670-33746905,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA053644,Approved,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:6.09e-4 (unfavourable),Mixed,Tissue enhanced,,skeletal muscle: 32.4;thyroid gland: 21.9,heart muscle: 9.1,Cell line enhanced,,HHSteC: 18.4;LHCN-M2: 30.1;RH-30: 15.3
43,JPH2,JP-2,ENSG00000149596,Junctophilin 2,20,44111695-44187578,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA052646,Approved,,,,,Mixed,Tissue enhanced,,skeletal muscle: 72.1;smooth muscle: 56.0,seminal vesicle: 47.8,Cell line enhanced,,EFO-21: 21.6;fHDF/TERT166: 18.5;SiHa: 16.8
44,KCNJ11,"BIR, Kir6.2",ENSG00000187486,Potassium voltage-gated channel subfamily J member 11,11,17385859-17389331,"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA048891,Approved,,,,Renal cancer:1.56e-4 (favourable),Mixed,Tissue enhanced,,skeletal muscle: 32.7,cerebral cortex: 10.2,Cell line enhanced,,HEK93: 12.0;MCF7: 8.2;SCLC-21H: 10.3
45,KLHL30,FLJ43374,ENSG00000168427,Kelch like family member 30,2,238138722-238152947,Predicted intracellular proteins,Evidence at transcript level,HPA062095,,,Approved,Microtubule organizing center,,Mixed,Tissue enhanced,,skeletal muscle: 22.1,heart muscle: 5.6,Cell line enhanced,,BEWO: 3.1;RH-30: 4.4;THP-1: 1.5
46,KLHL31,"bA345L23.2, BKLHD6, KBTBD1",ENSG00000124743,Kelch like family member 31,6,53647901-53665708,Predicted intracellular proteins,Evidence at protein level,,,,,,,Not detected,Tissue enhanced,,heart muscle: 29.4;skeletal muscle: 51.2,adipose tissue: 9.0,Cell line enhanced,,SCLC-21H: 1.2
47,LINGO4,LRRN6D,ENSG00000213171,Leucine rich repeat and Ig domain containing 4,1,151800264-151806154,Predicted membrane proteins,Evidence at transcript level,HPA060781,Uncertain,,,,,Mixed,Tissue enhanced,,adrenal gland: 2.2;skeletal muscle: 4.1,"fallopian tube,prostate: 1.0",Not detected,,
48,LMO1,"RBTN1, RHOM1, TTG1",ENSG00000166407,LIM domain only 1,11,8224304-8268716,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Tissue enriched,Tissue enhanced,,skeletal muscle: 10.1;skin: 5.9,epididymis: 2.0,Group enriched,6.0,HeLa: 22.0;SCLC-21H: 14.8;SH-SY5Y: 41.0;SiHa: 8.4
49,LRRC20,"FLJ10751, FLJ10844",ENSG00000172731,Leucine rich repeat containing 20,10,70298970-70382650,Predicted intracellular proteins,Evidence at protein level,HPA039630,,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:1.41e-4 (favourable),Expressed in all,Tissue enhanced,,skeletal muscle: 120.5,heart muscle: 28.5,Cell line enhanced,,U-2 OS: 83.3
50,LRTM1,HT017,ENSG00000144771,Leucine rich repeats and transmembrane domains 1,3,54918237-54967088,Predicted membrane proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,skeletal muscle: 9.3;spleen: 8.9,esophagus: 4.3,Cell line enhanced,,HEL: 1.0
51,LSMEM2,"C3orf45, FLJ38608",ENSG00000179564,Leucine rich single-pass membrane protein 2,3,50279027-50288114,Predicted membrane proteins,Evidence at protein level,,,,,,,Not detected,Tissue enhanced,,heart muscle: 15.4;skeletal muscle: 5.4,testis: 2.8,Not detected,,
52,MAMSTR,"FLJ36070, MASTR",ENSG00000176909,MEF2 activating motif and SAP domain containing transcriptional regulator,19,48712742-48719721,Predicted intracellular proteins,Evidence at transcript level,HPA049765,,,Approved,Nuclear speckles,,Expressed in all,Tissue enhanced,,adrenal gland: 21.4;skeletal muscle: 31.4,fallopian tube: 10.4,Cell line enhanced,,RH-30: 16.1
53,MIB2,"FLJ39787, skeletrophin, ZZANK1, ZZZ5",ENSG00000197530,Mindbomb E3 ubiquitin protein ligase 2,1,1615415-1630610,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA068322,Enhanced,,,,,Expressed in all,Tissue enhanced,,skeletal muscle: 12.4,cerebral cortex: 4.4,Cell line enhanced,,SCLC-21H: 18.4
54,MLIP,"C6orf142, CIP, MGC18257",ENSG00000146147,Muscular LMNA interacting protein,6,53929982-54266280,Predicted intracellular proteins,Evidence at protein level,"HPA029252, HPA046654",Approved,,Approved,Nucleoplasm,,Tissue enhanced,Tissue enhanced,,heart muscle: 112.5;liver: 67.0;skeletal muscle: 45.7,skin: 20.6,Group enriched,7.0,HUVEC TERT2: 16.4;SK-MEL-30: 14.9
55,MN1,"MGCR, MGCR1, MGCR1-PEN",ENSG00000169184,"MN1 proto-oncogene, transcriptional regulator",22,27748277-27801498,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA003072,Approved,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,skeletal muscle: 22.0,cerebral cortex: 6.4,Cell line enhanced,,AF22: 31.4;RH-30: 12.4;TIME: 16.8;U-2 OS: 17.9;U-2197: 17.1
56,MRLN,"Linc-RAM, LINC00948, M1, MLN, MUSER1",ENSG00000227877,Myoregulin,10,59736692-59756041,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,skeletal muscle: 65.4,kidney: 13.8,Cell line enriched,12.0,RH-30: 21.4
57,MSTN,GDF8,ENSG00000138379,Myostatin,2,190055697-190062729,"Disease related genes, Predicted secreted proteins",Evidence at protein level,CAB009963,Approved,,,,Glioma:3.98e-4 (favourable),Tissue enriched,Tissue enhanced,,skeletal muscle: 3.4,"cerebral cortex,endometrium: 1.3",Group enriched,13.0,LHCN-M2: 21.5;RH-30: 50.3
58,MYF5,bHLHc2,ENSG00000111049,Myogenic factor 5,12,80716912-80719673,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA041691,,,Supported,Nucleoplasm,,Not detected,Tissue enhanced,,skeletal muscle: 1.9,prostate: 0.4,Cell line enriched,19.0,LHCN-M2: 398.0
59,MYLK3,"caMLCK, MLCK",ENSG00000140795,Myosin light chain kinase 3,16,46703369-46790407,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA073447,Enhanced,,,,,Not detected,Tissue enhanced,,heart muscle: 69.4;skeletal muscle: 16.9,testis: 11.7,Cell line enhanced,,BEWO: 12.5;HEL: 36.3;K-562: 5.8;SK-BR-3: 6.2
60,MYLK4,SgK085,ENSG00000145949,Myosin light chain kinase family member 4,6,2663629-2750966,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA015860,Uncertain,,,,,Mixed,Tissue enhanced,,skeletal muscle: 9.8,kidney: 3.1,Cell line enriched,7.0,HEL: 6.4
61,NANOS1,"NOS1, ZC2HC12A",ENSG00000188613,Nanos C2HC-type zinc finger 1,10,119029716-119033732,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,CAB012219,Approved,,Supported,Nucleoplasm<br>Cytosol,Breast cancer:1.52e-4 (unfavourable),Mixed,Tissue enhanced,,skeletal muscle: 13.2,thyroid gland: 11.9,Cell line enhanced,,SH-SY5Y: 85.4;SK-BR-3: 34.9;SK-MEL-30: 28.2
62,NDUFS7,"CI-20, FLJ45860, FLJ46880, PSST",ENSG00000115286,NADH:ubiquinone oxidoreductase core subunit S7,19,1383527-1395589,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,,,,,,"Renal cancer:4.90e-7 (favourable), Cervical cancer:2.03e-4 (favourable)",Expressed in all,Tissue enhanced,,skeletal muscle: 96.7,duodenum: 40.7,Mixed,,
63,NEURL1,"h-neu, neu-1, NEURL, RNF67",ENSG00000107954,Neuralized E3 ubiquitin protein ligase 1,10,103493979-103592552,"Enzymes, Predicted intracellular proteins",Evidence at transcript level,HPA044204,Uncertain,,,,,Mixed,Tissue enhanced,,skeletal muscle: 50.9,cerebral cortex: 30.1,Cell line enhanced,,BEWO: 13.2;SCLC-21H: 20.2;SiHa: 9.4
64,NEXN,"NELIN, nexilin",ENSG00000162614,Nexilin F-actin binding protein,1,77888513-77943895,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,HPA011185,Approved,,,,Colorectal cancer:5.60e-4 (unfavourable),Mixed,Tissue enhanced,,heart muscle: 298.6;skeletal muscle: 248.9,prostate: 109.6,Cell line enhanced,,BJ: 129.6;LHCN-M2: 116.4;RH-30: 106.0
65,NOS1,"nNOS, NOS",ENSG00000089250,Nitric oxide synthase 1,12,117208142-117452170,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB002167, HPA058312",Uncertain,,Supported,Nucleoplasm<br>Plasma membrane,,Mixed,Tissue enhanced,,skeletal muscle: 12.9,cerebral cortex: 3.0,Cell line enhanced,,HaCaT: 4.0;RH-30: 9.0;RPTEC TERT1: 4.4
66,NT5C1A,"CN-I, CN-IA, CN1, CN1A, MGC119199, MGC119201",ENSG00000116981,"5'-nucleotidase, cytosolic IA",1,39659121-39672038,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA050283, HPA054158",Supported,,,,,Not detected,Tissue enhanced,,heart muscle: 7.5;skeletal muscle: 24.9,cerebral cortex: 4.8,Cell line enriched,20.0,SH-SY5Y: 18.9
67,P2RX6,"MGC129625, P2RXL1, P2X6, P2XM",ENSG00000099957,Purinergic receptor P2X 6,22,21009808-21028830,Predicted membrane proteins,Evidence at protein level,"HPA028776, HPA028777",Approved,,Approved,Nucleoli<br>Cytosol,,Tissue enhanced,Tissue enhanced,,cerebral cortex: 3.4;skeletal muscle: 3.0,spleen: 2.3,Cell line enhanced,,LHCN-M2: 5.6;RH-30: 4.0;U-87 MG: 11.5
