,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
21,SLC28A1,CNT1,ENSG00000156222,Solute carrier family 28 member 1,15,84884654-84945796,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA019551,Enhanced,,,,,Group enriched,Group enriched,26,duodenum: 37.9;kidney: 49.4;liver: 35.4;small intestine: 53.6,placenta: 1.7,Not detected,,
22,ALDOB,,ENSG00000136872,"Aldolase, fructose-bisphosphate B",9,101420578-101435823,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA002198, CAB020827",Enhanced,,,,,Tissue enriched,Group enriched,23,duodenum: 3705.7;kidney: 6574.8;liver: 5092.2;small intestine: 5611.2,gallbladder: 231.1,Cell line enhanced,,BEWO: 16.8;NB-4: 10.8;RPMI-8226: 13.6;SH-SY5Y: 17.3
23,CLEC18C,MGC34761,ENSG00000157335,C-type lectin domain family 18 member C,16,70173322-70187361,Predicted secreted proteins,Evidence at transcript level,HPA048976,Uncertain,,,,,Tissue enriched,Group enriched,23,kidney: 11.4;testis: 3.6,duodenum: 0.3,Not detected,,
24,UPB1,BUP1,ENSG00000100024,Beta-ureidopropionase 1,22,24494107-24528390,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA000728,Enhanced,,,,Liver cancer:2.30e-7 (favourable),Tissue enriched,Group enriched,23,kidney: 51.2;liver: 161.7,testis: 4.6,Cell line enhanced,,CACO-2: 6.0;NB-4: 1.9;THP-1: 2.7;U-937: 3.5
25,CUBN,"gp280, IFCR, MGA1",ENSG00000107611,Cubilin,10,16823964-17129831,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA004133, HPA043854",Enhanced,,,,Renal cancer:1.12e-4 (favourable),Tissue enriched,Group enriched,22,kidney: 153.7;small intestine: 54.4,thyroid gland: 4.7,Cell line enhanced,,AN3-CA: 14.6;WM-115: 5.9
26,DPYS,DHPase,ENSG00000147647,Dihydropyrimidinase,8,104330324-104467053,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA024785,Enhanced,,,,,Group enriched,Group enriched,22,kidney: 200.4;liver: 246.2,gallbladder: 10.1,Not detected,,
27,PFN3,,ENSG00000196570,Profilin 3,5,177400107-177400636,Predicted intracellular proteins,Evidence at protein level,,,,,,,Not detected,Group enriched,21,kidney: 1.0;testis: 3.2,all non-specific tissues: 0.0,Not detected,,
28,SLC6A19,,ENSG00000174358,Solute carrier family 6 member 19,5,1201595-1225117,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA037415, HPA043207",Enhanced,,Approved,Nucleoli,Renal cancer:4.14e-6 (favourable),Tissue enhanced,Group enriched,21,duodenum: 139.5;kidney: 91.8;small intestine: 156.9,rectum: 6.2,Group enriched,6.0,BEWO: 13.7;HEL: 16.3
29,RNF212B,C14orf164,ENSG00000215277,Ring finger protein 212B,14,23185316-23273477,Predicted intracellular proteins,Evidence at transcript level,HPA053574,Uncertain,,,,,Not detected,Group enriched,20,kidney: 27.7;testis: 10.4,thyroid gland: 0.9,Not detected,,
30,FTCD,,ENSG00000160282,Formimidoyltransferase cyclodeaminase,21,46136262-46155567,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA020073, HPA030928, HPA030929, HPA036114",Enhanced,,Approved,Plasma membrane<br>Cytosol,"Pancreatic cancer:6.78e-5 (favourable), Liver cancer:1.70e-4 (favourable), Renal cancer:5.78e-4 (favourable)",Tissue enriched,Group enriched,18,kidney: 100.2;liver: 184.7,testis: 7.7,Cell line enriched,24.0,Hep G2: 62.7
31,CYP4A22,,ENSG00000162365,Cytochrome P450 family 4 subfamily A member 22,1,47137435-47149741,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,16,kidney: 33.5;liver: 109.1,epididymis: 4.5,Cell line enriched,5.0,RH-30: 1.2
32,SLC34A3,"FLJ38680, NPTIIc",ENSG00000198569,Solute carrier family 34 member 3,9,137230757-137236554,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA023776,Enhanced,,,,,Mixed,Group enriched,15,kidney: 11.8;small intestine: 9.1,testis: 0.7,Cell line enhanced,,CAPAN-2: 2.9;MCF7: 4.2
33,FAM151A,"C1orf179, MGC27169",ENSG00000162391,Family with sequence similarity 151 member A,1,54609182-54623556,Predicted intracellular proteins,Evidence at protein level,HPA016840,Approved,,Uncertain,Nucleoplasm,Renal cancer:4.09e-5 (favourable),Group enriched,Group enriched,14,kidney: 175.3;small intestine: 66.8,liver: 8.5,Cell line enriched,41.0,CACO-2: 63.5
34,PROZ,PZ,ENSG00000126231,"Protein Z, vitamin K dependent plasma glycoprotein",13,113158654-113172383,"Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA052006,Enhanced,,,,Liver cancer:3.46e-4 (favourable),Tissue enriched,Group enriched,14,kidney: 14.5;liver: 27.4,testis: 1.5,Cell line enhanced,,HaCaT: 1.9;Hep G2: 2.4
35,UPP2,"UDRPASE2, UP2, UPASE2",ENSG00000007001,Uridine phosphorylase 2,2,157876702-158136154,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA035225, HPA035226",,,Approved,Nucleus<br>Vesicles<br>Mitochondria,,Tissue enriched,Group enriched,14,kidney: 52.2;liver: 14.3,cerebral cortex: 2.4,Not detected,,
36,GLYATL1,"FLJ34646, MGC15397",ENSG00000166840,Glycine-N-acyltransferase like 1,11,58905398-59043527,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA039501,Supported,,Uncertain,Golgi apparatus<br>Cytosol,"Renal cancer:3.03e-5 (favourable), Liver cancer:3.69e-4 (favourable)",Group enriched,Group enriched,13,kidney: 145.2;liver: 298.1,prostate: 17.4,Cell line enhanced,,CACO-2: 1.6;Daudi: 3.5;RPTEC TERT1: 1.2;U-2197: 1.1
37,UGT2B7,UGT2B9,ENSG00000171234,UDP glucuronosyltransferase family 2 member B7,4,69051363-69112987,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA045108,Uncertain,,,,"Colorectal cancer:7.65e-5 (favourable), Renal cancer:3.79e-4 (favourable), Urothelial cancer:5.38e-4 (favourable)",Group enriched,Group enriched,13,kidney: 1326.3;liver: 825.7,fallopian tube: 79.7,Cell line enhanced,,EFO-21: 73.2;RPTEC TERT1: 235.7;U-2197: 40.2
38,CLDN19,,ENSG00000164007,Claudin 19,1,42733093-42740254,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,,Tissue enhanced,Group enriched,12,kidney: 19.7;placenta: 14.5,breast: 1.4,Cell line enhanced,,CACO-2: 2.4;Hep G2: 4.3
39,SLC39A5,,ENSG00000139540,Solute carrier family 39 member 5,12,56230049-56237846,"Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at protein level,HPA018423,,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,Renal cancer:5.05e-4 (favourable),Tissue enhanced,Group enriched,12,colon: 73.2;duodenum: 240.2;kidney: 115.0;liver: 86.0;pancreas: 53.1;rectum: 48.9;small intestine: 240.4,gallbladder: 10.0,Group enriched,62.0,CACO-2: 33.1;Hep G2: 39.7
40,XPNPEP2,,ENSG00000122121,X-prolyl aminopeptidase 2,X,129738974-129769538,"Disease related genes, Enzymes, Potential drug targets, Predicted secreted proteins",Evidence at protein level,"HPA000339, CAB025136, CAB025269",Enhanced,,,,,Group enriched,Group enriched,12,duodenum: 128.1;kidney: 175.9;small intestine: 231.5,liver: 14.3,Cell line enhanced,,ASC diff: 6.9;ASC TERT1: 36.6;HSkMC: 19.4
41,CLDN14,DFNB29,ENSG00000159261,Claudin 14,21,36460621-36576569,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA054707,,,Uncertain,Vesicles,Liver cancer:1.53e-4 (favourable),Tissue enriched,Group enriched,11,kidney: 3.6;liver: 9.5,gallbladder: 0.6,Cell line enriched,18.0,HDLM-2: 205.9
42,DMGDH,,ENSG00000132837,Dimethylglycine dehydrogenase,5,78997606-79236038,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA036441, HPA036442, HPA077849",Enhanced,,Supported,Mitochondria,"Renal cancer:1.17e-5 (favourable), Liver cancer:5.32e-5 (favourable)",Group enriched,Group enriched,11,kidney: 179.1;liver: 146.2,epididymis: 14.9,Cell line enhanced,,BJ hTERT+: 2.9;Hep G2: 5.2
43,KHK,,ENSG00000138030,Ketohexokinase,2,27086747-27100772,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA007040,Enhanced,,Approved,Cytosol,Endometrial cancer:7.62e-8 (unfavourable),Group enriched,Group enriched,11,duodenum: 113.1;kidney: 111.2;liver: 97.3;small intestine: 133.2,cerebral cortex: 10.1,Cell line enhanced,,Hep G2: 32.5
44,RDH8,"PRRDH, SDR28C2",ENSG00000080511,Retinol dehydrogenase 8 (all-trans),19,10013249-10022279,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at transcript level,,,,,,,Group enriched,Group enriched,11,kidney: 1.2;testis: 1.8,appendix: 0.1,Not detected,,
45,ABCC2,"CMOAT, cMRP, DJS, MRP2",ENSG00000023839,ATP binding cassette subfamily C member 2,10,99782732-99852192,"Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA004860, CAB037271",Enhanced,,,,Renal cancer:1.93e-5 (unfavourable),Tissue enhanced,Group enriched,10,duodenum: 43.5;gallbladder: 42.7;kidney: 20.9;liver: 67.6;small intestine: 49.5,breast: 4.4,Cell line enhanced,,A549: 203.8;Hep G2: 155.8
46,ACMSD,,ENSG00000153086,Aminocarboxymuconate semialdehyde decarboxylase,2,134838547-134902034,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA010533, HPA011179",Enhanced,,,,Renal cancer:2.39e-4 (favourable),Group enriched,Group enriched,10,kidney: 137.3;liver: 80.2,gallbladder: 10.8,Cell line enriched,16.0,RPTEC TERT1: 19.7
47,ATP6V1B1,"ATP6B1, RTA1B, VATB, Vma2, VPP3",ENSG00000116039,ATPase H+ transporting V1 subunit B1,2,70935882-70965406,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,"CAB009523, HPA031847",Enhanced,,Approved,Nucleus<br>Nuclear membrane,,Group enriched,Group enriched,10,"breast: 16.1;cervix, uterine: 47.9;fallopian tube: 21.1;kidney: 64.8;placenta: 27.8;salivary gland: 66.5",skin: 4.2,Group enriched,6.0,BEWO: 20.0;HaCaT: 17.4;SK-BR-3: 34.9
48,CLEC18B,,ENSG00000140839,C-type lectin domain family 18 member B,16,74408270-74421953,Predicted secreted proteins,Evidence at transcript level,HPA048976,Uncertain,,,,Glioma:1.55e-4 (unfavourable),Group enriched,Group enriched,10,kidney: 30.9;testis: 8.1,cerebral cortex: 2.0,Cell line enhanced,,AF22: 1.1;K-562: 2.7
49,GLYAT,"ACGNAT, GAT",ENSG00000149124,Glycine-N-acyltransferase,11,58640426-58731974,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA040251, HPA044094",Enhanced,,,,Renal cancer:1.31e-6 (favourable),Group enriched,Group enriched,10,kidney: 584.9;liver: 355.3,adipose tissue: 47.4,Mixed,,
50,PLA2G12B,PLA2G13,ENSG00000138308,Phospholipase A2 group XIIB,10,72935170-72954778,"Plasma proteins, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,"HPA057745, HPA059562",Approved,,Approved,Vesicles,,Tissue enriched,Group enriched,10,duodenum: 35.2;kidney: 19.0;liver: 49.9;small intestine: 45.9,lung: 3.9,Group enriched,6.0,CACO-2: 10.3;Hep G2: 14.2
51,SLC7A9,CSNU3,ENSG00000021488,Solute carrier family 7 member 9,19,32830509-32869766,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA042591,Enhanced,,,,,Group enriched,Group enriched,10,duodenum: 79.0;kidney: 70.1;small intestine: 123.5,liver: 8.9,Group enriched,20.0,BEWO: 3.3;CACO-2: 6.7;Hep G2: 5.4
52,ATP6V0A4,"a4, ATP6N1B, ATP6N2, RDRTA2, RTA1C, RTADR, Stv1, Vph1, VPP2",ENSG00000105929,ATPase H+ transporting V0 subunit a4,7,138706295-138799560,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA018029, HPA064555",Enhanced,,Approved,Cytosol,Renal cancer:1.32e-6 (favourable),Tissue enriched,Group enriched,9,kidney: 69.6;salivary gland: 31.6,breast: 5.5,Cell line enriched,12.0,SK-BR-3: 42.2
53,CCDC150,FLJ39660,ENSG00000144395,Coiled-coil domain containing 150,2,196639554-196763490,Predicted intracellular proteins,Evidence at protein level,"HPA043968, HPA048104",Uncertain,,Approved,Nucleoplasm,,Mixed,Group enriched,9,kidney: 2.6;testis: 8.8,liver: 0.6,Cell line enhanced,,SCLC-21H: 5.2
54,CDHR5,"FLJ20219, MU-PCDH, MUCDHL, MUPCDH",ENSG00000099834,Cadherin related family member 5,11,616565-626078,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA009081, HPA009173, CAB025004",Enhanced,,,,,Group enriched,Group enriched,9,colon: 41.7;duodenum: 82.7;kidney: 23.6;liver: 21.0;rectum: 54.3;small intestine: 64.3,gallbladder: 5.3,Cell line enhanced,,CACO-2: 2.1
55,CLCNKA,hClC-Ka,ENSG00000186510,Chloride voltage-gated channel Ka,1,16018875-16034050,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA057717,Approved,,,,,Group enriched,Group enriched,9,kidney: 64.2;parathyroid gland: 40.4,thyroid gland: 5.5,Group enriched,11.0,RPMI-8226: 1.3;SK-BR-3: 1.4;U-266/70: 5.7
56,HOXC10,HOX3I,ENSG00000180818,Homeobox C10,12,53985065-53990279,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA053919,Uncertain,,Supported,Nucleoplasm<br>Nuclear bodies,,Mixed,Group enriched,9,kidney: 18.9;skeletal muscle: 40.3;skin: 8.4,breast: 2.5,Cell line enhanced,,AN3-CA: 275.9;T-47d: 95.2
57,LRRC19,FLJ21302,ENSG00000184434,Leucine rich repeat containing 19,9,26993136-27005693,Predicted membrane proteins,Evidence at protein level,,,,,,Renal cancer:7.08e-8 (favourable),Group enriched,Group enriched,9,colon: 35.9;duodenum: 23.7;gallbladder: 9.4;kidney: 45.1;rectum: 35.3;small intestine: 34.7,appendix: 3.5,Not detected,,
58,NXPH2,NPH2,ENSG00000144227,Neurexophilin 2,2,138670772-138780348,Predicted secreted proteins,Evidence at transcript level,HPA034759,Approved,,,,,Mixed,Group enriched,9,cerebral cortex: 5.7;kidney: 5.0;ovary: 14.0,endometrium: 0.9,Cell line enhanced,,AF22: 3.8;SCLC-21H: 1.7;SiHa: 4.0;U-2 OS: 6.3;U-251 MG: 1.7
59,RIDA,"HRSP12, P14.5, PSP, UK114",ENSG00000132541,Reactive intermediate imine deaminase A homolog,8,98102344-98117241,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA022856, HPA023489",Enhanced,,,,Liver cancer:9.61e-6 (favourable),Expressed in all,Group enriched,9,kidney: 454.6;liver: 698.7,cerebral cortex: 62.3,Expressed in all,,
60,SMTNL2,FLJ42461,ENSG00000188176,Smoothelin like 2,17,4583999-4608319,Predicted intracellular proteins,Evidence at protein level,,,,,,Renal cancer:1.28e-4 (favourable),Tissue enhanced,Group enriched,9,kidney: 26.8;skeletal muscle: 133.8,fallopian tube: 9.0,Group enriched,7.0,CACO-2: 40.8;SCLC-21H: 13.5
61,TMEM213,,ENSG00000214128,Transmembrane protein 213,7,138797952-138838101,"Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA054059,Enhanced,,,,Renal cancer:5.54e-7 (favourable),Tissue enriched,Group enriched,9,kidney: 80.7;salivary gland: 22.6,breast: 5.7,Not detected,,
62,C5orf67,,ENSG00000225940,Chromosome 5 open reading frame 67,5,56511567-56606232,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Group enriched,8,epididymis: 19.8;kidney: 9.4,thyroid gland: 1.9,Group enriched,7.0,CACO-2: 1.7;EFO-21: 5.3;U-266/70: 4.8
63,CDH16,,ENSG00000166589,Cadherin 16,16,66908122-66918984,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"CAB013526, HPA036260",Enhanced,,,,Renal cancer:1.02e-7 (favourable),Tissue enriched,Group enriched,8,kidney: 231.3;thyroid gland: 58.0,fallopian tube: 17.2,Cell line enriched,78.0,RPTEC TERT1: 163.7
64,CLRN3,"MGC32871, TMEM12, USH3AL1",ENSG00000180745,Clarin 3,10,127877841-127892947,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA014482,Approved,,,,Stomach cancer:8.98e-4 (favourable),Group enriched,Group enriched,8,colon: 69.9;duodenum: 73.3;gallbladder: 23.6;kidney: 44.3;liver: 40.4;rectum: 76.3;small intestine: 97.5,appendix: 7.2,Cell line enriched,6.0,CACO-2: 1.9
65,KCNJ16,"BIR9, Kir5.1",ENSG00000153822,Potassium voltage-gated channel subfamily J member 16,17,70053429-70135608,"Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels",Evidence at protein level,HPA059563,Approved,,Uncertain,Vesicles,"Renal cancer:9.61e-7 (favourable), Thyroid cancer:6.58e-4 (favourable)",Group enriched,Group enriched,8,kidney: 209.1;parathyroid gland: 269.7;thyroid gland: 235.1,seminal vesicle: 31.5,Cell line enriched,18.0,RPTEC TERT1: 211.8
66,RP11-397G17.1,,ENSG00000226733,,6,50093616-50181007,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Group enriched,Group enriched,8,epididymis: 136.0;kidney: 50.9,liver: 12.3,Not detected,,
67,SMIM24,"C19orf77, HSPC323",ENSG00000095932,Small integral membrane protein 24,19,3473986-3480542,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA045046, HPA056027",Enhanced,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:4.13e-10 (favourable),Tissue enhanced,Group enriched,8,duodenum: 758.8;epididymis: 1928.7;kidney: 835.9;small intestine: 682.3,stomach: 140.0,Group enriched,8.0,CACO-2: 128.5;HEL: 66.3;Hep G2: 79.7;MOLT-4: 90.8;REH: 56.0;U-937: 68.2
68,AP000322.53,,ENSG00000243627,,21,34418715-34423966,Predicted membrane proteins,Evidence at transcript level,HPA029085,Uncertain,,,,,Not detected,Group enriched,7,breast: 1.5;fallopian tube: 1.4;kidney: 4.3,skin: 0.3,Not detected,,
