,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
20,ABCG5,STSL,ENSG00000138075,ATP binding cassette subfamily G member 5,2,43812472-43838865,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA016514,,,Approved,Nucleus,Liver cancer:2.60e-5 (favourable),Tissue enriched,Group enriched,32,duodenum: 56.5;liver: 28.4;small intestine: 56.2,gallbladder: 1.4,Cell line enriched,37.0,Hep G2: 6.3
21,DIO1,TXDI1,ENSG00000211452,Iodothyronine deiodinase 1,1,53891239-53911086,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,,,,,,Thyroid cancer:5.44e-4 (unfavourable),Group enriched,Group enriched,30,kidney: 147.5;liver: 94.9;thyroid gland: 434.9,fallopian tube: 7.5,Group enriched,20.0,Hep G2: 23.0;SK-BR-3: 59.3
22,ALDH8A1,ALDH12,ENSG00000118514,Aldehyde dehydrogenase 8 family member A1,6,134917390-134950122,Predicted intracellular proteins,Evidence at protein level,"HPA026292, HPA055414",Enhanced,,Supported,Centrosome,Renal cancer:9.87e-4 (favourable),Group enriched,Group enriched,29,kidney: 74.3;liver: 127.7,cerebral cortex: 3.4,Mixed,,
23,OTC,,ENSG00000036473,Ornithine carbamoyltransferase,X,38352545-38421450,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA000243, HPA000570",Enhanced,,Supported,Mitochondria,,Tissue enriched,Group enriched,26,duodenum: 114.4;liver: 195.4;small intestine: 96.9,colon: 5.3,Not detected,,
24,SLC28A1,CNT1,ENSG00000156222,Solute carrier family 28 member 1,15,84884654-84945796,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA019551,Enhanced,,,,,Group enriched,Group enriched,26,duodenum: 37.9;kidney: 49.4;liver: 35.4;small intestine: 53.6,placenta: 1.7,Not detected,,
25,ABCG8,GBD4,ENSG00000143921,ATP binding cassette subfamily G member 8,2,43838964-43878466,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,HPA019556,Uncertain,,Approved,Vesicles,,Tissue enriched,Group enriched,25,duodenum: 50.0;liver: 34.0;small intestine: 55.5,gallbladder: 1.8,Cell line enriched,44.0,Hep G2: 6.9
26,ALDOB,,ENSG00000136872,"Aldolase, fructose-bisphosphate B",9,101420578-101435823,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA002198, CAB020827",Enhanced,,,,,Tissue enriched,Group enriched,23,duodenum: 3705.7;kidney: 6574.8;liver: 5092.2;small intestine: 5611.2,gallbladder: 231.1,Cell line enhanced,,BEWO: 16.8;NB-4: 10.8;RPMI-8226: 13.6;SH-SY5Y: 17.3
27,CPS1,,ENSG00000021826,Carbamoyl-phosphate synthase 1,2,210477682-210679107,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"CAB003781, HPA021400",Enhanced,,Approved,Nucleoli,Liver cancer:6.93e-5 (favourable),Tissue enriched,Group enriched,23,duodenum: 234.5;liver: 697.8;small intestine: 144.1,testis: 15.3,Cell line enhanced,,HeLa: 249.1;SK-BR-3: 84.1
28,UPB1,BUP1,ENSG00000100024,Beta-ureidopropionase 1,22,24494107-24528390,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA000728,Enhanced,,,,Liver cancer:2.30e-7 (favourable),Tissue enriched,Group enriched,23,kidney: 51.2;liver: 161.7,testis: 4.6,Cell line enhanced,,CACO-2: 6.0;NB-4: 1.9;THP-1: 2.7;U-937: 3.5
29,DPYS,DHPase,ENSG00000147647,Dihydropyrimidinase,8,104330324-104467053,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA024785,Enhanced,,,,,Group enriched,Group enriched,22,kidney: 200.4;liver: 246.2,gallbladder: 10.1,Not detected,,
30,ANGPTL8,"C19orf80, RIFL, TD26",ENSG00000130173,Angiopoietin like 8,19,11237450-11241943,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA042131,,,Approved,Nucleoplasm<br>Golgi apparatus,Renal cancer:1.84e-6 (unfavourable),Tissue enriched,Group enriched,20,adipose tissue: 13.7;liver: 63.8,epididymis: 1.9,Group enriched,28.0,Hep G2: 24.9;MCF7: 16.3
31,FTCD,,ENSG00000160282,Formimidoyltransferase cyclodeaminase,21,46136262-46155567,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA020073, HPA030928, HPA030929, HPA036114",Enhanced,,Approved,Plasma membrane<br>Cytosol,"Pancreatic cancer:6.78e-5 (favourable), Liver cancer:1.70e-4 (favourable), Renal cancer:5.78e-4 (favourable)",Tissue enriched,Group enriched,18,kidney: 100.2;liver: 184.7,testis: 7.7,Cell line enriched,24.0,Hep G2: 62.7
32,C4BPB,C4BP,ENSG00000123843,Complement component 4 binding protein beta,1,207088842-207099993,"Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA051620,Approved,,,,,Tissue enriched,Group enriched,16,liver: 241.3;ovary: 52.0,placenta: 8.9,Group enriched,15.0,CACO-2: 94.2;HeLa: 31.3;Hep G2: 101.7
33,CYP4A22,,ENSG00000162365,Cytochrome P450 family 4 subfamily A member 22,1,47137435-47149741,"Enzymes, Predicted membrane proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,16,kidney: 33.5;liver: 109.1,epididymis: 4.5,Cell line enriched,5.0,RH-30: 1.2
34,MTTP,"ABL, MTP",ENSG00000138823,Microsomal triglyceride transfer protein,4,99563761-99623999,"Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA051170, HPA054862",Uncertain,,Approved,Cytosol,,Tissue enriched,Group enriched,16,duodenum: 236.3;liver: 133.9;small intestine: 292.6,testis: 13.5,Cell line enhanced,,AF22: 10.2;Hep G2: 8.0
35,HFE2,"haemojuvelin, hemojuvelin, HFE2A, HJV, JH, RGMC",ENSG00000168509,Hemochromatosis type 2 (juvenile),1,146017468-146036746,"Disease related genes, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enriched,Group enriched,15,heart muscle: 45.4;liver: 123.4;skeletal muscle: 212.6,esophagus: 8.6,Cell line enhanced,,HSkMC: 1.1;K-562: 1.4
36,GOLGA6B,,ENSG00000215186,Golgin A6 family member B,15,72654738-72666394,Predicted intracellular proteins,Evidence at protein level,"HPA044978, HPA050087",Supported,,,,,Not detected,Group enriched,14,liver: 1.9;testis: 5.3,cerebral cortex: 0.2,Not detected,,
37,PROZ,PZ,ENSG00000126231,"Protein Z, vitamin K dependent plasma glycoprotein",13,113158654-113172383,"Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA052006,Enhanced,,,,Liver cancer:3.46e-4 (favourable),Tissue enriched,Group enriched,14,kidney: 14.5;liver: 27.4,testis: 1.5,Cell line enhanced,,HaCaT: 1.9;Hep G2: 2.4
38,UPP2,"UDRPASE2, UP2, UPASE2",ENSG00000007001,Uridine phosphorylase 2,2,157876702-158136154,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA035225, HPA035226",,,Approved,Nucleus<br>Vesicles<br>Mitochondria,,Tissue enriched,Group enriched,14,kidney: 52.2;liver: 14.3,cerebral cortex: 2.4,Not detected,,
39,GLYATL1,"FLJ34646, MGC15397",ENSG00000166840,Glycine-N-acyltransferase like 1,11,58905398-59043527,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA039501,Supported,,Uncertain,Golgi apparatus<br>Cytosol,"Renal cancer:3.03e-5 (favourable), Liver cancer:3.69e-4 (favourable)",Group enriched,Group enriched,13,kidney: 145.2;liver: 298.1,prostate: 17.4,Cell line enhanced,,CACO-2: 1.6;Daudi: 3.5;RPTEC TERT1: 1.2;U-2197: 1.1
40,NAT2,AAC2,ENSG00000156006,N-acetyltransferase 2,8,18391245-18401218,"Cancer-related genes, Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA043704,Uncertain,,,,Colorectal cancer:4.61e-5 (favourable),Tissue enhanced,Group enriched,13,colon: 14.4;duodenum: 32.7;liver: 62.4;rectum: 14.0;small intestine: 27.1,smooth muscle: 2.3,Cell line enhanced,,RT4: 1.2;SCLC-21H: 2.5;SK-BR-3: 1.0
41,UGT2B7,UGT2B9,ENSG00000171234,UDP glucuronosyltransferase family 2 member B7,4,69051363-69112987,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA045108,Uncertain,,,,"Colorectal cancer:7.65e-5 (favourable), Renal cancer:3.79e-4 (favourable), Urothelial cancer:5.38e-4 (favourable)",Group enriched,Group enriched,13,kidney: 1326.3;liver: 825.7,fallopian tube: 79.7,Cell line enhanced,,EFO-21: 73.2;RPTEC TERT1: 235.7;U-2197: 40.2
42,CNDP1,"CN1, CPGL2, HsT2308, MGC10825",ENSG00000150656,Carnosine dipeptidase 1,18,74534440-74587212,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA008933,Enhanced,,,,,Group enriched,Group enriched,12,cerebral cortex: 101.7;liver: 23.0,duodenum: 5.1,Cell line enriched,68.0,U-266/84: 57.1
43,HABP2,"FSAP, HABP, HGFAL, PHBP",ENSG00000148702,Hyaluronan binding protein 2,10,113550837-113589602,"Candidate cardiovascular disease genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA019518,Approved,,,,,Tissue enriched,Group enriched,12,gallbladder: 55.8;liver: 225.6,stomach: 11.3,Cell line enriched,5.0,RPTEC TERT1: 38.3
44,MOGAT2,"DGAT2L5, FLJ22644, MGAT2",ENSG00000166391,Monoacylglycerol O-acyltransferase 2,11,75717819-75732958,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA028834,Uncertain,,,,,Tissue enhanced,Group enriched,12,colon: 12.5;duodenum: 37.2;liver: 12.1;rectum: 12.5;small intestine: 43.6,appendix: 1.9,Group enriched,6.0,Hep G2: 2.7;RPMI-8226: 1.8
45,SLC39A5,,ENSG00000139540,Solute carrier family 39 member 5,12,56230049-56237846,"Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at protein level,HPA018423,,,Approved,Nucleoplasm<br>Vesicles<br>Cytosol,Renal cancer:5.05e-4 (favourable),Tissue enhanced,Group enriched,12,colon: 73.2;duodenum: 240.2;kidney: 115.0;liver: 86.0;pancreas: 53.1;rectum: 48.9;small intestine: 240.4,gallbladder: 10.0,Group enriched,62.0,CACO-2: 33.1;Hep G2: 39.7
46,CLDN14,DFNB29,ENSG00000159261,Claudin 14,21,36460621-36576569,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA054707,,,Uncertain,Vesicles,Liver cancer:1.53e-4 (favourable),Tissue enriched,Group enriched,11,kidney: 3.6;liver: 9.5,gallbladder: 0.6,Cell line enriched,18.0,HDLM-2: 205.9
47,CYP2C18,"CPCI, CYP2C, CYP2C17, P450IIC17",ENSG00000108242,Cytochrome P450 family 2 subfamily C member 18,10,94683621-94736190,"Enzymes, Plasma proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Tissue enhanced,Group enriched,11,duodenum: 103.1;esophagus: 24.6;gallbladder: 24.5;liver: 97.8;small intestine: 88.1;stomach: 62.2,tonsil: 6.2,Cell line enhanced,,BEWO: 3.0
48,DMGDH,,ENSG00000132837,Dimethylglycine dehydrogenase,5,78997606-79236038,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,"HPA036441, HPA036442, HPA077849",Enhanced,,Supported,Mitochondria,"Renal cancer:1.17e-5 (favourable), Liver cancer:5.32e-5 (favourable)",Group enriched,Group enriched,11,kidney: 179.1;liver: 146.2,epididymis: 14.9,Cell line enhanced,,BJ hTERT+: 2.9;Hep G2: 5.2
49,F5,,ENSG00000198734,Coagulation factor V,1,169514166-169586588,"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins",Evidence at protein level,HPA002036,Uncertain,,Approved,Golgi apparatus,Stomach cancer:3.39e-4 (unfavourable),Tissue enriched,Group enriched,11,gallbladder: 28.4;liver: 93.7;placenta: 68.2,fallopian tube: 5.9,Cell line enriched,7.0,Hep G2: 22.8
50,GPR88,,ENSG00000181656,G protein-coupled receptor 88,1,100538137-100542018,"Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins",Evidence at transcript level,HPA007488,,Approved,,,,Tissue enriched,Group enriched,11,breast: 9.4;cerebral cortex: 3.1;liver: 4.9;ovary: 3.1;parathyroid gland: 4.9;spleen: 14.4,prostate: 0.6,Group enriched,8.0,HSkMC: 1.1;SCLC-21H: 2.3
51,KHK,,ENSG00000138030,Ketohexokinase,2,27086747-27100772,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA007040,Enhanced,,Approved,Cytosol,Endometrial cancer:7.62e-8 (unfavourable),Group enriched,Group enriched,11,duodenum: 113.1;kidney: 111.2;liver: 97.3;small intestine: 133.2,cerebral cortex: 10.1,Cell line enhanced,,Hep G2: 32.5
52,SRD5A2,,ENSG00000277893,Steroid 5 alpha-reductase 2,2,31522480-31581067,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins",Evidence at protein level,,,,,,,Group enriched,Group enriched,11,epididymis: 27.9;fallopian tube: 31.6;liver: 30.6;prostate: 26.6;seminal vesicle: 24.5,testis: 2.5,Cell line enhanced,,RT4: 1.2
53,ABCC2,"CMOAT, cMRP, DJS, MRP2",ENSG00000023839,ATP binding cassette subfamily C member 2,10,99782732-99852192,"Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters",Evidence at protein level,"HPA004860, CAB037271",Enhanced,,,,Renal cancer:1.93e-5 (unfavourable),Tissue enhanced,Group enriched,10,duodenum: 43.5;gallbladder: 42.7;kidney: 20.9;liver: 67.6;small intestine: 49.5,breast: 4.4,Cell line enhanced,,A549: 203.8;Hep G2: 155.8
54,ACMSD,,ENSG00000153086,Aminocarboxymuconate semialdehyde decarboxylase,2,134838547-134902034,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA010533, HPA011179",Enhanced,,,,Renal cancer:2.39e-4 (favourable),Group enriched,Group enriched,10,kidney: 137.3;liver: 80.2,gallbladder: 10.8,Cell line enriched,16.0,RPTEC TERT1: 19.7
55,GLYAT,"ACGNAT, GAT",ENSG00000149124,Glycine-N-acyltransferase,11,58640426-58731974,"Enzymes, Predicted intracellular proteins",Evidence at protein level,"HPA040251, HPA044094",Enhanced,,,,Renal cancer:1.31e-6 (favourable),Group enriched,Group enriched,10,kidney: 584.9;liver: 355.3,adipose tissue: 47.4,Mixed,,
56,NR1I2,"BXR, ONR1, PAR2, PXR, SXR",ENSG00000144852,Nuclear receptor subfamily 1 group I member 2,3,119780484-119818485,"FDA approved drug targets, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA029309, HPA055121, HPA073926",,,Enhanced,Nucleoplasm,,Group enriched,Group enriched,10,colon: 10.3;duodenum: 27.2;gallbladder: 6.4;liver: 20.0;rectum: 10.7;small intestine: 30.0,stomach: 1.7,Group enriched,7.0,Hep G2: 9.8;RH-30: 3.3
57,PLA2G12B,PLA2G13,ENSG00000138308,Phospholipase A2 group XIIB,10,72935170-72954778,"Plasma proteins, Predicted secreted proteins, RAS pathway related proteins",Evidence at protein level,"HPA057745, HPA059562",Approved,,Approved,Vesicles,,Tissue enriched,Group enriched,10,duodenum: 35.2;kidney: 19.0;liver: 49.9;small intestine: 45.9,lung: 3.9,Group enriched,6.0,CACO-2: 10.3;Hep G2: 14.2
58,C6,,ENSG00000039537,Complement C6,5,41142234-41261438,"Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins, Transporters",Evidence at protein level,"HPA043823, CAB069427",Enhanced,,,,Renal cancer:4.31e-4 (favourable),Group enriched,Group enriched,9,fallopian tube: 73.5;liver: 358.3,heart muscle: 23.4,Group enriched,11.0,ASC diff: 3.2;ASC TERT1: 4.5;HSkMC: 12.3
59,CDHR5,"FLJ20219, MU-PCDH, MUCDHL, MUPCDH",ENSG00000099834,Cadherin related family member 5,11,616565-626078,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA009081, HPA009173, CAB025004",Enhanced,,,,,Group enriched,Group enriched,9,colon: 41.7;duodenum: 82.7;kidney: 23.6;liver: 21.0;rectum: 54.3;small intestine: 64.3,gallbladder: 5.3,Cell line enhanced,,CACO-2: 2.1
60,GNMT,,ENSG00000124713,Glycine N-methyltransferase,6,42960758-42963880,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA027501,Enhanced,,Approved,Cytosol,Liver cancer:1.86e-4 (favourable),Group enriched,Group enriched,9,liver: 155.0;pancreas: 55.8;prostate: 32.7,breast: 9.4,Cell line enhanced,,Hep G2: 5.7;SCLC-21H: 11.3;T-47d: 5.8
61,HSD11B1,"HSD11, HSD11B, SDR26C1",ENSG00000117594,Hydroxysteroid 11-beta dehydrogenase 1,1,209686178-209734950,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA047729,Enhanced,,,,Renal cancer:1.97e-10 (unfavourable),Tissue enriched,Group enriched,9,liver: 492.5;placenta: 105.1,ovary: 31.6,Group enriched,6.0,ASC diff: 678.2;HHSteC: 173.0
62,RIDA,"HRSP12, P14.5, PSP, UK114",ENSG00000132541,Reactive intermediate imine deaminase A homolog,8,98102344-98117241,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA022856, HPA023489",Enhanced,,,,Liver cancer:9.61e-6 (favourable),Expressed in all,Group enriched,9,kidney: 454.6;liver: 698.7,cerebral cortex: 62.3,Expressed in all,,
63,ASCL1,"ASH1, bHLHa46, HASH1",ENSG00000139352,Achaete-scute family bHLH transcription factor 1,12,102957686-102960516,"Predicted secreted proteins, Transcription factors",Evidence at protein level,HPA029217,Enhanced,,,,,Group enriched,Group enriched,8,cerebral cortex: 16.2;liver: 6.4,adrenal gland: 1.4,Group enriched,23.0,SCLC-21H: 63.4;SH-SY5Y: 30.9
