,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
29,CRYBG3,DKFZp667G2110,ENSG00000080200,Crystallin beta-gamma domain containing 3,3,97822040-97944963,Predicted intracellular proteins,Evidence at protein level,HPA044122,,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:7.07e-4 (favourable),Mixed,Tissue enhanced,,thyroid gland: 45.8,testis: 25.6,Cell line enhanced,,SCLC-21H: 47.0
30,CTAGE4,"cTAGE-4, FLJ43692",ENSG00000225932,CTAGE family member 4,7,144183466-144186053,Predicted membrane proteins,Evidence at protein level,"HPA000387, HPA000922",Uncertain,,,,,Not detected,Tissue enhanced,,thyroid gland: 16.4,testis: 13.6,Cell line enhanced,,A-431: 16.9;hTCEpi: 10.1;RPTEC TERT1: 9.9;SiHa: 9.1
31,CTAGE8,,ENSG00000244693,CTAGE family member 8,7,144266701-144269288,Predicted membrane proteins,Evidence at protein level,"HPA000387, HPA000922",Uncertain,,,,,Not detected,Tissue enhanced,,thyroid gland: 11.4,skin: 9.1,Cell line enhanced,,A-431: 9.7;HaCaT: 5.8;RT4: 5.7;SiHa: 6.7
32,CYP27B1,"CYP1, P450c1, PDDR, VDD1",ENSG00000111012,Cytochrome P450 family 27 subfamily B member 1,12,57762334-57768986,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,,,,,,Thyroid cancer:6.79e-4 (unfavourable),Mixed,Tissue enhanced,,kidney: 4.3;thyroid gland: 3.9,appendix: 1.2,Cell line enriched,8.0,RH-30: 47.8
33,DAPK2,"DRP-1, MGC119312",ENSG00000035664,Death associated protein kinase 2,15,63907036-64072033,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA071581,,,Supported,Golgi apparatus<br>Vesicles,Lung cancer:5.63e-4 (favourable),Tissue enriched,Tissue enhanced,,thyroid gland: 49.1,lung: 29.9,Cell line enhanced,,HMC-1: 16.0
34,DUOX1,"LNOX1, NOXEF1, THOX1",ENSG00000137857,Dual oxidase 1,15,45129933-45165576,"Enzymes, Predicted membrane proteins, Predicted secreted proteins, Transporters",Evidence at protein level,HPA023544,Approved,,,,Cervical cancer:4.31e-6 (favourable),Tissue enhanced,Tissue enhanced,,skin: 96.9;thyroid gland: 92.6,esophagus: 73.2,Cell line enhanced,,HaCaT: 56.9;hTCEpi: 22.1;RT4: 29.0
35,DUOX2,"LNOX2, P138-TOX, P138(TOX), THOX2",ENSG00000140279,Dual oxidase 2,15,45092650-45114344,"Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,gallbladder: 446.7;thyroid gland: 124.8,urinary bladder: 87.1,Cell line enriched,8.0,HaCaT: 5.5
36,DUOXA1,"FLJ32334, mol, NIP, NUMBIP",ENSG00000140254,Dual oxidase maturation factor 1,15,45117367-45129938,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA041578,Approved,,,,,Tissue enhanced,Tissue enhanced,,esophagus: 122.2;skin: 107.9;thyroid gland: 112.0,epididymis: 60.3,Cell line enriched,9.0,HaCaT: 92.0
37,EGR2,KROX20,ENSG00000122877,Early growth response 2,10,62811996-62919900,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA031165,,,Supported,Nucleoplasm,Breast cancer:7.30e-5 (favourable),Expressed in all,Tissue enhanced,,thyroid gland: 234.3,epididymis: 73.8,Cell line enriched,7.0,U-87 MG: 22.2
38,ESM1,,ENSG00000164283,Endothelial cell specific molecule 1,5,54977864-55022671,Predicted secreted proteins,Evidence at protein level,,,,,,"Cervical cancer:2.11e-7 (unfavourable), Renal cancer:4.00e-4 (unfavourable)",Tissue enriched,Tissue enhanced,,kidney: 19.2;thyroid gland: 27.2,endometrium: 5.8,Group enriched,5.0,HUVEC TERT2: 236.2;TIME: 434.9
39,ESYT3,"CHR3SYT, FAM62C",ENSG00000158220,Extended synaptotagmin 3,3,138434586-138481686,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA039200,Approved,,,,Lung cancer:8.30e-4 (favourable),Tissue enhanced,Tissue enhanced,,lung: 8.4;skin: 7.5;thyroid gland: 8.5,endometrium: 3.7,Cell line enhanced,,NTERA-2: 4.1;SCLC-21H: 5.2;SiHa: 1.9
40,FAM155B,"CXorf63, TED, TMEM28",ENSG00000130054,Family with sequence similarity 155 member B,X,69505241-69532508,Predicted membrane proteins,Evidence at transcript level,HPA036093,Uncertain,,,,"Breast cancer:4.61e-5 (unfavourable), Prostate cancer:1.83e-4 (unfavourable), Renal cancer:6.63e-4 (favourable)",Mixed,Tissue enhanced,,heart muscle: 10.8;seminal vesicle: 8.5;thyroid gland: 16.7,cerebral cortex: 2.5,Cell line enhanced,,AN3-CA: 8.3;HAP1: 20.7;NTERA-2: 27.5;SCLC-21H: 15.3
41,FAM167A,C8orf13,ENSG00000154319,Family with sequence similarity 167 member A,8,11421463-11474715,Predicted intracellular proteins,Evidence at protein level,"HPA023915, HPA030426",Approved,,Approved,Mitochondria,Endometrial cancer:5.96e-4 (unfavourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 32.4;thyroid gland: 88.0,lung: 15.8,Cell line enhanced,,Daudi: 41.5;RPMI-8226: 43.0;SH-SY5Y: 48.2
42,FAM189A2,"C9orf61, X123",ENSG00000135063,Family with sequence similarity 189 member A2,9,69324572-69392455,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,"HPA029411, HPA057207",Approved,,,,"Endometrial cancer:1.16e-6 (favourable), Renal cancer:1.75e-5 (favourable)",Tissue enhanced,Tissue enhanced,,thyroid gland: 101.0,"cervix, uterine: 64.4",Cell line enhanced,,BEWO: 4.9;NTERA-2: 7.3;SK-MEL-30: 5.2
43,FBN3,,ENSG00000142449,Fibrillin 3,19,8065402-8149846,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,HPA049482,Uncertain,,,,Endometrial cancer:5.15e-4 (unfavourable),Tissue enhanced,Tissue enhanced,,lung: 2.1;thyroid gland: 1.8,"cerebral cortex,salivary gland: 1.1",Cell line enhanced,,CACO-2: 3.1;NTERA-2: 12.3;REH: 16.9
44,FHDC1,KIAA1727,ENSG00000137460,FH2 domain containing 1,4,152936352-152979696,Predicted intracellular proteins,Evidence at protein level,HPA008527,Uncertain,,,,Renal cancer:1.33e-5 (favourable),Mixed,Tissue enhanced,,thyroid gland: 26.8,lung: 12.9,Cell line enhanced,,BEWO: 29.6;SK-BR-3: 10.8;WM-115: 10.5
45,FNDC1,"bA243O10.1, dJ322A24.1, FNDC2, KIAA1866",ENSG00000164694,Fibronectin type III domain containing 1,6,159169397-159272109,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA030962, HPA030963",Approved,,Supported,Nuclear speckles,"Renal cancer:1.93e-6 (unfavourable), Endometrial cancer:6.10e-5 (favourable)",Tissue enhanced,Tissue enhanced,,gallbladder: 22.9;thyroid gland: 34.1,smooth muscle: 16.5,Cell line enhanced,,fHDF/TERT166: 2.3
46,FRAS1,"FLJ14927, FLJ22031, KIAA1500",ENSG00000138759,Fraser extracellular matrix complex subunit 1,4,78057570-78544269,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,"HPA011281, HPA051601",Approved,,Approved,Nucleoli fibrillar center,Renal cancer:4.69e-4 (favourable),Mixed,Tissue enhanced,,thyroid gland: 20.2,"kidney,placenta: 8.2",Cell line enhanced,,fHDF/TERT166: 28.1;RH-30: 19.7;SiHa: 23.0
47,FREM2,DKFZp686J0811,ENSG00000150893,FRAS1 related extracellular matrix protein 2,13,38687129-38887131,"Disease related genes, Predicted membrane proteins",Evidence at protein level,HPA028831,Uncertain,,Approved,Cytosol,Renal cancer:2.23e-7 (favourable),Mixed,Tissue enhanced,,kidney: 8.2;thyroid gland: 8.3,lung: 3.3,Cell line enhanced,,AF22: 15.4;HAP1: 10.9;MCF7: 6.0;RT4: 5.7;WM-115: 5.8
48,FRMPD3,"KIAA1817, RP5-1070B1.1",ENSG00000147234,FERM and PDZ domain containing 3,X,107522450-107605251,Predicted intracellular proteins,Evidence at transcript level,HPA003164,Uncertain,,,,,Tissue enhanced,Tissue enhanced,,cerebral cortex: 5.9;ovary: 6.7;thyroid gland: 5.5,seminal vesicle: 1.9,Cell line enhanced,,Daudi: 4.2;SCLC-21H: 2.1;WM-115: 2.1
49,FSCN2,"RFSN, RP30",ENSG00000186765,"Fascin actin-bundling protein 2, retinal",17,81528396-81537130,"Disease related genes, Predicted intracellular proteins",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,parathyroid gland: 4.3;thyroid gland: 2.9,"fallopian tube,stomach: 0.8",Cell line enhanced,,EFO-21: 1.8;T-47d: 1.9
50,GAL3ST3,GAL3ST2,ENSG00000175229,Galactose-3-O-sulfotransferase 3,11,66041952-66049180,Predicted secreted proteins,Evidence at protein level,,,,,,Endometrial cancer:6.53e-6 (unfavourable),Tissue enhanced,Tissue enhanced,,cerebral cortex: 4.3;endometrium: 4.3;smooth muscle: 4.8;thyroid gland: 8.2,seminal vesicle: 2.5,Group enriched,5.0,NTERA-2: 8.8;SH-SY5Y: 7.6
51,GALNT18,"GalNAc-T18, GALNT15, GALNTL4, MGC71806",ENSG00000110328,Polypeptide N-acetylgalactosaminyltransferase 18,11,11270876-11622005,"Enzymes, Predicted membrane proteins",Evidence at protein level,HPA012955,Approved,,Approved,Mitochondria,Endometrial cancer:1.29e-4 (unfavourable),Expressed in all,Tissue enhanced,,thyroid gland: 59.3,lung: 43.2,Cell line enhanced,,A-431: 36.5;HaCaT: 46.1;PC-3: 33.7;SK-BR-3: 35.3;U-87 MG: 32.9
52,GFRA2,"GDNFRB, NTNRA, RETL2, TRNR2",ENSG00000168546,GDNF family receptor alpha 2,8,21690403-21812357,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA024704, CAB032791",Uncertain,,Uncertain,Vesicles,,Tissue enriched,Tissue enhanced,,thyroid gland: 13.4,spleen: 9.5,Group enriched,12.0,HEL: 8.1;HMC-1: 17.5;WM-115: 3.6
53,GFRA4,,ENSG00000125861,GDNF family receptor alpha 4,20,3659292-3663399,Predicted secreted proteins,Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,thyroid gland: 1.4,testis: 0.3,Not detected,,
54,GGT2,GGT,ENSG00000133475,Gamma-glutamyltransferase 2,22,21207973-21227637,Predicted membrane proteins,Evidence at protein level,"HPA045635, HPA047534, HPA065444",Supported,,Approved,Vesicles,,Tissue enhanced,Tissue enhanced,,lung: 1.3;thyroid gland: 1.5,"breast,salivary gland: 0.9",Cell line enhanced,,HDLM-2: 1.5;HeLa: 2.0;U-2197: 8.2
55,GLIS3,"MGC33662, ZNF515",ENSG00000107249,GLIS family zinc finger 3,9,3824127-4348392,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins, Transcription factors",Evidence at protein level,HPA056426,Approved,,Supported,Nucleoplasm,,Mixed,Tissue enhanced,,thyroid gland: 34.9,fallopian tube: 16.6,Cell line enhanced,,BJ hTERT+: 19.2;HSkMC: 25.2
56,GOLGA8B,,ENSG00000215252,Golgin A8 family member B,15,34525207-34588503,Predicted intracellular proteins,Evidence at transcript level,HPA051808,Approved,,Approved,Golgi apparatus<br>Cytosol,"Renal cancer:9.38e-6 (unfavourable), Urothelial cancer:5.79e-4 (favourable)",Expressed in all,Tissue enhanced,,thyroid gland: 47.9,testis: 23.1,Cell line enhanced,,NB-4: 15.7
57,GOLGA8M,,ENSG00000188626,Golgin A8 family member M,15,28701954-28738384,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Tissue enhanced,Tissue enhanced,,testis: 3.7;thyroid gland: 11.0,placenta: 2.4,Group enriched,10.0,HEL: 1.1;U-937: 3.5
58,GOLGA8R,,ENSG00000186399,Golgin A8 family member R,15,30403740-30414162,Predicted intracellular proteins,Evidence at transcript level,,,,,,,Not detected,Tissue enhanced,,thyroid gland: 10.5,testis: 5.2,Group enriched,10.0,HEL: 21.6;THP-1: 5.5;U-937: 7.5
59,GPR61,BALGR,ENSG00000156097,G protein-coupled receptor 61,1,109539872-109548406,"G-protein coupled receptors, Predicted membrane proteins",Evidence at protein level,"HPA007326, HPA026088",Approved,,,,,Not detected,Tissue enhanced,,adrenal gland: 1.0;cerebral cortex: 3.4;thyroid gland: 1.2,testis: 0.5,Not detected,,
60,GRIN2C,"GluN2C, NMDAR2C",ENSG00000161509,Glutamate ionotropic receptor NMDA type subunit 2C,17,74842023-74861504,"FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,cerebral cortex: 9.5;thyroid gland: 14.1,heart muscle: 6.1,Cell line enhanced,,BEWO: 6.1;SCLC-21H: 3.3
61,GRP,,ENSG00000134443,Gastrin releasing peptide,18,59220168-59230774,"Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,lung: 13.4;thyroid gland: 10.4,parathyroid gland: 3.9,Group enriched,8.0,BJ hTERT+: 4.2;fHDF/TERT166: 5.1
62,HHIPL2,"FLJ13840, KIAA1822L",ENSG00000143512,HHIP like 2,1,222522258-222548103,Predicted secreted proteins,Evidence at protein level,HPA059673,Enhanced,,Uncertain,Mitochondria<br>Cytosol,Lung cancer:4.64e-4 (unfavourable),Mixed,Tissue enhanced,,testis: 9.0;thyroid gland: 3.4,prostate: 1.4,Cell line enhanced,,A549: 3.8;Hep G2: 4.0;RH-30: 20.6;U-87 MG: 10.5
63,HLA-DMB,"D6S221E, RING7",ENSG00000242574,"Major histocompatibility complex, class II, DM beta",6,32934629-32941070,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA012298,Supported,,,,Endometrial cancer:3.89e-5 (favourable),Expressed in all,Tissue enhanced,,thyroid gland: 29.3,spleen: 12.0,Group enriched,11.0,CAPAN-2: 5.2;Daudi: 6.1;EFO-21: 3.6;U-266/70: 2.3;U-698: 7.1
64,ID4,bHLHb27,ENSG00000172201,"Inhibitor of DNA binding 4, HLH protein",6,19837386-19840684,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA060800,,,Supported,Nucleus,Pancreatic cancer:2.49e-4 (favourable),Expressed in all,Tissue enhanced,,thyroid gland: 626.0,fallopian tube: 128.5,Cell line enhanced,,AF22: 57.9;AN3-CA: 71.8;EFO-21: 163.7;HEK93: 91.1;SCLC-21H: 185.5
65,IP6K3,"IHPK3, INSP6K3",ENSG00000161896,Inositol hexakisphosphate kinase 3,6,33721670-33746905,"Enzymes, Predicted intracellular proteins",Evidence at protein level,HPA053644,Approved,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:6.09e-4 (unfavourable),Mixed,Tissue enhanced,,skeletal muscle: 32.4;thyroid gland: 21.9,heart muscle: 9.1,Cell line enhanced,,HHSteC: 18.4;LHCN-M2: 30.1;RH-30: 15.3
