,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
26,CUX2,"CDP2, CUTL2, KIAA0293",ENSG00000111249,Cut like homeobox 2,12,111034024-111350554,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,cerebral cortex: 12.2;liver: 9.6;prostate: 18.0,thyroid gland: 6.8,Cell line enhanced,,HBEC3-KT: 4.6;SCLC-21H: 7.5;SH-SY5Y: 14.5
27,CWH43,"CWH43-C, FLJ21511",ENSG00000109182,Cell wall biogenesis 43 C-terminal homolog,4,48986247-49062081,Predicted membrane proteins,Evidence at protein level,"HPA042814, HPA048140",Uncertain,,,,"Renal cancer:2.29e-11 (favourable), Endometrial cancer:1.32e-4 (favourable)",Tissue enhanced,Tissue enhanced,,prostate: 67.5,skin: 29.6,Not detected,,
28,DLK2,"EGFL9, MGC2487",ENSG00000171462,Delta like non-canonical Notch ligand 2,6,43450352-43456632,Predicted membrane proteins,Evidence at transcript level,"HPA061223, HPA068672",Uncertain,,Approved,Nucleus,,Mixed,Tissue enhanced,,prostate: 9.3;skin: 14.5,seminal vesicle: 7.5,Cell line enhanced,,HaCaT: 21.0;hTCEpi: 27.7
29,EPHA3,"ETK, ETK1, HEK, HEK4, TYRO4",ENSG00000044524,EPH receptor A3,3,89107524-89482134,"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,CAB010462,Approved,,Uncertain,Nucleoplasm<br>Golgi apparatus<br>Cytosol,Renal cancer:3.28e-7 (unfavourable),Mixed,Tissue enhanced,,prostate: 51.9,gallbladder: 29.8,Cell line enriched,7.0,AF22: 192.5
30,EVX1,,ENSG00000106038,Even-skipped homeobox 1,7,27242700-27250493,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA055132,,,Approved,Nucleoplasm,,Mixed,Tissue enhanced,,adrenal gland: 3.7;prostate: 4.5;seminal vesicle: 4.0,testis: 1.3,Cell line enriched,10.0,RT4: 11.7
31,EVX2,,ENSG00000174279,Even-skipped homeobox 2,2,176077472-176083913,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA041576,Uncertain,,,,,Not detected,Tissue enhanced,,prostate: 2.0;seminal vesicle: 2.2;testis: 2.7,"cervix, uterine: 1.1",Not detected,,
32,EYA1,BOR,ENSG00000104313,EYA transcriptional coactivator and phosphatase 1,8,71197433-71362232,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Evidence at protein level,HPA028917,,,Supported,Nucleoplasm<br>Nuclear bodies,,Mixed,Tissue enhanced,,parathyroid gland: 81.7;prostate: 21.2,cerebral cortex: 10.7,Cell line enhanced,,AN3-CA: 28.1;RH-30: 23.1;SH-SY5Y: 57.2
33,FEV,Pet-1,ENSG00000163497,"FEV, ETS transcription factor",2,218981087-218985657,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA067679,,Supported,Supported,Nuclear speckles,Pancreatic cancer:4.85e-4 (favourable),Group enriched,Tissue enhanced,,adrenal gland: 2.1;duodenum: 2.9;prostate: 1.9;stomach: 2.4,small intestine: 1.6,Group enriched,6.0,HMC-1: 22.4;SH-SY5Y: 34.6
34,FOXA1,HNF3A,ENSG00000129514,Forkhead box A1,14,37589984-37596059,"Cancer-related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB011595, HPA050505",Enhanced,,Supported,Nucleoplasm<br>Nucleoli fibrillar center,Urothelial cancer:1.00e-4 (favourable),Tissue enhanced,Tissue enhanced,,prostate: 146.0,breast: 36.3,Cell line enhanced,,MCF7: 98.8;PC-3: 81.2;RT4: 94.9;SK-BR-3: 88.5;T-47d: 157.4
35,GABRG3,,ENSG00000182256,Gamma-aminobutyric acid type A receptor gamma3 subunit,15,26971282-27541991,"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,HPA054010,Supported,,,,,Tissue enhanced,Tissue enhanced,,prostate: 10.6;testis: 16.5,cerebral cortex: 4.2,Cell line enhanced,,K-562: 4.0;PC-3: 5.1;U-87 MG: 14.0
36,GATA2,NFE1B,ENSG00000179348,GATA binding protein 2,3,128479427-128493185,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA005633, CAB024847",Approved,,Supported,Nucleoplasm,"Urothelial cancer:5.22e-5 (favourable), Renal cancer:2.04e-4 (favourable)",Expressed in all,Tissue enhanced,,prostate: 62.7;seminal vesicle: 74.7,endometrium: 40.5,Cell line enhanced,,BEWO: 272.0;HEL: 324.7;HMC-1: 165.0;SH-SY5Y: 347.2
37,GCNT2,"bA360O19.2, bA421M1.1, CCAT, GCNT5, IGNT, II, NACGT1, NAGCT1, ULG3",ENSG00000111846,"Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",6,10492223-10629368,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Evidence at protein level,HPA026776,Approved,,Supported,Golgi apparatus,,Mixed,Tissue enhanced,,prostate: 55.7,breast: 13.9,Cell line enhanced,,CACO-2: 39.6;EFO-21: 67.0
38,GCSAML,"C1orf150, FLJ44728",ENSG00000169224,Germinal center associated signaling and motility like,1,247507058-247577690,Predicted intracellular proteins,Evidence at protein level,"HPA027507, HPA027510",Uncertain,,Approved,Cytosol,,Tissue enriched,Tissue enhanced,,prostate: 9.1;testis: 7.3,lung: 3.3,Group enriched,98.0,HEL: 133.3;HMC-1: 495.5
39,GDF15,"MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB",ENSG00000130513,Growth differentiation factor 15,19,18374731-18389176,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"HPA011191, CAB062554, HPA070957",Enhanced,,Enhanced,Golgi apparatus,,Expressed in all,Tissue enhanced,,placenta: 122.1;prostate: 74.5,kidney: 41.6,Cell line enhanced,,BEWO: 401.5;HHSteC: 474.6
40,GJC3,"CX30.2, GJE1",ENSG00000176402,Gap junction protein gamma 3,7,99923269-99929620,"Predicted membrane proteins, Transporters",Evidence at protein level,HPA015024,Uncertain,,,,,Group enriched,Tissue enhanced,,breast: 8.7;prostate: 5.3,testis: 2.7,Cell line enhanced,,SK-MEL-30: 1.8;U-2197: 1.7
41,GLB1L2,,ENSG00000149328,Galactosidase beta 1 like 2,11,134331874-134378341,Predicted secreted proteins,Evidence at protein level,"HPA054808, HPA059955",Uncertain,,Supported,Nucleus,,Mixed,Tissue enhanced,,parathyroid gland: 53.2;prostate: 56.1,fallopian tube: 41.3,Cell line enhanced,,CAPAN-2: 43.7;HaCaT: 46.4;SCLC-21H: 41.1
42,GLB1L3,FLJ90231,ENSG00000166105,Galactosidase beta 1 like 3,11,134274245-134319564,Predicted intracellular proteins,Evidence at protein level,HPA039916,Uncertain,,,,Lung cancer:1.97e-4 (favourable),Tissue enhanced,Tissue enhanced,,prostate: 14.5;seminal vesicle: 7.0,cerebral cortex: 4.0,Cell line enhanced,,HEK93: 5.2;NTERA-2: 3.5;PC-3: 4.3;SCLC-21H: 8.6
43,GNG4,,ENSG00000168243,G protein subunit gamma 4,1,235547687-235650754,"Predicted intracellular proteins, RAS pathway related proteins",Evidence at protein level,,,,,,,Mixed,Tissue enhanced,,cerebral cortex: 25.3;ovary: 18.4;prostate: 17.5,endometrium: 8.4,Cell line enhanced,,NTERA-2: 75.6;SCLC-21H: 93.5;SH-SY5Y: 118.5
44,HIST1H2AD,"H2A.3, H2A/g, H2AFG",ENSG00000196866,Histone cluster 1 H2A family member d,6,26198851-26199243,Predicted intracellular proteins,Evidence at protein level,HPA041189,Supported,,,,,Mixed,Tissue enhanced,,bone marrow: 2.2;prostate: 1.9,esophagus: 1.2,Cell line enhanced,,U-266/70: 15.6;U-266/84: 5.0
45,HIST1H2BC,"H2B.1, H2B/l, H2BFL",ENSG00000180596,Histone cluster 1 H2B family member c,6,26114873-26123926,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA042205, HPA043013, HPA048671",Supported,,Approved,Nucleoplasm<br>Cytosol,"Renal cancer:1.75e-5 (unfavourable), Pancreatic cancer:9.01e-4 (unfavourable)",Expressed in all,Tissue enhanced,,prostate: 35.5,bone marrow: 16.6,Cell line enhanced,,SiHa: 80.4;U-2 OS: 53.7
46,HIST1H2BF,"H2B/g, H2BFG",ENSG00000277224,Histone cluster 1 H2B family member f,6,26199520-26200715,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA042205, HPA043013, HPA048671",Supported,,Approved,Nucleoplasm<br>Cytosol,,Mixed,Tissue enhanced,,esophagus: 3.5;prostate: 2.6,breast: 2.2,Cell line enhanced,,U-266/70: 18.9;U-266/84: 13.1
47,HIST1H2BG,"H2B.1A, H2B/a, H2BFA",ENSG00000273802,Histone cluster 1 H2B family member g,6,26215159-26216692,"Plasma proteins, Predicted intracellular proteins",Evidence at protein level,"HPA042205, HPA043013, HPA048671",Supported,,Approved,Nucleoplasm<br>Cytosol,Renal cancer:1.70e-8 (unfavourable),Expressed in all,Tissue enhanced,,breast: 17.5;prostate: 11.3,bone marrow: 4.6,Cell line enhanced,,SiHa: 11.2;T-47d: 19.9;U-266/70: 15.0
48,HIST2H2AA3,"H2A.2, H2A/q, H2AFO, HIST2H2AA",ENSG00000203812,Histone cluster 2 H2A family member a3,1,149842188-149842736,Predicted intracellular proteins,Evidence at protein level,HPA041189,Supported,,,,,Tissue enhanced,Tissue enhanced,,bone marrow: 112.2;prostate: 125.6,spleen: 42.0,Cell line enhanced,,U-266/70: 350.1;U-266/84: 191.4
49,HOXA13,"HOX1, HOX1J",ENSG00000106031,Homeobox A13,7,27193503-27200106,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,"cervix, uterine: 34.0;placenta: 24.5;prostate: 36.2;seminal vesicle: 32.5",rectum: 13.0,Cell line enhanced,,HAP1: 27.6;HEK93: 34.0;RT4: 33.4
50,HOXB13,,ENSG00000159184,Homeobox B13,17,48724763-48729178,"Disease related genes, Predicted intracellular proteins, Transcription factors",Evidence at protein level,"CAB004438, HPA062852, HPA065019",Enhanced,,Enhanced,Nucleoplasm,,Tissue enriched,Tissue enhanced,,prostate: 115.1;rectum: 39.0,colon: 21.4,Cell line enriched,13.0,PC-3: 139.6
51,IRX4,,ENSG00000113430,Iroquois homeobox 4,5,1877413-1887236,"Plasma proteins, Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA064094,,,Uncertain,Nucleus<br>Vesicles,,Mixed,Tissue enhanced,,prostate: 5.8;skin: 6.9,esophagus: 1.4,Cell line enhanced,,BEWO: 43.3;HaCaT: 15.1;HBEC3-KT: 6.7
52,ITGA8,,ENSG00000077943,Integrin subunit alpha 8,10,15513949-15720125,"Disease related genes, Plasma proteins, Predicted membrane proteins",Evidence at protein level,HPA003432,Approved,,,,,Mixed,Tissue enhanced,,prostate: 59.5,seminal vesicle: 40.5,Cell line enhanced,,HEK93: 7.4;HMC-1: 17.0;HSkMC: 6.1;U-266/84: 6.6
53,KCNAB1,"AKR6A3, hKvb3, hKvBeta3, KCNA1B, Kvb1.3",ENSG00000169282,Potassium voltage-gated channel subfamily A member regulatory beta subunit 1,3,156037701-156539138,"Predicted intracellular proteins, Transporters",Evidence at protein level,HPA044550,Approved,,,,,Tissue enhanced,Tissue enhanced,,prostate: 37.4;thyroid gland: 48.4,seminal vesicle: 26.6,Cell line enhanced,,hTEC/SVTERT24-B: 5.2
54,KCNH6,"erg2, HERG2, Kv11.2",ENSG00000173826,Potassium voltage-gated channel subfamily H member 6,17,63523334-63548977,"Predicted membrane proteins, Voltage-gated ion channels",Evidence at protein level,,,,,,,Tissue enhanced,Tissue enhanced,,kidney: 6.1;prostate: 5.4;small intestine: 5.5,duodenum: 2.2,Group enriched,6.0,SCLC-21H: 4.0;SH-SY5Y: 1.4
55,LA16c-312E8.5,,ENSG00000284395,,16,1431035-1433397,Predicted intracellular proteins,Evidence at transcript level,,,,,,,,Tissue enhanced,,prostate: 2.6;stomach: 1.4,duodenum: 0.7,Cell line enriched,54.0,SCLC-21H: 38.7
56,LMAN1L,"ERGIC-53L, ERGL",ENSG00000140506,"Lectin, mannose binding 1 like",15,74812716-74825758,"Predicted intracellular proteins, Predicted membrane proteins",Evidence at transcript level,,,,,,,Tissue enriched,Tissue enhanced,,prostate: 91.3;spleen: 31.7,heart muscle: 12.7,Not detected,,
57,LRRC24,LRRC14OS,ENSG00000254402,Leucine rich repeat containing 24,8,144522377-144527032,Predicted membrane proteins,Evidence at protein level,"HPA028171, HPA052250",Enhanced,,Approved,Vesicles,,Not detected,Tissue enhanced,,parathyroid gland: 3.6;prostate: 4.5,cerebral cortex: 3.1,Cell line enhanced,,SCLC-21H: 3.2;SH-SY5Y: 7.9
58,MESP1,"bHLHc5, MGC10676",ENSG00000166823,Mesoderm posterior bHLH transcription factor 1,15,89748661-89751310,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,HPA069981,,,Supported,Nucleus<br>Nucleoli,,Group enriched,Tissue enhanced,,adipose tissue: 4.8;prostate: 4.8,cerebral cortex: 1.4,Cell line enhanced,,A-431: 3.1;HDLM-2: 2.9;HEK93: 2.7;PC-3: 5.2;SCLC-21H: 3.0
59,MKX,"C10orf48, IRXL1, MGC39616",ENSG00000150051,Mohawk homeobox,10,27672875-27746060,"Predicted intracellular proteins, Transcription factors",Evidence at transcript level,HPA006927,Uncertain,,Approved,Nucleoplasm<br>Nuclear speckles,,Mixed,Tissue enhanced,,ovary: 13.6;prostate: 26.0,fallopian tube: 8.2,Cell line enhanced,,BJ: 43.3;BJ hTERT+: 23.7;BJ hTERT+ SV40 Large T+: 30.7;fHDF/TERT166: 114.3
60,NLGN4Y,KIAA0951,ENSG00000165246,"Neuroligin 4, Y-linked",Y,14522638-14845650,"Predicted membrane proteins, Predicted secreted proteins",Evidence at transcript level,HPA001651,Approved,,,,,Mixed,Tissue enhanced,,prostate: 11.4;seminal vesicle: 12.5,cerebral cortex: 7.5,Cell line enhanced,,BJ hTERT+: 28.5;fHDF/TERT166: 21.5;HDLM-2: 30.2;hTCEpi: 16.2;U-138 MG: 23.0
61,NLRP9,"CLR19.1, NALP9, NOD6, PAN12",ENSG00000185792,NLR family pyrin domain containing 9,19,55708432-55738402,Predicted intracellular proteins,Evidence at transcript level,HPA042623,Uncertain,,,,,Tissue enriched,Tissue enhanced,,prostate: 1.4,testis: 0.6,Not detected,,
62,NPPC,CNP,ENSG00000163273,Natriuretic peptide C,2,231921820-231926403,"Predicted secreted proteins, Transporters",Evidence at protein level,HPA035362,Uncertain,,,,,Mixed,Tissue enhanced,,prostate: 6.9,cerebral cortex: 3.0,Cell line enhanced,,HEK93: 7.7;NTERA-2: 3.9;SCLC-21H: 6.4;SK-MEL-30: 18.9
63,NXPH4,NPH4,ENSG00000182379,Neurexophilin 4,12,57216795-57226449,Predicted secreted proteins,Evidence at transcript level,,,,,,"Renal cancer:7.68e-6 (unfavourable), Liver cancer:2.57e-4 (unfavourable), Endometrial cancer:6.21e-4 (unfavourable), Glioma:8.20e-4 (unfavourable)",Expressed in all,Tissue enhanced,,cerebral cortex: 8.3;prostate: 7.1;skin: 12.2,placenta: 3.8,Cell line enhanced,,AN3-CA: 71.1;RH-30: 60.3
64,OR51E1,"GPR136, GPR164, OR51E1P, OR52A3P",ENSG00000180785,Olfactory receptor family 51 subfamily E member 1,11,4643420-4655488,"G-protein coupled receptors, Predicted membrane proteins",Evidence at transcript level,"CAB019995, HPA051439",Approved,,,,Renal cancer:1.23e-6 (unfavourable),Tissue enriched,Tissue enhanced,,adipose tissue: 6.4;placenta: 9.6;prostate: 9.0,"smooth muscle,urinary bladder: 1.7",Cell line enriched,96.0,SCLC-21H: 10.5
65,PCOTH,C1QTNF9B-AS1,ENSG00000205861,Pro-X-Gly collagen triple helix like repeat containing,13,23888889-23897263,Predicted intracellular proteins,Evidence at protein level,,,,,,,Tissue enriched,Tissue enhanced,,prostate: 24.5;skin: 25.5;testis: 38.3,epididymis: 6.1,Cell line enhanced,,hTEC/SVTERT24-B: 11.5;LHCN-M2: 10.9
