,Gene,Gene synonym,Ensembl,Gene description,Chromosome,Position,Protein class,Evidence,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Prognostic p-value,RNA cancer category,RNA tissue category,RNA TS,RNA TS TPM,TPM max in non-specific,RNA cell line category,RNA CS,RNA CS TPM
24,THBS4,,ENSG00000113296,Thrombospondin 4,5,79991311-80083287,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Evidence at protein level,"CAB004597, HPA042426",Approved,,Approved,Vesicles,Urothelial cancer:3.33e-4 (unfavourable),Expressed in all,Group enriched,6,adipose tissue: 234.3;heart muscle: 113.6;smooth muscle: 388.9,thyroid gland: 44.6,Cell line enhanced,,AF22: 3.1;SCLC-21H: 2.9;THP-1: 4.7;U-2 OS: 3.0
25,AKR1C2,"BABP, DD, DD2, DDH2, HAKRD, MCDR2, TDD",ENSG00000151632,Aldo-keto reductase family 1 member C2,10,4987400-5018031,"Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins",Evidence at protein level,"CAB047304, HPA068265",Enhanced,,Approved,Nucleus<br>Nucleoli fibrillar center<br>Endoplasmic reticulum<br>Cytosol,,Group enriched,Group enriched,5,adipose tissue: 330.4;breast: 105.2;esophagus: 94.9;gallbladder: 151.9;liver: 161.4;stomach: 126.5;urinary bladder: 143.0,duodenum: 29.8,Cell line enhanced,,A549: 1864.0;ASC diff: 1674.9;Hep G2: 2661.0;RT4: 940.6
26,AOC2,"DAO2, RAO",ENSG00000131480,"Amine oxidase, copper containing 2",17,42844600-42850707,"Enzymes, Predicted secreted proteins",Evidence at protein level,HPA057779,Uncertain,,,,Urothelial cancer:2.47e-4 (favourable),Tissue enhanced,Group enriched,5,adipose tissue: 6.2;testis: 5.8,spleen: 1.2,Cell line enhanced,,ASC diff: 7.7
27,CCL19,"CKb11, ELC, exodus-3, MIP-3b, SCYA19",ENSG00000172724,C-C motif chemokine ligand 19,9,34689567-34691277,"Cancer-related genes, Predicted secreted proteins",Evidence at protein level,HPA067758,Enhanced,,,,"Renal cancer:8.63e-7 (unfavourable), Cervical cancer:9.91e-6 (favourable), Breast cancer:2.88e-5 (favourable)",Expressed in all,Group enriched,5,adipose tissue: 173.8;appendix: 771.8;lymph node: 703.2;tonsil: 556.0,gallbladder: 107.9,Cell line enhanced,,HDLM-2: 2.9;TIME: 1.2
28,CD300LG,"CLM9, Trem4",ENSG00000161649,CD300 molecule like family member g,17,43847148-43863629,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at protein level,,,,,,,Mixed,Group enriched,5,adipose tissue: 143.0;placenta: 86.4;testis: 33.9,lung: 17.3,Not detected,,
29,G0S2,,ENSG00000123689,G0/G1 switch 2,1,209675420-209676388,Predicted intracellular proteins,Evidence at protein level,,,,,,"Glioma:2.22e-4 (unfavourable), Renal cancer:3.14e-4 (unfavourable), Colorectal cancer:7.72e-4 (unfavourable)",Expressed in all,Group enriched,5,adipose tissue: 956.0;bone marrow: 937.9;skeletal muscle: 240.5,appendix: 138.1,Cell line enhanced,,ASC diff: 321.2;HBEC3-KT: 528.5;PC-3: 170.1;RPMI-8226: 166.8
30,LBP,BPIFD2,ENSG00000129988,Lipopolysaccharide binding protein,20,38346356-38377023,"Plasma proteins, Predicted secreted proteins, Transporters",Evidence at protein level,"HPA001508, CAB025905",Approved,,,,"Renal cancer:3.62e-12 (unfavourable), Cervical cancer:5.56e-4 (unfavourable), Stomach cancer:5.76e-4 (unfavourable)",Tissue enriched,Group enriched,5,adipose tissue: 69.3;liver: 264.7,appendix: 31.3,Group enriched,7.0,ASC diff: 6.7;HSkMC: 8.5
31,LILRB3,"CD85a, HL9, ILT5, LIR-3, LIR3, PIR-B, PIRB",ENSG00000204577,Leukocyte immunoglobulin like receptor B3,19,54216278-54223506,"CD markers, Predicted membrane proteins, Predicted secreted proteins",Evidence at transcript level,,,,,,,Mixed,Group enriched,5,adipose tissue: 5.4;appendix: 11.3;bone marrow: 9.9;lung: 9.2;spleen: 11.1;urinary bladder: 6.8,placenta: 1.7,Not detected,,
32,MYEOV,OCIM,ENSG00000172927,Myeloma overexpressed,11,69294138-69367726,Predicted membrane proteins,Evidence at transcript level,HPA012949,Uncertain,,Approved,Nucleus<br>Vesicles,"Pancreatic cancer:1.54e-7 (unfavourable), Renal cancer:1.48e-5 (unfavourable), Lung cancer:2.00e-4 (unfavourable)",Mixed,Group enriched,5,adipose tissue: 4.0;breast: 5.8;esophagus: 9.2;skin: 1.8;stomach: 6.8,appendix: 1.0,Cell line enhanced,,A-431: 154.1;A549: 74.9;U-2 OS: 38.7
33,TCF15,"bHLHa40, EC2, PARAXIS",ENSG00000125878,Transcription factor 15 (basic helix-loop-helix),20,603797-610398,"Predicted intracellular proteins, Transcription factors",Evidence at protein level,"HPA050998, HPA060221",Uncertain,,Supported,Nuclear speckles,Ovarian cancer:3.25e-4 (unfavourable),Mixed,Group enriched,5,adipose tissue: 6.3;heart muscle: 3.4;placenta: 4.8;skeletal muscle: 4.6;testis: 1.3,lung: 0.7,Cell line enhanced,,HEL: 9.5;HMC-1: 14.7
